task_id,framework,observer,selected_train_model,train_distinguishability_auc,eval_point_auc,eval_ci95_two_sided_low,eval_ci95_two_sided_high,eval_lcb95_one_sided,randomization_p,repair_smoke_failure
C1_REGISTRY_RESOLUTION_PATTERN,OpenAI Agents SDK,REGISTRY,RBF_SVM,0.6761111111111111,0.5488888888888889,0.4288888888888889,0.67,0.4477777777777778,0.204979502049795,False
T7,OpenAI Agents SDK,REGISTRY,HIST_GRADIENT_BOOSTING,0.6755555555555556,0.43444444444444447,0.27886111111111117,0.5955555555555555,0.3022222222222222,0.7815218478152185,False
T7,OpenAI Agents SDK,RELAY,LOGISTIC_REGRESSION,0.6455555555555555,0.4855555555555555,0.33444444444444443,0.64,0.35777777777777775,0.5748425157484252,False
T7,Microsoft Agent Framework,REGISTRY,RBF_SVM,0.5433333333333333,0.4311111111111111,0.31222222222222223,0.55,0.33,0.8629137086291371,False
T7,Microsoft Agent Framework,RELAY,HIST_GRADIENT_BOOSTING,0.7066666666666667,0.6711111111111111,0.5366666666666666,0.7911111111111111,0.5588888888888889,0.0096990300969903,False
T9,OpenAI Agents SDK,RELAY,EXTRA_TREES,0.5688888888888889,0.6844444444444444,0.5377777777777778,0.8177777777777778,0.5622222222222222,0.0131986801319868,False
T9,Microsoft Agent Framework,RELAY,HIST_GRADIENT_BOOSTING,0.5944444444444443,0.4688888888888889,0.3188888888888889,0.6233333333333333,0.3432777777777778,0.6577342265773423,False
