run_id,seed,pair,variant,host_event_count,mediation_invocations,interruption_count,effect_count,final_output,native_elapsed_us,oram_accesses,dummy_fraction,structural_signature
s0-p11-v2-b1,0,11,B2-BOUNDED-ADAPTIVE-OBLIVIOUS,16,2,1,1,completed,3286.4,15,0.6,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",240,222]]"
s0-p12-v2-b0,0,12,B2-BOUNDED-ADAPTIVE-OBLIVIOUS,16,1,0,1,completed,1983.5,15,0.8,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",240,222]]"
s0-p12-v2-b1,0,12,B2-BOUNDED-ADAPTIVE-OBLIVIOUS,16,2,1,1,completed,3154.2,15,0.6,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",240,222]]"
s0-p13-v2-b0,0,13,B2-BOUNDED-ADAPTIVE-OBLIVIOUS,16,1,0,1,completed,1995.5,15,0.8,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",240,222]]"
s0-p13-v2-b1,0,13,B2-BOUNDED-ADAPTIVE-OBLIVIOUS,16,2,1,1,completed,3372.2,15,0.6,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",240,222]]"
s0-p14-v2-b0,0,14,B2-BOUNDED-ADAPTIVE-OBLIVIOUS,16,1,0,1,completed,1992.7,15,0.8,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",240,222]]"
s0-p14-v2-b1,0,14,B2-BOUNDED-ADAPTIVE-OBLIVIOUS,16,2,1,1,completed,3123.5,15,0.6,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",240,222]]"
s0-p15-v2-b0,0,15,B2-BOUNDED-ADAPTIVE-OBLIVIOUS,16,1,0,1,completed,2004.9,15,0.8,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",240,222]]"
s0-p15-v2-b1,0,15,B2-BOUNDED-ADAPTIVE-OBLIVIOUS,16,2,1,1,completed,3136.6,15,0.6,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",240,222]]"
s0-p16-v2-b0,0,16,B2-BOUNDED-ADAPTIVE-OBLIVIOUS,16,1,0,1,completed,2002.9,15,0.8,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",240,222]]"
s0-p16-v2-b1,0,16,B2-BOUNDED-ADAPTIVE-OBLIVIOUS,16,2,1,1,completed,3135.2,15,0.6,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",240,222]]"
s0-p17-v2-b0,0,17,B2-BOUNDED-ADAPTIVE-OBLIVIOUS,16,1,0,1,completed,2017.3,15,0.8,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",240,222]]"
s0-p17-v2-b1,0,17,B2-BOUNDED-ADAPTIVE-OBLIVIOUS,16,2,1,1,completed,3423.7,15,0.6,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",240,222]]"
s0-p18-v2-b0,0,18,B2-BOUNDED-ADAPTIVE-OBLIVIOUS,16,1,0,1,completed,2088.2,15,0.8,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",240,222]]"
s0-p18-v2-b1,0,18,B2-BOUNDED-ADAPTIVE-OBLIVIOUS,16,2,1,1,completed,3246.5,15,0.6,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",240,222]]"
s0-p19-v2-b0,0,19,B2-BOUNDED-ADAPTIVE-OBLIVIOUS,16,1,0,1,completed,2136.2,15,0.8,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",240,222]]"
s0-p19-v2-b1,0,19,B2-BOUNDED-ADAPTIVE-OBLIVIOUS,16,2,1,1,completed,3256.5,15,0.6,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",240,222]]"
s1-p0-v0-b0,1,0,B0-NATURAL,3,1,0,1,completed,2179.7,0,0.0,"[[1,""RUNTIME_BOUNDARY"",""MEDIATION_INVOCATION"",0,0],[2,""RUNTIME_BOUNDARY"",""PUBLIC_EFFECT_COMMIT"",0,0],[3,""RUNTIME_BOUNDARY"",""SANITIZED_RESULT"",0,0]]"
s1-p0-v0-b1,1,0,B0-NATURAL,6,2,1,1,completed,3318.7,0,0.0,"[[1,""RUNTIME_BOUNDARY"",""MEDIATION_INVOCATION"",0,0],[2,""RUNTIME_BOUNDARY"",""APPROVAL_INTERRUPTION"",0,0],[3,""RUNTIME_BOUNDARY"",""LOCAL_APPROVAL_DECISION"",0,0],[4,""RUNTIME_BOUNDARY"",""MEDIATION_INVOCATION"",0,0],[5,""RUNTIME_BOUNDARY"",""PUBLIC_EFFECT_COMMIT"",0,0],[6,""RUNTIME_BOUNDARY"",""SANITIZED_RESULT"",0,0]]"
s1-p1-v0-b0,1,1,B0-NATURAL,3,1,0,1,completed,2266.7,0,0.0,"[[1,""RUNTIME_BOUNDARY"",""MEDIATION_INVOCATION"",0,0],[2,""RUNTIME_BOUNDARY"",""PUBLIC_EFFECT_COMMIT"",0,0],[3,""RUNTIME_BOUNDARY"",""SANITIZED_RESULT"",0,0]]"
s1-p1-v0-b1,1,1,B0-NATURAL,6,2,1,1,completed,3685.1,0,0.0,"[[1,""RUNTIME_BOUNDARY"",""MEDIATION_INVOCATION"",0,0],[2,""RUNTIME_BOUNDARY"",""APPROVAL_INTERRUPTION"",0,0],[3,""RUNTIME_BOUNDARY"",""LOCAL_APPROVAL_DECISION"",0,0],[4,""RUNTIME_BOUNDARY"",""MEDIATION_INVOCATION"",0,0],[5,""RUNTIME_BOUNDARY"",""PUBLIC_EFFECT_COMMIT"",0,0],[6,""RUNTIME_BOUNDARY"",""SANITIZED_RESULT"",0,0]]"
s1-p2-v0-b0,1,2,B0-NATURAL,3,1,0,1,completed,2022.5,0,0.0,"[[1,""RUNTIME_BOUNDARY"",""MEDIATION_INVOCATION"",0,0],[2,""RUNTIME_BOUNDARY"",""PUBLIC_EFFECT_COMMIT"",0,0],[3,""RUNTIME_BOUNDARY"",""SANITIZED_RESULT"",0,0]]"
s1-p2-v0-b1,1,2,B0-NATURAL,6,2,1,1,completed,3246.9,0,0.0,"[[1,""RUNTIME_BOUNDARY"",""MEDIATION_INVOCATION"",0,0],[2,""RUNTIME_BOUNDARY"",""APPROVAL_INTERRUPTION"",0,0],[3,""RUNTIME_BOUNDARY"",""LOCAL_APPROVAL_DECISION"",0,0],[4,""RUNTIME_BOUNDARY"",""MEDIATION_INVOCATION"",0,0],[5,""RUNTIME_BOUNDARY"",""PUBLIC_EFFECT_COMMIT"",0,0],[6,""RUNTIME_BOUNDARY"",""SANITIZED_RESULT"",0,0]]"
s1-p3-v0-b0,1,3,B0-NATURAL,3,1,0,1,completed,2099.9,0,0.0,"[[1,""RUNTIME_BOUNDARY"",""MEDIATION_INVOCATION"",0,0],[2,""RUNTIME_BOUNDARY"",""PUBLIC_EFFECT_COMMIT"",0,0],[3,""RUNTIME_BOUNDARY"",""SANITIZED_RESULT"",0,0]]"
s1-p3-v0-b1,1,3,B0-NATURAL,6,2,1,1,completed,3258.5,0,0.0,"[[1,""RUNTIME_BOUNDARY"",""MEDIATION_INVOCATION"",0,0],[2,""RUNTIME_BOUNDARY"",""APPROVAL_INTERRUPTION"",0,0],[3,""RUNTIME_BOUNDARY"",""LOCAL_APPROVAL_DECISION"",0,0],[4,""RUNTIME_BOUNDARY"",""MEDIATION_INVOCATION"",0,0],[5,""RUNTIME_BOUNDARY"",""PUBLIC_EFFECT_COMMIT"",0,0],[6,""RUNTIME_BOUNDARY"",""SANITIZED_RESULT"",0,0]]"
s1-p4-v0-b0,1,4,B0-NATURAL,3,1,0,1,completed,2114.6,0,0.0,"[[1,""RUNTIME_BOUNDARY"",""MEDIATION_INVOCATION"",0,0],[2,""RUNTIME_BOUNDARY"",""PUBLIC_EFFECT_COMMIT"",0,0],[3,""RUNTIME_BOUNDARY"",""SANITIZED_RESULT"",0,0]]"
s1-p4-v0-b1,1,4,B0-NATURAL,6,2,1,1,completed,3253.3,0,0.0,"[[1,""RUNTIME_BOUNDARY"",""MEDIATION_INVOCATION"",0,0],[2,""RUNTIME_BOUNDARY"",""APPROVAL_INTERRUPTION"",0,0],[3,""RUNTIME_BOUNDARY"",""LOCAL_APPROVAL_DECISION"",0,0],[4,""RUNTIME_BOUNDARY"",""MEDIATION_INVOCATION"",0,0],[5,""RUNTIME_BOUNDARY"",""PUBLIC_EFFECT_COMMIT"",0,0],[6,""RUNTIME_BOUNDARY"",""SANITIZED_RESULT"",0,0]]"
