run_id,seed,pair,variant,host_event_count,mediation_invocations,interruption_count,effect_count,final_output,native_elapsed_us,oram_accesses,dummy_fraction,structural_signature
s2-p6-v1-b0,2,6,B1-PER-ACTION-OBLIVIOUS,4,1,0,1,completed,2020.7,3,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s2-p6-v1-b1,2,6,B1-PER-ACTION-OBLIVIOUS,7,2,1,1,completed,3179.6,6,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s2-p7-v1-b0,2,7,B1-PER-ACTION-OBLIVIOUS,4,1,0,1,completed,1989.9,3,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s2-p7-v1-b1,2,7,B1-PER-ACTION-OBLIVIOUS,7,2,1,1,completed,3225.4,6,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s2-p8-v1-b0,2,8,B1-PER-ACTION-OBLIVIOUS,4,1,0,1,completed,2018.3,3,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s2-p8-v1-b1,2,8,B1-PER-ACTION-OBLIVIOUS,7,2,1,1,completed,3407.9,6,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s2-p9-v1-b0,2,9,B1-PER-ACTION-OBLIVIOUS,4,1,0,1,completed,2153.3,3,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s2-p9-v1-b1,2,9,B1-PER-ACTION-OBLIVIOUS,7,2,1,1,completed,3199.6,6,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s2-p10-v1-b0,2,10,B1-PER-ACTION-OBLIVIOUS,4,1,0,1,completed,2033.8,3,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s2-p10-v1-b1,2,10,B1-PER-ACTION-OBLIVIOUS,7,2,1,1,completed,3175.0,6,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s2-p11-v1-b0,2,11,B1-PER-ACTION-OBLIVIOUS,4,1,0,1,completed,2063.5,3,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s2-p11-v1-b1,2,11,B1-PER-ACTION-OBLIVIOUS,7,2,1,1,completed,3156.4,6,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s2-p12-v1-b0,2,12,B1-PER-ACTION-OBLIVIOUS,4,1,0,1,completed,1981.5,3,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s2-p12-v1-b1,2,12,B1-PER-ACTION-OBLIVIOUS,7,2,1,1,completed,3168.0,6,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s2-p13-v1-b0,2,13,B1-PER-ACTION-OBLIVIOUS,4,1,0,1,completed,2248.4,3,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s2-p13-v1-b1,2,13,B1-PER-ACTION-OBLIVIOUS,7,2,1,1,completed,3195.1,6,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s2-p14-v1-b0,2,14,B1-PER-ACTION-OBLIVIOUS,4,1,0,1,completed,1996.9,3,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s2-p14-v1-b1,2,14,B1-PER-ACTION-OBLIVIOUS,7,2,1,1,completed,3312.6,6,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s2-p15-v1-b0,2,15,B1-PER-ACTION-OBLIVIOUS,4,1,0,1,completed,1986.8,3,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s2-p15-v1-b1,2,15,B1-PER-ACTION-OBLIVIOUS,7,2,1,1,completed,3168.4,6,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s2-p16-v1-b0,2,16,B1-PER-ACTION-OBLIVIOUS,4,1,0,1,completed,2001.5,3,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s2-p16-v1-b1,2,16,B1-PER-ACTION-OBLIVIOUS,7,2,1,1,completed,3192.1,6,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s2-p17-v1-b0,2,17,B1-PER-ACTION-OBLIVIOUS,4,1,0,1,completed,2028.4,3,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s2-p17-v1-b1,2,17,B1-PER-ACTION-OBLIVIOUS,7,2,1,1,completed,3387.3,6,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s2-p18-v1-b0,2,18,B1-PER-ACTION-OBLIVIOUS,4,1,0,1,completed,2082.4,3,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s2-p18-v1-b1,2,18,B1-PER-ACTION-OBLIVIOUS,7,2,1,1,completed,3175.0,6,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s2-p19-v1-b0,2,19,B1-PER-ACTION-OBLIVIOUS,4,1,0,1,completed,2062.5,3,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s2-p19-v1-b1,2,19,B1-PER-ACTION-OBLIVIOUS,7,2,1,1,completed,3201.3,6,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s2-p0-v2-b0,2,0,B2-BOUNDED-ADAPTIVE-OBLIVIOUS,16,1,0,1,completed,2031.8,15,0.8,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",240,222]]"
s2-p0-v2-b1,2,0,B2-BOUNDED-ADAPTIVE-OBLIVIOUS,16,2,1,1,completed,3324.6,15,0.6,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",240,222]]"
s2-p1-v2-b0,2,1,B2-BOUNDED-ADAPTIVE-OBLIVIOUS,16,1,0,1,completed,2279.6,15,0.8,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",240,222]]"
s2-p1-v2-b1,2,1,B2-BOUNDED-ADAPTIVE-OBLIVIOUS,16,2,1,1,completed,3577.1,15,0.6,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",240,222]]"
s2-p2-v2-b0,2,2,B2-BOUNDED-ADAPTIVE-OBLIVIOUS,16,1,0,1,completed,2220.9,15,0.8,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",240,222]]"
s2-p2-v2-b1,2,2,B2-BOUNDED-ADAPTIVE-OBLIVIOUS,16,2,1,1,completed,3283.5,15,0.6,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",240,222]]"
s2-p3-v2-b0,2,3,B2-BOUNDED-ADAPTIVE-OBLIVIOUS,16,1,0,1,completed,2261.4,15,0.8,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",240,222]]"
s2-p3-v2-b1,2,3,B2-BOUNDED-ADAPTIVE-OBLIVIOUS,16,2,1,1,completed,3423.6,15,0.6,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",240,222]]"
s2-p4-v2-b0,2,4,B2-BOUNDED-ADAPTIVE-OBLIVIOUS,16,1,0,1,completed,2119.5,15,0.8,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",240,222]]"
