seed,scenario,variant,feature_level,split,metric,value,chance,permutation
1,AUTHORIZATION,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,grouped_entity,roc_auc,0.5,0.5,0.5032909175662659
1,AUTHORIZATION,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,cross_policy,accuracy,0.5,0.5,0.5078828828828829
1,AUTHORIZATION,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,cross_policy,macro_f1,0.3333333333333333,0.5,0.48176636813860046
1,AUTHORIZATION,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,cross_policy,roc_auc,0.5,0.5,0.5174143004473887
1,AUTHORIZATION,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,cross_task,accuracy,0.5,0.5,0.5338541666666666
1,AUTHORIZATION,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,cross_task,macro_f1,0.3333333333333333,0.5,0.3479419790426649
1,AUTHORIZATION,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,cross_task,roc_auc,0.5,0.5,0.5
1,AUTHORIZATION,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,grouped_entity,accuracy,0.5588235294117647,0.5,0.5159313725490197
1,AUTHORIZATION,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,grouped_entity,macro_f1,0.5584415584415584,0.5,0.511774188496575
1,AUTHORIZATION,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,grouped_entity,roc_auc,0.5882352941176471,0.5,0.5116807617378153
1,AUTHORIZATION,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,cross_policy,accuracy,0.5405405405405406,0.5,0.4966216216216216
1,AUTHORIZATION,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,cross_policy,macro_f1,0.5405405405405406,0.5,0.4879789359584977
1,AUTHORIZATION,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,cross_policy,roc_auc,0.5427319211102994,0.5,0.5139030773045196
1,AUTHORIZATION,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,cross_task,accuracy,0.4125,0.5,0.5166666666666667
1,AUTHORIZATION,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,cross_task,macro_f1,0.41167266468471286,0.5,0.5143681471428343
1,AUTHORIZATION,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,cross_task,roc_auc,0.425,0.5,0.5202225289362608
1,PROVENANCE,B0-NATURAL,STRUCTURAL,grouped_entity,accuracy,1.0,0.5,0.5171568627450981
1,PROVENANCE,B0-NATURAL,STRUCTURAL,grouped_entity,macro_f1,1.0,0.5,0.5132512571610682
1,PROVENANCE,B0-NATURAL,STRUCTURAL,grouped_entity,roc_auc,1.0,0.5,0.5295673451004334
1,PROVENANCE,B0-NATURAL,STRUCTURAL,cross_policy,accuracy,1.0,0.5,0.5033602150537634
1,PROVENANCE,B0-NATURAL,STRUCTURAL,cross_policy,macro_f1,1.0,0.5,0.49871236923013323
1,PROVENANCE,B0-NATURAL,STRUCTURAL,cross_policy,roc_auc,1.0,0.5,0.5037337053405838
1,PROVENANCE,B0-NATURAL,STRUCTURAL,cross_task,accuracy,1.0,0.5,0.5109375
1,PROVENANCE,B0-NATURAL,STRUCTURAL,cross_task,macro_f1,1.0,0.5,0.49512751863199383
1,PROVENANCE,B0-NATURAL,STRUCTURAL,cross_task,roc_auc,1.0,0.5,0.5067362979649901
1,PROVENANCE,B0-NATURAL,FULL_ORAM,grouped_entity,accuracy,1.0,0.5,0.5171568627450981
1,PROVENANCE,B0-NATURAL,FULL_ORAM,grouped_entity,macro_f1,1.0,0.5,0.5132512571610682
1,PROVENANCE,B0-NATURAL,FULL_ORAM,grouped_entity,roc_auc,1.0,0.5,0.5295673451004334
1,PROVENANCE,B0-NATURAL,FULL_ORAM,cross_policy,accuracy,1.0,0.5,0.5033602150537634
1,PROVENANCE,B0-NATURAL,FULL_ORAM,cross_policy,macro_f1,1.0,0.5,0.49871236923013323
1,PROVENANCE,B0-NATURAL,FULL_ORAM,cross_policy,roc_auc,1.0,0.5,0.5037337053405838
1,PROVENANCE,B0-NATURAL,FULL_ORAM,cross_task,accuracy,1.0,0.5,0.5109375
1,PROVENANCE,B0-NATURAL,FULL_ORAM,cross_task,macro_f1,1.0,0.5,0.49512751863199383
1,PROVENANCE,B0-NATURAL,FULL_ORAM,cross_task,roc_auc,1.0,0.5,0.5067362979649901
1,PROVENANCE,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,grouped_entity,accuracy,1.0,0.5,0.5220588235294118
1,PROVENANCE,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,grouped_entity,macro_f1,1.0,0.5,0.5181766269301881
1,PROVENANCE,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,grouped_entity,roc_auc,1.0,0.5,0.532902221420507
1,PROVENANCE,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,cross_policy,accuracy,1.0,0.5,0.4993279569892473
1,PROVENANCE,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,cross_policy,macro_f1,1.0,0.5,0.495374304182139
1,PROVENANCE,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,cross_policy,roc_auc,1.0,0.5,0.49642157917812213
1,PROVENANCE,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,cross_task,accuracy,1.0,0.5,0.5119791666666667
1,PROVENANCE,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,cross_task,macro_f1,1.0,0.5,0.48808706804315616
1,PROVENANCE,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,cross_task,roc_auc,1.0,0.5,0.5067362979649901
1,PROVENANCE,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,grouped_entity,accuracy,1.0,0.5,0.5208333333333334
1,PROVENANCE,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,grouped_entity,macro_f1,1.0,0.5,0.5174593823598905
1,PROVENANCE,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,grouped_entity,roc_auc,1.0,0.5,0.5583170211611211
1,PROVENANCE,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,cross_policy,accuracy,1.0,0.5,0.4838709677419355
1,PROVENANCE,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,cross_policy,macro_f1,1.0,0.5,0.4810052339308992
1,PROVENANCE,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,cross_policy,roc_auc,1.0,0.5,0.48914344027514717
1,PROVENANCE,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,cross_task,accuracy,1.0,0.5,0.5177083333333333
1,PROVENANCE,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,cross_task,macro_f1,1.0,0.5,0.5162833514626877
1,PROVENANCE,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,cross_task,roc_auc,1.0,0.5,0.5175096218616247
1,PROVENANCE,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,grouped_entity,accuracy,0.5,0.5,0.5171568627450981
1,PROVENANCE,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,grouped_entity,macro_f1,0.3333333333333333,0.5,0.5016873262038752
1,PROVENANCE,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,grouped_entity,roc_auc,0.5,0.5,0.5215237180117211
1,PROVENANCE,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,cross_policy,accuracy,0.5,0.5,0.49798387096774194
1,PROVENANCE,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,cross_policy,macro_f1,0.3333333333333333,0.5,0.48991206724221426
1,PROVENANCE,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,cross_policy,roc_auc,0.5,0.5,0.5032609992846084
1,PROVENANCE,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,cross_task,accuracy,0.5,0.5,0.5338541666666666
1,PROVENANCE,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,cross_task,macro_f1,0.3333333333333333,0.5,0.3479419790426649
1,PROVENANCE,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,cross_task,roc_auc,0.5,0.5,0.5
1,PROVENANCE,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,grouped_entity,accuracy,0.4117647058823529,0.5,0.5049019607843137
1,PROVENANCE,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,grouped_entity,macro_f1,0.4117647058823529,0.5,0.5007006520461927
1,PROVENANCE,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,grouped_entity,roc_auc,0.45501730103806226,0.5,0.509262370445585
1,PROVENANCE,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,cross_policy,accuracy,0.532258064516129,0.5,0.4845430107526882
1,PROVENANCE,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,cross_policy,macro_f1,0.5311603650586701,0.5,0.47873745605328866
1,PROVENANCE,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,cross_policy,roc_auc,0.4927159209157128,0.5,0.5037580593549568
1,PROVENANCE,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,cross_task,accuracy,0.4375,0.5,0.5119791666666667
1,PROVENANCE,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,cross_task,macro_f1,0.43670787044281023,0.5,0.5103469040849934
1,PROVENANCE,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,cross_task,roc_auc,0.465,0.5,0.513681029871714
1,EXTRA_VERIFICATION,B0-NATURAL,STRUCTURAL,grouped_entity,accuracy,1.0,0.5,0.5046296296296297
1,EXTRA_VERIFICATION,B0-NATURAL,STRUCTURAL,grouped_entity,macro_f1,1.0,0.5,0.49862461688091775
1,EXTRA_VERIFICATION,B0-NATURAL,STRUCTURAL,grouped_entity,roc_auc,1.0,0.5,0.5012666666840857
1,EXTRA_VERIFICATION,B0-NATURAL,STRUCTURAL,cross_policy,accuracy,1.0,0.5,0.5117521367521367
1,EXTRA_VERIFICATION,B0-NATURAL,STRUCTURAL,cross_policy,macro_f1,1.0,0.5,0.5071233052482437
1,EXTRA_VERIFICATION,B0-NATURAL,STRUCTURAL,cross_policy,roc_auc,1.0,0.5,0.5160944573219055
1,EXTRA_VERIFICATION,B0-NATURAL,STRUCTURAL,cross_task,accuracy,1.0,0.5,0.5119791666666667
1,EXTRA_VERIFICATION,B0-NATURAL,STRUCTURAL,cross_task,macro_f1,1.0,0.5,0.48808706804315616
1,EXTRA_VERIFICATION,B0-NATURAL,STRUCTURAL,cross_task,roc_auc,1.0,0.5,0.5067362979649901
1,EXTRA_VERIFICATION,B0-NATURAL,FULL_ORAM,grouped_entity,accuracy,1.0,0.5,0.5046296296296297
1,EXTRA_VERIFICATION,B0-NATURAL,FULL_ORAM,grouped_entity,macro_f1,1.0,0.5,0.49862461688091775
1,EXTRA_VERIFICATION,B0-NATURAL,FULL_ORAM,grouped_entity,roc_auc,1.0,0.5,0.5012666666840857
1,EXTRA_VERIFICATION,B0-NATURAL,FULL_ORAM,cross_policy,accuracy,1.0,0.5,0.5117521367521367
1,EXTRA_VERIFICATION,B0-NATURAL,FULL_ORAM,cross_policy,macro_f1,1.0,0.5,0.5071233052482437
1,EXTRA_VERIFICATION,B0-NATURAL,FULL_ORAM,cross_policy,roc_auc,1.0,0.5,0.5160944573219055
1,EXTRA_VERIFICATION,B0-NATURAL,FULL_ORAM,cross_task,accuracy,1.0,0.5,0.5119791666666667
1,EXTRA_VERIFICATION,B0-NATURAL,FULL_ORAM,cross_task,macro_f1,1.0,0.5,0.48808706804315616
1,EXTRA_VERIFICATION,B0-NATURAL,FULL_ORAM,cross_task,roc_auc,1.0,0.5,0.5067362979649901
1,EXTRA_VERIFICATION,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,grouped_entity,accuracy,1.0,0.5,0.5077160493827161
1,EXTRA_VERIFICATION,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,grouped_entity,macro_f1,1.0,0.5,0.5026200310714504
1,EXTRA_VERIFICATION,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,grouped_entity,roc_auc,1.0,0.5,0.4999911238999222
1,EXTRA_VERIFICATION,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,cross_policy,accuracy,1.0,0.5,0.5117521367521367
1,EXTRA_VERIFICATION,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,cross_policy,macro_f1,1.0,0.5,0.5071233052482437
1,EXTRA_VERIFICATION,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,cross_policy,roc_auc,1.0,0.5,0.5183392878832408
1,EXTRA_VERIFICATION,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,cross_task,accuracy,1.0,0.5,0.5119791666666667
1,EXTRA_VERIFICATION,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,cross_task,macro_f1,1.0,0.5,0.48808706804315616
1,EXTRA_VERIFICATION,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,cross_task,roc_auc,1.0,0.5,0.5067362979649901
1,EXTRA_VERIFICATION,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,grouped_entity,accuracy,1.0,0.5,0.4691358024691358
1,EXTRA_VERIFICATION,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,grouped_entity,macro_f1,1.0,0.5,0.46528527837310024
1,EXTRA_VERIFICATION,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,grouped_entity,roc_auc,1.0,0.5,0.48636515180581646
1,EXTRA_VERIFICATION,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,cross_policy,accuracy,1.0,0.5,0.5053418803418803
1,EXTRA_VERIFICATION,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,cross_policy,macro_f1,1.0,0.5,0.4981897986902274
1,EXTRA_VERIFICATION,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,cross_policy,roc_auc,1.0,0.5,0.5176489823201906
1,EXTRA_VERIFICATION,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,cross_task,accuracy,1.0,0.5,0.4994791666666667
1,EXTRA_VERIFICATION,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,cross_task,macro_f1,1.0,0.5,0.49818054821819174
1,EXTRA_VERIFICATION,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,cross_task,roc_auc,1.0,0.5,0.4973680351683536
1,EXTRA_VERIFICATION,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,grouped_entity,accuracy,0.5,0.5,0.4853395061728395
1,EXTRA_VERIFICATION,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,grouped_entity,macro_f1,0.3333333333333333,0.5,0.4768957021989803
1,EXTRA_VERIFICATION,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,grouped_entity,roc_auc,0.5,0.5,0.4857309347754214
1,EXTRA_VERIFICATION,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,cross_policy,accuracy,0.5,0.5,0.5133547008547008
1,EXTRA_VERIFICATION,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,cross_policy,macro_f1,0.3333333333333333,0.5,0.5047126922451571
1,EXTRA_VERIFICATION,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,cross_policy,roc_auc,0.5,0.5,0.5140649096682974
1,EXTRA_VERIFICATION,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,cross_task,accuracy,0.5,0.5,0.5338541666666666
1,EXTRA_VERIFICATION,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,cross_task,macro_f1,0.3333333333333333,0.5,0.3479419790426649
1,EXTRA_VERIFICATION,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,cross_task,roc_auc,0.5,0.5,0.5
1,EXTRA_VERIFICATION,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,grouped_entity,accuracy,0.5,0.5,0.4922839506172839
1,EXTRA_VERIFICATION,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,grouped_entity,macro_f1,0.4956762365963334,0.5,0.48886990704250743
1,EXTRA_VERIFICATION,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,grouped_entity,roc_auc,0.4657064471879287,0.5,0.4986082058982593
1,EXTRA_VERIFICATION,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,cross_policy,accuracy,0.5,0.5,0.5
1,EXTRA_VERIFICATION,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,cross_policy,macro_f1,0.49793695329262255,0.5,0.4884601910809515
1,EXTRA_VERIFICATION,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,cross_policy,roc_auc,0.4829059829059829,0.5,0.5078790369287065
1,EXTRA_VERIFICATION,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,cross_task,accuracy,0.425,0.5,0.5140625
1,EXTRA_VERIFICATION,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,cross_task,macro_f1,0.4235588972431078,0.5,0.5128860345475349
1,EXTRA_VERIFICATION,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,cross_task,roc_auc,0.4575,0.5,0.5060097355224636
2,AUTHORIZATION,B0-NATURAL,STRUCTURAL,grouped_entity,accuracy,1.0,0.5,0.484375
2,AUTHORIZATION,B0-NATURAL,STRUCTURAL,grouped_entity,macro_f1,1.0,0.5,0.47199472297154355
2,AUTHORIZATION,B0-NATURAL,STRUCTURAL,grouped_entity,roc_auc,1.0,0.5,0.49608604312666343
2,AUTHORIZATION,B0-NATURAL,STRUCTURAL,cross_policy,accuracy,1.0,0.5,0.49053030303030304
2,AUTHORIZATION,B0-NATURAL,STRUCTURAL,cross_policy,macro_f1,1.0,0.5,0.48875511400933763
2,AUTHORIZATION,B0-NATURAL,STRUCTURAL,cross_policy,roc_auc,1.0,0.5,0.4836377268620491
2,AUTHORIZATION,B0-NATURAL,STRUCTURAL,cross_task,accuracy,1.0,0.5,0.5088541666666667
2,AUTHORIZATION,B0-NATURAL,STRUCTURAL,cross_task,macro_f1,1.0,0.5,0.4706742518592622
2,AUTHORIZATION,B0-NATURAL,STRUCTURAL,cross_task,roc_auc,1.0,0.5,0.5067386833771518
2,AUTHORIZATION,B0-NATURAL,FULL_ORAM,grouped_entity,accuracy,1.0,0.5,0.484375
2,AUTHORIZATION,B0-NATURAL,FULL_ORAM,grouped_entity,macro_f1,1.0,0.5,0.47199472297154355
2,AUTHORIZATION,B0-NATURAL,FULL_ORAM,grouped_entity,roc_auc,1.0,0.5,0.49608604312666343
2,AUTHORIZATION,B0-NATURAL,FULL_ORAM,cross_policy,accuracy,1.0,0.5,0.49053030303030304
2,AUTHORIZATION,B0-NATURAL,FULL_ORAM,cross_policy,macro_f1,1.0,0.5,0.48875511400933763
2,AUTHORIZATION,B0-NATURAL,FULL_ORAM,cross_policy,roc_auc,1.0,0.5,0.4836377268620491
2,AUTHORIZATION,B0-NATURAL,FULL_ORAM,cross_task,accuracy,1.0,0.5,0.5088541666666667
2,AUTHORIZATION,B0-NATURAL,FULL_ORAM,cross_task,macro_f1,1.0,0.5,0.4706742518592622
2,AUTHORIZATION,B0-NATURAL,FULL_ORAM,cross_task,roc_auc,1.0,0.5,0.5067386833771518
2,AUTHORIZATION,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,grouped_entity,accuracy,1.0,0.5,0.4800347222222222
2,AUTHORIZATION,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,grouped_entity,macro_f1,1.0,0.5,0.4669851126987754
2,AUTHORIZATION,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,grouped_entity,roc_auc,1.0,0.5,0.4907301942653798
2,AUTHORIZATION,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,cross_policy,accuracy,1.0,0.5,0.4898989898989899
2,AUTHORIZATION,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,cross_policy,macro_f1,1.0,0.5,0.48604187838937307
2,AUTHORIZATION,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,cross_policy,roc_auc,1.0,0.5,0.4818014960715235
2,AUTHORIZATION,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,cross_task,accuracy,1.0,0.5,0.5088541666666667
2,AUTHORIZATION,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,cross_task,macro_f1,1.0,0.5,0.4706742518592622
2,AUTHORIZATION,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,cross_task,roc_auc,1.0,0.5,0.5067386833771518
2,AUTHORIZATION,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,grouped_entity,accuracy,1.0,0.5,0.4861111111111111
2,AUTHORIZATION,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,grouped_entity,macro_f1,1.0,0.5,0.48429490121881735
2,AUTHORIZATION,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,grouped_entity,roc_auc,1.0,0.5,0.49450926122098177
2,AUTHORIZATION,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,cross_policy,accuracy,1.0,0.5,0.4797979797979798
2,AUTHORIZATION,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,cross_policy,macro_f1,1.0,0.5,0.4740738615465366
2,AUTHORIZATION,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,cross_policy,roc_auc,1.0,0.5,0.4895397430659202
2,AUTHORIZATION,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,cross_task,accuracy,1.0,0.5,0.5015625
2,AUTHORIZATION,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,cross_task,macro_f1,1.0,0.5,0.5000230333204012
2,AUTHORIZATION,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,cross_task,roc_auc,1.0,0.5,0.5122869110590125
2,AUTHORIZATION,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,grouped_entity,accuracy,0.5,0.5,0.484375
2,AUTHORIZATION,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,grouped_entity,macro_f1,0.3333333333333333,0.5,0.47133497221300674
2,AUTHORIZATION,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,grouped_entity,roc_auc,0.5,0.5,0.49437687371626654
2,AUTHORIZATION,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,cross_policy,accuracy,0.5,0.5,0.4772727272727273
2,AUTHORIZATION,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,cross_policy,macro_f1,0.3333333333333333,0.5,0.4521743993049704
2,AUTHORIZATION,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,cross_policy,roc_auc,0.5,0.5,0.4823281596646273
2,AUTHORIZATION,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,cross_task,accuracy,0.5,0.5,0.5255208333333333
2,AUTHORIZATION,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,cross_task,macro_f1,0.3333333333333333,0.5,0.34433586945201083
2,AUTHORIZATION,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,cross_task,roc_auc,0.5,0.5,0.5
2,AUTHORIZATION,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,grouped_entity,accuracy,0.2916666666666667,0.5,0.4817708333333333
2,AUTHORIZATION,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,grouped_entity,macro_f1,0.29043478260869565,0.5,0.47742237474374377
2,AUTHORIZATION,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,grouped_entity,roc_auc,0.3463541666666667,0.5,0.49225529361559206
2,AUTHORIZATION,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,cross_policy,accuracy,0.42424242424242425,0.5,0.49053030303030304
2,AUTHORIZATION,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,cross_policy,macro_f1,0.4045584045584045,0.5,0.4818188911675756
2,AUTHORIZATION,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,cross_policy,roc_auc,0.38613406795224975,0.5,0.5082577437888802
2,AUTHORIZATION,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,cross_task,accuracy,0.525,0.5,0.5057291666666667
2,AUTHORIZATION,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,cross_task,macro_f1,0.5202020202020202,0.5,0.5034483505469844
2,AUTHORIZATION,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,cross_task,roc_auc,0.52625,0.5,0.505356171979999
2,PROVENANCE,B0-NATURAL,STRUCTURAL,grouped_entity,accuracy,1.0,0.5,0.5089285714285714
2,PROVENANCE,B0-NATURAL,STRUCTURAL,grouped_entity,macro_f1,1.0,0.5,0.4984266864604941
2,PROVENANCE,B0-NATURAL,STRUCTURAL,grouped_entity,roc_auc,1.0,0.5,0.5029856895160099
2,PROVENANCE,B0-NATURAL,STRUCTURAL,cross_policy,accuracy,1.0,0.5,0.5017857142857143
2,PROVENANCE,B0-NATURAL,STRUCTURAL,cross_policy,macro_f1,1.0,0.5,0.4962867408770659
2,PROVENANCE,B0-NATURAL,STRUCTURAL,cross_policy,roc_auc,1.0,0.5,0.5070358691218175
2,PROVENANCE,B0-NATURAL,STRUCTURAL,cross_task,accuracy,1.0,0.5,0.5088541666666667
2,PROVENANCE,B0-NATURAL,STRUCTURAL,cross_task,macro_f1,1.0,0.5,0.4706742518592622
2,PROVENANCE,B0-NATURAL,STRUCTURAL,cross_task,roc_auc,1.0,0.5,0.5067386833771518
2,PROVENANCE,B0-NATURAL,FULL_ORAM,grouped_entity,accuracy,1.0,0.5,0.5089285714285714
2,PROVENANCE,B0-NATURAL,FULL_ORAM,grouped_entity,macro_f1,1.0,0.5,0.4984266864604941
2,PROVENANCE,B0-NATURAL,FULL_ORAM,grouped_entity,roc_auc,1.0,0.5,0.5029856895160099
2,PROVENANCE,B0-NATURAL,FULL_ORAM,cross_policy,accuracy,1.0,0.5,0.5017857142857143
2,PROVENANCE,B0-NATURAL,FULL_ORAM,cross_policy,macro_f1,1.0,0.5,0.4962867408770659
2,PROVENANCE,B0-NATURAL,FULL_ORAM,cross_policy,roc_auc,1.0,0.5,0.5070358691218175
2,PROVENANCE,B0-NATURAL,FULL_ORAM,cross_task,accuracy,1.0,0.5,0.5088541666666667
2,PROVENANCE,B0-NATURAL,FULL_ORAM,cross_task,macro_f1,1.0,0.5,0.4706742518592622
2,PROVENANCE,B0-NATURAL,FULL_ORAM,cross_task,roc_auc,1.0,0.5,0.5067386833771518
2,PROVENANCE,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,grouped_entity,accuracy,1.0,0.5,0.5049603174603174
2,PROVENANCE,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,grouped_entity,macro_f1,1.0,0.5,0.49808865740256186
2,PROVENANCE,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,grouped_entity,roc_auc,1.0,0.5,0.5079569794558353
2,PROVENANCE,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,cross_policy,accuracy,1.0,0.5,0.49642857142857144
2,PROVENANCE,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,cross_policy,macro_f1,1.0,0.5,0.488814413269027
2,PROVENANCE,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,cross_policy,roc_auc,1.0,0.5,0.5001227216835636
2,PROVENANCE,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,cross_task,accuracy,1.0,0.5,0.5130208333333334
2,PROVENANCE,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,cross_task,macro_f1,1.0,0.5,0.4659464536040016
2,PROVENANCE,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,cross_task,roc_auc,1.0,0.5,0.5067386833771518
2,PROVENANCE,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,grouped_entity,accuracy,1.0,0.5,0.4851190476190476
