data_record_bytes,permission_record_bytes,history_record_bytes,architecture,privacy,logical_accesses,physical_paths,physical_blocks,physical_blocks_4k_equiv,bytes_action,tree_storage_bytes,position_map_bytes,stash_bytes,trusted_state_bytes,dummy_fraction,rounds_serial,rounds_parallel,local_compute_us,storage_amplification,read_write_amplification,logical_block_counts,block_sizes,tree_heights
512,512,64,SCAN-PERMISSION,pass,3,3,320,145.25,594944,36173568,49152,3072,52224,0.25,3,3,54,7.2626953125,546.8235294117648,data:8192;hist:4096;perm-scan:1024,data:512;hist:64;perm:512,data:13;hist:12;perm:scan
512,512,64,SCAN-HISTORY,pass,2,2,200,153.0,626688,38006784,36864,3072,39936,0.3333333333333333,2,3,36,7.630756578947368,576.0,data:8192;perm:1024;hist-scan:4096,data:512;perm:512;hist:64,data:13;perm:10;hist:scan
512,512,64,SCAN-BOTH,pass,1,1,112,270.0,1105920,34338816,32768,3072,35840,0.3333333333333333,1,3,18,6.894325657894737,1016.4705882352941,data:8192;perm-scan:1024;hist-scan:4096,data:512;perm:512;hist:64,data:13;perm:scan;hist:scan
512,512,256,MODULAR-ORAM,leak,3,3,300.0,27.75,113664.0,46132224,53248,3072,56320,0,3,3,54,7.999112215909091,88.8,data:8192;perm:1024;hist:4096,data:512;perm:512;hist:256,data:13;perm:10;hist:12
512,512,256,NAIVE-FIXED,pass,4,4,408,38.0,155648,46132224,53248,3072,56576,0.25,4,3,72,7.999112215909091,121.6,data:8192;perm:1024;hist:4096,data:512;perm:512;hist:256,data:13;perm:10;hist:12
512,512,256,CANONICAL-MODULAR,pass,4,4,408,38.0,155648,46132224,53248,3072,56576,0.25,4,3,72,7.999112215909091,121.6,data:8192;perm:1024;hist:4096,data:512;perm:512;hist:256,data:13;perm:10;hist:12
512,512,256,UNIFIED-FIXED,pass,3,3,360,45.0,184320,67106816,53248,3072,56320,0,3,3,54,11.636008522727273,144.0,unified:13312,unified:512,unified:14
512,512,256,UNIFIED-PACKED,pass,3.0,3.0,288.0,288.0,1179648.0,67092480,6368,3072,9440,0,3,3,54.0,11.633522727272727,921.6,packed-pages:1592,packed:4096,unified-packed:11
512,512,256,RANDOMIZED-PARTITION,not_implemented,3.0,6.0,432.0,432.0,1769472.0,66977792,19104,3072,22176,0,6,6,108.0,11.613636363636363,1382.4,packed-pages:1592,packed:4096,8 partitions:8
512,512,256,HYBRID-P,pass,3,3,320,27.0,110592,41939968,49152,3072,576512,0.3333333333333333,3,2,54,7.2721946022727275,86.4,data:8192;hist:4096,data:512;hist:256,data:13;hist:12
512,512,256,HYBRID-PH,pass,1,1,112,14.0,57344,33552384,32768,3072,1608704,0.5,1,1,18,5.817826704545454,44.8,data:8192,data:512,data:13
512,512,256,SCAN-PERMISSION,pass,3,3,320,155.0,634880,42464256,49152,3072,52224,0.25,3,3,54,7.363103693181818,496.0,data:8192;hist:4096;perm-scan:1024,data:512;hist:256;perm:512,data:13;hist:12;perm:scan
512,512,256,SCAN-HISTORY,pass,2,2,200,537.0,2199552,38793216,36864,3072,39936,0.3333333333333333,2,3,36,6.7265625,1718.4,data:8192;perm:1024;hist-scan:4096,data:512;perm:512;hist:256,data:13;perm:10;hist:scan
512,512,256,SCAN-BOTH,pass,1,1,112,654.0,2678784,35125248,32768,3072,35840,0.3333333333333333,1,3,18,6.0905539772727275,2092.8,data:8192;perm-scan:1024;hist-scan:4096,data:512;perm:512;hist:256,data:13;perm:scan;hist:scan
512,512,1024,MODULAR-ORAM,leak,3,3,300.0,57.0,233472.0,71294976,53248,6144,59392,0,3,3,54,7.999080882352941,114.0,data:8192;perm:1024;hist:4096,data:512;perm:512;hist:1024,data:13;perm:10;hist:12
512,512,1024,NAIVE-FIXED,pass,4,4,408,77.0,315392,71294976,53248,6144,59648,0.25,4,3,72,7.999080882352941,154.0,data:8192;perm:1024;hist:4096,data:512;perm:512;hist:1024,data:13;perm:10;hist:12
512,512,1024,CANONICAL-MODULAR,pass,4,4,408,77.0,315392,71294976,53248,6144,59648,0.25,4,3,72,7.999080882352941,154.0,data:8192;perm:1024;hist:4096,data:512;perm:512;hist:1024,data:13;perm:10;hist:12
512,512,1024,UNIFIED-FIXED,pass,3,3,360,90.0,368640,134213632,53248,6144,59392,0,3,3,54,15.058363970588236,180.0,unified:13312,unified:1024,unified:14
512,512,1024,UNIFIED-PACKED,pass,3.0,3.0,312.0,312.0,1277952.0,134201344,10736,6144,16880,0,3,3,54.0,15.056985294117647,624.0,packed-pages:2684,packed:4096,unified-packed:12
512,512,1024,RANDOMIZED-PARTITION,not_implemented,3.0,6.0,480.0,480.0,1966080.0,134086656,32208,6144,38352,0,6,6,108.0,15.044117647058824,960.0,packed-pages:2684,packed:4096,8 partitions:9
512,512,1024,HYBRID-P,pass,3,3,320,66.0,270336,67102720,49152,6144,579584,0.3333333333333333,3,2,54,7.528722426470588,132.0,data:8192;hist:4096,data:512;hist:1024,data:13;hist:12
512,512,1024,HYBRID-PH,pass,1,1,112,14.0,57344,33552384,32768,6144,4757504,0.5,1,1,18,3.7644761029411766,28.0,data:8192,data:512,data:13
512,512,1024,SCAN-PERMISSION,pass,3,3,320,194.0,794624,67627008,49152,6144,55296,0.25,3,3,54,7.587545955882353,388.0,data:8192;hist:4096;perm-scan:1024,data:512;hist:1024;perm:512,data:13;hist:12;perm:scan
512,512,1024,SCAN-HISTORY,pass,2,2,200,2073.0,8491008,41938944,36864,6144,43008,0.3333333333333333,2,3,36,4.705422794117647,4146.0,data:8192;perm:1024;hist-scan:4096,data:512;perm:512;hist:1024,data:13;perm:10;hist:scan
512,512,1024,SCAN-BOTH,pass,1,1,112,2190.0,8970240,38270976,32768,6144,38912,0.3333333333333333,1,3,18,4.293887867647059,4380.0,data:8192;perm-scan:1024;hist-scan:4096,data:512;perm:512;hist:1024,data:13;perm:scan;hist:scan
1024,64,64,MODULAR-ORAM,leak,3,3,300.0,17.8125,72960.0,69725696,53248,6144,59392,0,3,3,54,7.999471334586466,63.333333333333336,data:8192;perm:1024;hist:4096,data:1024;perm:64;hist:64,data:13;perm:10;hist:12
1024,64,64,NAIVE-FIXED,pass,4,4,408,32.625,133632,69725696,53248,6144,59648,0.25,4,3,72,7.999471334586466,116.0,data:8192;perm:1024;hist:4096,data:1024;perm:64;hist:64,data:13;perm:10;hist:12
1024,64,64,CANONICAL-MODULAR,pass,4,4,408,32.625,133632,69725696,53248,6144,59648,0.25,4,3,72,7.999471334586466,116.0,data:8192;perm:1024;hist:4096,data:1024;perm:64;hist:64,data:13;perm:10;hist:12
1024,64,64,UNIFIED-FIXED,pass,3,3,360,90.0,368640,134213632,53248,6144,59392,0,3,3,54,15.398026315789474,320.0,unified:13312,unified:1024,unified:14
1024,64,64,UNIFIED-PACKED,pass,3.0,3.0,312.0,312.0,1277952.0,134201344,11332,6144,17476,0,3,3,54.0,15.396616541353383,1109.3333333333333,packed-pages:2833,packed:4096,unified-packed:12
1024,64,64,RANDOMIZED-PARTITION,not_implemented,3.0,6.0,480.0,480.0,1966080.0,134086656,33996,6144,40140,0,6,6,108.0,15.38345864661654,1706.6666666666667,packed-pages:2833,packed:4096,8 partitions:9
1024,64,64,HYBRID-P,pass,3,3,320,31.25,128000,69201664,49152,6144,120832,0.3333333333333333,3,2,54,7.939350328947368,111.11111111111111,data:8192;hist:4096,data:1024;hist:64,data:13;hist:12
1024,64,64,HYBRID-PH,pass,1,1,112,28.0,114688,67104768,32768,6144,366592,0.5,1,1,18,7.698778195488722,99.55555555555556,data:8192,data:1024,data:13
1024,64,64,SCAN-PERMISSION,pass,3,3,320,47.25,193536,69267200,49152,6144,55296,0.25,3,3,54,7.94686912593985,168.0,data:8192;hist:4096;perm-scan:1024,data:1024;hist:64;perm:64,data:13;hist:12;perm:scan
1024,64,64,SCAN-HISTORY,pass,2,2,200,157.375,644608,67890944,36864,6144,43008,0.3333333333333333,2,3,36,7.788974389097745,559.5555555555555,data:8192;perm:1024;hist-scan:4096,data:1024;perm:64;hist:64,data:13;perm:10;hist:scan
1024,64,64,SCAN-BOTH,pass,1,1,112,172.0,704512,67432448,32768,6144,38912,0.3333333333333333,1,3,18,7.736372180451128,611.5555555555555,data:8192;perm-scan:1024;hist-scan:4096,data:1024;perm:64;hist:64,data:13;perm:scan;hist:scan
1024,64,256,MODULAR-ORAM,leak,3,3,300.0,25.125,102912.0,76016384,53248,6144,59392,0,3,3,54,7.999434267241379,76.57142857142857,data:8192;perm:1024;hist:4096,data:1024;perm:64;hist:256,data:13;perm:10;hist:12
1024,64,256,NAIVE-FIXED,pass,4,4,408,42.375,173568,76016384,53248,6144,59648,0.25,4,3,72,7.999434267241379,129.14285714285714,data:8192;perm:1024;hist:4096,data:1024;perm:64;hist:256,data:13;perm:10;hist:12
1024,64,256,CANONICAL-MODULAR,pass,4,4,408,42.375,173568,76016384,53248,6144,59648,0.25,4,3,72,7.999434267241379,129.14285714285714,data:8192;perm:1024;hist:4096,data:1024;perm:64;hist:256,data:13;perm:10;hist:12
1024,64,256,UNIFIED-FIXED,pass,3,3,360,90.0,368640,134213632,53248,6144,59392,0,3,3,54,14.123706896551724,274.2857142857143,unified:13312,unified:1024,unified:14
1024,64,256,UNIFIED-PACKED,pass,3.0,3.0,312.0,312.0,1277952.0,134201344,12104,6144,18248,0,3,3,54.0,14.122413793103448,950.8571428571429,packed-pages:3026,packed:4096,unified-packed:12
1024,64,256,RANDOMIZED-PARTITION,not_implemented,3.0,6.0,480.0,480.0,1966080.0,134086656,36312,6144,42456,0,6,6,108.0,14.110344827586207,1462.857142857143,packed-pages:3026,packed:4096,8 partitions:9
1024,64,256,HYBRID-P,pass,3,3,320,41.0,167936,75492352,49152,6144,120832,0.3333333333333333,3,2,54,7.944288793103448,124.95238095238095,data:8192;hist:4096,data:1024;hist:256,data:13;hist:12
1024,64,256,HYBRID-PH,pass,1,1,112,28.0,114688,67104768,32768,6144,1153024,0.5,1,1,18,7.061637931034483,85.33333333333333,data:8192,data:1024,data:13
1024,64,256,SCAN-PERMISSION,pass,3,3,320,57.0,233472,75557888,49152,6144,55296,0.25,3,3,54,7.951185344827586,173.71428571428572,data:8192;hist:4096;perm-scan:1024,data:1024;hist:256;perm:64,data:13;hist:12;perm:scan
1024,64,256,SCAN-HISTORY,pass,2,2,200,541.375,2217472,68677376,36864,6144,43008,0.3333333333333333,2,3,36,7.227128232758621,1649.904761904762,data:8192;perm:1024;hist-scan:4096,data:1024;perm:64;hist:256,data:13;perm:10;hist:scan
1024,64,256,SCAN-BOTH,pass,1,1,112,556.0,2277376,68218880,32768,6144,38912,0.3333333333333333,1,3,18,7.178879310344827,1694.4761904761904,data:8192;perm-scan:1024;hist-scan:4096,data:1024;perm:64;hist:256,data:13;perm:scan;hist:scan
1024,64,1024,MODULAR-ORAM,leak,3,3,300.0,54.375,222720.0,101179136,53248,6144,59392,0,3,3,54,7.9993320919689115,105.45454545454545,data:8192;perm:1024;hist:4096,data:1024;perm:64;hist:1024,data:13;perm:10;hist:12
1024,64,1024,NAIVE-FIXED,pass,4,4,408,81.375,333312,101179136,53248,6144,59648,0.25,4,3,72,7.9993320919689115,157.8181818181818,data:8192;perm:1024;hist:4096,data:1024;perm:64;hist:1024,data:13;perm:10;hist:12
1024,64,1024,CANONICAL-MODULAR,pass,4,4,408,81.375,333312,101179136,53248,6144,59648,0.25,4,3,72,7.9993320919689115,157.8181818181818,data:8192;perm:1024;hist:4096,data:1024;perm:64;hist:1024,data:13;perm:10;hist:12
1024,64,1024,UNIFIED-FIXED,pass,3,3,360,90.0,368640,134213632,53248,6144,59392,0,3,3,54,10.61107512953368,174.54545454545453,unified:13312,unified:1024,unified:14
1024,64,1024,UNIFIED-PACKED,pass,3.0,3.0,336.0,336.0,1376256.0,268419072,16472,6144,22616,0,3,3,54.0,21.221502590673577,651.6363636363636,packed-pages:4118,packed:4096,unified-packed:13
1024,64,1024,RANDOMIZED-PARTITION,not_implemented,3.0,6.0,528.0,528.0,2162688.0,268304384,49416,6144,55560,0,6,6,108.0,21.212435233160623,1024.0,packed-pages:4118,packed:4096,8 partitions:10
1024,64,1024,HYBRID-P,pass,3,3,320,80.0,327680,100655104,49152,6144,120832,0.3333333333333333,3,2,54,7.957901554404145,155.15151515151516,data:8192;hist:4096,data:1024;hist:1024,data:13;hist:12
1024,64,1024,HYBRID-PH,pass,1,1,112,28.0,114688,67104768,32768,6144,4298752,0.5,1,1,18,5.305375647668394,54.303030303030305,data:8192,data:1024,data:13
1024,64,1024,SCAN-PERMISSION,pass,3,3,320,96.0,393216,100720640,49152,6144,55296,0.25,3,3,54,7.9630829015544045,186.1818181818182,data:8192;hist:4096;perm-scan:1024,data:1024;hist:1024;perm:64,data:13;hist:12;perm:scan
1024,64,1024,SCAN-HISTORY,pass,2,2,200,2077.375,8508928,71823104,36864,6144,43008,0.3333333333333333,2,3,36,5.678412402849741,4028.848484848485,data:8192;perm:1024;hist-scan:4096,data:1024;perm:64;hist:1024,data:13;perm:10;hist:scan
1024,64,1024,SCAN-BOTH,pass,1,1,112,2092.0,8568832,71364608,32768,6144,38912,0.3333333333333333,1,3,18,5.642163212435233,4057.212121212121,data:8192;perm-scan:1024;hist-scan:4096,data:1024;perm:64;hist:1024,data:13;perm:scan;hist:scan
1024,128,64,MODULAR-ORAM,leak,3,3,300.0,19.1875,78592.0,70249728,53248,6144,59392,0,3,3,54,7.999446128731344,64.63157894736842,data:8192;perm:1024;hist:4096,data:1024;perm:128;hist:64,data:13;perm:10;hist:12
1024,128,64,NAIVE-FIXED,pass,4,4,408,34.0,139264,70249728,53248,6144,59648,0.25,4,3,72,7.999446128731344,114.52631578947368,data:8192;perm:1024;hist:4096,data:1024;perm:128;hist:64,data:13;perm:10;hist:12
1024,128,64,CANONICAL-MODULAR,pass,4,4,408,34.0,139264,70249728,53248,6144,59648,0.25,4,3,72,7.999446128731344,114.52631578947368,data:8192;perm:1024;hist:4096,data:1024;perm:128;hist:64,data:13;perm:10;hist:12
1024,128,64,UNIFIED-FIXED,pass,3,3,360,90.0,368640,134213632,53248,6144,59392,0,3,3,54,15.283115671641792,303.1578947368421,unified:13312,unified:1024,unified:14
1024,128,64,UNIFIED-PACKED,pass,3.0,3.0,312.0,312.0,1277952.0,134201344,11396,6144,17540,0,3,3,54.0,15.281716417910447,1050.9473684210527,packed-pages:2849,packed:4096,unified-packed:12
1024,128,64,RANDOMIZED-PARTITION,not_implemented,3.0,6.0,480.0,480.0,1966080.0,134086656,34188,6144,40332,0,6,6,108.0,15.26865671641791,1616.842105263158,packed-pages:2849,packed:4096,8 partitions:9
1024,128,64,HYBRID-P,pass,3,3,320,31.25,128000,69201664,49152,6144,186368,0.3333333333333333,3,2,54,7.880101445895522,105.26315789473684,data:8192;hist:4096,data:1024;hist:64,data:13;hist:12
1024,128,64,HYBRID-PH,pass,1,1,112,28.0,114688,67104768,32768,6144,432128,0.5,1,1,18,7.641324626865671,94.3157894736842,data:8192,data:1024,data:13
1024,128,64,SCAN-PERMISSION,pass,3,3,320,63.25,259072,69332736,49152,6144,55296,0.25,3,3,54,7.895026819029851,213.05263157894737,data:8192;hist:4096;perm-scan:1024,data:1024;hist:64;perm:128,data:13;hist:12;perm:scan
1024,128,64,SCAN-HISTORY,pass,2,2,200,158.75,650240,68414976,36864,6144,43008,0.3333333333333333,2,3,36,7.790520055970149,534.7368421052631,data:8192;perm:1024;hist-scan:4096,data:1024;perm:128;hist:64,data:13;perm:10;hist:scan
1024,128,64,SCAN-BOTH,pass,1,1,112,188.0,770048,67497984,32768,6144,38912,0.3333333333333333,1,3,18,7.686100746268656,633.2631578947369,data:8192;perm-scan:1024;hist-scan:4096,data:1024;perm:128;hist:64,data:13;perm:scan;hist:scan
1024,128,256,MODULAR-ORAM,leak,3,3,300.0,26.5,108544.0,76540416,53248,6144,59392,0,3,3,54,7.999411386986301,77.0909090909091,data:8192;perm:1024;hist:4096,data:1024;perm:128;hist:256,data:13;perm:10;hist:12
1024,128,256,NAIVE-FIXED,pass,4,4,408,43.75,179200,76540416,53248,6144,59648,0.25,4,3,72,7.999411386986301,127.27272727272727,data:8192;perm:1024;hist:4096,data:1024;perm:128;hist:256,data:13;perm:10;hist:12
1024,128,256,CANONICAL-MODULAR,pass,4,4,408,43.75,179200,76540416,53248,6144,59648,0.25,4,3,72,7.999411386986301,127.27272727272727,data:8192;perm:1024;hist:4096,data:1024;perm:128;hist:256,data:13;perm:10;hist:12
1024,128,256,UNIFIED-FIXED,pass,3,3,360,90.0,368640,134213632,53248,6144,59392,0,3,3,54,14.026969178082192,261.8181818181818,unified:13312,unified:1024,unified:14
1024,128,256,UNIFIED-PACKED,pass,3.0,3.0,312.0,312.0,1277952.0,134201344,12168,6144,18312,0,3,3,54.0,14.025684931506849,907.6363636363636,packed-pages:3042,packed:4096,unified-packed:12
1024,128,256,RANDOMIZED-PARTITION,not_implemented,3.0,6.0,480.0,480.0,1966080.0,134086656,36504,6144,42648,0,6,6,108.0,14.013698630136986,1396.3636363636363,packed-pages:3042,packed:4096,8 partitions:9
1024,128,256,HYBRID-P,pass,3,3,320,41.0,167936,75492352,49152,6144,186368,0.3333333333333333,3,2,54,7.889875856164384,119.27272727272727,data:8192;hist:4096,data:1024;hist:256,data:13;hist:12
1024,128,256,HYBRID-PH,pass,1,1,112,28.0,114688,67104768,32768,6144,1218560,0.5,1,1,18,7.013270547945205,81.45454545454545,data:8192,data:1024,data:13
1024,128,256,SCAN-PERMISSION,pass,3,3,320,73.0,299008,75623424,49152,6144,55296,0.25,3,3,54,7.90357448630137,212.36363636363637,data:8192;hist:4096;perm-scan:1024,data:1024;hist:256;perm:128,data:13;hist:12;perm:scan
1024,128,256,SCAN-HISTORY,pass,2,2,200,542.75,2223104,69201408,36864,6144,43008,0.3333333333333333,2,3,36,7.232395119863014,1578.909090909091,data:8192;perm:1024;hist-scan:4096,data:1024;perm:128;hist:256,data:13;perm:10;hist:scan
1024,128,256,SCAN-BOTH,pass,1,1,112,572.0,2342912,68284416,32768,6144,38912,0.3333333333333333,1,3,18,7.136558219178082,1664.0,data:8192;perm-scan:1024;hist-scan:4096,data:1024;perm:128;hist:256,data:13;perm:scan;hist:scan
1024,128,1024,MODULAR-ORAM,leak,3,3,300.0,55.75,228352.0,101703168,53248,6144,59392,0,3,3,54,7.999315399484536,104.94117647058823,data:8192;perm:1024;hist:4096,data:1024;perm:128;hist:1024,data:13;perm:10;hist:12
1024,128,1024,NAIVE-FIXED,pass,4,4,408,82.75,338944,101703168,53248,6144,59648,0.25,4,3,72,7.999315399484536,155.76470588235293,data:8192;perm:1024;hist:4096,data:1024;perm:128;hist:1024,data:13;perm:10;hist:12
1024,128,1024,CANONICAL-MODULAR,pass,4,4,408,82.75,338944,101703168,53248,6144,59648,0.25,4,3,72,7.999315399484536,155.76470588235293,data:8192;perm:1024;hist:4096,data:1024;perm:128;hist:1024,data:13;perm:10;hist:12
1024,128,1024,UNIFIED-FIXED,pass,3,3,360,90.0,368640,134213632,53248,6144,59392,0,3,3,54,10.556378865979381,169.41176470588235,unified:13312,unified:1024,unified:14
1024,128,1024,UNIFIED-PACKED,pass,3.0,3.0,336.0,336.0,1376256.0,268419072,16536,6144,22680,0,3,3,54.0,21.112113402061855,632.4705882352941,packed-pages:4134,packed:4096,unified-packed:13
1024,128,1024,RANDOMIZED-PARTITION,not_implemented,3.0,6.0,528.0,528.0,2162688.0,268304384,49608,6144,55752,0,6,6,108.0,21.103092783505154,993.8823529411765,packed-pages:4134,packed:4096,8 partitions:10
1024,128,1024,HYBRID-P,pass,3,3,320,80.0,327680,100655104,49152,6144,186368,0.3333333333333333,3,2,54,7.916881443298969,150.58823529411765,data:8192;hist:4096,data:1024;hist:1024,data:13;hist:12
1024,128,1024,HYBRID-PH,pass,1,1,112,28.0,114688,67104768,32768,6144,4364288,0.5,1,1,18,5.278028350515464,52.705882352941174,data:8192,data:1024,data:13
1024,128,1024,SCAN-PERMISSION,pass,3,3,320,112.0,458752,100786176,49152,6144,55296,0.25,3,3,54,7.927190721649485,210.8235294117647,data:8192;hist:4096;perm-scan:1024,data:1024;hist:1024;perm:128,data:13;hist:12;perm:scan
1024,128,1024,SCAN-HISTORY,pass,2,2,200,2078.75,8514560,72347136,36864,6144,43008,0.3333333333333333,2,3,36,5.690359213917525,3912.9411764705883,data:8192;perm:1024;hist-scan:4096,data:1024;perm:128;hist:1024,data:13;perm:10;hist:scan
1024,128,1024,SCAN-BOTH,pass,1,1,112,2108.0,8634368,71430144,32768,6144,38912,0.3333333333333333,1,3,18,5.618234536082475,3968.0,data:8192;perm-scan:1024;hist-scan:4096,data:1024;perm:128;hist:1024,data:13;perm:scan;hist:scan
1024,256,64,MODULAR-ORAM,leak,3,3,300.0,21.9375,89856.0,71297792,53248,6144,59392,0,3,3,54,7.999396829044118,66.85714285714286,data:8192;perm:1024;hist:4096,data:1024;perm:256;hist:64,data:13;perm:10;hist:12
1024,256,64,NAIVE-FIXED,pass,4,4,408,36.75,150528,71297792,53248,6144,59648,0.25,4,3,72,7.999396829044118,112.0,data:8192;perm:1024;hist:4096,data:1024;perm:256;hist:64,data:13;perm:10;hist:12
1024,256,64,CANONICAL-MODULAR,pass,4,4,408,36.75,150528,71297792,53248,6144,59648,0.25,4,3,72,7.999396829044118,112.0,data:8192;perm:1024;hist:4096,data:1024;perm:256;hist:64,data:13;perm:10;hist:12
1024,256,64,UNIFIED-FIXED,pass,3,3,360,90.0,368640,134213632,53248,6144,59392,0,3,3,54,15.058363970588236,274.2857142857143,unified:13312,unified:1024,unified:14
1024,256,64,UNIFIED-PACKED,pass,3.0,3.0,312.0,312.0,1277952.0,134201344,11524,6144,17668,0,3,3,54.0,15.056985294117647,950.8571428571429,packed-pages:2881,packed:4096,unified-packed:12
1024,256,64,RANDOMIZED-PARTITION,not_implemented,3.0,6.0,480.0,480.0,1966080.0,134086656,34572,6144,40716,0,6,6,108.0,15.044117647058824,1462.857142857143,packed-pages:2881,packed:4096,8 partitions:9
1024,256,64,HYBRID-P,pass,3,3,320,31.25,128000,69201664,49152,6144,317440,0.3333333333333333,3,2,54,7.764217601102941,95.23809523809524,data:8192;hist:4096,data:1024;hist:64,data:13;hist:12
1024,256,64,HYBRID-PH,pass,1,1,112,28.0,114688,67104768,32768,6144,563200,0.5,1,1,18,7.528952205882353,85.33333333333333,data:8192,data:1024,data:13
1024,256,64,SCAN-PERMISSION,pass,3,3,320,95.25,390144,69463808,49152,6144,55296,0.25,3,3,54,7.793629365808823,290.2857142857143,data:8192;hist:4096;perm-scan:1024,data:1024;hist:64;perm:256,data:13;hist:12;perm:scan
1024,256,64,SCAN-HISTORY,pass,2,2,200,161.5,661504,69463040,36864,6144,43008,0.3333333333333333,2,3,36,7.793543198529412,492.1904761904762,data:8192;perm:1024;hist-scan:4096,data:1024;perm:256;hist:64,data:13;perm:10;hist:scan
1024,256,64,SCAN-BOTH,pass,1,1,112,220.0,901120,67629056,32768,6144,38912,0.3333333333333333,1,3,18,7.587775735294118,670.4761904761905,data:8192;perm-scan:1024;hist-scan:4096,data:1024;perm:256;hist:64,data:13;perm:scan;hist:scan
1024,256,256,MODULAR-ORAM,leak,3,3,300.0,29.25,119808.0,77588480,53248,6144,59392,0,3,3,54,7.999366554054054,78.0,data:8192;perm:1024;hist:4096,data:1024;perm:256;hist:256,data:13;perm:10;hist:12
1024,256,256,NAIVE-FIXED,pass,4,4,408,46.5,190464,77588480,53248,6144,59648,0.25,4,3,72,7.999366554054054,124.0,data:8192;perm:1024;hist:4096,data:1024;perm:256;hist:256,data:13;perm:10;hist:12
1024,256,256,CANONICAL-MODULAR,pass,4,4,408,46.5,190464,77588480,53248,6144,59648,0.25,4,3,72,7.999366554054054,124.0,data:8192;perm:1024;hist:4096,data:1024;perm:256;hist:256,data:13;perm:10;hist:12
1024,256,256,UNIFIED-FIXED,pass,3,3,360,90.0,368640,134213632,53248,6144,59392,0,3,3,54,13.83741554054054,240.0,unified:13312,unified:1024,unified:14
1024,256,256,UNIFIED-PACKED,pass,3.0,3.0,312.0,312.0,1277952.0,134201344,12296,6144,18440,0,3,3,54.0,13.83614864864865,832.0,packed-pages:3074,packed:4096,unified-packed:12
1024,256,256,RANDOMIZED-PARTITION,not_implemented,3.0,6.0,480.0,480.0,1966080.0,134086656,36888,6144,43032,0,6,6,108.0,13.824324324324325,1280.0,packed-pages:3074,packed:4096,8 partitions:9
1024,256,256,HYBRID-P,pass,3,3,320,41.0,167936,75492352,49152,6144,317440,0.3333333333333333,3,2,54,7.783255912162162,109.33333333333333,data:8192;hist:4096,data:1024;hist:256,data:13;hist:12
1024,256,256,HYBRID-PH,pass,1,1,112,28.0,114688,67104768,32768,6144,1349632,0.5,1,1,18,6.918496621621622,74.66666666666667,data:8192,data:1024,data:13
1024,256,256,SCAN-PERMISSION,pass,3,3,320,105.0,430080,75754496,49152,6144,55296,0.25,3,3,54,7.8102829391891895,280.0,data:8192;hist:4096;perm-scan:1024,data:1024;hist:256;perm:256,data:13;hist:12;perm:scan
1024,256,256,SCAN-HISTORY,pass,2,2,200,545.5,2234368,70249472,36864,6144,43008,0.3333333333333333,2,3,36,7.242715371621622,1454.6666666666667,data:8192;perm:1024;hist-scan:4096,data:1024;perm:256;hist:256,data:13;perm:10;hist:scan
1024,256,256,SCAN-BOTH,pass,1,1,112,604.0,2473984,68415488,32768,6144,38912,0.3333333333333333,1,3,18,7.053631756756757,1610.6666666666667,data:8192;perm-scan:1024;hist-scan:4096,data:1024;perm:256;hist:256,data:13;perm:scan;hist:scan
1024,256,1024,MODULAR-ORAM,leak,3,3,300.0,58.5,239616.0,102751232,53248,6144,59392,0,3,3,54,7.999282525510204,104.0,data:8192;perm:1024;hist:4096,data:1024;perm:256;hist:1024,data:13;perm:10;hist:12
1024,256,1024,NAIVE-FIXED,pass,4,4,408,85.5,350208,102751232,53248,6144,59648,0.25,4,3,72,7.999282525510204,152.0,data:8192;perm:1024;hist:4096,data:1024;perm:256;hist:1024,data:13;perm:10;hist:12
1024,256,1024,CANONICAL-MODULAR,pass,4,4,408,85.5,350208,102751232,53248,6144,59648,0.25,4,3,72,7.999282525510204,152.0,data:8192;perm:1024;hist:4096,data:1024;perm:256;hist:1024,data:13;perm:10;hist:12
1024,256,1024,UNIFIED-FIXED,pass,3,3,360,90.0,368640,134213632,53248,6144,59392,0,3,3,54,10.448660714285714,160.0,unified:13312,unified:1024,unified:14
1024,256,1024,UNIFIED-PACKED,pass,3.0,3.0,336.0,336.0,1376256.0,268419072,16664,6144,22808,0,3,3,54.0,20.896683673469386,597.3333333333334,packed-pages:4166,packed:4096,unified-packed:13
1024,256,1024,RANDOMIZED-PARTITION,not_implemented,3.0,6.0,528.0,528.0,2162688.0,268304384,49992,6144,56136,0,6,6,108.0,20.887755102040817,938.6666666666666,packed-pages:4166,packed:4096,8 partitions:10
1024,256,1024,HYBRID-P,pass,3,3,320,80.0,327680,100655104,49152,6144,317440,0.3333333333333333,3,2,54,7.83609693877551,142.22222222222223,data:8192;hist:4096,data:1024;hist:1024,data:13;hist:12
1024,256,1024,HYBRID-PH,pass,1,1,112,28.0,114688,67104768,32768,6144,4495360,0.5,1,1,18,5.224170918367347,49.77777777777778,data:8192,data:1024,data:13
1024,256,1024,SCAN-PERMISSION,pass,3,3,320,144.0,589824,100917248,49152,6144,55296,0.25,3,3,54,7.856505102040816,256.0,data:8192;hist:4096;perm-scan:1024,data:1024;hist:1024;perm:256,data:13;hist:12;perm:scan
1024,256,1024,SCAN-HISTORY,pass,2,2,200,2081.5,8525824,73395200,36864,6144,43008,0.3333333333333333,2,3,36,5.713887117346939,3700.4444444444443,data:8192;perm:1024;hist-scan:4096,data:1024;perm:256;hist:1024,data:13;perm:10;hist:scan
