episode,round,index,class
SESSION-6,0,17,CROSS_SESSION
SESSION-6,1,17,CROSS_SESSION
SESSION-6,2,17,CROSS_SESSION
SESSION-6,3,17,CROSS_SESSION
SESSION-6,4,17,CROSS_SESSION
SESSION-6,5,17,CROSS_SESSION
SESSION-6,6,17,CROSS_SESSION
SESSION-6,7,17,CROSS_SESSION
SESSION-6,8,17,CROSS_SESSION
SESSION-6,9,17,CROSS_SESSION
SESSION-6,10,17,CROSS_SESSION
SESSION-6,11,17,CROSS_SESSION
SESSION-6,12,17,CROSS_SESSION
SESSION-6,13,17,CROSS_SESSION
SESSION-6,14,17,CROSS_SESSION
SESSION-6,15,17,CROSS_SESSION
SESSION-6,16,17,CROSS_SESSION
SESSION-6,17,17,CROSS_SESSION
SESSION-6,18,17,CROSS_SESSION
SESSION-6,19,17,CROSS_SESSION
SESSION-6,20,17,CROSS_SESSION
SESSION-6,21,17,CROSS_SESSION
SESSION-6,22,17,CROSS_SESSION
SESSION-6,23,17,CROSS_SESSION
SESSION-6,24,17,CROSS_SESSION
SESSION-6,25,17,CROSS_SESSION
SESSION-6,26,17,CROSS_SESSION
SESSION-6,27,17,CROSS_SESSION
SESSION-6,28,17,CROSS_SESSION
SESSION-6,29,17,CROSS_SESSION
