episode,round,index,class
SESSION-11,0,102,CROSS_SESSION
SESSION-11,1,102,CROSS_SESSION
SESSION-11,2,102,CROSS_SESSION
SESSION-11,3,102,CROSS_SESSION
SESSION-11,4,102,CROSS_SESSION
SESSION-11,5,102,CROSS_SESSION
SESSION-11,6,102,CROSS_SESSION
SESSION-11,7,102,CROSS_SESSION
SESSION-11,8,102,CROSS_SESSION
SESSION-11,9,102,CROSS_SESSION
SESSION-11,10,102,CROSS_SESSION
SESSION-11,11,102,CROSS_SESSION
SESSION-11,12,102,CROSS_SESSION
SESSION-11,13,102,CROSS_SESSION
SESSION-11,14,102,CROSS_SESSION
SESSION-11,15,102,CROSS_SESSION
SESSION-11,16,102,CROSS_SESSION
SESSION-11,17,102,CROSS_SESSION
SESSION-11,18,102,CROSS_SESSION
SESSION-11,19,102,CROSS_SESSION
SESSION-11,20,102,CROSS_SESSION
SESSION-11,21,102,CROSS_SESSION
SESSION-11,22,102,CROSS_SESSION
SESSION-11,23,102,CROSS_SESSION
SESSION-11,24,102,CROSS_SESSION
SESSION-11,25,102,CROSS_SESSION
SESSION-11,26,102,CROSS_SESSION
SESSION-11,27,102,CROSS_SESSION
SESSION-11,28,102,CROSS_SESSION
SESSION-11,29,102,CROSS_SESSION
