episode,round,index,class
SESSION-9,0,17,CROSS_SESSION
SESSION-9,1,17,CROSS_SESSION
SESSION-9,2,17,CROSS_SESSION
SESSION-9,3,17,CROSS_SESSION
SESSION-9,4,17,CROSS_SESSION
SESSION-9,5,17,CROSS_SESSION
SESSION-9,6,17,CROSS_SESSION
SESSION-9,7,17,CROSS_SESSION
SESSION-9,8,17,CROSS_SESSION
SESSION-9,9,17,CROSS_SESSION
SESSION-9,10,17,CROSS_SESSION
SESSION-9,11,17,CROSS_SESSION
SESSION-9,12,17,CROSS_SESSION
SESSION-9,13,17,CROSS_SESSION
SESSION-9,14,17,CROSS_SESSION
SESSION-9,15,17,CROSS_SESSION
SESSION-9,16,17,CROSS_SESSION
SESSION-9,17,17,CROSS_SESSION
SESSION-9,18,17,CROSS_SESSION
SESSION-9,19,17,CROSS_SESSION
SESSION-9,20,17,CROSS_SESSION
SESSION-9,21,17,CROSS_SESSION
SESSION-9,22,17,CROSS_SESSION
SESSION-9,23,17,CROSS_SESSION
SESSION-9,24,17,CROSS_SESSION
SESSION-9,25,17,CROSS_SESSION
SESSION-9,26,17,CROSS_SESSION
SESSION-9,27,17,CROSS_SESSION
SESSION-9,28,17,CROSS_SESSION
SESSION-9,29,17,CROSS_SESSION
