identity,kind,framework,workload,configuration,repetition,execution_order,start_timestamp_ns,semantic_completion_timestamp_ns,end_timestamp_ns,semantic_completion_ms,public_session_wall_ms,expected_operation_count,executed_operation_count,successful_provider_calls,result_count,semantic_result_equality,causal_order_equality,final_framework_state_equality,relay_cell_count,registry_query_count,public_transcript_complete,resolved_not_admitted,silent_loss,profile_overflow,success,failure_category,retries
DEV-V4R8-FINAL-UTILITY-MS-CACHE_REUSE_30-OAE_V4R8-M023,MEASURED,Microsoft Agent Framework,CACHE_REUSE_30,OAE_V4R8,23,NATIVE_THEN_OAE,1788404831946785227,1788404833669521345,1788404838052675270,1722.734673,6105.921922,30,30,30,30,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CAPACITY_50-NATIVE-M023,MEASURED,Microsoft Agent Framework,CAPACITY_50,NATIVE,23,NATIVE_THEN_OAE,1788404838069505493,1788404838157243572,1788404838157243572,87.736643,,50,50,50,50,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CAPACITY_50-OAE_V4R8-M023,MEASURED,Microsoft Agent Framework,CAPACITY_50,OAE_V4R8,23,NATIVE_THEN_OAE,1788404840545777815,1788404841502145178,1788404846637896047,956.365885,6092.147065,50,50,50,50,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-ORDINARY_TOOL-OAE_V4R8-M024,MEASURED,OpenAI Agents SDK,ORDINARY_TOOL,OAE_V4R8,24,OAE_THEN_NATIVE,1788404849010916844,1788404849431365489,1788404855113685225,420.447201,6102.80092,1,1,1,1,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-ORDINARY_TOOL-NATIVE-M024,MEASURED,OpenAI Agents SDK,ORDINARY_TOOL,NATIVE,24,OAE_THEN_NATIVE,1788404855128655072,1788404855145427769,1788404855145427769,16.771041,,1,1,1,1,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-AGENT_AS_TOOL_TRANSITION-OAE_V4R8-M024,MEASURED,OpenAI Agents SDK,AGENT_AS_TOOL_TRANSITION,OAE_V4R8,24,OAE_THEN_NATIVE,1788404857549461139,1788404858163205459,1788404863654109127,613.743014,6104.67993,2,2,2,2,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-AGENT_AS_TOOL_TRANSITION-NATIVE-M024,MEASURED,OpenAI Agents SDK,AGENT_AS_TOOL_TRANSITION,NATIVE,24,OAE_THEN_NATIVE,1788404863667295885,1788404863686697906,1788404863686697906,19.400566,,2,2,2,2,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CACHE_REUSE_30-OAE_V4R8-M024,MEASURED,OpenAI Agents SDK,CACHE_REUSE_30,OAE_V4R8,24,OAE_THEN_NATIVE,1788404865961334789,1788404868115679738,1788404872073815876,2154.343692,6112.51233,30,30,30,30,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CACHE_REUSE_30-NATIVE-M024,MEASURED,OpenAI Agents SDK,CACHE_REUSE_30,NATIVE,24,OAE_THEN_NATIVE,1788404872090118992,1788404872296568623,1788404872296568623,206.448446,,30,30,30,30,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CAPACITY_50-OAE_V4R8-M024,MEASURED,OpenAI Agents SDK,CAPACITY_50,OAE_V4R8,24,OAE_THEN_NATIVE,1788404874680376395,1788404875757530299,1788404880904387847,1077.152748,6224.039857,50,50,50,50,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CAPACITY_50-NATIVE-M024,MEASURED,OpenAI Agents SDK,CAPACITY_50,NATIVE,24,OAE_THEN_NATIVE,1788404880922563568,1788404881044894207,1788404881044894207,122.329503,,50,50,50,50,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-ORDINARY_TOOL-OAE_V4R8-M024,MEASURED,Microsoft Agent Framework,ORDINARY_TOOL,OAE_V4R8,24,OAE_THEN_NATIVE,1788404883379302291,1788404883833686328,1788404889473829350,454.382558,6094.555874,1,1,1,1,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-ORDINARY_TOOL-NATIVE-M024,MEASURED,Microsoft Agent Framework,ORDINARY_TOOL,NATIVE,24,OAE_THEN_NATIVE,1788404889488372790,1788404889493752321,1788404889493752321,5.378359,,1,1,1,1,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-AGENT_AS_TOOL_TRANSITION-OAE_V4R8-M024,MEASURED,Microsoft Agent Framework,AGENT_AS_TOOL_TRANSITION,OAE_V4R8,24,OAE_THEN_NATIVE,1788404891900907007,1788404892506484227,1788404897991163408,605.575485,6090.287181,2,2,2,2,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-AGENT_AS_TOOL_TRANSITION-NATIVE-M024,MEASURED,Microsoft Agent Framework,AGENT_AS_TOOL_TRANSITION,NATIVE,24,OAE_THEN_NATIVE,1788404898006428955,1788404898015021150,1788404898015021150,8.590736,,2,2,2,2,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CACHE_REUSE_30-OAE_V4R8-M024,MEASURED,Microsoft Agent Framework,CACHE_REUSE_30,OAE_V4R8,24,OAE_THEN_NATIVE,1788404900392980762,1788404902095510571,1788404906485841559,1702.528256,6092.892738,30,30,30,30,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CACHE_REUSE_30-NATIVE-M024,MEASURED,Microsoft Agent Framework,CACHE_REUSE_30,NATIVE,24,OAE_THEN_NATIVE,1788404906501904001,1788404906563603794,1788404906563603794,61.698654,,30,30,30,30,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CAPACITY_50-OAE_V4R8-M024,MEASURED,Microsoft Agent Framework,CAPACITY_50,OAE_V4R8,24,OAE_THEN_NATIVE,1788404908871901262,1788404909879439343,1788404914973873444,1007.536238,6102.001195,50,50,50,50,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CAPACITY_50-NATIVE-M024,MEASURED,Microsoft Agent Framework,CAPACITY_50,NATIVE,24,OAE_THEN_NATIVE,1788404914991930390,1788404915079254139,1788404915079254139,87.322486,,50,50,50,50,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-ORDINARY_TOOL-NATIVE-M025,MEASURED,OpenAI Agents SDK,ORDINARY_TOOL,NATIVE,25,NATIVE_THEN_OAE,1788404915080170628,1788404915090309181,1788404915090309181,10.137391,,1,1,1,1,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-ORDINARY_TOOL-OAE_V4R8-M025,MEASURED,OpenAI Agents SDK,ORDINARY_TOOL,OAE_V4R8,25,NATIVE_THEN_OAE,1788404917531223890,1788404917980030690,1788404923640822802,448.805156,6109.624544,1,1,1,1,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-AGENT_AS_TOOL_TRANSITION-NATIVE-M025,MEASURED,OpenAI Agents SDK,AGENT_AS_TOOL_TRANSITION,NATIVE,25,NATIVE_THEN_OAE,1788404923654197321,1788404923673862328,1788404923673862328,19.663665,,2,2,2,2,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-AGENT_AS_TOOL_TRANSITION-OAE_V4R8-M025,MEASURED,OpenAI Agents SDK,AGENT_AS_TOOL_TRANSITION,OAE_V4R8,25,NATIVE_THEN_OAE,1788404925874397974,1788404926485016037,1788404931986581719,610.616768,6112.212246,2,2,2,2,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CACHE_REUSE_30-NATIVE-M025,MEASURED,OpenAI Agents SDK,CACHE_REUSE_30,NATIVE,25,NATIVE_THEN_OAE,1788404932003349276,1788404932210811920,1788404932210811920,207.461284,,30,30,30,30,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CACHE_REUSE_30-OAE_V4R8-M025,MEASURED,OpenAI Agents SDK,CACHE_REUSE_30,OAE_V4R8,25,NATIVE_THEN_OAE,1788404934603660854,1788404936758883379,1788404940697319444,2155.221389,6093.689472,30,30,30,30,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CAPACITY_50-NATIVE-M025,MEASURED,OpenAI Agents SDK,CAPACITY_50,NATIVE,25,NATIVE_THEN_OAE,1788404940715089255,1788404940837113708,1788404940837113708,122.02325,,50,50,50,50,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CAPACITY_50-OAE_V4R8-M025,MEASURED,OpenAI Agents SDK,CAPACITY_50,OAE_V4R8,25,NATIVE_THEN_OAE,1788404943240964859,1788404944275617806,1788404949348295603,1034.651653,6107.363369,50,50,50,50,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-ORDINARY_TOOL-NATIVE-M025,MEASURED,Microsoft Agent Framework,ORDINARY_TOOL,NATIVE,25,NATIVE_THEN_OAE,1788404949362697537,1788404949370254801,1788404949370254801,7.55558,,1,1,1,1,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-ORDINARY_TOOL-OAE_V4R8-M025,MEASURED,Microsoft Agent Framework,ORDINARY_TOOL,OAE_V4R8,25,NATIVE_THEN_OAE,1788404951672565401,1788404952099973537,1788404957760091139,427.406668,6087.557407,1,1,1,1,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-AGENT_AS_TOOL_TRANSITION-NATIVE-M025,MEASURED,Microsoft Agent Framework,AGENT_AS_TOOL_TRANSITION,NATIVE,25,NATIVE_THEN_OAE,1788404957773665657,1788404957783269465,1788404957783269465,9.601969,,2,2,2,2,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-AGENT_AS_TOOL_TRANSITION-OAE_V4R8-M025,MEASURED,Microsoft Agent Framework,AGENT_AS_TOOL_TRANSITION,OAE_V4R8,25,NATIVE_THEN_OAE,1788404960253463151,1788404960794337426,1788404966355907906,540.872626,6102.475114,2,2,2,2,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CACHE_REUSE_30-NATIVE-M025,MEASURED,Microsoft Agent Framework,CACHE_REUSE_30,NATIVE,25,NATIVE_THEN_OAE,1788404966371281053,1788404966429878699,1788404966429878699,58.596375,,30,30,30,30,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CACHE_REUSE_30-OAE_V4R8-M025,MEASURED,Microsoft Agent Framework,CACHE_REUSE_30,OAE_V4R8,25,NATIVE_THEN_OAE,1788404968802230626,1788404970423195903,1788404974975080597,1620.963808,6172.88039,30,30,30,30,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CAPACITY_50-NATIVE-M025,MEASURED,Microsoft Agent Framework,CAPACITY_50,NATIVE,25,NATIVE_THEN_OAE,1788404974992232226,1788404975079518870,1788404975079518870,87.285259,,50,50,50,50,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CAPACITY_50-OAE_V4R8-M025,MEASURED,Microsoft Agent Framework,CAPACITY_50,OAE_V4R8,25,NATIVE_THEN_OAE,1788404977516030810,1788404978506818790,1788404983619348596,990.786392,6103.347064,50,50,50,50,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-ORDINARY_TOOL-OAE_V4R8-M026,MEASURED,OpenAI Agents SDK,ORDINARY_TOOL,OAE_V4R8,26,OAE_THEN_NATIVE,1788404985962560177,1788404986407053154,1788404992058822758,444.491533,6096.291788,1,1,1,1,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-ORDINARY_TOOL-NATIVE-M026,MEASURED,OpenAI Agents SDK,ORDINARY_TOOL,NATIVE,26,OAE_THEN_NATIVE,1788404992073919325,1788404992085757616,1788404992085757616,11.836877,,1,1,1,1,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-AGENT_AS_TOOL_TRANSITION-OAE_V4R8-M026,MEASURED,OpenAI Agents SDK,AGENT_AS_TOOL_TRANSITION,OAE_V4R8,26,OAE_THEN_NATIVE,1788404994424958435,1788404995034737744,1788405000534677441,609.778076,6109.750874,2,2,2,2,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-AGENT_AS_TOOL_TRANSITION-NATIVE-M026,MEASURED,OpenAI Agents SDK,AGENT_AS_TOOL_TRANSITION,NATIVE,26,OAE_THEN_NATIVE,1788405000548249817,1788405000567792978,1788405000567792978,19.541621,,2,2,2,2,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CACHE_REUSE_30-OAE_V4R8-M026,MEASURED,OpenAI Agents SDK,CACHE_REUSE_30,OAE_V4R8,26,OAE_THEN_NATIVE,1788405003012309528,1788405005117933160,1788405009085286571,2105.622454,6073.007189,30,30,30,30,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CACHE_REUSE_30-NATIVE-M026,MEASURED,OpenAI Agents SDK,CACHE_REUSE_30,NATIVE,26,OAE_THEN_NATIVE,1788405009101065380,1788405009307560823,1788405009307560823,206.494202,,30,30,30,30,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CAPACITY_50-OAE_V4R8-M026,MEASURED,OpenAI Agents SDK,CAPACITY_50,OAE_V4R8,26,OAE_THEN_NATIVE,1788405011709756115,1788405012710607836,1788405017816350859,1000.85036,6106.62559,50,50,50,50,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CAPACITY_50-NATIVE-M026,MEASURED,OpenAI Agents SDK,CAPACITY_50,NATIVE,26,OAE_THEN_NATIVE,1788405017833482778,1788405017957436857,1788405017957436857,123.952582,,50,50,50,50,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-ORDINARY_TOOL-OAE_V4R8-M026,MEASURED,Microsoft Agent Framework,ORDINARY_TOOL,OAE_V4R8,26,OAE_THEN_NATIVE,1788405020352906832,1788405020783224760,1788405026465467560,430.316339,6112.590135,1,1,1,1,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-ORDINARY_TOOL-NATIVE-M026,MEASURED,Microsoft Agent Framework,ORDINARY_TOOL,NATIVE,26,OAE_THEN_NATIVE,1788405026480793240,1788405026487268354,1788405026487268354,6.473366,,1,1,1,1,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-AGENT_AS_TOOL_TRANSITION-OAE_V4R8-M026,MEASURED,Microsoft Agent Framework,AGENT_AS_TOOL_TRANSITION,OAE_V4R8,26,OAE_THEN_NATIVE,1788405028900660687,1788405029498935640,1788405035001451332,598.273663,6100.81982,2,2,2,2,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-AGENT_AS_TOOL_TRANSITION-NATIVE-M026,MEASURED,Microsoft Agent Framework,AGENT_AS_TOOL_TRANSITION,NATIVE,26,OAE_THEN_NATIVE,1788405035014775082,1788405035023543264,1788405035023543264,8.766644,,2,2,2,2,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CACHE_REUSE_30-OAE_V4R8-M026,MEASURED,Microsoft Agent Framework,CACHE_REUSE_30,OAE_V4R8,26,OAE_THEN_NATIVE,1788405037378015127,1788405039030603158,1788405043498488398,1652.586637,6120.50561,30,30,30,30,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CACHE_REUSE_30-NATIVE-M026,MEASURED,Microsoft Agent Framework,CACHE_REUSE_30,NATIVE,26,OAE_THEN_NATIVE,1788405043513842196,1788405043574344370,1788405043574344370,60.500899,,30,30,30,30,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CAPACITY_50-OAE_V4R8-M026,MEASURED,Microsoft Agent Framework,CAPACITY_50,OAE_V4R8,26,OAE_THEN_NATIVE,1788405045979074822,1788405046941733861,1788405052091102124,962.657494,6112.058452,50,50,50,50,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CAPACITY_50-NATIVE-M026,MEASURED,Microsoft Agent Framework,CAPACITY_50,NATIVE,26,OAE_THEN_NATIVE,1788405052109297206,1788405052197369633,1788405052197369633,88.07113,,50,50,50,50,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-ORDINARY_TOOL-NATIVE-M027,MEASURED,OpenAI Agents SDK,ORDINARY_TOOL,NATIVE,27,NATIVE_THEN_OAE,1788405052198319173,1788405052209860735,1788405052209860735,11.540638,,1,1,1,1,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-ORDINARY_TOOL-OAE_V4R8-M027,MEASURED,OpenAI Agents SDK,ORDINARY_TOOL,OAE_V4R8,27,NATIVE_THEN_OAE,1788405054759033696,1788405055205899198,1788405060858721925,446.863947,6099.716203,1,1,1,1,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-AGENT_AS_TOOL_TRANSITION-NATIVE-M027,MEASURED,OpenAI Agents SDK,AGENT_AS_TOOL_TRANSITION,NATIVE,27,NATIVE_THEN_OAE,1788405060872865729,1788405060892997640,1788405060892997640,20.130242,,2,2,2,2,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-AGENT_AS_TOOL_TRANSITION-OAE_V4R8-M027,MEASURED,OpenAI Agents SDK,AGENT_AS_TOOL_TRANSITION,OAE_V4R8,27,NATIVE_THEN_OAE,1788405063242305455,1788405063862662287,1788405069333976578,620.355519,6091.699191,2,2,2,2,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CACHE_REUSE_30-NATIVE-M027,MEASURED,OpenAI Agents SDK,CACHE_REUSE_30,NATIVE,27,NATIVE_THEN_OAE,1788405069349850177,1788405069558578455,1788405069558578455,208.727054,,30,30,30,30,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CACHE_REUSE_30-OAE_V4R8-M027,MEASURED,OpenAI Agents SDK,CACHE_REUSE_30,OAE_V4R8,27,NATIVE_THEN_OAE,1788405071858107628,1788405074163028069,1788405077960861959,2304.918953,6102.789156,30,30,30,30,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CAPACITY_50-NATIVE-M027,MEASURED,OpenAI Agents SDK,CAPACITY_50,NATIVE,27,NATIVE_THEN_OAE,1788405077978866498,1788405078100731665,1788405078100731665,121.863839,,50,50,50,50,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CAPACITY_50-OAE_V4R8-M027,MEASURED,OpenAI Agents SDK,CAPACITY_50,OAE_V4R8,27,NATIVE_THEN_OAE,1788405080523169619,1788405081526488283,1788405086610252608,1003.317393,6087.111074,50,50,50,50,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-ORDINARY_TOOL-NATIVE-M027,MEASURED,Microsoft Agent Framework,ORDINARY_TOOL,NATIVE,27,NATIVE_THEN_OAE,1788405086624070387,1788405086630477188,1788405086630477188,6.405298,,1,1,1,1,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-ORDINARY_TOOL-OAE_V4R8-M027,MEASURED,Microsoft Agent Framework,ORDINARY_TOOL,OAE_V4R8,27,NATIVE_THEN_OAE,1788405089043387676,1788405089463079926,1788405095125191090,419.690662,6081.834967,1,1,1,1,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-AGENT_AS_TOOL_TRANSITION-NATIVE-M027,MEASURED,Microsoft Agent Framework,AGENT_AS_TOOL_TRANSITION,NATIVE,27,NATIVE_THEN_OAE,1788405095139367893,1788405095148892770,1788405095148892770,9.523077,,2,2,2,2,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-AGENT_AS_TOOL_TRANSITION-OAE_V4R8-M027,MEASURED,Microsoft Agent Framework,AGENT_AS_TOOL_TRANSITION,OAE_V4R8,27,NATIVE_THEN_OAE,1788405097544009104,1788405098143432337,1788405103634312721,599.421809,6090.333447,2,2,2,2,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CACHE_REUSE_30-NATIVE-M027,MEASURED,Microsoft Agent Framework,CACHE_REUSE_30,NATIVE,27,NATIVE_THEN_OAE,1788405103650613244,1788405103715442207,1788405103715442207,64.827194,,30,30,30,30,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CACHE_REUSE_30-OAE_V4R8-M027,MEASURED,Microsoft Agent Framework,CACHE_REUSE_30,OAE_V4R8,27,NATIVE_THEN_OAE,1788405106025045245,1788405107702092684,1788405112115127777,1677.04596,6090.111754,30,30,30,30,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CAPACITY_50-NATIVE-M027,MEASURED,Microsoft Agent Framework,CAPACITY_50,NATIVE,27,NATIVE_THEN_OAE,1788405112132906535,1788405112220161201,1788405112220161201,87.253458,,50,50,50,50,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CAPACITY_50-OAE_V4R8-M027,MEASURED,Microsoft Agent Framework,CAPACITY_50,OAE_V4R8,27,NATIVE_THEN_OAE,1788405114585579350,1788405115577969330,1788405120700644900,992.388583,6115.097509,50,50,50,50,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-ORDINARY_TOOL-OAE_V4R8-M028,MEASURED,OpenAI Agents SDK,ORDINARY_TOOL,OAE_V4R8,28,OAE_THEN_NATIVE,1788405123086108706,1788405123518945897,1788405129199625634,432.835711,6113.548511,1,1,1,1,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-ORDINARY_TOOL-NATIVE-M028,MEASURED,OpenAI Agents SDK,ORDINARY_TOOL,NATIVE,28,OAE_THEN_NATIVE,1788405129213211894,1788405129226965097,1788405129226965097,13.751382,,1,1,1,1,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-AGENT_AS_TOOL_TRANSITION-OAE_V4R8-M028,MEASURED,OpenAI Agents SDK,AGENT_AS_TOOL_TRANSITION,OAE_V4R8,28,OAE_THEN_NATIVE,1788405131599358266,1788405132213621355,1788405137684381483,614.261698,6085.098865,2,2,2,2,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-AGENT_AS_TOOL_TRANSITION-NATIVE-M028,MEASURED,OpenAI Agents SDK,AGENT_AS_TOOL_TRANSITION,NATIVE,28,OAE_THEN_NATIVE,1788405137698163021,1788405137718307539,1788405137718307539,20.143081,,2,2,2,2,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CACHE_REUSE_30-OAE_V4R8-M028,MEASURED,OpenAI Agents SDK,CACHE_REUSE_30,OAE_V4R8,28,OAE_THEN_NATIVE,1788405140029120046,1788405142188451731,1788405146110509103,2159.329902,6081.420849,30,30,30,30,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CACHE_REUSE_30-NATIVE-M028,MEASURED,OpenAI Agents SDK,CACHE_REUSE_30,NATIVE,28,OAE_THEN_NATIVE,1788405146125494796,1788405146349287131,1788405146349287131,223.791065,,30,30,30,30,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CAPACITY_50-OAE_V4R8-M028,MEASURED,OpenAI Agents SDK,CAPACITY_50,OAE_V4R8,28,OAE_THEN_NATIVE,1788405148738059398,1788405149782904586,1788405154915520220,1044.844169,6177.488487,50,50,50,50,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CAPACITY_50-NATIVE-M028,MEASURED,OpenAI Agents SDK,CAPACITY_50,NATIVE,28,OAE_THEN_NATIVE,1788405154933273674,1788405155056069156,1788405155056069156,122.794121,,50,50,50,50,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-ORDINARY_TOOL-OAE_V4R8-M028,MEASURED,Microsoft Agent Framework,ORDINARY_TOOL,OAE_V4R8,28,OAE_THEN_NATIVE,1788405157394561750,1788405157820210693,1788405163505698534,425.6474,6111.190595,1,1,1,1,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-ORDINARY_TOOL-NATIVE-M028,MEASURED,Microsoft Agent Framework,ORDINARY_TOOL,NATIVE,28,OAE_THEN_NATIVE,1788405163522272255,1788405163528812778,1788405163528812778,6.538897,,1,1,1,1,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-AGENT_AS_TOOL_TRANSITION-OAE_V4R8-M028,MEASURED,Microsoft Agent Framework,AGENT_AS_TOOL_TRANSITION,OAE_V4R8,28,OAE_THEN_NATIVE,1788405165912323102,1788405166511956794,1788405172043873755,599.632226,6131.581247,2,2,2,2,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-AGENT_AS_TOOL_TRANSITION-NATIVE-M028,MEASURED,Microsoft Agent Framework,AGENT_AS_TOOL_TRANSITION,NATIVE,28,OAE_THEN_NATIVE,1788405172059963625,1788405172070767209,1788405172070767209,10.801787,,2,2,2,2,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CACHE_REUSE_30-OAE_V4R8-M028,MEASURED,Microsoft Agent Framework,CACHE_REUSE_30,OAE_V4R8,28,OAE_THEN_NATIVE,1788405174567067651,1788405176215714354,1788405180678136379,1648.644748,6111.101384,30,30,30,30,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CACHE_REUSE_30-NATIVE-M028,MEASURED,Microsoft Agent Framework,CACHE_REUSE_30,NATIVE,28,OAE_THEN_NATIVE,1788405180693718049,1788405180755929178,1788405180755929178,62.20979,,30,30,30,30,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CAPACITY_50-OAE_V4R8-M028,MEASURED,Microsoft Agent Framework,CAPACITY_50,OAE_V4R8,28,OAE_THEN_NATIVE,1788405183128304213,1788405184113403225,1788405189239372835,985.097443,6111.100598,50,50,50,50,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CAPACITY_50-NATIVE-M028,MEASURED,Microsoft Agent Framework,CAPACITY_50,NATIVE,28,OAE_THEN_NATIVE,1788405189257805037,1788405189347369896,1788405189347369896,89.563204,,50,50,50,50,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-ORDINARY_TOOL-NATIVE-M029,MEASURED,OpenAI Agents SDK,ORDINARY_TOOL,NATIVE,29,NATIVE_THEN_OAE,1788405189348368184,1788405189359949083,1788405189359949083,11.580009,,1,1,1,1,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-ORDINARY_TOOL-OAE_V4R8-M029,MEASURED,OpenAI Agents SDK,ORDINARY_TOOL,OAE_V4R8,29,NATIVE_THEN_OAE,1788405191721862901,1788405192188159763,1788405197816185708,466.295268,6094.353934,1,1,1,1,True,True,True,521,100,True,0,0,0,True,,0
