identity,kind,framework,workload,configuration,repetition,execution_order,start_timestamp_ns,semantic_completion_timestamp_ns,end_timestamp_ns,semantic_completion_ms,public_session_wall_ms,expected_operation_count,executed_operation_count,successful_provider_calls,result_count,semantic_result_equality,causal_order_equality,final_framework_state_equality,relay_cell_count,registry_query_count,public_transcript_complete,resolved_not_admitted,silent_loss,profile_overflow,success,failure_category,retries
DEV-V4R8-FINAL-UTILITY-OA-AGENT_AS_TOOL_TRANSITION-NATIVE-M029,MEASURED,OpenAI Agents SDK,AGENT_AS_TOOL_TRANSITION,NATIVE,29,NATIVE_THEN_OAE,1788405197833225144,1788405197855939990,1788405197855939990,22.713106,,2,2,2,2,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-AGENT_AS_TOOL_TRANSITION-OAE_V4R8-M029,MEASURED,OpenAI Agents SDK,AGENT_AS_TOOL_TRANSITION,OAE_V4R8,29,NATIVE_THEN_OAE,1788405200229276976,1788405200849060759,1788405206330517702,619.782442,6101.262617,2,2,2,2,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CACHE_REUSE_30-NATIVE-M029,MEASURED,OpenAI Agents SDK,CACHE_REUSE_30,NATIVE,29,NATIVE_THEN_OAE,1788405206346245304,1788405206553102357,1788405206553102357,206.855781,,30,30,30,30,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CACHE_REUSE_30-OAE_V4R8-M029,MEASURED,OpenAI Agents SDK,CACHE_REUSE_30,OAE_V4R8,29,NATIVE_THEN_OAE,1788405208908800266,1788405211049127554,1788405215031644350,2140.325547,6122.875137,30,30,30,30,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CAPACITY_50-NATIVE-M029,MEASURED,OpenAI Agents SDK,CAPACITY_50,NATIVE,29,NATIVE_THEN_OAE,1788405215049199811,1788405215170798718,1788405215170798718,121.597194,,50,50,50,50,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CAPACITY_50-OAE_V4R8-M029,MEASURED,OpenAI Agents SDK,CAPACITY_50,OAE_V4R8,29,NATIVE_THEN_OAE,1788405217629783938,1788405218637041537,1788405223740973845,1007.256285,6111.221669,50,50,50,50,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-ORDINARY_TOOL-NATIVE-M029,MEASURED,Microsoft Agent Framework,ORDINARY_TOOL,NATIVE,29,NATIVE_THEN_OAE,1788405223755363986,1788405223762085360,1788405223762085360,6.719688,,1,1,1,1,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-ORDINARY_TOOL-OAE_V4R8-M029,MEASURED,Microsoft Agent Framework,ORDINARY_TOOL,OAE_V4R8,29,NATIVE_THEN_OAE,1788405226160149116,1788405226575697366,1788405232246155442,415.546878,6086.037853,1,1,1,1,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-AGENT_AS_TOOL_TRANSITION-NATIVE-M029,MEASURED,Microsoft Agent Framework,AGENT_AS_TOOL_TRANSITION,NATIVE,29,NATIVE_THEN_OAE,1788405232259123102,1788405232268166896,1788405232268166896,9.042157,,2,2,2,2,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-AGENT_AS_TOOL_TRANSITION-OAE_V4R8-M029,MEASURED,Microsoft Agent Framework,AGENT_AS_TOOL_TRANSITION,OAE_V4R8,29,NATIVE_THEN_OAE,1788405234594432316,1788405235199149424,1788405240709249290,604.715358,6114.847828,2,2,2,2,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CACHE_REUSE_30-NATIVE-M029,MEASURED,Microsoft Agent Framework,CACHE_REUSE_30,NATIVE,29,NATIVE_THEN_OAE,1788405240724503885,1788405240784826439,1788405240784826439,60.321306,,30,30,30,30,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CACHE_REUSE_30-OAE_V4R8-M029,MEASURED,Microsoft Agent Framework,CACHE_REUSE_30,OAE_V4R8,29,NATIVE_THEN_OAE,1788405243204348783,1788405244797981162,1788405249289343441,1593.630981,6085.024897,30,30,30,30,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CAPACITY_50-NATIVE-M029,MEASURED,Microsoft Agent Framework,CAPACITY_50,NATIVE,29,NATIVE_THEN_OAE,1788405249306487380,1788405249514126911,1788405249514126911,207.637685,,50,50,50,50,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CAPACITY_50-OAE_V4R8-M029,MEASURED,Microsoft Agent Framework,CAPACITY_50,OAE_V4R8,29,NATIVE_THEN_OAE,1788405251875946652,1788405252864940735,1788405257970929310,988.992811,6094.999152,50,50,50,50,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-ORDINARY_TOOL-OAE_V4R8-M030,MEASURED,OpenAI Agents SDK,ORDINARY_TOOL,OAE_V4R8,30,OAE_THEN_NATIVE,1788405260407993704,1788405260827909872,1788405266527967045,419.914334,6120.002919,1,1,1,1,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-ORDINARY_TOOL-NATIVE-M030,MEASURED,OpenAI Agents SDK,ORDINARY_TOOL,NATIVE,30,OAE_THEN_NATIVE,1788405266543406027,1788405266556348885,1788405266556348885,12.941356,,1,1,1,1,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-AGENT_AS_TOOL_TRANSITION-OAE_V4R8-M030,MEASURED,OpenAI Agents SDK,AGENT_AS_TOOL_TRANSITION,OAE_V4R8,30,OAE_THEN_NATIVE,1788405268964278573,1788405269572465671,1788405275054023574,608.185541,6089.77336,2,2,2,2,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-AGENT_AS_TOOL_TRANSITION-NATIVE-M030,MEASURED,OpenAI Agents SDK,AGENT_AS_TOOL_TRANSITION,NATIVE,30,OAE_THEN_NATIVE,1788405275067690445,1788405275088220941,1788405275088220941,20.529018,,2,2,2,2,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CACHE_REUSE_30-OAE_V4R8-M030,MEASURED,OpenAI Agents SDK,CACHE_REUSE_30,OAE_V4R8,30,OAE_THEN_NATIVE,1788405277447034234,1788405279549513994,1788405283558844919,2102.478294,6111.841632,30,30,30,30,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CACHE_REUSE_30-NATIVE-M030,MEASURED,OpenAI Agents SDK,CACHE_REUSE_30,NATIVE,30,OAE_THEN_NATIVE,1788405283575149005,1788405283782350725,1788405283782350725,207.200309,,30,30,30,30,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CAPACITY_50-OAE_V4R8-M030,MEASURED,OpenAI Agents SDK,CAPACITY_50,OAE_V4R8,30,OAE_THEN_NATIVE,,,1788405292373428606,nan,,,,,,False,False,False,,,False,,,,False,AssertionError,0
DEV-V4R8-FINAL-UTILITY-OA-CAPACITY_50-NATIVE-M030,MEASURED,OpenAI Agents SDK,CAPACITY_50,NATIVE,30,OAE_THEN_NATIVE,1788405292382210505,1788405292510131595,1788405292510131595,127.919584,,50,50,50,50,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-ORDINARY_TOOL-OAE_V4R8-M030,MEASURED,Microsoft Agent Framework,ORDINARY_TOOL,OAE_V4R8,30,OAE_THEN_NATIVE,1788405294877471624,1788405295316570467,1788405300977559334,439.097043,6100.117095,1,1,1,1,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-ORDINARY_TOOL-NATIVE-M030,MEASURED,Microsoft Agent Framework,ORDINARY_TOOL,NATIVE,30,OAE_THEN_NATIVE,1788405300992647453,1788405300999001515,1788405300999001515,6.352453,,1,1,1,1,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-AGENT_AS_TOOL_TRANSITION-OAE_V4R8-M030,MEASURED,Microsoft Agent Framework,AGENT_AS_TOOL_TRANSITION,OAE_V4R8,30,OAE_THEN_NATIVE,1788405303375926721,1788405303913253735,1788405309486771827,537.325408,6110.876313,2,2,2,2,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-AGENT_AS_TOOL_TRANSITION-NATIVE-M030,MEASURED,Microsoft Agent Framework,AGENT_AS_TOOL_TRANSITION,NATIVE,30,OAE_THEN_NATIVE,1788405309501938181,1788405309511403104,1788405309511403104,9.46286,,2,2,2,2,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CACHE_REUSE_30-OAE_V4R8-M030,MEASURED,Microsoft Agent Framework,CACHE_REUSE_30,OAE_V4R8,30,OAE_THEN_NATIVE,1788405311848864426,1788405313537545344,1788405317950247721,1688.679368,6101.416987,30,30,30,30,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CACHE_REUSE_30-NATIVE-M030,MEASURED,Microsoft Agent Framework,CACHE_REUSE_30,NATIVE,30,OAE_THEN_NATIVE,1788405317965881724,1788405318024486601,1788405318024486601,58.60353,,30,30,30,30,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CAPACITY_50-OAE_V4R8-M030,MEASURED,Microsoft Agent Framework,CAPACITY_50,OAE_V4R8,30,OAE_THEN_NATIVE,1788405320419127412,1788405321382246672,1788405326504652448,963.117891,6085.556083,50,50,50,50,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CAPACITY_50-NATIVE-M030,MEASURED,Microsoft Agent Framework,CAPACITY_50,NATIVE,30,OAE_THEN_NATIVE,1788405326521149048,1788405326608186577,1788405326608186577,87.036196,,50,50,50,50,True,True,True,,,,,,,True,,0
