episode,round,index,class
SESSION-10,0,101,CROSS_SESSION
SESSION-10,1,101,CROSS_SESSION
SESSION-10,2,101,CROSS_SESSION
SESSION-10,3,101,CROSS_SESSION
SESSION-10,4,101,CROSS_SESSION
SESSION-10,5,101,CROSS_SESSION
SESSION-10,6,101,CROSS_SESSION
SESSION-10,7,101,CROSS_SESSION
SESSION-10,8,101,CROSS_SESSION
SESSION-10,9,101,CROSS_SESSION
SESSION-10,10,101,CROSS_SESSION
SESSION-10,11,101,CROSS_SESSION
SESSION-10,12,101,CROSS_SESSION
SESSION-10,13,101,CROSS_SESSION
SESSION-10,14,101,CROSS_SESSION
SESSION-10,15,101,CROSS_SESSION
SESSION-10,16,101,CROSS_SESSION
SESSION-10,17,101,CROSS_SESSION
SESSION-10,18,101,CROSS_SESSION
SESSION-10,19,101,CROSS_SESSION
SESSION-10,20,101,CROSS_SESSION
SESSION-10,21,101,CROSS_SESSION
SESSION-10,22,101,CROSS_SESSION
SESSION-10,23,101,CROSS_SESSION
SESSION-10,24,101,CROSS_SESSION
SESSION-10,25,101,CROSS_SESSION
SESSION-10,26,101,CROSS_SESSION
SESSION-10,27,101,CROSS_SESSION
SESSION-10,28,101,CROSS_SESSION
SESSION-10,29,101,CROSS_SESSION
