seed,dataset,architecture,feature,split,metric,value,permutation
1,natural,MODULAR-V2-HIST,F4,random,roc_auc,0.9624364978239646,0.8666666666666667
1,natural,MODULAR-V2-HIST,F5,random,accuracy,0.9625,0.8666666666666667
1,natural,MODULAR-V2-HIST,F5,random,roc_auc,0.9585229435223643,0.8666666666666667
1,natural_balanced,MODULAR-V2-HIST,F0,random,accuracy,0.49722222222222223,0.5263888888888889
1,natural_balanced,MODULAR-V2-HIST,F0,random,roc_auc,0.5,0.5263888888888889
1,natural_balanced,MODULAR-V2-HIST,F1,random,accuracy,0.49722222222222223,0.5263888888888889
1,natural_balanced,MODULAR-V2-HIST,F1,random,roc_auc,0.5,0.5263888888888889
1,natural_balanced,MODULAR-V2-HIST,F2,random,accuracy,0.85,0.4888888888888889
1,natural_balanced,MODULAR-V2-HIST,F2,random,roc_auc,0.9617773696719034,0.4888888888888889
1,natural_balanced,MODULAR-V2-HIST,F3,random,accuracy,0.85,0.4888888888888889
1,natural_balanced,MODULAR-V2-HIST,F3,random,roc_auc,0.9617773696719034,0.4888888888888889
1,natural_balanced,MODULAR-V2-HIST,F4,random,accuracy,0.85,0.4888888888888889
1,natural_balanced,MODULAR-V2-HIST,F4,random,roc_auc,0.9617773696719034,0.4888888888888889
1,natural_balanced,MODULAR-V2-HIST,F5,random,accuracy,0.8486111111111111,0.49722222222222223
1,natural_balanced,MODULAR-V2-HIST,F5,random,roc_auc,0.9511211765795241,0.49722222222222223
1,matched,MODULAR-V3,F0,random,accuracy,0.4986111111111111,0.4791666666666667
1,matched,MODULAR-V3,F0,random,roc_auc,0.5,0.4791666666666667
1,matched,MODULAR-V3,F1,random,accuracy,0.4986111111111111,0.4791666666666667
1,matched,MODULAR-V3,F1,random,roc_auc,0.5,0.4791666666666667
1,matched,MODULAR-V3,F2,random,accuracy,0.4986111111111111,0.4791666666666667
1,matched,MODULAR-V3,F2,random,roc_auc,0.5,0.4791666666666667
1,matched,MODULAR-V3,F3,random,accuracy,0.4986111111111111,0.4791666666666667
1,matched,MODULAR-V3,F3,random,roc_auc,0.5,0.4791666666666667
1,matched,MODULAR-V3,F4,random,accuracy,0.4986111111111111,0.4791666666666667
1,matched,MODULAR-V3,F4,random,roc_auc,0.5,0.4791666666666667
1,matched,MODULAR-V3,F4,grouped_recipient,accuracy,0.494949494949495,0.49326599326599324
1,matched,MODULAR-V3,F4,grouped_recipient,roc_auc,0.5,0.49326599326599324
1,matched,MODULAR-V3,F5,random,accuracy,0.5041666666666667,0.49583333333333335
1,matched,MODULAR-V3,F5,random,roc_auc,0.49990354863849257,0.49583333333333335
1,natural,MODULAR-V3,F0,random,accuracy,0.8652777777777778,0.8666666666666667
1,natural,MODULAR-V3,F0,random,roc_auc,0.5,0.8666666666666667
1,natural,MODULAR-V3,F1,random,accuracy,0.8652777777777778,0.8666666666666667
1,natural,MODULAR-V3,F1,random,roc_auc,0.5,0.8666666666666667
1,natural,MODULAR-V3,F2,random,accuracy,0.8652777777777778,0.8666666666666667
1,natural,MODULAR-V3,F2,random,roc_auc,0.5,0.8666666666666667
1,natural,MODULAR-V3,F3,random,accuracy,0.8652777777777778,0.8666666666666667
1,natural,MODULAR-V3,F3,random,roc_auc,0.5,0.8666666666666667
1,natural,MODULAR-V3,F4,random,accuracy,0.8652777777777778,0.8666666666666667
1,natural,MODULAR-V3,F4,random,roc_auc,0.5,0.8666666666666667
1,natural,MODULAR-V3,F5,random,accuracy,0.8652777777777778,0.8666666666666667
1,natural,MODULAR-V3,F5,random,roc_auc,0.5094570667372706,0.8666666666666667
1,natural_balanced,MODULAR-V3,F0,random,accuracy,0.49722222222222223,0.5263888888888889
1,natural_balanced,MODULAR-V3,F0,random,roc_auc,0.5,0.5263888888888889
1,natural_balanced,MODULAR-V3,F1,random,accuracy,0.49722222222222223,0.5263888888888889
1,natural_balanced,MODULAR-V3,F1,random,roc_auc,0.5,0.5263888888888889
1,natural_balanced,MODULAR-V3,F2,random,accuracy,0.49722222222222223,0.5263888888888889
1,natural_balanced,MODULAR-V3,F2,random,roc_auc,0.5,0.5263888888888889
1,natural_balanced,MODULAR-V3,F3,random,accuracy,0.49722222222222223,0.5263888888888889
1,natural_balanced,MODULAR-V3,F3,random,roc_auc,0.5,0.5263888888888889
1,natural_balanced,MODULAR-V3,F4,random,accuracy,0.49722222222222223,0.5263888888888889
1,natural_balanced,MODULAR-V3,F4,random,roc_auc,0.5,0.5263888888888889
1,natural_balanced,MODULAR-V3,F5,random,accuracy,0.4888888888888889,0.5111111111111111
1,natural_balanced,MODULAR-V3,F5,random,roc_auc,0.46352896694342416,0.5111111111111111
1,matched,V2-UNIFIED,F0,random,accuracy,0.4986111111111111,0.4791666666666667
1,matched,V2-UNIFIED,F0,random,roc_auc,0.5,0.4791666666666667
1,matched,V2-UNIFIED,F1,random,accuracy,0.4986111111111111,0.4791666666666667
1,matched,V2-UNIFIED,F1,random,roc_auc,0.5,0.4791666666666667
1,matched,V2-UNIFIED,F2,random,accuracy,0.4986111111111111,0.4791666666666667
1,matched,V2-UNIFIED,F2,random,roc_auc,0.5,0.4791666666666667
1,matched,V2-UNIFIED,F3,random,accuracy,0.4986111111111111,0.4791666666666667
1,matched,V2-UNIFIED,F3,random,roc_auc,0.5,0.4791666666666667
1,matched,V2-UNIFIED,F4,random,accuracy,0.4986111111111111,0.4791666666666667
1,matched,V2-UNIFIED,F4,random,roc_auc,0.5,0.4791666666666667
1,matched,V2-UNIFIED,F4,grouped_recipient,accuracy,0.494949494949495,0.49326599326599324
1,matched,V2-UNIFIED,F4,grouped_recipient,roc_auc,0.5,0.49326599326599324
1,matched,V2-UNIFIED,F5,random,accuracy,0.5013888888888889,0.5291666666666667
1,matched,V2-UNIFIED,F5,random,roc_auc,0.49292432811981574,0.5291666666666667
1,natural,V2-UNIFIED,F0,random,accuracy,1.0,0.8666666666666667
1,natural,V2-UNIFIED,F0,random,roc_auc,1.0,0.8666666666666667
1,natural,V2-UNIFIED,F1,random,accuracy,1.0,0.8666666666666667
1,natural,V2-UNIFIED,F1,random,roc_auc,1.0,0.8666666666666667
1,natural,V2-UNIFIED,F2,random,accuracy,1.0,0.8666666666666667
1,natural,V2-UNIFIED,F2,random,roc_auc,1.0,0.8666666666666667
1,natural,V2-UNIFIED,F3,random,accuracy,1.0,0.8666666666666667
1,natural,V2-UNIFIED,F3,random,roc_auc,1.0,0.8666666666666667
1,natural,V2-UNIFIED,F4,random,accuracy,1.0,0.8666666666666667
1,natural,V2-UNIFIED,F4,random,roc_auc,1.0,0.8666666666666667
1,natural,V2-UNIFIED,F5,random,accuracy,1.0,0.8666666666666667
1,natural,V2-UNIFIED,F5,random,roc_auc,1.0,0.8666666666666667
1,natural_balanced,V2-UNIFIED,F0,random,accuracy,1.0,0.48333333333333334
1,natural_balanced,V2-UNIFIED,F0,random,roc_auc,1.0,0.48333333333333334
1,natural_balanced,V2-UNIFIED,F1,random,accuracy,1.0,0.48333333333333334
1,natural_balanced,V2-UNIFIED,F1,random,roc_auc,1.0,0.48333333333333334
1,natural_balanced,V2-UNIFIED,F2,random,accuracy,1.0,0.48333333333333334
1,natural_balanced,V2-UNIFIED,F2,random,roc_auc,1.0,0.48333333333333334
1,natural_balanced,V2-UNIFIED,F3,random,accuracy,1.0,0.48333333333333334
1,natural_balanced,V2-UNIFIED,F3,random,roc_auc,1.0,0.48333333333333334
1,natural_balanced,V2-UNIFIED,F4,random,accuracy,1.0,0.48333333333333334
1,natural_balanced,V2-UNIFIED,F4,random,roc_auc,1.0,0.48333333333333334
1,natural_balanced,V2-UNIFIED,F5,random,accuracy,1.0,0.5458333333333333
1,natural_balanced,V2-UNIFIED,F5,random,roc_auc,1.0,0.5458333333333333
1,matched,V2-UNIFIED-PAD,F0,random,accuracy,0.4986111111111111,0.4791666666666667
1,matched,V2-UNIFIED-PAD,F0,random,roc_auc,0.5,0.4791666666666667
1,matched,V2-UNIFIED-PAD,F1,random,accuracy,0.4986111111111111,0.4791666666666667
1,matched,V2-UNIFIED-PAD,F1,random,roc_auc,0.5,0.4791666666666667
1,matched,V2-UNIFIED-PAD,F2,random,accuracy,0.4986111111111111,0.4791666666666667
1,matched,V2-UNIFIED-PAD,F2,random,roc_auc,0.5,0.4791666666666667
1,matched,V2-UNIFIED-PAD,F3,random,accuracy,0.4986111111111111,0.4791666666666667
1,matched,V2-UNIFIED-PAD,F3,random,roc_auc,0.5,0.4791666666666667
1,matched,V2-UNIFIED-PAD,F4,random,accuracy,0.4986111111111111,0.4791666666666667
1,matched,V2-UNIFIED-PAD,F4,random,roc_auc,0.5,0.4791666666666667
1,matched,V2-UNIFIED-PAD,F4,grouped_recipient,accuracy,0.494949494949495,0.49326599326599324
1,matched,V2-UNIFIED-PAD,F4,grouped_recipient,roc_auc,0.5,0.49326599326599324
1,matched,V2-UNIFIED-PAD,F5,random,accuracy,0.5013888888888889,0.5291666666666667
1,matched,V2-UNIFIED-PAD,F5,random,roc_auc,0.49292432811981574,0.5291666666666667
1,natural,V2-UNIFIED-PAD,F0,random,accuracy,0.8652777777777778,0.8666666666666667
1,natural,V2-UNIFIED-PAD,F0,random,roc_auc,0.5,0.8666666666666667
1,natural,V2-UNIFIED-PAD,F1,random,accuracy,0.8652777777777778,0.8666666666666667
1,natural,V2-UNIFIED-PAD,F1,random,roc_auc,0.5,0.8666666666666667
1,natural,V2-UNIFIED-PAD,F2,random,accuracy,0.8652777777777778,0.8666666666666667
1,natural,V2-UNIFIED-PAD,F2,random,roc_auc,0.5,0.8666666666666667
1,natural,V2-UNIFIED-PAD,F3,random,accuracy,0.8652777777777778,0.8666666666666667
1,natural,V2-UNIFIED-PAD,F3,random,roc_auc,0.5,0.8666666666666667
1,natural,V2-UNIFIED-PAD,F4,random,accuracy,0.8652777777777778,0.8666666666666667
1,natural,V2-UNIFIED-PAD,F4,random,roc_auc,0.5,0.8666666666666667
1,natural,V2-UNIFIED-PAD,F5,random,accuracy,0.8652777777777778,0.8666666666666667
1,natural,V2-UNIFIED-PAD,F5,random,roc_auc,0.4847677516506429,0.8666666666666667
1,natural_balanced,V2-UNIFIED-PAD,F0,random,accuracy,0.49722222222222223,0.5263888888888889
1,natural_balanced,V2-UNIFIED-PAD,F0,random,roc_auc,0.5,0.5263888888888889
1,natural_balanced,V2-UNIFIED-PAD,F1,random,accuracy,0.49722222222222223,0.5263888888888889
1,natural_balanced,V2-UNIFIED-PAD,F1,random,roc_auc,0.5,0.5263888888888889
1,natural_balanced,V2-UNIFIED-PAD,F2,random,accuracy,0.49722222222222223,0.5263888888888889
1,natural_balanced,V2-UNIFIED-PAD,F2,random,roc_auc,0.5,0.5263888888888889
1,natural_balanced,V2-UNIFIED-PAD,F3,random,accuracy,0.49722222222222223,0.5263888888888889
1,natural_balanced,V2-UNIFIED-PAD,F3,random,roc_auc,0.5,0.5263888888888889
1,natural_balanced,V2-UNIFIED-PAD,F4,random,accuracy,0.49722222222222223,0.5263888888888889
1,natural_balanced,V2-UNIFIED-PAD,F4,random,roc_auc,0.5,0.5263888888888889
1,natural_balanced,V2-UNIFIED-PAD,F5,random,accuracy,0.5027777777777778,0.5013888888888889
1,natural_balanced,V2-UNIFIED-PAD,F5,random,roc_auc,0.4881709312015803,0.5013888888888889
2,matched,MODULAR-V2,F0,random,accuracy,0.49027777777777776,0.49583333333333335
2,matched,MODULAR-V2,F0,random,roc_auc,0.5,0.49583333333333335
2,matched,MODULAR-V2,F1,random,accuracy,0.49027777777777776,0.49583333333333335
2,matched,MODULAR-V2,F1,random,roc_auc,0.5,0.49583333333333335
2,matched,MODULAR-V2,F2,random,accuracy,1.0,0.5361111111111111
2,matched,MODULAR-V2,F2,random,roc_auc,1.0,0.5361111111111111
2,matched,MODULAR-V2,F3,random,accuracy,1.0,0.5361111111111111
2,matched,MODULAR-V2,F3,random,roc_auc,1.0,0.5361111111111111
2,matched,MODULAR-V2,F4,random,accuracy,1.0,0.5361111111111111
2,matched,MODULAR-V2,F4,random,roc_auc,1.0,0.5361111111111111
2,matched,MODULAR-V2,F4,grouped_recipient,accuracy,1.0,0.5108153078202995
2,matched,MODULAR-V2,F4,grouped_recipient,roc_auc,1.0,0.5108153078202995
2,matched,MODULAR-V2,F5,random,accuracy,1.0,0.49583333333333335
2,matched,MODULAR-V2,F5,random,roc_auc,1.0,0.49583333333333335
2,natural,MODULAR-V2,F0,random,accuracy,1.0,0.8513888888888889
2,natural,MODULAR-V2,F0,random,roc_auc,1.0,0.8513888888888889
2,natural,MODULAR-V2,F1,random,accuracy,1.0,0.8513888888888889
2,natural,MODULAR-V2,F1,random,roc_auc,1.0,0.8513888888888889
2,natural,MODULAR-V2,F2,random,accuracy,1.0,0.8513888888888889
2,natural,MODULAR-V2,F2,random,roc_auc,1.0,0.8513888888888889
2,natural,MODULAR-V2,F3,random,accuracy,1.0,0.8513888888888889
2,natural,MODULAR-V2,F3,random,roc_auc,1.0,0.8513888888888889
2,natural,MODULAR-V2,F4,random,accuracy,1.0,0.8513888888888889
2,natural,MODULAR-V2,F4,random,roc_auc,1.0,0.8513888888888889
2,natural,MODULAR-V2,F5,random,accuracy,1.0,0.8513888888888889
2,natural,MODULAR-V2,F5,random,roc_auc,1.0,0.8513888888888889
2,natural_balanced,MODULAR-V2,F0,random,accuracy,1.0,0.49166666666666664
2,natural_balanced,MODULAR-V2,F0,random,roc_auc,1.0,0.49166666666666664
2,natural_balanced,MODULAR-V2,F1,random,accuracy,1.0,0.49166666666666664
2,natural_balanced,MODULAR-V2,F1,random,roc_auc,1.0,0.49166666666666664
2,natural_balanced,MODULAR-V2,F2,random,accuracy,1.0,0.49166666666666664
2,natural_balanced,MODULAR-V2,F2,random,roc_auc,1.0,0.49166666666666664
2,natural_balanced,MODULAR-V2,F3,random,accuracy,1.0,0.49166666666666664
2,natural_balanced,MODULAR-V2,F3,random,roc_auc,1.0,0.49166666666666664
2,natural_balanced,MODULAR-V2,F4,random,accuracy,1.0,0.49166666666666664
2,natural_balanced,MODULAR-V2,F4,random,roc_auc,1.0,0.49166666666666664
2,natural_balanced,MODULAR-V2,F5,random,accuracy,1.0,0.5222222222222223
2,natural_balanced,MODULAR-V2,F5,random,roc_auc,1.0,0.5222222222222223
2,matched,MODULAR-V2-PAD,F0,random,accuracy,0.49027777777777776,0.49583333333333335
2,matched,MODULAR-V2-PAD,F0,random,roc_auc,0.5,0.49583333333333335
2,matched,MODULAR-V2-PAD,F1,random,accuracy,0.49027777777777776,0.49583333333333335
2,matched,MODULAR-V2-PAD,F1,random,roc_auc,0.5,0.49583333333333335
2,matched,MODULAR-V2-PAD,F2,random,accuracy,1.0,0.5361111111111111
2,matched,MODULAR-V2-PAD,F2,random,roc_auc,1.0,0.5361111111111111
2,matched,MODULAR-V2-PAD,F3,random,accuracy,1.0,0.5361111111111111
2,matched,MODULAR-V2-PAD,F3,random,roc_auc,1.0,0.5361111111111111
2,matched,MODULAR-V2-PAD,F4,random,accuracy,1.0,0.5361111111111111
2,matched,MODULAR-V2-PAD,F4,random,roc_auc,1.0,0.5361111111111111
2,matched,MODULAR-V2-PAD,F4,grouped_recipient,accuracy,1.0,0.5108153078202995
2,matched,MODULAR-V2-PAD,F4,grouped_recipient,roc_auc,1.0,0.5108153078202995
2,matched,MODULAR-V2-PAD,F5,random,accuracy,1.0,0.49583333333333335
2,matched,MODULAR-V2-PAD,F5,random,roc_auc,1.0,0.49583333333333335
2,natural,MODULAR-V2-PAD,F0,random,accuracy,0.8791666666666667,0.8513888888888889
2,natural,MODULAR-V2-PAD,F0,random,roc_auc,0.5,0.8513888888888889
2,natural,MODULAR-V2-PAD,F1,random,accuracy,1.0,0.8513888888888889
2,natural,MODULAR-V2-PAD,F1,random,roc_auc,1.0,0.8513888888888889
2,natural,MODULAR-V2-PAD,F2,random,accuracy,1.0,0.8513888888888889
2,natural,MODULAR-V2-PAD,F2,random,roc_auc,1.0,0.8513888888888889
2,natural,MODULAR-V2-PAD,F3,random,accuracy,1.0,0.8513888888888889
2,natural,MODULAR-V2-PAD,F3,random,roc_auc,1.0,0.8513888888888889
2,natural,MODULAR-V2-PAD,F4,random,accuracy,1.0,0.8513888888888889
2,natural,MODULAR-V2-PAD,F4,random,roc_auc,1.0,0.8513888888888889
2,natural,MODULAR-V2-PAD,F5,random,accuracy,1.0,0.8513888888888889
2,natural,MODULAR-V2-PAD,F5,random,roc_auc,1.0,0.8513888888888889
2,natural_balanced,MODULAR-V2-PAD,F0,random,accuracy,0.5166666666666667,0.4986111111111111
2,natural_balanced,MODULAR-V2-PAD,F0,random,roc_auc,0.5,0.4986111111111111
2,natural_balanced,MODULAR-V2-PAD,F1,random,accuracy,1.0,0.49166666666666664
2,natural_balanced,MODULAR-V2-PAD,F1,random,roc_auc,1.0,0.49166666666666664
2,natural_balanced,MODULAR-V2-PAD,F2,random,accuracy,1.0,0.49166666666666664
2,natural_balanced,MODULAR-V2-PAD,F2,random,roc_auc,1.0,0.49166666666666664
2,natural_balanced,MODULAR-V2-PAD,F3,random,accuracy,1.0,0.49166666666666664
2,natural_balanced,MODULAR-V2-PAD,F3,random,roc_auc,1.0,0.49166666666666664
2,natural_balanced,MODULAR-V2-PAD,F4,random,accuracy,1.0,0.49166666666666664
2,natural_balanced,MODULAR-V2-PAD,F4,random,roc_auc,1.0,0.49166666666666664
2,natural_balanced,MODULAR-V2-PAD,F5,random,accuracy,1.0,0.5041666666666667
2,natural_balanced,MODULAR-V2-PAD,F5,random,roc_auc,1.0,0.5041666666666667
2,matched,MODULAR-V2-HIST,F0,random,accuracy,0.49027777777777776,0.49583333333333335
2,matched,MODULAR-V2-HIST,F0,random,roc_auc,0.5,0.49583333333333335
2,matched,MODULAR-V2-HIST,F1,random,accuracy,0.49027777777777776,0.49583333333333335
2,matched,MODULAR-V2-HIST,F1,random,roc_auc,0.5,0.49583333333333335
2,matched,MODULAR-V2-HIST,F2,random,accuracy,1.0,0.5361111111111111
2,matched,MODULAR-V2-HIST,F2,random,roc_auc,1.0,0.5361111111111111
2,matched,MODULAR-V2-HIST,F3,random,accuracy,1.0,0.5361111111111111
2,matched,MODULAR-V2-HIST,F3,random,roc_auc,1.0,0.5361111111111111
2,matched,MODULAR-V2-HIST,F4,random,accuracy,1.0,0.5361111111111111
2,matched,MODULAR-V2-HIST,F4,random,roc_auc,1.0,0.5361111111111111
2,matched,MODULAR-V2-HIST,F4,grouped_recipient,accuracy,1.0,0.5108153078202995
2,matched,MODULAR-V2-HIST,F4,grouped_recipient,roc_auc,1.0,0.5108153078202995
2,matched,MODULAR-V2-HIST,F5,random,accuracy,1.0,0.49583333333333335
2,matched,MODULAR-V2-HIST,F5,random,roc_auc,1.0,0.49583333333333335
2,natural,MODULAR-V2-HIST,F0,random,accuracy,0.8791666666666667,0.8513888888888889
2,natural,MODULAR-V2-HIST,F0,random,roc_auc,0.5,0.8513888888888889
2,natural,MODULAR-V2-HIST,F1,random,accuracy,0.8791666666666667,0.8513888888888889
2,natural,MODULAR-V2-HIST,F1,random,roc_auc,0.5,0.8513888888888889
2,natural,MODULAR-V2-HIST,F2,random,accuracy,0.9666666666666667,0.8513888888888889
2,natural,MODULAR-V2-HIST,F2,random,roc_auc,0.9592889179422927,0.8513888888888889
2,natural,MODULAR-V2-HIST,F3,random,accuracy,0.9666666666666667,0.8513888888888889
2,natural,MODULAR-V2-HIST,F3,random,roc_auc,0.9592889179422927,0.8513888888888889
2,natural,MODULAR-V2-HIST,F4,random,accuracy,0.9666666666666667,0.8513888888888889
2,natural,MODULAR-V2-HIST,F4,random,roc_auc,0.9592889179422927,0.8513888888888889
2,natural,MODULAR-V2-HIST,F5,random,accuracy,0.9666666666666667,0.8513888888888889
2,natural,MODULAR-V2-HIST,F5,random,roc_auc,0.9584173158286575,0.8513888888888889
2,natural_balanced,MODULAR-V2-HIST,F0,random,accuracy,0.5166666666666667,0.4986111111111111
2,natural_balanced,MODULAR-V2-HIST,F0,random,roc_auc,0.5,0.4986111111111111
2,natural_balanced,MODULAR-V2-HIST,F1,random,accuracy,0.5166666666666667,0.4986111111111111
2,natural_balanced,MODULAR-V2-HIST,F1,random,roc_auc,0.5,0.4986111111111111
2,natural_balanced,MODULAR-V2-HIST,F2,random,accuracy,0.8458333333333333,0.49166666666666664
2,natural_balanced,MODULAR-V2-HIST,F2,random,roc_auc,0.9576651526387344,0.49166666666666664
2,natural_balanced,MODULAR-V2-HIST,F3,random,accuracy,0.8458333333333333,0.49166666666666664
2,natural_balanced,MODULAR-V2-HIST,F3,random,roc_auc,0.9576651526387344,0.49166666666666664
2,natural_balanced,MODULAR-V2-HIST,F4,random,accuracy,0.8458333333333333,0.49166666666666664
2,natural_balanced,MODULAR-V2-HIST,F4,random,roc_auc,0.9576651526387344,0.49166666666666664
2,natural_balanced,MODULAR-V2-HIST,F5,random,accuracy,0.8430555555555556,0.475
2,natural_balanced,MODULAR-V2-HIST,F5,random,roc_auc,0.9510721789642813,0.475
2,matched,MODULAR-V3,F0,random,accuracy,0.49027777777777776,0.49583333333333335
2,matched,MODULAR-V3,F0,random,roc_auc,0.5,0.49583333333333335
2,matched,MODULAR-V3,F1,random,accuracy,0.49027777777777776,0.49583333333333335
2,matched,MODULAR-V3,F1,random,roc_auc,0.5,0.49583333333333335
2,matched,MODULAR-V3,F2,random,accuracy,0.49027777777777776,0.49583333333333335
2,matched,MODULAR-V3,F2,random,roc_auc,0.5,0.49583333333333335
2,matched,MODULAR-V3,F3,random,accuracy,0.49027777777777776,0.49583333333333335
2,matched,MODULAR-V3,F3,random,roc_auc,0.5,0.49583333333333335
2,matched,MODULAR-V3,F4,random,accuracy,0.49027777777777776,0.49583333333333335
2,matched,MODULAR-V3,F4,random,roc_auc,0.5,0.49583333333333335
2,matched,MODULAR-V3,F4,grouped_recipient,accuracy,0.47088186356073214,0.4825291181364393
2,matched,MODULAR-V3,F4,grouped_recipient,roc_auc,0.5,0.4825291181364393
2,matched,MODULAR-V3,F5,random,accuracy,0.5375,0.48333333333333334
2,matched,MODULAR-V3,F5,random,roc_auc,0.5438051423763615,0.48333333333333334
2,natural,MODULAR-V3,F0,random,accuracy,0.8791666666666667,0.8513888888888889
2,natural,MODULAR-V3,F0,random,roc_auc,0.5,0.8513888888888889
2,natural,MODULAR-V3,F1,random,accuracy,0.8791666666666667,0.8513888888888889
2,natural,MODULAR-V3,F1,random,roc_auc,0.5,0.8513888888888889
2,natural,MODULAR-V3,F2,random,accuracy,0.8791666666666667,0.8513888888888889
2,natural,MODULAR-V3,F2,random,roc_auc,0.5,0.8513888888888889
2,natural,MODULAR-V3,F3,random,accuracy,0.8791666666666667,0.8513888888888889
2,natural,MODULAR-V3,F3,random,roc_auc,0.5,0.8513888888888889
2,natural,MODULAR-V3,F4,random,accuracy,0.8791666666666667,0.8513888888888889
2,natural,MODULAR-V3,F4,random,roc_auc,0.5,0.8513888888888889
2,natural,MODULAR-V3,F5,random,accuracy,0.8791666666666667,0.8513888888888889
2,natural,MODULAR-V3,F5,random,roc_auc,0.5216901817653574,0.8513888888888889
2,natural_balanced,MODULAR-V3,F0,random,accuracy,0.5166666666666667,0.4986111111111111
2,natural_balanced,MODULAR-V3,F0,random,roc_auc,0.5,0.4986111111111111
2,natural_balanced,MODULAR-V3,F1,random,accuracy,0.5166666666666667,0.4986111111111111
2,natural_balanced,MODULAR-V3,F1,random,roc_auc,0.5,0.4986111111111111
2,natural_balanced,MODULAR-V3,F2,random,accuracy,0.5166666666666667,0.4986111111111111
2,natural_balanced,MODULAR-V3,F2,random,roc_auc,0.5,0.4986111111111111
2,natural_balanced,MODULAR-V3,F3,random,accuracy,0.5166666666666667,0.4986111111111111
2,natural_balanced,MODULAR-V3,F3,random,roc_auc,0.5,0.4986111111111111
2,natural_balanced,MODULAR-V3,F4,random,accuracy,0.5166666666666667,0.4986111111111111
2,natural_balanced,MODULAR-V3,F4,random,roc_auc,0.5,0.4986111111111111
2,natural_balanced,MODULAR-V3,F5,random,accuracy,0.4875,0.5055555555555555
2,natural_balanced,MODULAR-V3,F5,random,roc_auc,0.488270145841058,0.5055555555555555
2,matched,V2-UNIFIED,F0,random,accuracy,0.49027777777777776,0.49583333333333335
2,matched,V2-UNIFIED,F0,random,roc_auc,0.5,0.49583333333333335
2,matched,V2-UNIFIED,F1,random,accuracy,0.49027777777777776,0.49583333333333335
2,matched,V2-UNIFIED,F1,random,roc_auc,0.5,0.49583333333333335
2,matched,V2-UNIFIED,F2,random,accuracy,0.49027777777777776,0.49583333333333335
2,matched,V2-UNIFIED,F2,random,roc_auc,0.5,0.49583333333333335
2,matched,V2-UNIFIED,F3,random,accuracy,0.49027777777777776,0.49583333333333335
2,matched,V2-UNIFIED,F3,random,roc_auc,0.5,0.49583333333333335
2,matched,V2-UNIFIED,F4,random,accuracy,0.49027777777777776,0.49583333333333335
2,matched,V2-UNIFIED,F4,random,roc_auc,0.5,0.49583333333333335
2,matched,V2-UNIFIED,F4,grouped_recipient,accuracy,0.47088186356073214,0.4825291181364393
2,matched,V2-UNIFIED,F4,grouped_recipient,roc_auc,0.5,0.4825291181364393
2,matched,V2-UNIFIED,F5,random,accuracy,0.525,0.5097222222222222
2,matched,V2-UNIFIED,F5,random,roc_auc,0.5487375628131006,0.5097222222222222
2,natural,V2-UNIFIED,F0,random,accuracy,1.0,0.8513888888888889
2,natural,V2-UNIFIED,F0,random,roc_auc,1.0,0.8513888888888889
2,natural,V2-UNIFIED,F1,random,accuracy,1.0,0.8513888888888889
2,natural,V2-UNIFIED,F1,random,roc_auc,1.0,0.8513888888888889
2,natural,V2-UNIFIED,F2,random,accuracy,1.0,0.8513888888888889
2,natural,V2-UNIFIED,F2,random,roc_auc,1.0,0.8513888888888889
2,natural,V2-UNIFIED,F3,random,accuracy,1.0,0.8513888888888889
2,natural,V2-UNIFIED,F3,random,roc_auc,1.0,0.8513888888888889
2,natural,V2-UNIFIED,F4,random,accuracy,1.0,0.8513888888888889
2,natural,V2-UNIFIED,F4,random,roc_auc,1.0,0.8513888888888889
2,natural,V2-UNIFIED,F5,random,accuracy,1.0,0.8513888888888889
2,natural,V2-UNIFIED,F5,random,roc_auc,1.0,0.8513888888888889
2,natural_balanced,V2-UNIFIED,F0,random,accuracy,1.0,0.49166666666666664
2,natural_balanced,V2-UNIFIED,F0,random,roc_auc,1.0,0.49166666666666664
2,natural_balanced,V2-UNIFIED,F1,random,accuracy,1.0,0.49166666666666664
2,natural_balanced,V2-UNIFIED,F1,random,roc_auc,1.0,0.49166666666666664
2,natural_balanced,V2-UNIFIED,F2,random,accuracy,1.0,0.49166666666666664
2,natural_balanced,V2-UNIFIED,F2,random,roc_auc,1.0,0.49166666666666664
2,natural_balanced,V2-UNIFIED,F3,random,accuracy,1.0,0.49166666666666664
2,natural_balanced,V2-UNIFIED,F3,random,roc_auc,1.0,0.49166666666666664
2,natural_balanced,V2-UNIFIED,F4,random,accuracy,1.0,0.49166666666666664
2,natural_balanced,V2-UNIFIED,F4,random,roc_auc,1.0,0.49166666666666664
2,natural_balanced,V2-UNIFIED,F5,random,accuracy,1.0,0.5041666666666667
2,natural_balanced,V2-UNIFIED,F5,random,roc_auc,1.0,0.5041666666666667
2,matched,V2-UNIFIED-PAD,F0,random,accuracy,0.49027777777777776,0.49583333333333335
2,matched,V2-UNIFIED-PAD,F0,random,roc_auc,0.5,0.49583333333333335
2,matched,V2-UNIFIED-PAD,F1,random,accuracy,0.49027777777777776,0.49583333333333335
2,matched,V2-UNIFIED-PAD,F1,random,roc_auc,0.5,0.49583333333333335
2,matched,V2-UNIFIED-PAD,F2,random,accuracy,0.49027777777777776,0.49583333333333335
2,matched,V2-UNIFIED-PAD,F2,random,roc_auc,0.5,0.49583333333333335
