label,slots,p50_release_slip_ms,p95_release_slip_ms,p99_release_slip_ms,max_release_slip_ms,mean_release_slip_ms
FAST,360,0.4374,0.9874700000000001,1.3611290000000011,1.4672,0.478705
JITTERED,360,0.4295,0.9443100000000001,1.2177670000000003,1.4239,0.4626297222222222
MEDIUM,360,0.39585000000000004,0.9723750000000001,1.1754330000000008,1.4615,0.44723583333333333
SLOW,360,0.42525,0.99813,1.3934290000000005,1.478,0.47005500000000006
VERY_SLOW,360,0.3985,0.94861,1.1543030000000047,1.4943,0.44931138888888883
