episode,round,index,class
SESSION-4,0,104,CROSS_SESSION
SESSION-4,1,104,CROSS_SESSION
SESSION-4,2,104,CROSS_SESSION
SESSION-4,3,104,CROSS_SESSION
SESSION-4,4,104,CROSS_SESSION
SESSION-4,5,104,CROSS_SESSION
SESSION-4,6,104,CROSS_SESSION
SESSION-4,7,104,CROSS_SESSION
SESSION-4,8,104,CROSS_SESSION
SESSION-4,9,104,CROSS_SESSION
SESSION-4,10,104,CROSS_SESSION
SESSION-4,11,104,CROSS_SESSION
SESSION-4,12,104,CROSS_SESSION
SESSION-4,13,104,CROSS_SESSION
SESSION-4,14,104,CROSS_SESSION
SESSION-4,15,104,CROSS_SESSION
SESSION-4,16,104,CROSS_SESSION
SESSION-4,17,104,CROSS_SESSION
SESSION-4,18,104,CROSS_SESSION
SESSION-4,19,104,CROSS_SESSION
SESSION-4,20,104,CROSS_SESSION
SESSION-4,21,104,CROSS_SESSION
SESSION-4,22,104,CROSS_SESSION
SESSION-4,23,104,CROSS_SESSION
SESSION-4,24,104,CROSS_SESSION
SESSION-4,25,104,CROSS_SESSION
SESSION-4,26,104,CROSS_SESSION
SESSION-4,27,104,CROSS_SESSION
SESSION-4,28,104,CROSS_SESSION
SESSION-4,29,104,CROSS_SESSION
SESSION-4,30,104,CROSS_SESSION
SESSION-4,31,104,CROSS_SESSION
SESSION-4,32,104,CROSS_SESSION
SESSION-4,33,104,CROSS_SESSION
SESSION-4,34,104,CROSS_SESSION
SESSION-4,35,104,CROSS_SESSION
SESSION-4,36,104,CROSS_SESSION
SESSION-4,37,104,CROSS_SESSION
SESSION-4,38,104,CROSS_SESSION
SESSION-4,39,104,CROSS_SESSION
