episode,round,index,class
SESSION-1,0,101,CROSS_SESSION
SESSION-1,1,101,CROSS_SESSION
SESSION-1,2,101,CROSS_SESSION
SESSION-1,3,101,CROSS_SESSION
SESSION-1,4,101,CROSS_SESSION
SESSION-1,5,101,CROSS_SESSION
SESSION-1,6,101,CROSS_SESSION
SESSION-1,7,101,CROSS_SESSION
SESSION-1,8,101,CROSS_SESSION
SESSION-1,9,101,CROSS_SESSION
SESSION-1,10,101,CROSS_SESSION
SESSION-1,11,101,CROSS_SESSION
SESSION-1,12,101,CROSS_SESSION
SESSION-1,13,101,CROSS_SESSION
SESSION-1,14,101,CROSS_SESSION
SESSION-1,15,101,CROSS_SESSION
SESSION-1,16,101,CROSS_SESSION
SESSION-1,17,101,CROSS_SESSION
SESSION-1,18,101,CROSS_SESSION
SESSION-1,19,101,CROSS_SESSION
SESSION-1,20,101,CROSS_SESSION
SESSION-1,21,101,CROSS_SESSION
SESSION-1,22,101,CROSS_SESSION
SESSION-1,23,101,CROSS_SESSION
SESSION-1,24,101,CROSS_SESSION
SESSION-1,25,101,CROSS_SESSION
SESSION-1,26,101,CROSS_SESSION
SESSION-1,27,101,CROSS_SESSION
SESSION-1,28,101,CROSS_SESSION
SESSION-1,29,101,CROSS_SESSION
