runtime,family,variant,feature_set,model,seed,accuracy,auc,permutation_auc,chance,train_tasks,test_tasks
Microsoft Agent Framework,PROVENANCE_HISTORY,M0,STRUCTURAL_TIMING,LogisticRegression,2,1.0,1.0,0.517746913580247,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M0,STRUCTURAL_TIMING,RandomForest,2,1.0,1.0,0.5297839506172839,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M0,SIZE_TIMING,LogisticRegression,0,1.0,1.0,0.4947530864197531,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M0,SIZE_TIMING,RandomForest,0,1.0,1.0,0.49155092592592586,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M0,SIZE_TIMING,LogisticRegression,1,1.0,1.0,0.5023919753086419,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M0,SIZE_TIMING,RandomForest,1,1.0,1.0,0.4833333333333334,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M0,SIZE_TIMING,LogisticRegression,2,1.0,1.0,0.5172067901234568,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M0,SIZE_TIMING,RandomForest,2,1.0,1.0,0.5304398148148148,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M0,ALL,LogisticRegression,0,1.0,1.0,0.4950617283950617,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M0,ALL,RandomForest,0,1.0,1.0,0.49155092592592586,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M0,ALL,LogisticRegression,1,1.0,1.0,0.4994598765432098,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M0,ALL,RandomForest,1,1.0,1.0,0.4833333333333334,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M0,ALL,LogisticRegression,2,1.0,1.0,0.5185956790123456,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M0,ALL,RandomForest,2,1.0,1.0,0.528395061728395,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M1,STRUCTURAL,LogisticRegression,0,1.0,1.0,0.48761574074074077,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M1,STRUCTURAL,RandomForest,0,1.0,1.0,0.4916666666666666,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M1,STRUCTURAL,LogisticRegression,1,1.0,1.0,0.4842592592592593,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M1,STRUCTURAL,RandomForest,1,1.0,1.0,0.4833333333333334,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M1,STRUCTURAL,LogisticRegression,2,1.0,1.0,0.5185185185185185,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M1,STRUCTURAL,RandomForest,2,1.0,1.0,0.5222222222222223,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M1,SIZE,LogisticRegression,0,1.0,1.0,0.4916666666666666,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M1,SIZE,RandomForest,0,1.0,1.0,0.4916666666666666,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M1,SIZE,LogisticRegression,1,1.0,1.0,0.4833333333333334,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M1,SIZE,RandomForest,1,1.0,1.0,0.4833333333333334,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M1,SIZE,LogisticRegression,2,1.0,1.0,0.5222222222222223,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M1,SIZE,RandomForest,2,1.0,1.0,0.5222222222222223,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M1,TIMING,LogisticRegression,0,1.0,1.0,0.5070216049382716,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M1,TIMING,RandomForest,0,0.9861111111111112,1.0,0.48206018518518523,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M1,TIMING,LogisticRegression,1,1.0,1.0,0.4654320987654321,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M1,TIMING,RandomForest,1,1.0,1.0,0.47843364197530863,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M1,TIMING,LogisticRegression,2,1.0,1.0,0.5329475308641975,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M1,TIMING,RandomForest,2,0.9861111111111112,0.9965277777777779,0.5229166666666667,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M1,STRUCTURAL_SIZE,LogisticRegression,0,1.0,1.0,0.48761574074074077,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M1,STRUCTURAL_SIZE,RandomForest,0,1.0,1.0,0.4916666666666666,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M1,STRUCTURAL_SIZE,LogisticRegression,1,1.0,1.0,0.4842592592592593,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M1,STRUCTURAL_SIZE,RandomForest,1,1.0,1.0,0.4833333333333334,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M1,STRUCTURAL_SIZE,LogisticRegression,2,1.0,1.0,0.5185185185185185,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M1,STRUCTURAL_SIZE,RandomForest,2,1.0,1.0,0.5222222222222223,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M1,STRUCTURAL_TIMING,LogisticRegression,0,1.0,1.0,0.49413580246913574,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M1,STRUCTURAL_TIMING,RandomForest,0,1.0,1.0,0.48993055555555554,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M1,STRUCTURAL_TIMING,LogisticRegression,1,1.0,1.0,0.473070987654321,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M1,STRUCTURAL_TIMING,RandomForest,1,1.0,1.0,0.4833333333333334,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M1,STRUCTURAL_TIMING,LogisticRegression,2,1.0,1.0,0.5337191358024691,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M1,STRUCTURAL_TIMING,RandomForest,2,1.0,1.0,0.5266975308641975,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M1,SIZE_TIMING,LogisticRegression,0,1.0,1.0,0.5020061728395062,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M1,SIZE_TIMING,RandomForest,0,1.0,1.0,0.4871913580246914,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M1,SIZE_TIMING,LogisticRegression,1,1.0,1.0,0.46234567901234574,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M1,SIZE_TIMING,RandomForest,1,1.0,1.0,0.4844907407407407,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M1,SIZE_TIMING,LogisticRegression,2,1.0,1.0,0.5327932098765432,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M1,SIZE_TIMING,RandomForest,2,1.0,1.0,0.5288966049382717,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M1,ALL,LogisticRegression,0,1.0,1.0,0.4962191358024691,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M1,ALL,RandomForest,0,1.0,1.0,0.49155092592592586,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M1,ALL,LogisticRegression,1,1.0,1.0,0.4725308641975309,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M1,ALL,RandomForest,1,1.0,1.0,0.4833333333333334,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M1,ALL,LogisticRegression,2,1.0,1.0,0.5240740740740741,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M1,ALL,RandomForest,2,1.0,1.0,0.5266975308641975,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M2,STRUCTURAL,LogisticRegression,0,0.5,0.49729938271604934,0.5488425925925926,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M2,STRUCTURAL,RandomForest,0,0.5138888888888888,0.5250771604938271,0.5321759259259259,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M2,STRUCTURAL,LogisticRegression,1,0.5,0.48726851851851855,0.5057484567901234,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M2,STRUCTURAL,RandomForest,1,0.5277777777777778,0.5416666666666666,0.49471450617283946,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M2,STRUCTURAL,LogisticRegression,2,0.4583333333333333,0.4521604938271605,0.499266975308642,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M2,STRUCTURAL,RandomForest,2,0.4861111111111111,0.5077160493827161,0.49371141975308647,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M2,SIZE,LogisticRegression,0,1.0,1.0,0.4916666666666666,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M2,SIZE,RandomForest,0,1.0,1.0,0.4916666666666666,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M2,SIZE,LogisticRegression,1,1.0,1.0,0.4833333333333334,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M2,SIZE,RandomForest,1,1.0,1.0,0.4833333333333334,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M2,SIZE,LogisticRegression,2,1.0,1.0,0.5222222222222223,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M2,SIZE,RandomForest,2,1.0,1.0,0.5222222222222223,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M2,TIMING,LogisticRegression,0,0.5138888888888888,0.4922839506172839,0.5168981481481482,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M2,TIMING,RandomForest,0,0.5138888888888888,0.5617283950617283,0.5278549382716049,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M2,TIMING,LogisticRegression,1,0.5277777777777778,0.5169753086419753,0.5122685185185186,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M2,TIMING,RandomForest,1,0.5694444444444444,0.6091820987654321,0.4914351851851852,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M2,TIMING,LogisticRegression,2,0.625,0.6134259259259259,0.48240740740740734,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M2,TIMING,RandomForest,2,0.5833333333333334,0.5783179012345678,0.49182098765432103,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M2,STRUCTURAL_SIZE,LogisticRegression,0,1.0,1.0,0.5161651234567902,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M2,STRUCTURAL_SIZE,RandomForest,0,1.0,1.0,0.4916666666666666,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M2,STRUCTURAL_SIZE,LogisticRegression,1,1.0,1.0,0.4864583333333334,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M2,STRUCTURAL_SIZE,RandomForest,1,1.0,1.0,0.48310185185185184,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M2,STRUCTURAL_SIZE,LogisticRegression,2,1.0,1.0,0.5231867283950618,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M2,STRUCTURAL_SIZE,RandomForest,2,1.0,1.0,0.5222222222222223,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M2,STRUCTURAL_TIMING,LogisticRegression,0,0.5138888888888888,0.4984567901234568,0.5275462962962963,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M2,STRUCTURAL_TIMING,RandomForest,0,0.5277777777777778,0.533179012345679,0.5376543209876542,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M2,STRUCTURAL_TIMING,LogisticRegression,1,0.5138888888888888,0.5046296296296297,0.508641975308642,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M2,STRUCTURAL_TIMING,RandomForest,1,0.6111111111111112,0.6199845679012346,0.49020061728395053,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M2,STRUCTURAL_TIMING,LogisticRegression,2,0.4583333333333333,0.5177469135802469,0.49290123456790125,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M2,STRUCTURAL_TIMING,RandomForest,2,0.5833333333333334,0.6527777777777778,0.49783950617283956,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M2,SIZE_TIMING,LogisticRegression,0,1.0,1.0,0.501929012345679,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M2,SIZE_TIMING,RandomForest,0,1.0,1.0,0.4882330246913581,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M2,SIZE_TIMING,LogisticRegression,1,1.0,1.0,0.48665123456790127,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M2,SIZE_TIMING,RandomForest,1,1.0,1.0,0.47129629629629627,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M2,SIZE_TIMING,LogisticRegression,2,1.0,1.0,0.5139660493827161,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M2,SIZE_TIMING,RandomForest,2,1.0,1.0,0.5160493827160494,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M2,ALL,LogisticRegression,0,1.0,1.0,0.5063271604938271,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M2,ALL,RandomForest,0,1.0,1.0,0.5048611111111111,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M2,ALL,LogisticRegression,1,1.0,1.0,0.4867283950617284,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M2,ALL,RandomForest,1,1.0,1.0,0.4807484567901235,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M2,ALL,LogisticRegression,2,1.0,1.0,0.5193672839506174,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M2,ALL,RandomForest,2,1.0,1.0,0.5241512345679012,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,STRUCTURAL,LogisticRegression,0,0.5,0.49729938271604934,0.5488425925925926,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,STRUCTURAL,RandomForest,0,0.5138888888888888,0.5250771604938271,0.5321759259259259,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,STRUCTURAL,LogisticRegression,1,0.5,0.48726851851851855,0.5057484567901234,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,STRUCTURAL,RandomForest,1,0.5277777777777778,0.5416666666666666,0.49471450617283946,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,STRUCTURAL,LogisticRegression,2,0.4583333333333333,0.4521604938271605,0.499266975308642,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,STRUCTURAL,RandomForest,2,0.4861111111111111,0.5077160493827161,0.49371141975308647,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,SIZE,LogisticRegression,0,0.5,0.5,0.5,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,SIZE,RandomForest,0,0.5,0.5,0.5,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,SIZE,LogisticRegression,1,0.5,0.5,0.5,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,SIZE,RandomForest,1,0.5,0.5,0.5,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,SIZE,LogisticRegression,2,0.5,0.5,0.5,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,SIZE,RandomForest,2,0.5,0.5,0.5,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,TIMING,LogisticRegression,0,0.4722222222222222,0.3186728395061728,0.523611111111111,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,TIMING,RandomForest,0,0.8055555555555556,0.8657407407407407,0.5150077160493828,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,TIMING,LogisticRegression,1,0.4583333333333333,0.39544753086419754,0.4981481481481481,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,TIMING,RandomForest,1,0.8194444444444444,0.8722993827160493,0.4698302469135802,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,TIMING,LogisticRegression,2,0.5138888888888888,0.4205246913580246,0.4845679012345679,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,TIMING,RandomForest,2,0.6527777777777778,0.69945987654321,0.5329475308641975,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,STRUCTURAL_SIZE,LogisticRegression,0,0.5,0.49729938271604934,0.5488425925925926,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,STRUCTURAL_SIZE,RandomForest,0,0.5138888888888888,0.5250771604938271,0.5321759259259259,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,STRUCTURAL_SIZE,LogisticRegression,1,0.5,0.48726851851851855,0.5057484567901234,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,STRUCTURAL_SIZE,RandomForest,1,0.5277777777777778,0.5416666666666666,0.49471450617283946,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,STRUCTURAL_SIZE,LogisticRegression,2,0.4583333333333333,0.4521604938271605,0.499266975308642,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,STRUCTURAL_SIZE,RandomForest,2,0.4861111111111111,0.5077160493827161,0.49371141975308647,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,STRUCTURAL_TIMING,LogisticRegression,0,0.5,0.4236111111111111,0.5607253086419753,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,STRUCTURAL_TIMING,RandomForest,0,0.7777777777777778,0.8595679012345679,0.5148148148148148,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,STRUCTURAL_TIMING,LogisticRegression,1,0.5,0.4328703703703704,0.5077160493827161,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,STRUCTURAL_TIMING,RandomForest,1,0.7916666666666666,0.8618827160493827,0.46701388888888884,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,STRUCTURAL_TIMING,LogisticRegression,2,0.4722222222222222,0.4236111111111111,0.4885802469135802,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,STRUCTURAL_TIMING,RandomForest,2,0.7083333333333334,0.7484567901234568,0.5259259259259259,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,SIZE_TIMING,LogisticRegression,0,0.4027777777777778,0.3194444444444444,0.5231481481481481,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,SIZE_TIMING,RandomForest,0,0.7638888888888888,0.8603395061728395,0.5157407407407406,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,SIZE_TIMING,LogisticRegression,1,0.4583333333333333,0.4301697530864198,0.49490740740740746,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,SIZE_TIMING,RandomForest,1,0.8194444444444444,0.8638117283950617,0.47785493827160497,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,SIZE_TIMING,LogisticRegression,2,0.5,0.4089506172839506,0.4837962962962964,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,SIZE_TIMING,RandomForest,2,0.6666666666666666,0.7133487654320988,0.5252314814814815,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,ALL,LogisticRegression,0,0.5,0.4236111111111111,0.5604166666666667,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,ALL,RandomForest,0,0.8194444444444444,0.8518518518518519,0.5097993827160494,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,ALL,LogisticRegression,1,0.5,0.4359567901234568,0.5072530864197531,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,ALL,RandomForest,1,0.75,0.837962962962963,0.4673996913580248,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,ALL,LogisticRegression,2,0.4722222222222222,0.4212962962962963,0.488503086419753,0.5,28,12
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,ALL,RandomForest,2,0.6527777777777778,0.7407407407407407,0.525462962962963,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M0,STRUCTURAL,LogisticRegression,0,1.0,1.0,0.4916666666666666,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M0,STRUCTURAL,RandomForest,0,1.0,1.0,0.4916666666666666,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M0,STRUCTURAL,LogisticRegression,1,1.0,1.0,0.4833333333333334,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M0,STRUCTURAL,RandomForest,1,1.0,1.0,0.4833333333333334,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M0,STRUCTURAL,LogisticRegression,2,1.0,1.0,0.5222222222222223,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M0,STRUCTURAL,RandomForest,2,1.0,1.0,0.5222222222222223,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M0,SIZE,LogisticRegression,0,1.0,1.0,0.5016203703703703,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M0,SIZE,RandomForest,0,1.0,1.0,0.48993055555555554,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M0,SIZE,LogisticRegression,1,1.0,1.0,0.47916666666666663,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M0,SIZE,RandomForest,1,1.0,1.0,0.4833333333333334,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M0,SIZE,LogisticRegression,2,1.0,1.0,0.513888888888889,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M0,SIZE,RandomForest,2,1.0,1.0,0.5226851851851853,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M0,TIMING,LogisticRegression,0,1.0,1.0,0.4841820987654321,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M0,TIMING,RandomForest,0,1.0,1.0,0.47341820987654326,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M0,TIMING,LogisticRegression,1,1.0,1.0,0.48032407407407396,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M0,TIMING,RandomForest,1,1.0,1.0,0.48371913580246917,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M0,TIMING,LogisticRegression,2,1.0,1.0,0.5243055555555556,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M0,TIMING,RandomForest,2,1.0,1.0,0.5284722222222222,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M0,STRUCTURAL_SIZE,LogisticRegression,0,1.0,1.0,0.5023148148148148,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M0,STRUCTURAL_SIZE,RandomForest,0,1.0,1.0,0.4916666666666666,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M0,STRUCTURAL_SIZE,LogisticRegression,1,1.0,1.0,0.48564814814814816,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M0,STRUCTURAL_SIZE,RandomForest,1,1.0,1.0,0.4833333333333334,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M0,STRUCTURAL_SIZE,LogisticRegression,2,1.0,1.0,0.5155092592592593,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M0,STRUCTURAL_SIZE,RandomForest,2,1.0,1.0,0.5226851851851853,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M0,STRUCTURAL_TIMING,LogisticRegression,0,1.0,1.0,0.4807870370370371,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M0,STRUCTURAL_TIMING,RandomForest,0,1.0,1.0,0.49004629629629626,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M0,STRUCTURAL_TIMING,LogisticRegression,1,1.0,1.0,0.48896604938271604,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M0,STRUCTURAL_TIMING,RandomForest,1,1.0,1.0,0.48240740740740734,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M0,STRUCTURAL_TIMING,LogisticRegression,2,1.0,1.0,0.525462962962963,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M0,STRUCTURAL_TIMING,RandomForest,2,1.0,1.0,0.5239197530864198,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M0,SIZE_TIMING,LogisticRegression,0,1.0,1.0,0.49799382716049384,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M0,SIZE_TIMING,RandomForest,0,1.0,1.0,0.48506944444444444,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M0,SIZE_TIMING,LogisticRegression,1,1.0,1.0,0.47800925925925924,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M0,SIZE_TIMING,RandomForest,1,1.0,1.0,0.4828703703703704,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M0,SIZE_TIMING,LogisticRegression,2,1.0,1.0,0.5175154320987654,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M0,SIZE_TIMING,RandomForest,2,1.0,1.0,0.5225694444444444,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M0,ALL,LogisticRegression,0,1.0,1.0,0.5000771604938271,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M0,ALL,RandomForest,0,1.0,1.0,0.49004629629629626,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M0,ALL,LogisticRegression,1,1.0,1.0,0.4847222222222222,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M0,ALL,RandomForest,1,1.0,1.0,0.4828703703703704,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M0,ALL,LogisticRegression,2,1.0,1.0,0.5155092592592593,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M0,ALL,RandomForest,2,1.0,1.0,0.5241126543209876,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M1,STRUCTURAL,LogisticRegression,0,1.0,1.0,0.4987268518518519,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M1,STRUCTURAL,RandomForest,0,1.0,1.0,0.4916666666666666,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M1,STRUCTURAL,LogisticRegression,1,1.0,1.0,0.4800925925925926,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M1,STRUCTURAL,RandomForest,1,1.0,1.0,0.4833333333333334,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M1,STRUCTURAL,LogisticRegression,2,1.0,1.0,0.5233024691358026,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M1,STRUCTURAL,RandomForest,2,1.0,1.0,0.5200617283950617,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M1,SIZE,LogisticRegression,0,1.0,1.0,0.4925925925925926,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M1,SIZE,RandomForest,0,1.0,1.0,0.48993055555555554,0.5,28,12
OpenAI Agents SDK,AUTHORIZATION,M1,SIZE,LogisticRegression,1,1.0,1.0,0.47199074074074077,0.5,28,12
