sample_id,executor_code,event_count,request_bytes,response_bytes,wall_ns,cpu_ns,python_peak_bytes,rss_delta_bytes,thread_delta
98,1,1,1024,1024,39986900,31250000,17066,0,0
99,1,1,1024,1024,3777200,0,17033,0,0
100,1,1,1024,1024,1786900,0,17097,0,0
101,1,1,1024,1024,16476400,0,17097,0,0
102,1,1,1024,1024,15025200,0,17097,0,0
103,1,1,1024,1024,16605900,0,17097,0,0
104,1,1,1024,1024,17369500,0,17097,0,0
105,1,1,1024,1024,4871400,0,17097,0,0
106,1,1,1024,1024,12141800,0,17097,0,0
107,1,1,1024,1024,25607600,31250000,17290,0,0
108,1,1,1024,1024,1867000,0,17377,0,0
109,1,1,1024,1024,27109800,31250000,17474,0,0
110,1,1,1024,1024,27204100,31250000,17474,0,0
111,1,1,1024,1024,24776100,15625000,17474,0,0
112,1,1,1024,1024,41381600,15625000,17474,0,0
113,1,1,1024,1024,26137200,15625000,17474,0,0
114,1,1,1024,1024,2054000,0,17377,0,0
115,1,1,1024,1024,21268900,0,17377,0,0
116,1,1,1024,1024,1416500,0,17377,0,0
117,1,1,1024,1024,15014900,0,17377,0,0
118,1,1,1024,1024,16258300,0,16913,0,0
119,1,1,1024,1024,17908900,0,16969,0,0
120,1,1,1024,1024,1292900,0,16969,0,0
121,1,1,1024,1024,31604300,31250000,17066,0,0
122,1,1,1024,1024,1379800,15625000,16969,0,0
123,1,1,1024,1024,15732400,0,16969,0,0
124,1,1,1024,1024,16795800,0,16969,0,0
125,1,1,1024,1024,15589600,0,16969,0,0
126,1,1,1024,1024,2179500,0,16969,0,0
127,1,1,1024,1024,25619400,15625000,17066,0,0
128,1,1,1024,1024,5243600,15625000,16969,0,0
129,1,1,1024,1024,1329600,0,16969,0,0
130,1,1,1024,1024,13121800,0,16969,0,0
131,1,1,1024,1024,17858800,0,16969,0,0
132,1,1,1024,1024,15228900,0,16969,0,0
133,1,1,1024,1024,23196200,15625000,17066,0,0
134,1,1,1024,1024,12544700,0,16969,0,0
135,1,1,1024,1024,33464600,31250000,17066,0,0
136,1,1,1024,1024,48245700,31250000,17066,0,0
137,1,1,1024,1024,2091400,15625000,16969,0,0
138,1,1,1024,1024,48025600,15625000,17066,0,0
139,1,1,1024,1024,17037500,0,16969,0,0
140,1,1,1024,1024,15352900,0,16969,0,0
141,1,1,1024,1024,15154400,0,16969,0,0
142,1,1,1024,1024,15419900,0,16969,0,0
143,1,1,1024,1024,14770600,0,16969,0,0
144,1,1,1024,1024,37635900,15625000,17066,0,0
145,1,1,1024,1024,15315000,0,16969,0,0
146,1,1,1024,1024,17806700,0,16969,0,0
147,1,1,1024,1024,3030000,0,16969,0,0
148,1,1,1024,1024,14261100,0,16969,0,0
149,1,1,1024,1024,15899200,0,16969,0,0
150,1,1,1024,1024,34545000,31250000,17066,0,0
151,1,1,1024,1024,24398000,15625000,17066,0,0
152,1,1,1024,1024,24857900,0,16969,0,0
153,1,1,1024,1024,47087500,15625000,17066,0,0
154,1,1,1024,1024,3627600,0,17033,0,0
155,1,1,1024,1024,47988500,31250000,17194,0,0
156,1,1,1024,1024,2117900,0,17097,0,0
157,1,1,1024,1024,14340900,0,17097,0,0
158,1,1,1024,1024,16169300,0,17097,0,0
159,1,1,1024,1024,13649500,0,17097,0,0
160,1,1,1024,1024,19830400,0,17097,0,0
161,1,1,1024,1024,1969900,0,17097,0,0
162,1,1,1024,1024,14758800,15625000,17097,0,0
163,1,1,1024,1024,1813000,15625000,17097,0,0
164,1,1,1024,1024,21953800,15625000,17194,0,0
165,1,1,1024,1024,1505100,0,17097,0,0
166,1,1,1024,1024,21798100,15625000,17194,0,0
167,1,1,1024,1024,17792500,15625000,17097,0,0
168,1,1,1024,1024,17417900,0,17097,0,0
169,1,1,1024,1024,17541600,15625000,17194,0,0
170,1,1,1024,1024,15715100,0,17097,0,0
171,1,1,1024,1024,16370100,0,17097,0,0
172,1,1,1024,1024,18455500,0,17145,0,0
173,1,1,1024,1024,33079200,15625000,17474,0,0
174,1,1,1024,1024,14790100,0,17377,0,0
175,1,1,1024,1024,15733600,0,17377,0,0
176,1,1,1024,1024,17380900,0,17377,0,0
177,1,1,1024,1024,19251200,15625000,17249,0,0
178,1,1,1024,1024,15307800,0,16969,0,0
179,1,1,1024,1024,14657900,0,16969,0,0
180,1,1,1024,1024,16243900,15625000,16969,0,0
181,1,1,1024,1024,1799200,0,16969,0,0
182,1,1,1024,1024,15757600,0,16969,0,0
183,1,1,1024,1024,16469200,0,16969,0,0
184,1,1,1024,1024,1778800,0,16969,0,0
185,1,1,1024,1024,14865700,0,16969,0,0
186,1,1,1024,1024,47744700,15625000,17066,0,0
187,1,1,1024,1024,19940600,0,16969,0,0
188,1,1,1024,1024,16190700,0,16969,0,0
189,1,1,1024,1024,16622800,0,16969,0,0
190,1,1,1024,1024,15821100,0,16969,0,0
191,1,1,1024,1024,16273700,0,16969,0,0
192,1,1,1024,1024,14763100,0,16969,0,0
193,1,1,1024,1024,35221400,31250000,17066,0,0
