sample_id,executor_code,event_count,request_bytes,response_bytes,wall_ns,cpu_ns,python_peak_bytes,rss_delta_bytes,thread_delta
534,1,1,1024,1024,2573800,15625000,17097,0,0
535,1,1,1024,1024,31987600,15625000,17194,0,0
536,1,1,1024,1024,49438900,15625000,17194,0,0
537,1,1,1024,1024,2727600,0,17097,0,0
538,1,1,1024,1024,2737200,0,17097,0,0
539,1,1,1024,1024,25015000,0,17097,0,0
540,1,1,1024,1024,19172900,0,17097,0,0
541,1,1,1024,1024,2809400,0,17097,0,0
542,1,1,1024,1024,12959600,0,17097,0,0
543,1,1,1024,1024,1835100,0,17097,0,0
544,1,1,1024,1024,32287400,31250000,17194,0,0
545,1,1,1024,1024,1555500,0,17097,0,0
546,1,1,1024,1024,14552300,0,17097,0,0
547,1,1,1024,1024,33637300,31250000,17194,0,0
548,1,1,1024,1024,15952600,0,17097,0,0
549,1,1,1024,1024,15665400,0,17097,0,0
550,1,1,1024,1024,32375900,15625000,17242,0,0
551,1,1,1024,1024,35209000,15625000,17010,0,0
552,1,1,1024,1024,16704600,0,16969,0,0
553,1,1,1024,1024,14702600,0,16969,0,0
554,1,1,1024,1024,1665600,0,16969,0,0
555,1,1,1024,1024,14923000,0,16969,0,0
556,1,1,1024,1024,33359500,15625000,17066,0,0
557,1,1,1024,1024,1650800,0,16969,0,0
558,1,1,1024,1024,1515100,0,16969,0,0
559,1,1,1024,1024,43611200,31250000,17066,0,0
560,1,1,1024,1024,14871200,0,16969,0,0
561,1,1,1024,1024,37565200,46875000,17066,0,0
562,1,1,1024,1024,17754400,0,16969,0,0
563,1,1,1024,1024,1801300,0,16969,0,0
564,1,1,1024,1024,1696900,0,16969,0,0
565,1,1,1024,1024,44951700,15625000,17066,0,0
566,1,1,1024,1024,34627200,15625000,17066,0,0
567,1,1,1024,1024,1799300,0,16969,0,0
568,1,1,1024,1024,1688400,0,16969,0,0
569,1,1,1024,1024,2641800,0,16969,0,0
570,1,1,1024,1024,27036800,15625000,16969,0,0
571,1,1,1024,1024,15427100,0,16969,0,0
572,1,1,1024,1024,15013700,0,16969,0,0
573,1,1,1024,1024,34621700,31250000,17066,0,0
574,1,1,1024,1024,16292900,0,16969,0,0
575,1,1,1024,1024,17307700,0,16969,0,0
576,1,1,1024,1024,15298100,0,16969,0,0
577,1,1,1024,1024,17566200,0,16969,0,0
578,1,1,1024,1024,17588800,0,16969,0,0
579,1,1,1024,1024,46773000,15625000,17066,0,0
580,1,1,1024,1024,3006500,0,16969,0,0
581,1,1,1024,1024,22269700,15625000,17066,0,0
582,1,1,1024,1024,1549700,0,16969,0,0
583,1,1,1024,1024,1778300,0,16969,0,0
584,1,1,1024,1024,22416700,0,16969,0,0
585,1,1,1024,1024,18713200,0,16969,0,0
586,1,1,1024,1024,15614800,0,16969,0,0
587,1,1,1024,1024,23840100,31250000,17130,0,0
588,1,1,1024,1024,20172200,0,17097,0,0
589,1,1,1024,1024,55497400,31250000,17194,0,0
590,1,1,1024,1024,46925800,15625000,17194,0,0
591,1,1,1024,1024,18557900,0,17097,0,0
592,1,1,1024,1024,33420300,15625000,17194,0,0
593,1,1,1024,1024,14785000,0,17097,0,0
594,1,1,1024,1024,34848700,15625000,17194,0,0
595,1,1,1024,1024,17954400,0,17097,0,0
596,1,1,1024,1024,15325100,0,17097,0,0
597,1,1,1024,1024,16123600,0,17097,0,0
598,1,1,1024,1024,15378800,0,17097,0,0
599,1,1,1024,1024,1716700,0,17097,0,0
600,1,1,1024,1024,33242500,15625000,17194,0,0
601,1,1,1024,1024,25460700,15625000,17194,0,0
602,1,1,1024,1024,1878400,0,17097,0,0
603,1,1,1024,1024,20816600,0,17097,0,0
604,1,1,1024,1024,17556100,0,17097,0,0
605,1,1,1024,1024,16688600,0,17097,0,0
606,1,1,1024,1024,47812200,15625000,17194,0,0
607,1,1,1024,1024,20194300,0,17097,0,0
608,1,1,1024,1024,1588700,0,17097,0,0
609,1,1,1024,1024,14547700,0,17097,0,0
610,1,1,1024,1024,16405100,0,17097,0,0
611,1,1,1024,1024,14921000,0,17097,0,0
612,1,1,1024,1024,1742000,15625000,17097,0,0
613,1,1,1024,1024,12893100,0,17145,0,0
614,1,1,1024,1024,15297300,0,16913,0,0
615,1,1,1024,1024,19898500,0,16969,0,0
616,1,1,1024,1024,3998000,0,16969,0,0
617,1,1,1024,1024,22768500,15625000,17066,0,0
618,1,1,1024,1024,22551700,0,16969,0,0
619,1,1,1024,1024,17668700,0,16969,0,0
620,1,1,1024,1024,14973000,0,16969,0,0
621,1,1,1024,1024,14651200,0,16969,0,0
622,1,1,1024,1024,35695400,15625000,17066,0,0
623,1,1,1024,1024,17963500,0,16969,0,0
624,1,1,1024,1024,15104700,0,16969,0,0
625,1,1,1024,1024,18118100,0,16969,0,0
626,1,1,1024,1024,1906900,15625000,16969,0,0
627,1,1,1024,1024,1554800,0,16969,0,0
628,1,1,1024,1024,44914300,15625000,17066,0,0
629,1,1,1024,1024,16293400,0,16969,0,0
630,1,1,1024,1024,33192100,15625000,17066,0,0
631,1,1,1024,1024,46094700,15625000,17066,0,0
632,1,1,1024,1024,20691900,0,16969,0,0
633,1,1,1024,1024,22573200,15625000,17066,0,0
634,1,1,1024,1024,11886400,15625000,16969,0,0
635,1,1,1024,1024,2853900,0,16969,0,0
636,1,1,1024,1024,11846100,15625000,16969,0,0
637,1,1,1024,1024,16633400,0,16969,0,0
638,1,1,1024,1024,35694700,31250000,17066,0,0
639,1,1,1024,1024,14470100,15625000,16969,0,0
640,1,1,1024,1024,46579500,15625000,17066,0,0
641,1,1,1024,1024,14698900,15625000,16969,0,0
642,1,1,1024,1024,22861100,15625000,16969,0,0
643,1,1,1024,1024,16821100,0,16969,0,0
644,1,1,1024,1024,2014200,0,16969,0,0
645,1,1,1024,1024,12592600,0,16969,0,0
646,1,1,1024,1024,16480000,0,16969,0,0
647,1,1,1024,1024,16557100,0,16969,0,0
648,1,1,1024,1024,3224300,0,16969,0,0
649,1,1,1024,1024,1748700,0,16969,0,0
650,1,1,1024,1024,27208900,0,17033,0,0
651,1,1,1024,1024,15675300,0,17097,0,0
652,1,1,1024,1024,35157300,31250000,17194,0,0
653,1,1,1024,1024,1709300,15625000,17097,0,0
654,1,1,1024,1024,33310400,15625000,17194,0,0
655,1,1,1024,1024,22796200,15625000,17194,0,0
656,1,1,1024,1024,1476500,0,17097,0,0
657,1,1,1024,1024,23379100,0,17097,0,0
658,1,1,1024,1024,15382200,0,17097,0,0
659,1,1,1024,1024,34377400,15625000,17194,0,0
660,1,1,1024,1024,16563700,0,17097,0,0
661,1,1,1024,1024,50144000,31250000,17194,0,0
662,1,1,1024,1024,16642400,0,17097,0,0
663,1,1,1024,1024,16542500,0,17097,0,0
664,1,1,1024,1024,16850300,0,17097,0,0
665,1,1,1024,1024,2961700,15625000,17097,0,0
666,1,1,1024,1024,1484000,0,17097,0,0
667,1,1,1024,1024,25545400,0,17097,0,0
668,1,1,1024,1024,20066500,0,17097,0,0
669,1,1,1024,1024,23468500,15625000,17194,0,0
670,1,1,1024,1024,25236700,0,17097,0,0
671,1,1,1024,1024,16690300,0,17097,0,0
672,1,1,1024,1024,22960400,15625000,17194,0,0
673,1,1,1024,1024,22556500,31250000,17194,0,0
674,1,1,1024,1024,1541300,0,17097,0,0
675,1,1,1024,1024,24020800,15625000,17194,0,0
676,1,1,1024,1024,45672200,31250000,17242,0,0
677,1,1,1024,1024,13931500,15625000,16913,0,0
678,1,1,1024,1024,17884400,0,16969,0,0
679,1,1,1024,1024,16461300,15625000,16969,0,0
680,1,1,1024,1024,18408300,15625000,16969,0,0
681,1,1,1024,1024,16579400,0,16969,0,0
682,1,1,1024,1024,33207400,15625000,17066,0,0
683,1,1,1024,1024,2843600,0,16969,0,0
684,1,1,1024,1024,1716800,0,16969,0,0
685,1,1,1024,1024,43740700,31250000,17066,0,0
686,1,1,1024,1024,16355800,0,16969,0,0
687,1,1,1024,1024,1964800,0,16969,0,0
688,1,1,1024,1024,45399600,31250000,17066,0,0
689,1,1,1024,1024,19008100,0,16969,0,0
690,1,1,1024,1024,17991900,0,16969,0,0
691,1,1,1024,1024,1684000,0,16969,0,0
692,1,1,1024,1024,45248000,15625000,17066,0,0
693,1,1,1024,1024,23190300,15625000,17066,0,0
694,1,1,1024,1024,43863900,15625000,17066,0,0
695,1,1,1024,1024,3174600,0,16969,0,0
696,1,1,1024,1024,14767300,0,16969,0,0
697,1,1,1024,1024,46725900,31250000,17066,0,0
698,1,1,1024,1024,15318800,0,16969,0,0
699,1,1,1024,1024,15691800,0,16969,0,0
700,1,1,1024,1024,20938000,0,16969,0,0
701,1,1,1024,1024,2034400,0,16969,0,0
702,1,1,1024,1024,14516000,15625000,16969,0,0
703,1,1,1024,1024,16341800,0,16969,0,0
704,1,1,1024,1024,18182900,15625000,16969,0,0
705,1,1,1024,1024,15100600,0,16969,0,0
706,1,1,1024,1024,1610700,0,16969,0,0
707,1,1,1024,1024,14924600,0,16969,0,0
708,1,1,1024,1024,17456100,0,16969,0,0
709,1,1,1024,1024,32472300,15625000,17066,0,0
710,1,1,1024,1024,17137100,0,16969,0,0
711,1,1,1024,1024,16208400,0,16969,0,0
712,1,1,1024,1024,34213500,31250000,17066,0,0
713,1,1,1024,1024,2824400,0,17033,0,0
714,1,1,1024,1024,12329500,15625000,17097,0,0
715,1,1,1024,1024,1786600,0,17097,0,0
716,1,1,1024,1024,47276600,31250000,17194,0,0
717,1,1,1024,1024,1838700,15625000,17097,0,0
718,1,1,1024,1024,44650000,15625000,17194,0,0
719,1,1,1024,1024,20784000,0,17097,0,0
720,1,1,1024,1024,15974200,0,17097,0,0
721,1,1,1024,1024,17029000,0,17097,0,0
722,1,1,1024,1024,15154100,0,17097,0,0
723,1,1,1024,1024,17270800,0,17097,0,0
724,1,1,1024,1024,1769700,0,17097,0,0
725,1,1,1024,1024,15957600,0,17097,0,0
726,1,1,1024,1024,27153400,31250000,17194,0,0
727,1,1,1024,1024,38449700,15625000,17194,0,0
728,1,1,1024,1024,2577800,0,17097,0,0
729,1,1,1024,1024,31982200,31250000,17194,0,0
730,1,1,1024,1024,1480600,0,17097,0,0
731,1,1,1024,1024,13393400,0,17097,0,0
732,1,1,1024,1024,3096400,15625000,17097,0,0
733,1,1,1024,1024,1724900,0,17097,0,0
734,1,1,1024,1024,22303200,15625000,17194,0,0
735,1,1,1024,1024,22439600,0,17097,0,0
736,1,1,1024,1024,16830100,0,17097,0,0
737,1,1,1024,1024,16561700,0,17097,0,0
738,1,1,1024,1024,16277100,0,17097,0,0
739,1,1,1024,1024,14562700,0,17145,0,0
740,1,1,1024,1024,2933500,0,16913,0,0
741,1,1,1024,1024,31773000,15625000,17066,0,0
742,1,1,1024,1024,16338200,0,16969,0,0
743,1,1,1024,1024,16675300,0,16969,0,0
744,1,1,1024,1024,15558300,0,16969,0,0
745,1,1,1024,1024,3061100,0,16969,0,0
746,1,1,1024,1024,32557100,31250000,17066,0,0
747,1,1,1024,1024,1524400,0,16969,0,0
748,1,1,1024,1024,14533300,0,16969,0,0
749,1,1,1024,1024,15853000,0,16969,0,0
750,1,1,1024,1024,34180300,15625000,17066,0,0
751,1,1,1024,1024,1791000,0,16969,0,0
752,1,1,1024,1024,1649700,0,16969,0,0
753,1,1,1024,1024,12770500,0,16969,0,0
754,1,1,1024,1024,1756600,0,16969,0,0
755,1,1,1024,1024,44279400,15625000,17066,0,0
756,1,1,1024,1024,17075100,0,16969,0,0
757,1,1,1024,1024,36399500,15625000,17066,0,0
758,1,1,1024,1024,16371700,0,16969,0,0
759,1,1,1024,1024,46286800,31250000,17066,0,0
760,1,1,1024,1024,36904600,31250000,17066,0,0
761,1,1,1024,1024,16672400,0,16969,0,0
762,1,1,1024,1024,1813700,0,16969,0,0
763,1,1,1024,1024,14931100,0,16969,0,0
764,1,1,1024,1024,2610900,0,16969,0,0
765,1,1,1024,1024,25764900,31250000,17066,0,0
766,1,1,1024,1024,1713300,0,16969,0,0
767,1,1,1024,1024,22264300,15625000,17066,0,0
768,1,1,1024,1024,13746800,0,16969,0,0
769,1,1,1024,1024,2469000,0,16969,0,0
770,1,1,1024,1024,5089300,0,16969,0,0
771,1,1,1024,1024,1542900,0,16969,0,0
772,1,1,1024,1024,22375100,0,16969,0,0
773,1,1,1024,1024,16392800,0,16969,0,0
774,1,1,1024,1024,22297100,31250000,17066,0,0
775,1,1,1024,1024,12429900,0,16969,0,0
776,1,1,1024,1024,1570800,15625000,17033,0,0
777,1,1,1024,1024,23659200,15625000,17194,0,0
778,1,1,1024,1024,24127000,0,17097,0,0
779,1,1,1024,1024,16260500,0,17097,0,0
780,1,1,1024,1024,2823400,0,17097,0,0
781,1,1,1024,1024,14438100,0,17097,0,0
782,1,1,1024,1024,47305300,15625000,17194,0,0
783,1,1,1024,1024,24836000,15625000,17194,0,0
784,1,1,1024,1024,2852800,0,17097,0,0
785,1,1,1024,1024,1804900,0,17097,0,0
786,1,1,1024,1024,35936900,15625000,17194,0,0
787,1,1,1024,1024,17996000,0,17097,0,0
788,1,1,1024,1024,17878700,0,17097,0,0
789,1,1,1024,1024,15178700,0,17097,0,0
790,1,1,1024,1024,2745600,0,17097,0,0
791,1,1,1024,1024,14734000,15625000,17097,0,0
792,1,1,1024,1024,2774100,0,17097,0,0
793,1,1,1024,1024,1649500,0,17097,0,0
794,1,1,1024,1024,26079200,0,17097,0,0
795,1,1,1024,1024,1624600,0,17097,0,0
796,1,1,1024,1024,33210500,31250000,17194,0,0
797,1,1,1024,1024,15446700,0,17097,0,0
798,1,1,1024,1024,1596400,0,17097,0,0
799,1,1,1024,1024,1656600,0,17097,0,0
