seed,system,distribution,variant,feature,split,metric,value,permutation
0,PAuth-derived,natural,CANONICAL-MODULAR,F0,random,macro_f1,0.4132029339853301,0.6958333333333333
0,PAuth-derived,natural,CANONICAL-MODULAR,F0,random,roc_auc,0.5,0.6958333333333333
0,PAuth-derived,natural,CANONICAL-MODULAR,F1,random,accuracy,0.7041666666666667,0.6958333333333333
0,PAuth-derived,natural,CANONICAL-MODULAR,F1,random,macro_f1,0.4132029339853301,0.6958333333333333
0,PAuth-derived,natural,CANONICAL-MODULAR,F1,random,roc_auc,0.5,0.6958333333333333
0,PAuth-derived,natural,CANONICAL-MODULAR,F2,random,accuracy,0.7041666666666667,0.6958333333333333
0,PAuth-derived,natural,CANONICAL-MODULAR,F2,random,macro_f1,0.4132029339853301,0.6958333333333333
0,PAuth-derived,natural,CANONICAL-MODULAR,F2,random,roc_auc,0.5,0.6958333333333333
0,PAuth-derived,natural,CANONICAL-MODULAR,F3,random,accuracy,0.7041666666666667,0.6958333333333333
0,PAuth-derived,natural,CANONICAL-MODULAR,F3,random,macro_f1,0.4132029339853301,0.6958333333333333
0,PAuth-derived,natural,CANONICAL-MODULAR,F3,random,roc_auc,0.5,0.6958333333333333
0,PAuth-derived,natural,CANONICAL-MODULAR,F4,random,accuracy,0.7041666666666667,0.6958333333333333
0,PAuth-derived,natural,CANONICAL-MODULAR,F4,random,macro_f1,0.4132029339853301,0.6958333333333333
0,PAuth-derived,natural,CANONICAL-MODULAR,F4,random,roc_auc,0.5,0.6958333333333333
0,PAuth-derived,natural,CANONICAL-MODULAR,F5,random,accuracy,0.7,0.6888888888888889
0,PAuth-derived,natural,CANONICAL-MODULAR,F5,random,macro_f1,0.4411785842615882,0.6888888888888889
0,PAuth-derived,natural,CANONICAL-MODULAR,F5,random,roc_auc,0.5249974534914946,0.6888888888888889
0,PAuth-derived,natural,UNIFIED-ORAM,F0,random,accuracy,0.7041666666666667,0.6958333333333333
0,PAuth-derived,natural,UNIFIED-ORAM,F0,random,macro_f1,0.4132029339853301,0.6958333333333333
0,PAuth-derived,natural,UNIFIED-ORAM,F0,random,roc_auc,0.5,0.6958333333333333
0,PAuth-derived,natural,UNIFIED-ORAM,F1,random,accuracy,0.7041666666666667,0.6958333333333333
0,PAuth-derived,natural,UNIFIED-ORAM,F1,random,macro_f1,0.4132029339853301,0.6958333333333333
0,PAuth-derived,natural,UNIFIED-ORAM,F1,random,roc_auc,0.5,0.6958333333333333
0,PAuth-derived,natural,UNIFIED-ORAM,F2,random,accuracy,0.7041666666666667,0.6958333333333333
0,PAuth-derived,natural,UNIFIED-ORAM,F2,random,macro_f1,0.4132029339853301,0.6958333333333333
0,PAuth-derived,natural,UNIFIED-ORAM,F2,random,roc_auc,0.5,0.6958333333333333
0,PAuth-derived,natural,UNIFIED-ORAM,F3,random,accuracy,0.7041666666666667,0.6958333333333333
0,PAuth-derived,natural,UNIFIED-ORAM,F3,random,macro_f1,0.4132029339853301,0.6958333333333333
0,PAuth-derived,natural,UNIFIED-ORAM,F3,random,roc_auc,0.5,0.6958333333333333
0,PAuth-derived,natural,UNIFIED-ORAM,F4,random,accuracy,0.7041666666666667,0.6958333333333333
0,PAuth-derived,natural,UNIFIED-ORAM,F4,random,macro_f1,0.4132029339853301,0.6958333333333333
0,PAuth-derived,natural,UNIFIED-ORAM,F4,random,roc_auc,0.5,0.6958333333333333
0,PAuth-derived,natural,UNIFIED-ORAM,F5,random,accuracy,0.7,0.6888888888888889
0,PAuth-derived,natural,UNIFIED-ORAM,F5,random,macro_f1,0.4411785842615882,0.6888888888888889
0,PAuth-derived,natural,UNIFIED-ORAM,F5,random,roc_auc,0.5249974534914946,0.6888888888888889
0,PAuth-derived,natural,UNIFIED-ORAM-PAD,F0,random,accuracy,0.7041666666666667,0.6958333333333333
0,PAuth-derived,natural,UNIFIED-ORAM-PAD,F0,random,macro_f1,0.4132029339853301,0.6958333333333333
0,PAuth-derived,natural,UNIFIED-ORAM-PAD,F0,random,roc_auc,0.5,0.6958333333333333
0,PAuth-derived,natural,UNIFIED-ORAM-PAD,F1,random,accuracy,0.7041666666666667,0.6958333333333333
0,PAuth-derived,natural,UNIFIED-ORAM-PAD,F1,random,macro_f1,0.4132029339853301,0.6958333333333333
0,PAuth-derived,natural,UNIFIED-ORAM-PAD,F1,random,roc_auc,0.5,0.6958333333333333
0,PAuth-derived,natural,UNIFIED-ORAM-PAD,F2,random,accuracy,0.7041666666666667,0.6958333333333333
0,PAuth-derived,natural,UNIFIED-ORAM-PAD,F2,random,macro_f1,0.4132029339853301,0.6958333333333333
0,PAuth-derived,natural,UNIFIED-ORAM-PAD,F2,random,roc_auc,0.5,0.6958333333333333
0,PAuth-derived,natural,UNIFIED-ORAM-PAD,F3,random,accuracy,0.7041666666666667,0.6958333333333333
0,PAuth-derived,natural,UNIFIED-ORAM-PAD,F3,random,macro_f1,0.4132029339853301,0.6958333333333333
0,PAuth-derived,natural,UNIFIED-ORAM-PAD,F3,random,roc_auc,0.5,0.6958333333333333
0,PAuth-derived,natural,UNIFIED-ORAM-PAD,F4,random,accuracy,0.7041666666666667,0.6958333333333333
0,PAuth-derived,natural,UNIFIED-ORAM-PAD,F4,random,macro_f1,0.4132029339853301,0.6958333333333333
0,PAuth-derived,natural,UNIFIED-ORAM-PAD,F4,random,roc_auc,0.5,0.6958333333333333
0,PAuth-derived,natural,UNIFIED-ORAM-PAD,F5,random,accuracy,0.7,0.6888888888888889
0,PAuth-derived,natural,UNIFIED-ORAM-PAD,F5,random,macro_f1,0.4411785842615882,0.6888888888888889
0,PAuth-derived,natural,UNIFIED-ORAM-PAD,F5,random,roc_auc,0.5249974534914946,0.6888888888888889
1,GAAP-derived,balanced,MODULAR-ORAM,F0,random,accuracy,0.4652777777777778,0.49027777777777776
1,GAAP-derived,balanced,MODULAR-ORAM,F0,random,macro_f1,0.3175355450236967,0.49027777777777776
1,GAAP-derived,balanced,MODULAR-ORAM,F0,random,roc_auc,0.5,0.49027777777777776
1,GAAP-derived,balanced,MODULAR-ORAM,F1,random,accuracy,1.0,0.49027777777777776
1,GAAP-derived,balanced,MODULAR-ORAM,F1,random,macro_f1,1.0,0.49027777777777776
1,GAAP-derived,balanced,MODULAR-ORAM,F1,random,roc_auc,1.0,0.49027777777777776
1,GAAP-derived,balanced,MODULAR-ORAM,F2,random,accuracy,1.0,0.49027777777777776
1,GAAP-derived,balanced,MODULAR-ORAM,F2,random,macro_f1,1.0,0.49027777777777776
1,GAAP-derived,balanced,MODULAR-ORAM,F2,random,roc_auc,1.0,0.49027777777777776
1,GAAP-derived,balanced,MODULAR-ORAM,F3,random,accuracy,1.0,0.49027777777777776
1,GAAP-derived,balanced,MODULAR-ORAM,F3,random,macro_f1,1.0,0.49027777777777776
1,GAAP-derived,balanced,MODULAR-ORAM,F3,random,roc_auc,1.0,0.49027777777777776
1,GAAP-derived,balanced,MODULAR-ORAM,F4,random,accuracy,1.0,0.49027777777777776
1,GAAP-derived,balanced,MODULAR-ORAM,F4,random,macro_f1,1.0,0.49027777777777776
1,GAAP-derived,balanced,MODULAR-ORAM,F4,random,roc_auc,1.0,0.49027777777777776
1,GAAP-derived,balanced,MODULAR-ORAM,F4,grouped_entity,accuracy,1.0,0.5237315875613748
1,GAAP-derived,balanced,MODULAR-ORAM,F4,grouped_entity,macro_f1,1.0,0.5237315875613748
1,GAAP-derived,balanced,MODULAR-ORAM,F4,grouped_entity,roc_auc,1.0,0.5237315875613748
1,GAAP-derived,balanced,MODULAR-ORAM,F5,random,accuracy,1.0,0.5
1,GAAP-derived,balanced,MODULAR-ORAM,F5,random,macro_f1,1.0,0.5
1,GAAP-derived,balanced,MODULAR-ORAM,F5,random,roc_auc,1.0,0.5
1,GAAP-derived,balanced,CANONICAL-MODULAR,F0,random,accuracy,0.4652777777777778,0.49027777777777776
1,GAAP-derived,balanced,CANONICAL-MODULAR,F0,random,macro_f1,0.3175355450236967,0.49027777777777776
1,GAAP-derived,balanced,CANONICAL-MODULAR,F0,random,roc_auc,0.5,0.49027777777777776
1,GAAP-derived,balanced,CANONICAL-MODULAR,F1,random,accuracy,0.4652777777777778,0.49027777777777776
1,GAAP-derived,balanced,CANONICAL-MODULAR,F1,random,macro_f1,0.3175355450236967,0.49027777777777776
1,GAAP-derived,balanced,CANONICAL-MODULAR,F1,random,roc_auc,0.5,0.49027777777777776
1,GAAP-derived,balanced,CANONICAL-MODULAR,F2,random,accuracy,0.4652777777777778,0.49027777777777776
1,GAAP-derived,balanced,CANONICAL-MODULAR,F2,random,macro_f1,0.3175355450236967,0.49027777777777776
1,GAAP-derived,balanced,CANONICAL-MODULAR,F2,random,roc_auc,0.5,0.49027777777777776
1,GAAP-derived,balanced,CANONICAL-MODULAR,F3,random,accuracy,0.4652777777777778,0.49027777777777776
1,GAAP-derived,balanced,CANONICAL-MODULAR,F3,random,macro_f1,0.3175355450236967,0.49027777777777776
1,GAAP-derived,balanced,CANONICAL-MODULAR,F3,random,roc_auc,0.5,0.49027777777777776
1,GAAP-derived,balanced,CANONICAL-MODULAR,F4,random,accuracy,0.4652777777777778,0.49027777777777776
1,GAAP-derived,balanced,CANONICAL-MODULAR,F4,random,macro_f1,0.3175355450236967,0.49027777777777776
1,GAAP-derived,balanced,CANONICAL-MODULAR,F4,random,roc_auc,0.5,0.49027777777777776
1,GAAP-derived,balanced,CANONICAL-MODULAR,F4,grouped_entity,accuracy,0.5122749590834698,0.5237315875613748
1,GAAP-derived,balanced,CANONICAL-MODULAR,F4,grouped_entity,macro_f1,0.33874458874458874,0.5237315875613748
1,GAAP-derived,balanced,CANONICAL-MODULAR,F4,grouped_entity,roc_auc,0.5,0.5237315875613748
1,GAAP-derived,balanced,CANONICAL-MODULAR,F5,random,accuracy,0.4791666666666667,0.475
1,GAAP-derived,balanced,CANONICAL-MODULAR,F5,random,macro_f1,0.4779330014018466,0.475
1,GAAP-derived,balanced,CANONICAL-MODULAR,F5,random,roc_auc,0.4657763132389998,0.475
1,GAAP-derived,balanced,UNIFIED-ORAM,F0,random,accuracy,0.4652777777777778,0.49027777777777776
1,GAAP-derived,balanced,UNIFIED-ORAM,F0,random,macro_f1,0.3175355450236967,0.49027777777777776
1,GAAP-derived,balanced,UNIFIED-ORAM,F0,random,roc_auc,0.5,0.49027777777777776
1,GAAP-derived,balanced,UNIFIED-ORAM,F1,random,accuracy,0.4652777777777778,0.49027777777777776
1,GAAP-derived,balanced,UNIFIED-ORAM,F1,random,macro_f1,0.3175355450236967,0.49027777777777776
1,GAAP-derived,balanced,UNIFIED-ORAM,F1,random,roc_auc,0.5,0.49027777777777776
1,GAAP-derived,balanced,UNIFIED-ORAM,F2,random,accuracy,0.4652777777777778,0.49027777777777776
1,GAAP-derived,balanced,UNIFIED-ORAM,F2,random,macro_f1,0.3175355450236967,0.49027777777777776
1,GAAP-derived,balanced,UNIFIED-ORAM,F2,random,roc_auc,0.5,0.49027777777777776
1,GAAP-derived,balanced,UNIFIED-ORAM,F3,random,accuracy,0.4652777777777778,0.49027777777777776
1,GAAP-derived,balanced,UNIFIED-ORAM,F3,random,macro_f1,0.3175355450236967,0.49027777777777776
1,GAAP-derived,balanced,UNIFIED-ORAM,F3,random,roc_auc,0.5,0.49027777777777776
1,GAAP-derived,balanced,UNIFIED-ORAM,F4,random,accuracy,0.4652777777777778,0.49027777777777776
1,GAAP-derived,balanced,UNIFIED-ORAM,F4,random,macro_f1,0.3175355450236967,0.49027777777777776
1,GAAP-derived,balanced,UNIFIED-ORAM,F4,random,roc_auc,0.5,0.49027777777777776
1,GAAP-derived,balanced,UNIFIED-ORAM,F4,grouped_entity,accuracy,0.5122749590834698,0.5237315875613748
1,GAAP-derived,balanced,UNIFIED-ORAM,F4,grouped_entity,macro_f1,0.33874458874458874,0.5237315875613748
1,GAAP-derived,balanced,UNIFIED-ORAM,F4,grouped_entity,roc_auc,0.5,0.5237315875613748
1,GAAP-derived,balanced,UNIFIED-ORAM,F5,random,accuracy,0.49027777777777776,0.5083333333333333
1,GAAP-derived,balanced,UNIFIED-ORAM,F5,random,macro_f1,0.4728263363385531,0.5083333333333333
1,GAAP-derived,balanced,UNIFIED-ORAM,F5,random,roc_auc,0.5115061058344641,0.5083333333333333
1,GAAP-derived,balanced,UNIFIED-ORAM-PAD,F0,random,accuracy,0.4652777777777778,0.49027777777777776
1,GAAP-derived,balanced,UNIFIED-ORAM-PAD,F0,random,macro_f1,0.3175355450236967,0.49027777777777776
1,GAAP-derived,balanced,UNIFIED-ORAM-PAD,F0,random,roc_auc,0.5,0.49027777777777776
1,GAAP-derived,balanced,UNIFIED-ORAM-PAD,F1,random,accuracy,0.4652777777777778,0.49027777777777776
1,GAAP-derived,balanced,UNIFIED-ORAM-PAD,F1,random,macro_f1,0.3175355450236967,0.49027777777777776
1,GAAP-derived,balanced,UNIFIED-ORAM-PAD,F1,random,roc_auc,0.5,0.49027777777777776
1,GAAP-derived,balanced,UNIFIED-ORAM-PAD,F2,random,accuracy,0.4652777777777778,0.49027777777777776
1,GAAP-derived,balanced,UNIFIED-ORAM-PAD,F2,random,macro_f1,0.3175355450236967,0.49027777777777776
1,GAAP-derived,balanced,UNIFIED-ORAM-PAD,F2,random,roc_auc,0.5,0.49027777777777776
1,GAAP-derived,balanced,UNIFIED-ORAM-PAD,F3,random,accuracy,0.4652777777777778,0.49027777777777776
1,GAAP-derived,balanced,UNIFIED-ORAM-PAD,F3,random,macro_f1,0.3175355450236967,0.49027777777777776
1,GAAP-derived,balanced,UNIFIED-ORAM-PAD,F3,random,roc_auc,0.5,0.49027777777777776
1,GAAP-derived,balanced,UNIFIED-ORAM-PAD,F4,random,accuracy,0.4652777777777778,0.49027777777777776
1,GAAP-derived,balanced,UNIFIED-ORAM-PAD,F4,random,macro_f1,0.3175355450236967,0.49027777777777776
1,GAAP-derived,balanced,UNIFIED-ORAM-PAD,F4,random,roc_auc,0.5,0.49027777777777776
1,GAAP-derived,balanced,UNIFIED-ORAM-PAD,F4,grouped_entity,accuracy,0.5122749590834698,0.5237315875613748
1,GAAP-derived,balanced,UNIFIED-ORAM-PAD,F4,grouped_entity,macro_f1,0.33874458874458874,0.5237315875613748
1,GAAP-derived,balanced,UNIFIED-ORAM-PAD,F4,grouped_entity,roc_auc,0.5,0.5237315875613748
1,GAAP-derived,balanced,UNIFIED-ORAM-PAD,F5,random,accuracy,0.49444444444444446,0.49444444444444446
1,GAAP-derived,balanced,UNIFIED-ORAM-PAD,F5,random,macro_f1,0.48962025316455693,0.49444444444444446
1,GAAP-derived,balanced,UNIFIED-ORAM-PAD,F5,random,roc_auc,0.48839309943787557,0.49444444444444446
1,GAAP-derived,natural,MODULAR-ORAM,F0,random,accuracy,0.6861111111111111,0.7152777777777778
1,GAAP-derived,natural,MODULAR-ORAM,F0,random,macro_f1,0.40691927512355847,0.7152777777777778
1,GAAP-derived,natural,MODULAR-ORAM,F0,random,roc_auc,0.5,0.7152777777777778
1,GAAP-derived,natural,MODULAR-ORAM,F1,random,accuracy,1.0,0.7152777777777778
1,GAAP-derived,natural,MODULAR-ORAM,F1,random,macro_f1,1.0,0.7152777777777778
1,GAAP-derived,natural,MODULAR-ORAM,F1,random,roc_auc,1.0,0.7152777777777778
1,GAAP-derived,natural,MODULAR-ORAM,F2,random,accuracy,1.0,0.7152777777777778
1,GAAP-derived,natural,MODULAR-ORAM,F2,random,macro_f1,1.0,0.7152777777777778
1,GAAP-derived,natural,MODULAR-ORAM,F2,random,roc_auc,1.0,0.7152777777777778
1,GAAP-derived,natural,MODULAR-ORAM,F3,random,accuracy,1.0,0.7152777777777778
1,GAAP-derived,natural,MODULAR-ORAM,F3,random,macro_f1,1.0,0.7152777777777778
1,GAAP-derived,natural,MODULAR-ORAM,F3,random,roc_auc,1.0,0.7152777777777778
1,GAAP-derived,natural,MODULAR-ORAM,F4,random,accuracy,1.0,0.7152777777777778
1,GAAP-derived,natural,MODULAR-ORAM,F4,random,macro_f1,1.0,0.7152777777777778
1,GAAP-derived,natural,MODULAR-ORAM,F4,random,roc_auc,1.0,0.7152777777777778
1,GAAP-derived,natural,MODULAR-ORAM,F5,random,accuracy,1.0,0.6930555555555555
1,GAAP-derived,natural,MODULAR-ORAM,F5,random,macro_f1,1.0,0.6930555555555555
1,GAAP-derived,natural,MODULAR-ORAM,F5,random,roc_auc,1.0,0.6930555555555555
1,GAAP-derived,natural,CANONICAL-MODULAR,F0,random,accuracy,0.6861111111111111,0.7152777777777778
1,GAAP-derived,natural,CANONICAL-MODULAR,F0,random,macro_f1,0.40691927512355847,0.7152777777777778
1,GAAP-derived,natural,CANONICAL-MODULAR,F0,random,roc_auc,0.5,0.7152777777777778
1,GAAP-derived,natural,CANONICAL-MODULAR,F1,random,accuracy,0.6861111111111111,0.7152777777777778
1,GAAP-derived,natural,CANONICAL-MODULAR,F1,random,macro_f1,0.40691927512355847,0.7152777777777778
1,GAAP-derived,natural,CANONICAL-MODULAR,F1,random,roc_auc,0.5,0.7152777777777778
1,GAAP-derived,natural,CANONICAL-MODULAR,F2,random,accuracy,0.6861111111111111,0.7152777777777778
1,GAAP-derived,natural,CANONICAL-MODULAR,F2,random,macro_f1,0.40691927512355847,0.7152777777777778
1,GAAP-derived,natural,CANONICAL-MODULAR,F2,random,roc_auc,0.5,0.7152777777777778
1,GAAP-derived,natural,CANONICAL-MODULAR,F3,random,accuracy,0.6861111111111111,0.7152777777777778
1,GAAP-derived,natural,CANONICAL-MODULAR,F3,random,macro_f1,0.40691927512355847,0.7152777777777778
1,GAAP-derived,natural,CANONICAL-MODULAR,F3,random,roc_auc,0.5,0.7152777777777778
1,GAAP-derived,natural,CANONICAL-MODULAR,F4,random,accuracy,0.6861111111111111,0.7152777777777778
1,GAAP-derived,natural,CANONICAL-MODULAR,F4,random,macro_f1,0.40691927512355847,0.7152777777777778
1,GAAP-derived,natural,CANONICAL-MODULAR,F4,random,roc_auc,0.5,0.7152777777777778
1,GAAP-derived,natural,CANONICAL-MODULAR,F5,random,accuracy,0.6722222222222223,0.7027777777777777
1,GAAP-derived,natural,CANONICAL-MODULAR,F5,random,macro_f1,0.41389919838849876,0.7027777777777777
1,GAAP-derived,natural,CANONICAL-MODULAR,F5,random,roc_auc,0.46964458457239083,0.7027777777777777
1,GAAP-derived,natural,UNIFIED-ORAM,F0,random,accuracy,0.6861111111111111,0.7152777777777778
1,GAAP-derived,natural,UNIFIED-ORAM,F0,random,macro_f1,0.40691927512355847,0.7152777777777778
1,GAAP-derived,natural,UNIFIED-ORAM,F0,random,roc_auc,0.5,0.7152777777777778
1,GAAP-derived,natural,UNIFIED-ORAM,F1,random,accuracy,0.6861111111111111,0.7152777777777778
1,GAAP-derived,natural,UNIFIED-ORAM,F1,random,macro_f1,0.40691927512355847,0.7152777777777778
1,GAAP-derived,natural,UNIFIED-ORAM,F1,random,roc_auc,0.5,0.7152777777777778
1,GAAP-derived,natural,UNIFIED-ORAM,F2,random,accuracy,0.6861111111111111,0.7152777777777778
1,GAAP-derived,natural,UNIFIED-ORAM,F2,random,macro_f1,0.40691927512355847,0.7152777777777778
1,GAAP-derived,natural,UNIFIED-ORAM,F2,random,roc_auc,0.5,0.7152777777777778
1,GAAP-derived,natural,UNIFIED-ORAM,F3,random,accuracy,0.6861111111111111,0.7152777777777778
1,GAAP-derived,natural,UNIFIED-ORAM,F3,random,macro_f1,0.40691927512355847,0.7152777777777778
1,GAAP-derived,natural,UNIFIED-ORAM,F3,random,roc_auc,0.5,0.7152777777777778
1,GAAP-derived,natural,UNIFIED-ORAM,F4,random,accuracy,0.6861111111111111,0.7152777777777778
1,GAAP-derived,natural,UNIFIED-ORAM,F4,random,macro_f1,0.40691927512355847,0.7152777777777778
1,GAAP-derived,natural,UNIFIED-ORAM,F4,random,roc_auc,0.5,0.7152777777777778
1,GAAP-derived,natural,UNIFIED-ORAM,F5,random,accuracy,0.6861111111111111,0.7138888888888889
1,GAAP-derived,natural,UNIFIED-ORAM,F5,random,macro_f1,0.40691927512355847,0.7138888888888889
1,GAAP-derived,natural,UNIFIED-ORAM,F5,random,roc_auc,0.47999892515495685,0.7138888888888889
1,GAAP-derived,natural,UNIFIED-ORAM-PAD,F0,random,accuracy,0.6861111111111111,0.7152777777777778
1,GAAP-derived,natural,UNIFIED-ORAM-PAD,F0,random,macro_f1,0.40691927512355847,0.7152777777777778
1,GAAP-derived,natural,UNIFIED-ORAM-PAD,F0,random,roc_auc,0.5,0.7152777777777778
1,GAAP-derived,natural,UNIFIED-ORAM-PAD,F1,random,accuracy,0.6861111111111111,0.7152777777777778
1,GAAP-derived,natural,UNIFIED-ORAM-PAD,F1,random,macro_f1,0.40691927512355847,0.7152777777777778
1,GAAP-derived,natural,UNIFIED-ORAM-PAD,F1,random,roc_auc,0.5,0.7152777777777778
1,GAAP-derived,natural,UNIFIED-ORAM-PAD,F2,random,accuracy,0.6861111111111111,0.7152777777777778
1,GAAP-derived,natural,UNIFIED-ORAM-PAD,F2,random,macro_f1,0.40691927512355847,0.7152777777777778
1,GAAP-derived,natural,UNIFIED-ORAM-PAD,F2,random,roc_auc,0.5,0.7152777777777778
1,GAAP-derived,natural,UNIFIED-ORAM-PAD,F3,random,accuracy,0.6861111111111111,0.7152777777777778
1,GAAP-derived,natural,UNIFIED-ORAM-PAD,F3,random,macro_f1,0.40691927512355847,0.7152777777777778
1,GAAP-derived,natural,UNIFIED-ORAM-PAD,F3,random,roc_auc,0.5,0.7152777777777778
1,GAAP-derived,natural,UNIFIED-ORAM-PAD,F4,random,accuracy,0.6861111111111111,0.7152777777777778
1,GAAP-derived,natural,UNIFIED-ORAM-PAD,F4,random,macro_f1,0.40691927512355847,0.7152777777777778
1,GAAP-derived,natural,UNIFIED-ORAM-PAD,F4,random,roc_auc,0.5,0.7152777777777778
1,GAAP-derived,natural,UNIFIED-ORAM-PAD,F5,random,accuracy,0.6861111111111111,0.7125
1,GAAP-derived,natural,UNIFIED-ORAM-PAD,F5,random,macro_f1,0.40691927512355847,0.7125
1,GAAP-derived,natural,UNIFIED-ORAM-PAD,F5,random,roc_auc,0.5031304861882412,0.7125
1,PAuth-derived,balanced,MODULAR-ORAM,F0,random,accuracy,0.4652777777777778,0.49027777777777776
1,PAuth-derived,balanced,MODULAR-ORAM,F0,random,macro_f1,0.3175355450236967,0.49027777777777776
1,PAuth-derived,balanced,MODULAR-ORAM,F0,random,roc_auc,0.5,0.49027777777777776
1,PAuth-derived,balanced,MODULAR-ORAM,F1,random,accuracy,0.4652777777777778,0.49027777777777776
1,PAuth-derived,balanced,MODULAR-ORAM,F1,random,macro_f1,0.3175355450236967,0.49027777777777776
1,PAuth-derived,balanced,MODULAR-ORAM,F1,random,roc_auc,0.5,0.49027777777777776
1,PAuth-derived,balanced,MODULAR-ORAM,F2,random,accuracy,0.4652777777777778,0.49027777777777776
1,PAuth-derived,balanced,MODULAR-ORAM,F2,random,macro_f1,0.3175355450236967,0.49027777777777776
1,PAuth-derived,balanced,MODULAR-ORAM,F2,random,roc_auc,0.5,0.49027777777777776
1,PAuth-derived,balanced,MODULAR-ORAM,F3,random,accuracy,0.4652777777777778,0.49027777777777776
1,PAuth-derived,balanced,MODULAR-ORAM,F3,random,macro_f1,0.3175355450236967,0.49027777777777776
1,PAuth-derived,balanced,MODULAR-ORAM,F3,random,roc_auc,0.5,0.49027777777777776
1,PAuth-derived,balanced,MODULAR-ORAM,F4,random,accuracy,0.4652777777777778,0.49027777777777776
1,PAuth-derived,balanced,MODULAR-ORAM,F4,random,macro_f1,0.3175355450236967,0.49027777777777776
1,PAuth-derived,balanced,MODULAR-ORAM,F4,random,roc_auc,0.5,0.49027777777777776
1,PAuth-derived,balanced,MODULAR-ORAM,F4,grouped_entity,accuracy,0.5122749590834698,0.5237315875613748
1,PAuth-derived,balanced,MODULAR-ORAM,F4,grouped_entity,macro_f1,0.33874458874458874,0.5237315875613748
1,PAuth-derived,balanced,MODULAR-ORAM,F4,grouped_entity,roc_auc,0.5,0.5237315875613748
1,PAuth-derived,balanced,MODULAR-ORAM,F5,random,accuracy,0.49583333333333335,0.4652777777777778
1,PAuth-derived,balanced,MODULAR-ORAM,F5,random,macro_f1,0.4831013130128493,0.4652777777777778
1,PAuth-derived,balanced,MODULAR-ORAM,F5,random,roc_auc,0.5129676293855399,0.4652777777777778
1,PAuth-derived,balanced,CANONICAL-MODULAR,F0,random,accuracy,0.4652777777777778,0.49027777777777776
1,PAuth-derived,balanced,CANONICAL-MODULAR,F0,random,macro_f1,0.3175355450236967,0.49027777777777776
1,PAuth-derived,balanced,CANONICAL-MODULAR,F0,random,roc_auc,0.5,0.49027777777777776
1,PAuth-derived,balanced,CANONICAL-MODULAR,F1,random,accuracy,0.4652777777777778,0.49027777777777776
1,PAuth-derived,balanced,CANONICAL-MODULAR,F1,random,macro_f1,0.3175355450236967,0.49027777777777776
1,PAuth-derived,balanced,CANONICAL-MODULAR,F1,random,roc_auc,0.5,0.49027777777777776
1,PAuth-derived,balanced,CANONICAL-MODULAR,F2,random,accuracy,0.4652777777777778,0.49027777777777776
1,PAuth-derived,balanced,CANONICAL-MODULAR,F2,random,macro_f1,0.3175355450236967,0.49027777777777776
1,PAuth-derived,balanced,CANONICAL-MODULAR,F2,random,roc_auc,0.5,0.49027777777777776
1,PAuth-derived,balanced,CANONICAL-MODULAR,F3,random,accuracy,0.4652777777777778,0.49027777777777776
1,PAuth-derived,balanced,CANONICAL-MODULAR,F3,random,macro_f1,0.3175355450236967,0.49027777777777776
1,PAuth-derived,balanced,CANONICAL-MODULAR,F3,random,roc_auc,0.5,0.49027777777777776
1,PAuth-derived,balanced,CANONICAL-MODULAR,F4,random,accuracy,0.4652777777777778,0.49027777777777776
1,PAuth-derived,balanced,CANONICAL-MODULAR,F4,random,macro_f1,0.3175355450236967,0.49027777777777776
1,PAuth-derived,balanced,CANONICAL-MODULAR,F4,random,roc_auc,0.5,0.49027777777777776
1,PAuth-derived,balanced,CANONICAL-MODULAR,F4,grouped_entity,accuracy,0.5122749590834698,0.5237315875613748
1,PAuth-derived,balanced,CANONICAL-MODULAR,F4,grouped_entity,macro_f1,0.33874458874458874,0.5237315875613748
1,PAuth-derived,balanced,CANONICAL-MODULAR,F4,grouped_entity,roc_auc,0.5,0.5237315875613748
1,PAuth-derived,balanced,CANONICAL-MODULAR,F5,random,accuracy,0.49583333333333335,0.4652777777777778
1,PAuth-derived,balanced,CANONICAL-MODULAR,F5,random,macro_f1,0.4831013130128493,0.4652777777777778
1,PAuth-derived,balanced,CANONICAL-MODULAR,F5,random,roc_auc,0.5129676293855399,0.4652777777777778
1,PAuth-derived,balanced,UNIFIED-ORAM,F0,random,accuracy,0.4652777777777778,0.49027777777777776
1,PAuth-derived,balanced,UNIFIED-ORAM,F0,random,macro_f1,0.3175355450236967,0.49027777777777776
1,PAuth-derived,balanced,UNIFIED-ORAM,F0,random,roc_auc,0.5,0.49027777777777776
1,PAuth-derived,balanced,UNIFIED-ORAM,F1,random,accuracy,0.4652777777777778,0.49027777777777776
1,PAuth-derived,balanced,UNIFIED-ORAM,F1,random,macro_f1,0.3175355450236967,0.49027777777777776
1,PAuth-derived,balanced,UNIFIED-ORAM,F1,random,roc_auc,0.5,0.49027777777777776
1,PAuth-derived,balanced,UNIFIED-ORAM,F2,random,accuracy,0.4652777777777778,0.49027777777777776
1,PAuth-derived,balanced,UNIFIED-ORAM,F2,random,macro_f1,0.3175355450236967,0.49027777777777776
1,PAuth-derived,balanced,UNIFIED-ORAM,F2,random,roc_auc,0.5,0.49027777777777776
1,PAuth-derived,balanced,UNIFIED-ORAM,F3,random,accuracy,0.4652777777777778,0.49027777777777776
