seed,system,distribution,variant,feature,split,metric,value,permutation
0,PAuth-derived,balanced,MODULAR-ORAM,F0,random,macro_f1,0.3175355450236967,0.5041666666666667
0,PAuth-derived,balanced,MODULAR-ORAM,F0,random,roc_auc,0.5,0.5041666666666667
0,PAuth-derived,balanced,MODULAR-ORAM,F1,random,accuracy,0.4652777777777778,0.5041666666666667
0,PAuth-derived,balanced,MODULAR-ORAM,F1,random,macro_f1,0.3175355450236967,0.5041666666666667
0,PAuth-derived,balanced,MODULAR-ORAM,F1,random,roc_auc,0.5,0.5041666666666667
0,PAuth-derived,balanced,MODULAR-ORAM,F2,random,accuracy,0.4652777777777778,0.5041666666666667
0,PAuth-derived,balanced,MODULAR-ORAM,F2,random,macro_f1,0.3175355450236967,0.5041666666666667
0,PAuth-derived,balanced,MODULAR-ORAM,F2,random,roc_auc,0.5,0.5041666666666667
0,PAuth-derived,balanced,MODULAR-ORAM,F3,random,accuracy,0.4652777777777778,0.5041666666666667
0,PAuth-derived,balanced,MODULAR-ORAM,F3,random,macro_f1,0.3175355450236967,0.5041666666666667
0,PAuth-derived,balanced,MODULAR-ORAM,F3,random,roc_auc,0.5,0.5041666666666667
0,PAuth-derived,balanced,MODULAR-ORAM,F4,random,accuracy,0.4652777777777778,0.5041666666666667
0,PAuth-derived,balanced,MODULAR-ORAM,F4,random,macro_f1,0.3175355450236967,0.5041666666666667
0,PAuth-derived,balanced,MODULAR-ORAM,F4,random,roc_auc,0.5,0.5041666666666667
0,PAuth-derived,balanced,MODULAR-ORAM,F4,grouped_entity,accuracy,0.5067340067340067,0.5252525252525253
0,PAuth-derived,balanced,MODULAR-ORAM,F4,grouped_entity,macro_f1,0.33631284916201115,0.5252525252525253
0,PAuth-derived,balanced,MODULAR-ORAM,F4,grouped_entity,roc_auc,0.5,0.5252525252525253
0,PAuth-derived,balanced,MODULAR-ORAM,F5,random,accuracy,0.4666666666666667,0.5013888888888889
0,PAuth-derived,balanced,MODULAR-ORAM,F5,random,macro_f1,0.45090126232334227,0.5013888888888889
0,PAuth-derived,balanced,MODULAR-ORAM,F5,random,roc_auc,0.4740492343477418,0.5013888888888889
0,PAuth-derived,balanced,CANONICAL-MODULAR,F0,random,accuracy,0.4652777777777778,0.5041666666666667
0,PAuth-derived,balanced,CANONICAL-MODULAR,F0,random,macro_f1,0.3175355450236967,0.5041666666666667
0,PAuth-derived,balanced,CANONICAL-MODULAR,F0,random,roc_auc,0.5,0.5041666666666667
0,PAuth-derived,balanced,CANONICAL-MODULAR,F1,random,accuracy,0.4652777777777778,0.5041666666666667
0,PAuth-derived,balanced,CANONICAL-MODULAR,F1,random,macro_f1,0.3175355450236967,0.5041666666666667
0,PAuth-derived,balanced,CANONICAL-MODULAR,F1,random,roc_auc,0.5,0.5041666666666667
0,PAuth-derived,balanced,CANONICAL-MODULAR,F2,random,accuracy,0.4652777777777778,0.5041666666666667
0,PAuth-derived,balanced,CANONICAL-MODULAR,F2,random,macro_f1,0.3175355450236967,0.5041666666666667
0,PAuth-derived,balanced,CANONICAL-MODULAR,F2,random,roc_auc,0.5,0.5041666666666667
0,PAuth-derived,balanced,CANONICAL-MODULAR,F3,random,accuracy,0.4652777777777778,0.5041666666666667
0,PAuth-derived,balanced,CANONICAL-MODULAR,F3,random,macro_f1,0.3175355450236967,0.5041666666666667
0,PAuth-derived,balanced,CANONICAL-MODULAR,F3,random,roc_auc,0.5,0.5041666666666667
0,PAuth-derived,balanced,CANONICAL-MODULAR,F4,random,accuracy,0.4652777777777778,0.5041666666666667
0,PAuth-derived,balanced,CANONICAL-MODULAR,F4,random,macro_f1,0.3175355450236967,0.5041666666666667
0,PAuth-derived,balanced,CANONICAL-MODULAR,F4,random,roc_auc,0.5,0.5041666666666667
0,PAuth-derived,balanced,CANONICAL-MODULAR,F4,grouped_entity,accuracy,0.5067340067340067,0.5252525252525253
0,PAuth-derived,balanced,CANONICAL-MODULAR,F4,grouped_entity,macro_f1,0.33631284916201115,0.5252525252525253
0,PAuth-derived,balanced,CANONICAL-MODULAR,F4,grouped_entity,roc_auc,0.5,0.5252525252525253
0,PAuth-derived,balanced,CANONICAL-MODULAR,F5,random,accuracy,0.4666666666666667,0.5013888888888889
0,PAuth-derived,balanced,CANONICAL-MODULAR,F5,random,macro_f1,0.45090126232334227,0.5013888888888889
0,PAuth-derived,balanced,CANONICAL-MODULAR,F5,random,roc_auc,0.4740492343477418,0.5013888888888889
0,PAuth-derived,balanced,UNIFIED-ORAM,F0,random,accuracy,0.4652777777777778,0.5041666666666667
0,PAuth-derived,balanced,UNIFIED-ORAM,F0,random,macro_f1,0.3175355450236967,0.5041666666666667
0,PAuth-derived,balanced,UNIFIED-ORAM,F0,random,roc_auc,0.5,0.5041666666666667
0,PAuth-derived,balanced,UNIFIED-ORAM,F1,random,accuracy,0.4652777777777778,0.5041666666666667
0,PAuth-derived,balanced,UNIFIED-ORAM,F1,random,macro_f1,0.3175355450236967,0.5041666666666667
0,PAuth-derived,balanced,UNIFIED-ORAM,F1,random,roc_auc,0.5,0.5041666666666667
0,PAuth-derived,balanced,UNIFIED-ORAM,F2,random,accuracy,0.4652777777777778,0.5041666666666667
0,PAuth-derived,balanced,UNIFIED-ORAM,F2,random,macro_f1,0.3175355450236967,0.5041666666666667
0,PAuth-derived,balanced,UNIFIED-ORAM,F2,random,roc_auc,0.5,0.5041666666666667
0,PAuth-derived,balanced,UNIFIED-ORAM,F3,random,accuracy,0.4652777777777778,0.5041666666666667
0,PAuth-derived,balanced,UNIFIED-ORAM,F3,random,macro_f1,0.3175355450236967,0.5041666666666667
0,PAuth-derived,balanced,UNIFIED-ORAM,F3,random,roc_auc,0.5,0.5041666666666667
0,PAuth-derived,balanced,UNIFIED-ORAM,F4,random,accuracy,0.4652777777777778,0.5041666666666667
0,PAuth-derived,balanced,UNIFIED-ORAM,F4,random,macro_f1,0.3175355450236967,0.5041666666666667
0,PAuth-derived,balanced,UNIFIED-ORAM,F4,random,roc_auc,0.5,0.5041666666666667
0,PAuth-derived,balanced,UNIFIED-ORAM,F4,grouped_entity,accuracy,0.5067340067340067,0.5252525252525253
0,PAuth-derived,balanced,UNIFIED-ORAM,F4,grouped_entity,macro_f1,0.33631284916201115,0.5252525252525253
0,PAuth-derived,balanced,UNIFIED-ORAM,F4,grouped_entity,roc_auc,0.5,0.5252525252525253
0,PAuth-derived,balanced,UNIFIED-ORAM,F5,random,accuracy,0.4666666666666667,0.5013888888888889
0,PAuth-derived,balanced,UNIFIED-ORAM,F5,random,macro_f1,0.45090126232334227,0.5013888888888889
0,PAuth-derived,balanced,UNIFIED-ORAM,F5,random,roc_auc,0.4740492343477418,0.5013888888888889
0,PAuth-derived,balanced,UNIFIED-ORAM-PAD,F0,random,accuracy,0.4652777777777778,0.5041666666666667
0,PAuth-derived,balanced,UNIFIED-ORAM-PAD,F0,random,macro_f1,0.3175355450236967,0.5041666666666667
0,PAuth-derived,balanced,UNIFIED-ORAM-PAD,F0,random,roc_auc,0.5,0.5041666666666667
0,PAuth-derived,balanced,UNIFIED-ORAM-PAD,F1,random,accuracy,0.4652777777777778,0.5041666666666667
0,PAuth-derived,balanced,UNIFIED-ORAM-PAD,F1,random,macro_f1,0.3175355450236967,0.5041666666666667
0,PAuth-derived,balanced,UNIFIED-ORAM-PAD,F1,random,roc_auc,0.5,0.5041666666666667
0,PAuth-derived,balanced,UNIFIED-ORAM-PAD,F2,random,accuracy,0.4652777777777778,0.5041666666666667
0,PAuth-derived,balanced,UNIFIED-ORAM-PAD,F2,random,macro_f1,0.3175355450236967,0.5041666666666667
0,PAuth-derived,balanced,UNIFIED-ORAM-PAD,F2,random,roc_auc,0.5,0.5041666666666667
0,PAuth-derived,balanced,UNIFIED-ORAM-PAD,F3,random,accuracy,0.4652777777777778,0.5041666666666667
0,PAuth-derived,balanced,UNIFIED-ORAM-PAD,F3,random,macro_f1,0.3175355450236967,0.5041666666666667
0,PAuth-derived,balanced,UNIFIED-ORAM-PAD,F3,random,roc_auc,0.5,0.5041666666666667
0,PAuth-derived,balanced,UNIFIED-ORAM-PAD,F4,random,accuracy,0.4652777777777778,0.5041666666666667
0,PAuth-derived,balanced,UNIFIED-ORAM-PAD,F4,random,macro_f1,0.3175355450236967,0.5041666666666667
0,PAuth-derived,balanced,UNIFIED-ORAM-PAD,F4,random,roc_auc,0.5,0.5041666666666667
0,PAuth-derived,balanced,UNIFIED-ORAM-PAD,F4,grouped_entity,accuracy,0.5067340067340067,0.5252525252525253
0,PAuth-derived,balanced,UNIFIED-ORAM-PAD,F4,grouped_entity,macro_f1,0.33631284916201115,0.5252525252525253
0,PAuth-derived,balanced,UNIFIED-ORAM-PAD,F4,grouped_entity,roc_auc,0.5,0.5252525252525253
0,PAuth-derived,balanced,UNIFIED-ORAM-PAD,F5,random,accuracy,0.4666666666666667,0.5013888888888889
0,PAuth-derived,balanced,UNIFIED-ORAM-PAD,F5,random,macro_f1,0.45090126232334227,0.5013888888888889
0,PAuth-derived,balanced,UNIFIED-ORAM-PAD,F5,random,roc_auc,0.4740492343477418,0.5013888888888889
0,PAuth-derived,natural,MODULAR-ORAM,F0,random,accuracy,0.7041666666666667,0.6958333333333333
0,PAuth-derived,natural,MODULAR-ORAM,F0,random,macro_f1,0.4132029339853301,0.6958333333333333
0,PAuth-derived,natural,MODULAR-ORAM,F0,random,roc_auc,0.5,0.6958333333333333
0,PAuth-derived,natural,MODULAR-ORAM,F1,random,accuracy,0.7041666666666667,0.6958333333333333
0,PAuth-derived,natural,MODULAR-ORAM,F1,random,macro_f1,0.4132029339853301,0.6958333333333333
0,PAuth-derived,natural,MODULAR-ORAM,F1,random,roc_auc,0.5,0.6958333333333333
0,PAuth-derived,natural,MODULAR-ORAM,F2,random,accuracy,0.7041666666666667,0.6958333333333333
0,PAuth-derived,natural,MODULAR-ORAM,F2,random,macro_f1,0.4132029339853301,0.6958333333333333
0,PAuth-derived,natural,MODULAR-ORAM,F2,random,roc_auc,0.5,0.6958333333333333
0,PAuth-derived,natural,MODULAR-ORAM,F3,random,accuracy,0.7041666666666667,0.6958333333333333
0,PAuth-derived,natural,MODULAR-ORAM,F3,random,macro_f1,0.4132029339853301,0.6958333333333333
0,PAuth-derived,natural,MODULAR-ORAM,F3,random,roc_auc,0.5,0.6958333333333333
0,PAuth-derived,natural,MODULAR-ORAM,F4,random,accuracy,0.7041666666666667,0.6958333333333333
0,PAuth-derived,natural,MODULAR-ORAM,F4,random,macro_f1,0.4132029339853301,0.6958333333333333
0,PAuth-derived,natural,MODULAR-ORAM,F4,random,roc_auc,0.5,0.6958333333333333
0,PAuth-derived,natural,MODULAR-ORAM,F5,random,accuracy,0.7,0.6888888888888889
0,PAuth-derived,natural,MODULAR-ORAM,F5,random,macro_f1,0.4411785842615882,0.6888888888888889
0,PAuth-derived,natural,MODULAR-ORAM,F5,random,roc_auc,0.5249974534914946,0.6888888888888889
0,PAuth-derived,natural,CANONICAL-MODULAR,F0,random,accuracy,0.7041666666666667,0.6958333333333333
