episode,round,index,class
SESSION-2,0,102,CROSS_SESSION
SESSION-2,1,102,CROSS_SESSION
SESSION-2,2,102,CROSS_SESSION
SESSION-2,3,102,CROSS_SESSION
SESSION-2,4,102,CROSS_SESSION
SESSION-2,5,102,CROSS_SESSION
SESSION-2,6,102,CROSS_SESSION
SESSION-2,7,102,CROSS_SESSION
SESSION-2,8,102,CROSS_SESSION
SESSION-2,9,102,CROSS_SESSION
SESSION-2,10,102,CROSS_SESSION
SESSION-2,11,102,CROSS_SESSION
SESSION-2,12,102,CROSS_SESSION
SESSION-2,13,102,CROSS_SESSION
SESSION-2,14,102,CROSS_SESSION
SESSION-2,15,102,CROSS_SESSION
SESSION-2,16,102,CROSS_SESSION
SESSION-2,17,102,CROSS_SESSION
SESSION-2,18,102,CROSS_SESSION
SESSION-2,19,102,CROSS_SESSION
SESSION-2,20,102,CROSS_SESSION
SESSION-2,21,102,CROSS_SESSION
SESSION-2,22,102,CROSS_SESSION
SESSION-2,23,102,CROSS_SESSION
SESSION-2,24,102,CROSS_SESSION
SESSION-2,25,102,CROSS_SESSION
SESSION-2,26,102,CROSS_SESSION
SESSION-2,27,102,CROSS_SESSION
SESSION-2,28,102,CROSS_SESSION
SESSION-2,29,102,CROSS_SESSION
