episode,round,index,class
S07,0,17,CROSS_SESSION
S07,1,17,CROSS_SESSION
S07,2,17,CROSS_SESSION
S07,3,17,CROSS_SESSION
S07,4,17,CROSS_SESSION
S07,5,17,CROSS_SESSION
S07,6,17,CROSS_SESSION
S07,7,17,CROSS_SESSION
S07,8,17,CROSS_SESSION
S07,9,17,CROSS_SESSION
S07,10,17,CROSS_SESSION
S07,11,17,CROSS_SESSION
S07,12,17,CROSS_SESSION
S07,13,17,CROSS_SESSION
S07,14,17,CROSS_SESSION
S07,15,17,CROSS_SESSION
S07,16,17,CROSS_SESSION
S07,17,17,CROSS_SESSION
S07,18,17,CROSS_SESSION
S07,19,17,CROSS_SESSION
S07,20,17,CROSS_SESSION
S07,21,17,CROSS_SESSION
S07,22,17,CROSS_SESSION
S07,23,17,CROSS_SESSION
S07,24,17,CROSS_SESSION
S07,25,17,CROSS_SESSION
S07,26,17,CROSS_SESSION
S07,27,17,CROSS_SESSION
S07,28,17,CROSS_SESSION
S07,29,17,CROSS_SESSION
S07,30,17,CROSS_SESSION
S07,31,17,CROSS_SESSION
S07,32,17,CROSS_SESSION
S07,33,17,CROSS_SESSION
S07,34,17,CROSS_SESSION
S07,35,17,CROSS_SESSION
S07,36,17,CROSS_SESSION
S07,37,17,CROSS_SESSION
S07,38,17,CROSS_SESSION
S07,39,17,CROSS_SESSION
S07,40,17,CROSS_SESSION
S07,41,17,CROSS_SESSION
S07,42,17,CROSS_SESSION
S07,43,17,CROSS_SESSION
S07,44,17,CROSS_SESSION
S07,45,17,CROSS_SESSION
S07,46,17,CROSS_SESSION
S07,47,17,CROSS_SESSION
S07,48,17,CROSS_SESSION
S07,49,17,CROSS_SESSION
S07,50,17,CROSS_SESSION
S07,51,17,CROSS_SESSION
S07,52,17,CROSS_SESSION
S07,53,17,CROSS_SESSION
S07,54,17,CROSS_SESSION
S07,55,17,CROSS_SESSION
S07,56,17,CROSS_SESSION
S07,57,17,CROSS_SESSION
S07,58,17,CROSS_SESSION
S07,59,17,CROSS_SESSION
S07,60,17,CROSS_SESSION
S07,61,17,CROSS_SESSION
S07,62,17,CROSS_SESSION
S07,63,17,CROSS_SESSION
S07,64,17,CROSS_SESSION
S07,65,17,CROSS_SESSION
S07,66,17,CROSS_SESSION
S07,67,17,CROSS_SESSION
S07,68,17,CROSS_SESSION
S07,69,17,CROSS_SESSION
S07,70,17,CROSS_SESSION
S07,71,17,CROSS_SESSION
S07,72,17,CROSS_SESSION
S07,73,17,CROSS_SESSION
S07,74,17,CROSS_SESSION
S07,75,17,CROSS_SESSION
S07,76,17,CROSS_SESSION
S07,77,17,CROSS_SESSION
S07,78,17,CROSS_SESSION
S07,79,17,CROSS_SESSION
S07,80,17,CROSS_SESSION
S07,81,17,CROSS_SESSION
S07,82,17,CROSS_SESSION
S07,83,17,CROSS_SESSION
S07,84,17,CROSS_SESSION
S07,85,17,CROSS_SESSION
S07,86,17,CROSS_SESSION
S07,87,17,CROSS_SESSION
S07,88,17,CROSS_SESSION
S07,89,17,CROSS_SESSION
S07,90,17,CROSS_SESSION
S07,91,17,CROSS_SESSION
S07,92,17,CROSS_SESSION
S07,93,17,CROSS_SESSION
S07,94,17,CROSS_SESSION
S07,95,17,CROSS_SESSION
S07,96,17,CROSS_SESSION
S07,97,17,CROSS_SESSION
S07,98,17,CROSS_SESSION
S07,99,17,CROSS_SESSION
