episode,round,index,class
SESSION-2,0,17,CROSS_SESSION
SESSION-2,1,17,CROSS_SESSION
SESSION-2,2,17,CROSS_SESSION
SESSION-2,3,17,CROSS_SESSION
SESSION-2,4,17,CROSS_SESSION
SESSION-2,5,17,CROSS_SESSION
SESSION-2,6,17,CROSS_SESSION
SESSION-2,7,17,CROSS_SESSION
SESSION-2,8,17,CROSS_SESSION
SESSION-2,9,17,CROSS_SESSION
SESSION-2,10,17,CROSS_SESSION
SESSION-2,11,17,CROSS_SESSION
SESSION-2,12,17,CROSS_SESSION
SESSION-2,13,17,CROSS_SESSION
SESSION-2,14,17,CROSS_SESSION
SESSION-2,15,17,CROSS_SESSION
SESSION-2,16,17,CROSS_SESSION
SESSION-2,17,17,CROSS_SESSION
SESSION-2,18,17,CROSS_SESSION
SESSION-2,19,17,CROSS_SESSION
SESSION-2,20,17,CROSS_SESSION
SESSION-2,21,17,CROSS_SESSION
SESSION-2,22,17,CROSS_SESSION
SESSION-2,23,17,CROSS_SESSION
SESSION-2,24,17,CROSS_SESSION
SESSION-2,25,17,CROSS_SESSION
SESSION-2,26,17,CROSS_SESSION
SESSION-2,27,17,CROSS_SESSION
SESSION-2,28,17,CROSS_SESSION
SESSION-2,29,17,CROSS_SESSION
SESSION-2,30,17,CROSS_SESSION
SESSION-2,31,17,CROSS_SESSION
SESSION-2,32,17,CROSS_SESSION
SESSION-2,33,17,CROSS_SESSION
SESSION-2,34,17,CROSS_SESSION
SESSION-2,35,17,CROSS_SESSION
SESSION-2,36,17,CROSS_SESSION
SESSION-2,37,17,CROSS_SESSION
SESSION-2,38,17,CROSS_SESSION
SESSION-2,39,17,CROSS_SESSION
