seed,episode_id,variant,matches_original,authorized,effect_count,attempts
0,89,ORIGINAL-MEDIATOR,True,True,1,1
0,89,PER-SERVICE-ORAM,True,True,1,1
0,89,UNIFIED-OBLIVIOUS,True,True,1,1
0,89,FIXED-CANONICAL,True,True,1,1
0,89,TRUSTED-LOCAL,True,True,1,1
0,90,ORIGINAL-MEDIATOR,True,False,0,1
0,90,PER-SERVICE-ORAM,True,False,0,1
0,90,UNIFIED-OBLIVIOUS,True,False,0,1
0,90,FIXED-CANONICAL,True,False,0,1
0,90,TRUSTED-LOCAL,True,False,0,1
0,91,ORIGINAL-MEDIATOR,True,True,1,2
0,91,PER-SERVICE-ORAM,True,True,1,2
0,91,UNIFIED-OBLIVIOUS,True,True,1,2
0,91,FIXED-CANONICAL,True,True,1,2
0,91,TRUSTED-LOCAL,True,True,1,2
0,92,ORIGINAL-MEDIATOR,True,False,0,1
0,92,PER-SERVICE-ORAM,True,False,0,1
0,92,UNIFIED-OBLIVIOUS,True,False,0,1
0,92,FIXED-CANONICAL,True,False,0,1
0,92,TRUSTED-LOCAL,True,False,0,1
0,93,ORIGINAL-MEDIATOR,True,True,1,2
0,93,PER-SERVICE-ORAM,True,True,1,2
0,93,UNIFIED-OBLIVIOUS,True,True,1,2
0,93,FIXED-CANONICAL,True,True,1,2
0,93,TRUSTED-LOCAL,True,True,1,2
0,94,ORIGINAL-MEDIATOR,True,True,1,2
0,94,PER-SERVICE-ORAM,True,True,1,2
0,94,UNIFIED-OBLIVIOUS,True,True,1,2
0,94,FIXED-CANONICAL,True,True,1,2
0,94,TRUSTED-LOCAL,True,True,1,2
0,95,ORIGINAL-MEDIATOR,True,True,1,1
0,95,PER-SERVICE-ORAM,True,True,1,1
0,95,UNIFIED-OBLIVIOUS,True,True,1,1
0,95,FIXED-CANONICAL,True,True,1,1
0,95,TRUSTED-LOCAL,True,True,1,1
0,96,ORIGINAL-MEDIATOR,True,True,1,1
0,96,PER-SERVICE-ORAM,True,True,1,1
0,96,UNIFIED-OBLIVIOUS,True,True,1,1
0,96,FIXED-CANONICAL,True,True,1,1
0,96,TRUSTED-LOCAL,True,True,1,1
0,97,ORIGINAL-MEDIATOR,True,True,1,1
0,97,PER-SERVICE-ORAM,True,True,1,1
0,97,UNIFIED-OBLIVIOUS,True,True,1,1
0,97,FIXED-CANONICAL,True,True,1,1
0,97,TRUSTED-LOCAL,True,True,1,1
0,98,ORIGINAL-MEDIATOR,True,False,0,1
0,98,PER-SERVICE-ORAM,True,False,0,1
0,98,UNIFIED-OBLIVIOUS,True,False,0,1
0,98,FIXED-CANONICAL,True,False,0,1
0,98,TRUSTED-LOCAL,True,False,0,1
0,99,ORIGINAL-MEDIATOR,True,True,1,1
0,99,PER-SERVICE-ORAM,True,True,1,1
0,99,UNIFIED-OBLIVIOUS,True,True,1,1
0,99,FIXED-CANONICAL,True,True,1,1
0,99,TRUSTED-LOCAL,True,True,1,1
0,100,ORIGINAL-MEDIATOR,True,True,1,1
0,100,PER-SERVICE-ORAM,True,True,1,1
0,100,UNIFIED-OBLIVIOUS,True,True,1,1
0,100,FIXED-CANONICAL,True,True,1,1
0,100,TRUSTED-LOCAL,True,True,1,1
0,101,ORIGINAL-MEDIATOR,True,True,1,1
0,101,PER-SERVICE-ORAM,True,True,1,1
0,101,UNIFIED-OBLIVIOUS,True,True,1,1
0,101,FIXED-CANONICAL,True,True,1,1
0,101,TRUSTED-LOCAL,True,True,1,1
0,102,ORIGINAL-MEDIATOR,True,False,0,1
0,102,PER-SERVICE-ORAM,True,False,0,1
0,102,UNIFIED-OBLIVIOUS,True,False,0,1
0,102,FIXED-CANONICAL,True,False,0,1
0,102,TRUSTED-LOCAL,True,False,0,1
0,103,ORIGINAL-MEDIATOR,True,True,1,1
0,103,PER-SERVICE-ORAM,True,True,1,1
0,103,UNIFIED-OBLIVIOUS,True,True,1,1
0,103,FIXED-CANONICAL,True,True,1,1
0,103,TRUSTED-LOCAL,True,True,1,1
0,104,ORIGINAL-MEDIATOR,True,False,0,2
0,104,PER-SERVICE-ORAM,True,False,0,2
0,104,UNIFIED-OBLIVIOUS,True,False,0,2
0,104,FIXED-CANONICAL,True,False,0,2
