seed,analysis,secret,variant,feature_level,split,metric,value,chance,permutation
1,mediation_only,requires_history,UNIFIED-OBLIVIOUS,SYMBOLIC,grouped_entity,accuracy,0.5333333333333333,0.5,0.43333333333333335
1,mediation_only,requires_history,UNIFIED-OBLIVIOUS,SYMBOLIC,grouped_entity,macro_f1,0.5333333333333333,0.5,0.4050940466613
1,mediation_only,requires_history,UNIFIED-OBLIVIOUS,SYMBOLIC,grouped_entity,roc_auc,0.5357142857142857,0.5,0.44848098949661447
1,mediation_only,requires_history,UNIFIED-OBLIVIOUS,SYMBOLIC,cross_policy,accuracy,0.4642857142857143,0.5,0.484375
1,mediation_only,requires_history,UNIFIED-OBLIVIOUS,SYMBOLIC,cross_policy,macro_f1,0.44664031620553357,0.5,0.46369980489085866
1,mediation_only,requires_history,UNIFIED-OBLIVIOUS,SYMBOLIC,cross_policy,roc_auc,0.45384615384615384,0.5,0.48367976985067734
1,mediation_only,requires_history,UNIFIED-OBLIVIOUS,SYMBOLIC,cross_task,accuracy,0.4090909090909091,0.5,0.48011363636363635
1,mediation_only,requires_history,UNIFIED-OBLIVIOUS,SYMBOLIC,cross_task,macro_f1,0.2903225806451613,0.5,0.3216459740629492
1,mediation_only,requires_history,UNIFIED-OBLIVIOUS,SYMBOLIC,cross_task,roc_auc,0.5,0.5,0.5
1,mediation_only,requires_history,UNIFIED-OBLIVIOUS,FULL,grouped_entity,accuracy,0.3333333333333333,0.5,0.4270833333333333
1,mediation_only,requires_history,UNIFIED-OBLIVIOUS,FULL,grouped_entity,macro_f1,0.25,0.5,0.40003679512692963
1,mediation_only,requires_history,UNIFIED-OBLIVIOUS,FULL,grouped_entity,roc_auc,0.5446428571428571,0.5,0.44165289282476783
1,mediation_only,requires_history,UNIFIED-OBLIVIOUS,FULL,cross_policy,accuracy,0.6071428571428571,0.5,0.4877232142857143
1,mediation_only,requires_history,UNIFIED-OBLIVIOUS,FULL,cross_policy,macro_f1,0.49918699186991866,0.5,0.4528272313200089
1,mediation_only,requires_history,UNIFIED-OBLIVIOUS,FULL,cross_policy,roc_auc,0.4948717948717949,0.5,0.4883286233911044
1,mediation_only,requires_history,UNIFIED-OBLIVIOUS,FULL,cross_task,accuracy,0.5909090909090909,0.5,0.4758522727272727
1,mediation_only,requires_history,UNIFIED-OBLIVIOUS,FULL,cross_task,macro_f1,0.5900621118012422,0.5,0.3874976544496937
1,mediation_only,requires_history,UNIFIED-OBLIVIOUS,FULL,cross_task,roc_auc,0.5897435897435898,0.5,0.4846247581332809
1,full_trajectory,permission_missing,UNIFIED-OBLIVIOUS,SYMBOLIC,grouped_entity,accuracy,1.0,0.5,0.5125932835820896
1,full_trajectory,permission_missing,UNIFIED-OBLIVIOUS,SYMBOLIC,grouped_entity,macro_f1,1.0,0.5,0.4915260670283628
1,full_trajectory,permission_missing,UNIFIED-OBLIVIOUS,SYMBOLIC,grouped_entity,roc_auc,1.0,0.5,0.5073466260770992
1,full_trajectory,permission_missing,UNIFIED-OBLIVIOUS,SYMBOLIC,cross_policy,accuracy,1.0,0.5,0.5096153846153846
1,full_trajectory,permission_missing,UNIFIED-OBLIVIOUS,SYMBOLIC,cross_policy,macro_f1,1.0,0.5,0.48817897899256063
1,full_trajectory,permission_missing,UNIFIED-OBLIVIOUS,SYMBOLIC,cross_policy,roc_auc,1.0,0.5,0.49472240910381915
1,full_trajectory,permission_missing,UNIFIED-OBLIVIOUS,FULL,grouped_entity,accuracy,1.0,0.5,0.5279850746268657
1,full_trajectory,permission_missing,UNIFIED-OBLIVIOUS,FULL,grouped_entity,macro_f1,1.0,0.5,0.4813319345247237
1,full_trajectory,permission_missing,UNIFIED-OBLIVIOUS,FULL,grouped_entity,roc_auc,1.0,0.5,0.5098745435373592
1,full_trajectory,permission_missing,UNIFIED-OBLIVIOUS,FULL,cross_policy,accuracy,1.0,0.5,0.5285456730769231
1,full_trajectory,permission_missing,UNIFIED-OBLIVIOUS,FULL,cross_policy,macro_f1,1.0,0.5,0.4858025319826549
1,full_trajectory,permission_missing,UNIFIED-OBLIVIOUS,FULL,cross_policy,roc_auc,1.0,0.5,0.502406807087855
1,mediation_only,requires_history,FIXED-CANONICAL,SYMBOLIC,grouped_entity,accuracy,0.4666666666666667,0.5,0.42083333333333334
1,mediation_only,requires_history,FIXED-CANONICAL,SYMBOLIC,grouped_entity,macro_f1,0.3181818181818182,0.5,0.3948816283606464
1,mediation_only,requires_history,FIXED-CANONICAL,SYMBOLIC,grouped_entity,roc_auc,0.5357142857142857,0.5,0.44848098949661447
1,mediation_only,requires_history,FIXED-CANONICAL,SYMBOLIC,cross_policy,accuracy,0.5357142857142857,0.5,0.484375
1,mediation_only,requires_history,FIXED-CANONICAL,SYMBOLIC,cross_policy,macro_f1,0.3488372093023256,0.5,0.45297578001112093
1,mediation_only,requires_history,FIXED-CANONICAL,SYMBOLIC,cross_policy,roc_auc,0.45384615384615384,0.5,0.48367976985067734
1,mediation_only,requires_history,FIXED-CANONICAL,SYMBOLIC,cross_task,accuracy,0.4090909090909091,0.5,0.48011363636363635
1,mediation_only,requires_history,FIXED-CANONICAL,SYMBOLIC,cross_task,macro_f1,0.2903225806451613,0.5,0.3216459740629492
1,mediation_only,requires_history,FIXED-CANONICAL,SYMBOLIC,cross_task,roc_auc,0.5,0.5,0.5
1,mediation_only,requires_history,FIXED-CANONICAL,FULL,grouped_entity,accuracy,0.5333333333333333,0.5,0.475
1,mediation_only,requires_history,FIXED-CANONICAL,FULL,grouped_entity,macro_f1,0.5248868778280543,0.5,0.43898436136124797
1,mediation_only,requires_history,FIXED-CANONICAL,FULL,grouped_entity,roc_auc,0.5,0.5,0.47370865534928036
1,mediation_only,requires_history,FIXED-CANONICAL,FULL,cross_policy,accuracy,0.5357142857142857,0.5,0.4933035714285714
1,mediation_only,requires_history,FIXED-CANONICAL,FULL,cross_policy,macro_f1,0.3488372093023256,0.5,0.440261589650797
1,mediation_only,requires_history,FIXED-CANONICAL,FULL,cross_policy,roc_auc,0.5897435897435898,0.5,0.45243291557552046
1,mediation_only,requires_history,FIXED-CANONICAL,FULL,cross_task,accuracy,0.6363636363636364,0.5,0.5071022727272727
1,mediation_only,requires_history,FIXED-CANONICAL,FULL,cross_task,macro_f1,0.6333333333333333,0.5,0.487427777613126
1,mediation_only,requires_history,FIXED-CANONICAL,FULL,cross_task,roc_auc,0.6025641025641025,0.5,0.4869859977459409
1,full_trajectory,permission_missing,FIXED-CANONICAL,SYMBOLIC,grouped_entity,accuracy,1.0,0.5,0.5177238805970149
1,full_trajectory,permission_missing,FIXED-CANONICAL,SYMBOLIC,grouped_entity,macro_f1,1.0,0.5,0.49344682873873597
1,full_trajectory,permission_missing,FIXED-CANONICAL,SYMBOLIC,grouped_entity,roc_auc,1.0,0.5,0.5139777908140307
1,full_trajectory,permission_missing,FIXED-CANONICAL,SYMBOLIC,cross_policy,accuracy,1.0,0.5,0.5108173076923077
1,full_trajectory,permission_missing,FIXED-CANONICAL,SYMBOLIC,cross_policy,macro_f1,1.0,0.5,0.48822501766986237
1,full_trajectory,permission_missing,FIXED-CANONICAL,SYMBOLIC,cross_policy,roc_auc,1.0,0.5,0.4985596946117325
1,full_trajectory,permission_missing,FIXED-CANONICAL,FULL,grouped_entity,accuracy,1.0,0.5,0.5457089552238806
1,full_trajectory,permission_missing,FIXED-CANONICAL,FULL,grouped_entity,macro_f1,1.0,0.5,0.48146032320859294
1,full_trajectory,permission_missing,FIXED-CANONICAL,FULL,grouped_entity,roc_auc,1.0,0.5,0.517218418234322
1,full_trajectory,permission_missing,FIXED-CANONICAL,FULL,cross_policy,accuracy,1.0,0.5,0.5294471153846154
1,full_trajectory,permission_missing,FIXED-CANONICAL,FULL,cross_policy,macro_f1,1.0,0.5,0.4678070329311365
1,full_trajectory,permission_missing,FIXED-CANONICAL,FULL,cross_policy,roc_auc,1.0,0.5,0.4957837746149244
1,mediation_only,requires_history,TRUSTED-LOCAL,SYMBOLIC,grouped_entity,accuracy,0.4666666666666667,0.5,0.425
1,mediation_only,requires_history,TRUSTED-LOCAL,SYMBOLIC,grouped_entity,macro_f1,0.3181818181818182,0.5,0.38752570303597106
1,mediation_only,requires_history,TRUSTED-LOCAL,SYMBOLIC,grouped_entity,roc_auc,0.5357142857142857,0.5,0.44500876727439226
1,mediation_only,requires_history,TRUSTED-LOCAL,SYMBOLIC,cross_policy,accuracy,0.5357142857142857,0.5,0.4888392857142857
1,mediation_only,requires_history,TRUSTED-LOCAL,SYMBOLIC,cross_policy,macro_f1,0.3488372093023256,0.5,0.4381884839738249
1,mediation_only,requires_history,TRUSTED-LOCAL,SYMBOLIC,cross_policy,roc_auc,0.45384615384615384,0.5,0.48367976985067734
1,mediation_only,requires_history,TRUSTED-LOCAL,SYMBOLIC,cross_task,accuracy,0.4090909090909091,0.5,0.48011363636363635
1,mediation_only,requires_history,TRUSTED-LOCAL,SYMBOLIC,cross_task,macro_f1,0.2903225806451613,0.5,0.3216459740629492
1,mediation_only,requires_history,TRUSTED-LOCAL,SYMBOLIC,cross_task,roc_auc,0.5,0.5,0.5
1,mediation_only,requires_history,TRUSTED-LOCAL,FULL,grouped_entity,accuracy,0.5333333333333333,0.5,0.4395833333333333
1,mediation_only,requires_history,TRUSTED-LOCAL,FULL,grouped_entity,macro_f1,0.49760765550239233,0.5,0.413445880878882
1,mediation_only,requires_history,TRUSTED-LOCAL,FULL,grouped_entity,roc_auc,0.5178571428571429,0.5,0.45487238455988455
1,mediation_only,requires_history,TRUSTED-LOCAL,FULL,cross_policy,accuracy,0.6071428571428571,0.5,0.4933035714285714
1,mediation_only,requires_history,TRUSTED-LOCAL,FULL,cross_policy,macro_f1,0.49918699186991866,0.5,0.44118854591793255
1,mediation_only,requires_history,TRUSTED-LOCAL,FULL,cross_policy,roc_auc,0.5538461538461539,0.5,0.46880483649914695
1,mediation_only,requires_history,TRUSTED-LOCAL,FULL,cross_task,accuracy,0.4090909090909091,0.5,0.5170454545454546
1,mediation_only,requires_history,TRUSTED-LOCAL,FULL,cross_task,macro_f1,0.2903225806451613,0.5,0.4104098569678304
1,mediation_only,requires_history,TRUSTED-LOCAL,FULL,cross_task,roc_auc,0.6153846153846154,0.5,0.5273106776036464
1,full_trajectory,permission_missing,TRUSTED-LOCAL,SYMBOLIC,grouped_entity,accuracy,1.0,0.5,0.5298507462686567
1,full_trajectory,permission_missing,TRUSTED-LOCAL,SYMBOLIC,grouped_entity,macro_f1,1.0,0.5,0.4945688826896419
1,full_trajectory,permission_missing,TRUSTED-LOCAL,SYMBOLIC,grouped_entity,roc_auc,1.0,0.5,0.5141219032380334
1,full_trajectory,permission_missing,TRUSTED-LOCAL,SYMBOLIC,cross_policy,accuracy,1.0,0.5,0.5240384615384616
1,full_trajectory,permission_missing,TRUSTED-LOCAL,SYMBOLIC,cross_policy,macro_f1,1.0,0.5,0.48573276882498334
1,full_trajectory,permission_missing,TRUSTED-LOCAL,SYMBOLIC,cross_policy,roc_auc,1.0,0.5,0.4962609496408038
1,full_trajectory,permission_missing,TRUSTED-LOCAL,FULL,grouped_entity,accuracy,1.0,0.5,0.5452425373134329
1,full_trajectory,permission_missing,TRUSTED-LOCAL,FULL,grouped_entity,macro_f1,1.0,0.5,0.491948515241206
1,full_trajectory,permission_missing,TRUSTED-LOCAL,FULL,grouped_entity,roc_auc,1.0,0.5,0.5117759138381336
1,full_trajectory,permission_missing,TRUSTED-LOCAL,FULL,cross_policy,accuracy,1.0,0.5,0.53515625
1,full_trajectory,permission_missing,TRUSTED-LOCAL,FULL,cross_policy,macro_f1,1.0,0.5,0.48878060389883604
1,full_trajectory,permission_missing,TRUSTED-LOCAL,FULL,cross_policy,roc_auc,1.0,0.5,0.4961056776597401
2,mediation_only,requires_history,ORIGINAL-MEDIATOR,SYMBOLIC,grouped_entity,accuracy,1.0,0.5,0.48848684210526316
2,mediation_only,requires_history,ORIGINAL-MEDIATOR,SYMBOLIC,grouped_entity,macro_f1,1.0,0.5,0.4695631064313971
2,mediation_only,requires_history,ORIGINAL-MEDIATOR,SYMBOLIC,grouped_entity,roc_auc,1.0,0.5,0.4709177107614608
2,mediation_only,requires_history,ORIGINAL-MEDIATOR,SYMBOLIC,cross_policy,accuracy,1.0,0.5,0.51875
2,mediation_only,requires_history,ORIGINAL-MEDIATOR,SYMBOLIC,cross_policy,macro_f1,1.0,0.5,0.49318389052782274
2,mediation_only,requires_history,ORIGINAL-MEDIATOR,SYMBOLIC,cross_policy,roc_auc,1.0,0.5,0.5376140494191481
2,mediation_only,requires_history,ORIGINAL-MEDIATOR,SYMBOLIC,cross_task,accuracy,1.0,0.5,0.5223214285714286
2,mediation_only,requires_history,ORIGINAL-MEDIATOR,SYMBOLIC,cross_task,macro_f1,1.0,0.5,0.4217173785052813
2,mediation_only,requires_history,ORIGINAL-MEDIATOR,SYMBOLIC,cross_task,roc_auc,1.0,0.5,0.5248863028123623
2,mediation_only,requires_history,ORIGINAL-MEDIATOR,FULL,grouped_entity,accuracy,1.0,0.5,0.475328947368421
2,mediation_only,requires_history,ORIGINAL-MEDIATOR,FULL,grouped_entity,macro_f1,1.0,0.5,0.4527253245880416
2,mediation_only,requires_history,ORIGINAL-MEDIATOR,FULL,grouped_entity,roc_auc,1.0,0.5,0.4760118353868354
2,mediation_only,requires_history,ORIGINAL-MEDIATOR,FULL,cross_policy,accuracy,1.0,0.5,0.509375
2,mediation_only,requires_history,ORIGINAL-MEDIATOR,FULL,cross_policy,macro_f1,1.0,0.5,0.4827768845978508
2,mediation_only,requires_history,ORIGINAL-MEDIATOR,FULL,cross_policy,roc_auc,1.0,0.5,0.5260450065880721
2,mediation_only,requires_history,ORIGINAL-MEDIATOR,FULL,cross_task,accuracy,1.0,0.5,0.5290178571428571
2,mediation_only,requires_history,ORIGINAL-MEDIATOR,FULL,cross_task,macro_f1,1.0,0.5,0.46367212610027203
2,mediation_only,requires_history,ORIGINAL-MEDIATOR,FULL,cross_task,roc_auc,1.0,0.5,0.5069476044562256
2,full_trajectory,permission_missing,ORIGINAL-MEDIATOR,SYMBOLIC,grouped_entity,accuracy,1.0,0.5,0.5186567164179104
2,full_trajectory,permission_missing,ORIGINAL-MEDIATOR,SYMBOLIC,grouped_entity,macro_f1,1.0,0.5,0.49407443245749033
2,full_trajectory,permission_missing,ORIGINAL-MEDIATOR,SYMBOLIC,grouped_entity,roc_auc,1.0,0.5,0.5008756052909152
2,full_trajectory,permission_missing,ORIGINAL-MEDIATOR,SYMBOLIC,cross_policy,accuracy,1.0,0.5,0.5119949494949495
2,full_trajectory,permission_missing,ORIGINAL-MEDIATOR,SYMBOLIC,cross_policy,macro_f1,1.0,0.5,0.5002117665700425
2,full_trajectory,permission_missing,ORIGINAL-MEDIATOR,SYMBOLIC,cross_policy,roc_auc,1.0,0.5,0.4953367691411225
2,full_trajectory,permission_missing,ORIGINAL-MEDIATOR,FULL,grouped_entity,accuracy,1.0,0.5,0.5382462686567164
2,full_trajectory,permission_missing,ORIGINAL-MEDIATOR,FULL,grouped_entity,macro_f1,1.0,0.5,0.48694080979735654
2,full_trajectory,permission_missing,ORIGINAL-MEDIATOR,FULL,grouped_entity,roc_auc,1.0,0.5,0.5036131639988144
2,full_trajectory,permission_missing,ORIGINAL-MEDIATOR,FULL,cross_policy,accuracy,1.0,0.5,0.5202020202020202
2,full_trajectory,permission_missing,ORIGINAL-MEDIATOR,FULL,cross_policy,macro_f1,1.0,0.5,0.48596664062114947
2,full_trajectory,permission_missing,ORIGINAL-MEDIATOR,FULL,cross_policy,roc_auc,1.0,0.5,0.49554666476854325
2,mediation_only,requires_history,PER-SERVICE-ORAM,SYMBOLIC,grouped_entity,accuracy,1.0,0.5,0.4868421052631579
2,mediation_only,requires_history,PER-SERVICE-ORAM,SYMBOLIC,grouped_entity,macro_f1,1.0,0.5,0.4701373891281054
2,mediation_only,requires_history,PER-SERVICE-ORAM,SYMBOLIC,grouped_entity,roc_auc,1.0,0.5,0.46976894633144634
2,mediation_only,requires_history,PER-SERVICE-ORAM,SYMBOLIC,cross_policy,accuracy,1.0,0.5,0.51875
2,mediation_only,requires_history,PER-SERVICE-ORAM,SYMBOLIC,cross_policy,macro_f1,1.0,0.5,0.49142607802782273
2,mediation_only,requires_history,PER-SERVICE-ORAM,SYMBOLIC,cross_policy,roc_auc,1.0,0.5,0.5367169202325452
2,mediation_only,requires_history,PER-SERVICE-ORAM,SYMBOLIC,cross_task,accuracy,1.0,0.5,0.5223214285714286
2,mediation_only,requires_history,PER-SERVICE-ORAM,SYMBOLIC,cross_task,macro_f1,1.0,0.5,0.4217173785052813
2,mediation_only,requires_history,PER-SERVICE-ORAM,SYMBOLIC,cross_task,roc_auc,1.0,0.5,0.5248863028123623
2,mediation_only,requires_history,PER-SERVICE-ORAM,FULL,grouped_entity,accuracy,1.0,0.5,0.4605263157894737
2,mediation_only,requires_history,PER-SERVICE-ORAM,FULL,grouped_entity,macro_f1,1.0,0.5,0.44146998172288626
2,mediation_only,requires_history,PER-SERVICE-ORAM,FULL,grouped_entity,roc_auc,1.0,0.5,0.46261876144688646
2,mediation_only,requires_history,PER-SERVICE-ORAM,FULL,cross_policy,accuracy,1.0,0.5,0.5260416666666666
2,mediation_only,requires_history,PER-SERVICE-ORAM,FULL,cross_policy,macro_f1,1.0,0.5,0.5016401007381318
2,mediation_only,requires_history,PER-SERVICE-ORAM,FULL,cross_policy,roc_auc,1.0,0.5,0.5255976955898347
2,mediation_only,requires_history,PER-SERVICE-ORAM,FULL,cross_task,accuracy,1.0,0.5,0.5133928571428571
2,mediation_only,requires_history,PER-SERVICE-ORAM,FULL,cross_task,macro_f1,1.0,0.5,0.47123718842738715
2,mediation_only,requires_history,PER-SERVICE-ORAM,FULL,cross_task,roc_auc,1.0,0.5,0.5087061069889594
2,full_trajectory,permission_missing,PER-SERVICE-ORAM,SYMBOLIC,grouped_entity,accuracy,1.0,0.5,0.5186567164179104
2,full_trajectory,permission_missing,PER-SERVICE-ORAM,SYMBOLIC,grouped_entity,macro_f1,1.0,0.5,0.4947732796763801
2,full_trajectory,permission_missing,PER-SERVICE-ORAM,SYMBOLIC,grouped_entity,roc_auc,1.0,0.5,0.5006220760956341
2,full_trajectory,permission_missing,PER-SERVICE-ORAM,SYMBOLIC,cross_policy,accuracy,1.0,0.5,0.5116792929292929
2,full_trajectory,permission_missing,PER-SERVICE-ORAM,SYMBOLIC,cross_policy,macro_f1,1.0,0.5,0.49948871333691675
2,full_trajectory,permission_missing,PER-SERVICE-ORAM,SYMBOLIC,cross_policy,roc_auc,1.0,0.5,0.4950386117865337
2,full_trajectory,permission_missing,PER-SERVICE-ORAM,FULL,grouped_entity,accuracy,1.0,0.5,0.5494402985074627
2,full_trajectory,permission_missing,PER-SERVICE-ORAM,FULL,grouped_entity,macro_f1,1.0,0.5,0.5031631893724166
2,full_trajectory,permission_missing,PER-SERVICE-ORAM,FULL,grouped_entity,roc_auc,1.0,0.5,0.5143063431634536
2,full_trajectory,permission_missing,PER-SERVICE-ORAM,FULL,cross_policy,accuracy,1.0,0.5,0.5271464646464646
2,full_trajectory,permission_missing,PER-SERVICE-ORAM,FULL,cross_policy,macro_f1,1.0,0.5,0.49387286174792167
2,full_trajectory,permission_missing,PER-SERVICE-ORAM,FULL,cross_policy,roc_auc,1.0,0.5,0.5035717078394345
2,mediation_only,requires_history,UNIFIED-OBLIVIOUS,SYMBOLIC,grouped_entity,accuracy,0.47368421052631576,0.5,0.4901315789473684
2,mediation_only,requires_history,UNIFIED-OBLIVIOUS,SYMBOLIC,grouped_entity,macro_f1,0.4722222222222222,0.5,0.4673931553146454
2,mediation_only,requires_history,UNIFIED-OBLIVIOUS,SYMBOLIC,grouped_entity,roc_auc,0.4943181818181818,0.5,0.47993248071373074
2,mediation_only,requires_history,UNIFIED-OBLIVIOUS,SYMBOLIC,cross_policy,accuracy,0.4666666666666667,0.5,0.5041666666666667
2,mediation_only,requires_history,UNIFIED-OBLIVIOUS,SYMBOLIC,cross_policy,macro_f1,0.4444444444444444,0.5,0.4544672582346188
2,mediation_only,requires_history,UNIFIED-OBLIVIOUS,SYMBOLIC,cross_policy,roc_auc,0.4444444444444444,0.5,0.521729456259255
2,mediation_only,requires_history,UNIFIED-OBLIVIOUS,SYMBOLIC,cross_task,accuracy,0.4642857142857143,0.5,0.5011160714285714
2,mediation_only,requires_history,UNIFIED-OBLIVIOUS,SYMBOLIC,cross_task,macro_f1,0.3170731707317073,0.5,0.33285587558767943
2,mediation_only,requires_history,UNIFIED-OBLIVIOUS,SYMBOLIC,cross_task,roc_auc,0.5,0.5,0.5
2,mediation_only,requires_history,UNIFIED-OBLIVIOUS,FULL,grouped_entity,accuracy,0.42105263157894735,0.5,0.4934210526315789
2,mediation_only,requires_history,UNIFIED-OBLIVIOUS,FULL,grouped_entity,macro_f1,0.39420289855072466,0.5,0.4692071467161486
2,mediation_only,requires_history,UNIFIED-OBLIVIOUS,FULL,grouped_entity,roc_auc,0.4318181818181818,0.5,0.5121128437534688
2,mediation_only,requires_history,UNIFIED-OBLIVIOUS,FULL,cross_policy,accuracy,0.3333333333333333,0.5,0.5239583333333333
2,mediation_only,requires_history,UNIFIED-OBLIVIOUS,FULL,cross_policy,macro_f1,0.3212669683257918,0.5,0.49980712413457806
2,mediation_only,requires_history,UNIFIED-OBLIVIOUS,FULL,cross_policy,roc_auc,0.3958333333333333,0.5,0.5447930428180888
2,mediation_only,requires_history,UNIFIED-OBLIVIOUS,FULL,cross_task,accuracy,0.4642857142857143,0.5,0.5491071428571428
2,mediation_only,requires_history,UNIFIED-OBLIVIOUS,FULL,cross_task,macro_f1,0.42857142857142855,0.5,0.4686738459692089
2,mediation_only,requires_history,UNIFIED-OBLIVIOUS,FULL,cross_task,roc_auc,0.4948717948717949,0.5,0.5599867052438767
2,full_trajectory,permission_missing,UNIFIED-OBLIVIOUS,SYMBOLIC,grouped_entity,accuracy,1.0,0.5,0.5167910447761194
2,full_trajectory,permission_missing,UNIFIED-OBLIVIOUS,SYMBOLIC,grouped_entity,macro_f1,1.0,0.5,0.49447367912151646
2,full_trajectory,permission_missing,UNIFIED-OBLIVIOUS,SYMBOLIC,grouped_entity,roc_auc,1.0,0.5,0.49732092914726594
2,full_trajectory,permission_missing,UNIFIED-OBLIVIOUS,SYMBOLIC,cross_policy,accuracy,1.0,0.5,0.5078914141414141
2,full_trajectory,permission_missing,UNIFIED-OBLIVIOUS,SYMBOLIC,cross_policy,macro_f1,1.0,0.5,0.4870336828073828
2,full_trajectory,permission_missing,UNIFIED-OBLIVIOUS,SYMBOLIC,cross_policy,roc_auc,1.0,0.5,0.4927797667576062
2,full_trajectory,permission_missing,UNIFIED-OBLIVIOUS,FULL,grouped_entity,accuracy,1.0,0.5,0.5377798507462687
2,full_trajectory,permission_missing,UNIFIED-OBLIVIOUS,FULL,grouped_entity,macro_f1,1.0,0.5,0.4960100363810065
2,full_trajectory,permission_missing,UNIFIED-OBLIVIOUS,FULL,grouped_entity,roc_auc,1.0,0.5,0.5167725708651468
2,full_trajectory,permission_missing,UNIFIED-OBLIVIOUS,FULL,cross_policy,accuracy,1.0,0.5,0.5230429292929293
2,full_trajectory,permission_missing,UNIFIED-OBLIVIOUS,FULL,cross_policy,macro_f1,1.0,0.5,0.4819173688944682
2,full_trajectory,permission_missing,UNIFIED-OBLIVIOUS,FULL,cross_policy,roc_auc,1.0,0.5,0.49356203141395266
2,mediation_only,requires_history,FIXED-CANONICAL,SYMBOLIC,grouped_entity,accuracy,0.47368421052631576,0.5,0.4901315789473684
2,mediation_only,requires_history,FIXED-CANONICAL,SYMBOLIC,grouped_entity,macro_f1,0.4722222222222222,0.5,0.4673931553146454
2,mediation_only,requires_history,FIXED-CANONICAL,SYMBOLIC,grouped_entity,roc_auc,0.4943181818181818,0.5,0.47993248071373074
2,mediation_only,requires_history,FIXED-CANONICAL,SYMBOLIC,cross_policy,accuracy,0.4666666666666667,0.5,0.5041666666666667
2,mediation_only,requires_history,FIXED-CANONICAL,SYMBOLIC,cross_policy,macro_f1,0.4444444444444444,0.5,0.4544672582346188
2,mediation_only,requires_history,FIXED-CANONICAL,SYMBOLIC,cross_policy,roc_auc,0.4444444444444444,0.5,0.521729456259255
2,mediation_only,requires_history,FIXED-CANONICAL,SYMBOLIC,cross_task,accuracy,0.4642857142857143,0.5,0.5011160714285714
2,mediation_only,requires_history,FIXED-CANONICAL,SYMBOLIC,cross_task,macro_f1,0.3170731707317073,0.5,0.33285587558767943
2,mediation_only,requires_history,FIXED-CANONICAL,SYMBOLIC,cross_task,roc_auc,0.5,0.5,0.5
2,mediation_only,requires_history,FIXED-CANONICAL,FULL,grouped_entity,accuracy,0.5263157894736842,0.5,0.46546052631578944
2,mediation_only,requires_history,FIXED-CANONICAL,FULL,grouped_entity,macro_f1,0.47384615384615386,0.5,0.43275257046678584
2,mediation_only,requires_history,FIXED-CANONICAL,FULL,grouped_entity,roc_auc,0.4431818181818182,0.5,0.45668320394882894
2,mediation_only,requires_history,FIXED-CANONICAL,FULL,cross_policy,accuracy,0.4,0.5,0.446875
2,mediation_only,requires_history,FIXED-CANONICAL,FULL,cross_policy,macro_f1,0.3891402714932127,0.5,0.41115242323949824
2,mediation_only,requires_history,FIXED-CANONICAL,FULL,cross_policy,roc_auc,0.43287037037037035,0.5,0.47670592142026935
2,mediation_only,requires_history,FIXED-CANONICAL,FULL,cross_task,accuracy,0.39285714285714285,0.5,0.5
2,mediation_only,requires_history,FIXED-CANONICAL,FULL,cross_task,macro_f1,0.3728590250329381,0.5,0.4760977469344036
2,mediation_only,requires_history,FIXED-CANONICAL,FULL,cross_task,roc_auc,0.44871794871794873,0.5,0.4742743468614903
2,full_trajectory,permission_missing,FIXED-CANONICAL,SYMBOLIC,grouped_entity,accuracy,1.0,0.5,0.5177238805970149
2,full_trajectory,permission_missing,FIXED-CANONICAL,SYMBOLIC,grouped_entity,macro_f1,1.0,0.5,0.4916386795961645
2,full_trajectory,permission_missing,FIXED-CANONICAL,SYMBOLIC,grouped_entity,roc_auc,1.0,0.5,0.5009405559658044
2,full_trajectory,permission_missing,FIXED-CANONICAL,SYMBOLIC,cross_policy,accuracy,1.0,0.5,0.5053661616161617
2,full_trajectory,permission_missing,FIXED-CANONICAL,SYMBOLIC,cross_policy,macro_f1,1.0,0.5,0.49242596868661165
2,full_trajectory,permission_missing,FIXED-CANONICAL,SYMBOLIC,cross_policy,roc_auc,1.0,0.5,0.49539817588390345
2,full_trajectory,permission_missing,FIXED-CANONICAL,FULL,grouped_entity,accuracy,1.0,0.5,0.5410447761194029
2,full_trajectory,permission_missing,FIXED-CANONICAL,FULL,grouped_entity,macro_f1,1.0,0.5,0.4803763716460298
2,full_trajectory,permission_missing,FIXED-CANONICAL,FULL,grouped_entity,roc_auc,1.0,0.5,0.5169999660696526
2,full_trajectory,permission_missing,FIXED-CANONICAL,FULL,cross_policy,accuracy,1.0,0.5,0.5344065656565656
2,full_trajectory,permission_missing,FIXED-CANONICAL,FULL,cross_policy,macro_f1,1.0,0.5,0.47844802470458575
2,full_trajectory,permission_missing,FIXED-CANONICAL,FULL,cross_policy,roc_auc,1.0,0.5,0.49761258364974587
2,mediation_only,requires_history,TRUSTED-LOCAL,SYMBOLIC,grouped_entity,accuracy,0.42105263157894735,0.5,0.4851973684210526
2,mediation_only,requires_history,TRUSTED-LOCAL,SYMBOLIC,grouped_entity,macro_f1,0.2962962962962963,0.5,0.4585968590183491
2,mediation_only,requires_history,TRUSTED-LOCAL,SYMBOLIC,grouped_entity,roc_auc,0.4943181818181818,0.5,0.47993248071373074
2,mediation_only,requires_history,TRUSTED-LOCAL,SYMBOLIC,cross_policy,accuracy,0.4666666666666667,0.5,0.5041666666666667
