baseline,real_operations,attempted_repetitions,measured_repetitions,metric,median,p95,mean,stddev
B4_PIR_PLUS_FIXED_TRANSCRIPT_EXTERNAL,10,30,0,peak_rss_bytes,,,,
B4_PIR_PLUS_FIXED_TRANSCRIPT_EXTERNAL,25,30,30,logical_action_latency_ms,38.45330654,39.87460172,38.48712952266666,0.9060551848275845
B4_PIR_PLUS_FIXED_TRANSCRIPT_EXTERNAL,25,30,30,framework_result_latency_ms,38.45330654,39.87460172,38.48712952266666,0.9060551848275845
B4_PIR_PLUS_FIXED_TRANSCRIPT_EXTERNAL,25,30,30,session_wall_ms,4386.0125515,4530.94311,4396.983133966667,47.28478503021248
B4_PIR_PLUS_FIXED_TRANSCRIPT_EXTERNAL,25,30,30,bytes_sent,384124.0,384124.0,384124.0,0.0
B4_PIR_PLUS_FIXED_TRANSCRIPT_EXTERNAL,25,30,30,bytes_received,284800.0,284800.0,284800.0,0.0
B4_PIR_PLUS_FIXED_TRANSCRIPT_EXTERNAL,25,30,30,pir_request_bytes,7000.0,7000.0,7000.0,0.0
B4_PIR_PLUS_FIXED_TRANSCRIPT_EXTERNAL,25,30,30,pir_response_bytes,82400.0,82400.0,82400.0,0.0
B4_PIR_PLUS_FIXED_TRANSCRIPT_EXTERNAL,25,30,30,total_bytes,758324.0,758324.0,758324.0,0.0
B4_PIR_PLUS_FIXED_TRANSCRIPT_EXTERNAL,25,30,0,cpu_ms,,,,
B4_PIR_PLUS_FIXED_TRANSCRIPT_EXTERNAL,25,30,0,peak_rss_bytes,,,,
B4_PIR_PLUS_FIXED_TRANSCRIPT_EXTERNAL,50,30,30,logical_action_latency_ms,31.02085229,31.66901786,30.846024353333334,0.5486888875775399
B4_PIR_PLUS_FIXED_TRANSCRIPT_EXTERNAL,50,30,30,framework_result_latency_ms,31.02085229,31.66901786,30.846024353333334,0.5486888875775399
B4_PIR_PLUS_FIXED_TRANSCRIPT_EXTERNAL,50,30,30,session_wall_ms,4395.71771,4430.663898,4395.473123366666,19.542432919075384
B4_PIR_PLUS_FIXED_TRANSCRIPT_EXTERNAL,50,30,30,bytes_sent,384124.0,384124.0,384124.0,0.0
B4_PIR_PLUS_FIXED_TRANSCRIPT_EXTERNAL,50,30,30,bytes_received,284800.0,284800.0,284800.0,0.0
B4_PIR_PLUS_FIXED_TRANSCRIPT_EXTERNAL,50,30,30,pir_request_bytes,14000.0,14000.0,14000.0,0.0
B4_PIR_PLUS_FIXED_TRANSCRIPT_EXTERNAL,50,30,30,pir_response_bytes,164800.0,164800.0,164800.0,0.0
B4_PIR_PLUS_FIXED_TRANSCRIPT_EXTERNAL,50,30,30,total_bytes,847724.0,847724.0,847724.0,0.0
B4_PIR_PLUS_FIXED_TRANSCRIPT_EXTERNAL,50,30,0,cpu_ms,,,,
B4_PIR_PLUS_FIXED_TRANSCRIPT_EXTERNAL,50,30,0,peak_rss_bytes,,,,
B5_FULL_STRICT,1,30,30,logical_action_latency_ms,441.120271,463.345533,443.6960101,11.199616065292263
B5_FULL_STRICT,1,30,30,framework_result_latency_ms,441.120271,463.345533,443.6960101,11.199616065292263
B5_FULL_STRICT,1,30,30,session_wall_ms,4383.6968945,4404.877249,4381.6683962,14.439254655906518
B5_FULL_STRICT,1,30,30,bytes_sent,384124.0,384124.0,384124.0,0.0
B5_FULL_STRICT,1,30,30,bytes_received,284800.0,284800.0,284800.0,0.0
B5_FULL_STRICT,1,30,30,pir_request_bytes,280.0,280.0,280.0,0.0
B5_FULL_STRICT,1,30,30,pir_response_bytes,3296.0,3296.0,3296.0,0.0
B5_FULL_STRICT,1,30,30,total_bytes,672500.0,672500.0,672500.0,0.0
B5_FULL_STRICT,1,30,0,cpu_ms,,,,
B5_FULL_STRICT,1,30,0,peak_rss_bytes,,,,
B5_FULL_STRICT,5,30,30,logical_action_latency_ms,105.47975890000001,108.57065259999999,105.58127236,1.7970333860450927
B5_FULL_STRICT,5,30,30,framework_result_latency_ms,105.47975890000001,108.57065259999999,105.58127236,1.7970333860450927
B5_FULL_STRICT,5,30,30,session_wall_ms,4401.399520499999,4420.591961,4399.3686569,14.929094044150627
B5_FULL_STRICT,5,30,30,bytes_sent,384124.0,384124.0,384124.0,0.0
B5_FULL_STRICT,5,30,30,bytes_received,284800.0,284800.0,284800.0,0.0
B5_FULL_STRICT,5,30,30,pir_request_bytes,1400.0,1400.0,1400.0,0.0
B5_FULL_STRICT,5,30,30,pir_response_bytes,16480.0,16480.0,16480.0,0.0
B5_FULL_STRICT,5,30,30,total_bytes,686804.0,686804.0,686804.0,0.0
B5_FULL_STRICT,5,30,0,cpu_ms,,,,
B5_FULL_STRICT,5,30,0,peak_rss_bytes,,,,
B5_FULL_STRICT,10,30,30,logical_action_latency_ms,62.23963655,65.0608898,62.46748836333333,1.5118907619919755
B5_FULL_STRICT,10,30,30,framework_result_latency_ms,62.23963655,65.0608898,62.46748836333333,1.5118907619919755
B5_FULL_STRICT,10,30,30,session_wall_ms,4403.829736,4431.485198,4402.123329366666,20.711380637925707
B5_FULL_STRICT,10,30,30,bytes_sent,384124.0,384124.0,384124.0,0.0
B5_FULL_STRICT,10,30,30,bytes_received,284800.0,284800.0,284800.0,0.0
B5_FULL_STRICT,10,30,30,pir_request_bytes,2800.0,2800.0,2800.0,0.0
B5_FULL_STRICT,10,30,30,pir_response_bytes,32960.0,32960.0,32960.0,0.0
B5_FULL_STRICT,10,30,30,total_bytes,704684.0,704684.0,704684.0,0.0
B5_FULL_STRICT,10,30,0,cpu_ms,,,,
B5_FULL_STRICT,10,30,0,peak_rss_bytes,,,,
B5_FULL_STRICT,25,30,30,logical_action_latency_ms,38.6726124,44.35789544,39.91632548133333,5.928734455339201
B5_FULL_STRICT,25,30,30,framework_result_latency_ms,38.6726124,44.35789544,39.91632548133333,5.928734455339201
B5_FULL_STRICT,25,30,30,session_wall_ms,4378.8995655,4420.66322,4418.3225402,231.59488827885986
B5_FULL_STRICT,25,30,30,bytes_sent,384124.0,384124.0,371319.86666666664,68952.36821252448
B5_FULL_STRICT,25,30,30,bytes_received,284800.0,284800.0,275306.6666666667,51123.164569063556
B5_FULL_STRICT,25,30,30,pir_request_bytes,7000.0,7000.0,7000.0,0.0
B5_FULL_STRICT,25,30,30,pir_response_bytes,82400.0,82400.0,82400.0,0.0
B5_FULL_STRICT,25,30,30,total_bytes,758324.0,758324.0,736026.5333333333,120075.53278158803
B5_FULL_STRICT,25,30,26,cpu_ms,2510.344,2616.84,2544.2944231153847,231.53043496868364
B5_FULL_STRICT,25,30,26,peak_rss_bytes,131753984.0,134942720.0,129519143.38461539,5888045.598514457
B5_FULL_STRICT,50,30,27,logical_action_latency_ms,31.317809080000004,33.46091982,31.520056977777777,1.238549196350933
B5_FULL_STRICT,50,30,27,framework_result_latency_ms,31.317809080000004,33.46091982,31.520056977777777,1.238549196350933
B5_FULL_STRICT,50,30,30,session_wall_ms,4389.4137885,4423.961147,4384.728382766667,27.295880181020593
B5_FULL_STRICT,50,30,30,bytes_sent,384124.0,384124.0,384124.0,0.0
B5_FULL_STRICT,50,30,30,bytes_received,284800.0,284800.0,284800.0,0.0
B5_FULL_STRICT,50,30,30,pir_request_bytes,14000.0,14000.0,14000.0,0.0
B5_FULL_STRICT,50,30,30,pir_response_bytes,164800.0,164800.0,164800.0,0.0
B5_FULL_STRICT,50,30,30,total_bytes,847724.0,847724.0,847724.0,0.0
B5_FULL_STRICT,50,30,30,cpu_ms,3572.8105,3779.015001,3523.6103,173.62550229508398
B5_FULL_STRICT,50,30,30,peak_rss_bytes,137934848.0,138125312.0,137581499.73333332,810413.1608006266
