admitted_real_agent_accesses,agent_access_bytes,agent_loader_failures,dummy_heavy_agent_executions,dummy_heavy_llm_executions,dummy_heavy_tool_executions,dummy_pir_queries,dummy_psi_queries,first_agent_retrieval_latency_ms,framework,framework_agent_as_tool_invocations,framework_model_invocations,gateway_bytes,gateway_public_sessions,gateway_relay_cells,overflow_count,profile_capacity_failures,profile_conformance,public_profile_instances,public_session_wall_ms,real_agent_executions,real_external_tool_api_calls,real_pir_queries,real_psi_queries,real_remote_llm_calls,repetition,retrieval_count,retrieval_failures,retrieval_latencies_ms_json,run_id,scheduled_agent_access_slots,semantic_applicable,semantic_success,silent_loss_count,source_campaign,task_latency_ms,total_agent_resolution_latency_ms,total_public_bytes,workload
0,9405600,0,0,0,0,4,4,,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7037.526682,0,0,0,0,0,15,0,0,[],V15C-174-OPENAI-IDLE_PROFILE_ONLY-R15,4,False,,0,V15D_P0_CORE,1147.791919,,10384559,IDLE_PROFILE_ONLY
1,9405600,0,0,0,0,3,3,483.906465,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7069.810424,1,0,1,1,0,15,1,0,[483.906465],V15C-175-MICROSOFT-PROVISIONED_ORDINARY-R15,4,True,True,0,V15D_P0_CORE,1168.413364,483.906465,10384559,PROVISIONED_ORDINARY
1,9405600,0,0,0,0,4,3,7256.071272,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7256.071272,1,0,0,1,0,15,1,0,[7256.071272],V15C-176-MICROSOFT-UNPROVISIONED_ORDINARY-R15,4,True,True,0,V15D_P0_CORE,7258.799162,7256.071272,10384559,UNPROVISIONED_ORDINARY
2,9405600,0,0,0,0,2,2,463.035964,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7009.773967,2,0,2,2,0,15,2,0,"[463.035964, 685.757564]",V15C-177-MICROSOFT-NESTED_AGENT_AS_TOOL-R15,4,True,True,0,V15D_P0_CORE,1151.100426,1148.793528,10384559,PROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,1,1,438.473927,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7038.633941,3,0,3,3,0,15,3,0,"[438.473927, 796.564757, 1153.816725]",V15C-178-MICROSOFT-REPEATED_AGENT-R15,4,True,True,0,V15D_P0_CORE,1156.925354,2388.855409,10384559,REPEATED_AGENT
0,9405600,0,0,0,0,4,4,,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,6984.001303,0,0,0,0,0,15,0,0,[],V15C-180-MICROSOFT-IDLE_PROFILE_ONLY-R15,4,False,,0,V15D_P0_CORE,1130.496259,,10384559,IDLE_PROFILE_ONLY
1,9405600,0,0,0,0,3,3,460.14998,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7075.824707,1,0,1,1,0,16,1,0,[460.14998],V15C-181-OPENAI-PROVISIONED_ORDINARY-R16,4,True,True,0,V15D_P0_CORE,1179.734834,460.14998,10384559,PROVISIONED_ORDINARY
1,9405600,0,0,0,0,4,3,7282.646621,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7282.646621,1,0,0,1,0,16,1,0,[7282.646621],V15C-182-OPENAI-UNPROVISIONED_ORDINARY-R16,4,True,True,0,V15D_P0_CORE,7286.406898,7282.646621,10384559,UNPROVISIONED_ORDINARY
2,9405600,0,0,0,0,2,2,488.170087,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7036.464018,2,0,2,2,0,16,2,0,"[488.170087, 688.269315]",V15C-183-OPENAI-NESTED_AGENT_AS_TOOL-R16,4,True,True,0,V15D_P0_CORE,1190.632797,1176.439402,10384559,PROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,1,1,462.593666,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7059.771964,3,0,3,3,0,16,3,0,"[462.593666, 810.151554, 1182.124369]",V15C-184-OPENAI-REPEATED_AGENT-R16,4,True,True,0,V15D_P0_CORE,1188.223607,2454.869589,10384559,REPEATED_AGENT
0,9405600,0,0,0,0,4,4,,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7080.314902,0,0,0,0,0,16,0,0,[],V15C-186-OPENAI-IDLE_PROFILE_ONLY-R16,4,False,,0,V15D_P0_CORE,1182.649608,,10384559,IDLE_PROFILE_ONLY
1,9405600,0,0,0,0,3,3,460.611096,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7031.598216,1,0,1,1,0,16,1,0,[460.611096],V15C-187-MICROSOFT-PROVISIONED_ORDINARY-R16,4,True,True,0,V15D_P0_CORE,1150.321925,460.611096,10384559,PROVISIONED_ORDINARY
1,9405600,0,0,0,0,4,3,7233.794718,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7233.794718,1,0,0,1,0,16,1,0,[7233.794718],V15C-188-MICROSOFT-UNPROVISIONED_ORDINARY-R16,4,True,True,0,V15D_P0_CORE,7235.008379,7233.794718,10384559,UNPROVISIONED_ORDINARY
2,9405600,0,0,0,0,2,2,470.209323,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7032.202705,2,0,2,2,0,16,2,0,"[470.209323, 664.935068]",V15C-189-MICROSOFT-NESTED_AGENT_AS_TOOL-R16,4,True,True,0,V15D_P0_CORE,1141.117391,1135.144391,10384559,PROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,1,1,465.375836,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7059.837396,3,0,3,3,0,16,3,0,"[465.375836, 816.125092, 1160.738529]",V15C-190-MICROSOFT-REPEATED_AGENT-R16,4,True,True,0,V15D_P0_CORE,1166.27106,2442.239457,10384559,REPEATED_AGENT
0,9405600,0,0,0,0,4,4,,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7029.636756,0,0,0,0,0,16,0,0,[],V15C-192-MICROSOFT-IDLE_PROFILE_ONLY-R16,4,False,,0,V15D_P0_CORE,1165.467013,,10384559,IDLE_PROFILE_ONLY
1,9405600,0,0,0,0,3,3,428.77075,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7055.3243,1,0,1,1,0,17,1,0,[428.77075],V15C-193-OPENAI-PROVISIONED_ORDINARY-R17,4,True,True,0,V15D_P0_CORE,1165.559853,428.77075,10384559,PROVISIONED_ORDINARY
1,9405600,0,0,0,0,4,3,8055.601158,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,8055.601158,1,0,0,1,0,17,1,0,[8055.601158],V15C-194-OPENAI-UNPROVISIONED_ORDINARY-R17,4,True,True,0,V15D_P0_CORE,8058.598048,8055.601158,10384559,UNPROVISIONED_ORDINARY
2,9405600,0,0,0,0,2,2,448.32946,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7023.579177,2,0,2,2,0,17,2,0,"[448.32946, 703.980322]",V15C-195-OPENAI-NESTED_AGENT_AS_TOOL-R17,4,True,True,0,V15D_P0_CORE,1159.292709,1152.309782,10384559,PROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,1,1,434.359898,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7045.731165,3,0,3,3,0,17,3,0,"[434.359898, 785.047818, 1156.102656]",V15C-196-OPENAI-REPEATED_AGENT-R17,4,True,True,0,V15D_P0_CORE,1162.282078,2375.510372,10384559,REPEATED_AGENT
0,9405600,0,0,0,0,4,4,,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7011.119375,0,0,0,0,0,17,0,0,[],V15C-198-OPENAI-IDLE_PROFILE_ONLY-R17,4,False,,0,V15D_P0_CORE,1162.706904,,10384559,IDLE_PROFILE_ONLY
1,9405600,0,0,0,0,3,3,464.470666,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7068.349739,1,0,1,1,0,17,1,0,[464.470666],V15C-199-MICROSOFT-PROVISIONED_ORDINARY-R17,4,True,True,0,V15D_P0_CORE,1169.843226,464.470666,10384559,PROVISIONED_ORDINARY
1,9405600,0,0,0,0,4,3,7287.391517,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7287.391517,1,0,0,1,0,17,1,0,[7287.391517],V15C-200-MICROSOFT-UNPROVISIONED_ORDINARY-R17,4,True,True,0,V15D_P0_CORE,7289.888569,7287.391517,10384559,UNPROVISIONED_ORDINARY
2,9405600,0,0,0,0,2,2,472.792242,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7081.505275,2,0,2,2,0,17,2,0,"[472.792242, 694.3888]",V15C-201-MICROSOFT-NESTED_AGENT_AS_TOOL-R17,4,True,True,0,V15D_P0_CORE,1175.879004,1167.181042,10384559,PROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,1,1,463.66155,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7082.076435,3,0,3,3,0,17,3,0,"[463.66155, 818.538241, 1171.378022]",V15C-202-MICROSOFT-REPEATED_AGENT-R17,4,True,True,0,V15D_P0_CORE,1176.84586,2453.577813,10384559,REPEATED_AGENT
0,9405600,0,0,0,0,4,4,,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7070.417788,0,0,0,0,0,17,0,0,[],V15C-204-MICROSOFT-IDLE_PROFILE_ONLY-R17,4,False,,0,V15D_P0_CORE,1174.328137,,10384559,IDLE_PROFILE_ONLY
1,9405600,0,0,0,0,3,3,469.904803,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7075.047799,1,0,1,1,0,18,1,0,[469.904803],V15C-205-OPENAI-PROVISIONED_ORDINARY-R18,4,True,True,0,V15D_P0_CORE,1178.984244,469.904803,10384559,PROVISIONED_ORDINARY
1,9405600,0,0,0,0,4,3,7287.897049,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7287.897049,1,0,0,1,0,18,1,0,[7287.897049],V15C-206-OPENAI-UNPROVISIONED_ORDINARY-R18,4,True,True,0,V15D_P0_CORE,7293.853346,7287.897049,10384559,UNPROVISIONED_ORDINARY
2,9405600,0,0,0,0,2,2,465.067628,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7088.9726,2,0,2,2,0,18,2,0,"[465.067628, 699.727144]",V15C-207-OPENAI-NESTED_AGENT_AS_TOOL-R18,4,True,True,0,V15D_P0_CORE,1188.464097,1164.794772,10384559,PROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,1,1,434.790511,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7058.716471,3,0,3,3,0,18,3,0,"[434.790511, 818.495171, 1149.955221]",V15C-208-OPENAI-REPEATED_AGENT-R18,4,True,True,0,V15D_P0_CORE,1162.813523,2403.240903,10384559,REPEATED_AGENT
0,9405600,0,0,0,0,4,4,,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7083.809695,0,0,0,0,0,18,0,0,[],V15C-210-OPENAI-IDLE_PROFILE_ONLY-R18,4,False,,0,V15D_P0_CORE,1174.833907,,10384559,IDLE_PROFILE_ONLY
1,9405600,0,0,0,0,3,3,468.887256,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7052.696067,1,0,1,1,0,18,1,0,[468.887256],V15C-211-MICROSOFT-PROVISIONED_ORDINARY-R18,4,True,True,0,V15D_P0_CORE,1153.975275,468.887256,10384559,PROVISIONED_ORDINARY
1,9405600,0,0,0,0,4,3,7290.47919,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7290.47919,1,0,0,1,0,18,1,0,[7290.47919],V15C-212-MICROSOFT-UNPROVISIONED_ORDINARY-R18,4,True,True,0,V15D_P0_CORE,7292.839046,7290.47919,10384559,UNPROVISIONED_ORDINARY
2,9405600,0,0,0,0,2,2,439.453097,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7072.786646,2,0,2,2,0,18,2,0,"[439.453097, 733.405694]",V15C-213-MICROSOFT-NESTED_AGENT_AS_TOOL-R18,4,True,True,0,V15D_P0_CORE,1178.8399,1172.858791,10384559,PROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,1,1,484.523922,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7048.432102,3,0,3,3,0,18,3,0,"[484.523922, 817.253429, 1147.368166]",V15C-214-MICROSOFT-REPEATED_AGENT-R18,4,True,True,0,V15D_P0_CORE,1152.959362,2449.145517,10384559,REPEATED_AGENT
0,9405600,0,0,0,0,4,4,,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7094.735262,0,0,0,0,0,18,0,0,[],V15C-216-MICROSOFT-IDLE_PROFILE_ONLY-R18,4,False,,0,V15D_P0_CORE,1169.857495,,10384559,IDLE_PROFILE_ONLY
1,9405600,0,0,0,0,3,3,461.729447,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7068.220809,1,0,1,1,0,19,1,0,[461.729447],V15C-217-OPENAI-PROVISIONED_ORDINARY-R19,4,True,True,0,V15D_P0_CORE,1169.607122,461.729447,10384559,PROVISIONED_ORDINARY
1,9405600,0,0,0,0,4,3,7440.571505,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7440.571505,1,0,0,1,0,19,1,0,[7440.571505],V15C-218-OPENAI-UNPROVISIONED_ORDINARY-R19,4,True,True,0,V15D_P0_CORE,7447.817098,7440.571505,10384559,UNPROVISIONED_ORDINARY
2,9405600,0,0,0,0,2,2,460.85249,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7087.635003,2,0,2,2,0,19,2,0,"[460.85249, 704.115121]",V15C-219-OPENAI-NESTED_AGENT_AS_TOOL-R19,4,True,True,0,V15D_P0_CORE,1187.45748,1164.967611,10384559,PROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,1,1,445.555097,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7053.998056,3,0,3,3,0,19,3,0,"[445.555097, 807.054897, 1134.658481]",V15C-220-OPENAI-REPEATED_AGENT-R19,4,True,True,0,V15D_P0_CORE,1157.003588,2387.268475,10384559,REPEATED_AGENT
0,9405600,0,0,0,0,4,4,,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7065.35493,0,0,0,0,0,19,0,0,[],V15C-222-OPENAI-IDLE_PROFILE_ONLY-R19,4,False,,0,V15D_P0_CORE,1163.236408,,10384559,IDLE_PROFILE_ONLY
1,9405600,0,0,0,0,3,3,451.626876,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7064.031332,1,0,1,1,0,19,1,0,[451.626876],V15C-223-MICROSOFT-PROVISIONED_ORDINARY-R19,4,True,True,0,V15D_P0_CORE,1156.750474,451.626876,10384559,PROVISIONED_ORDINARY
1,9405600,0,0,0,0,4,3,7301.38038,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7301.38038,1,0,0,1,0,19,1,0,[7301.38038],V15C-224-MICROSOFT-UNPROVISIONED_ORDINARY-R19,4,True,True,0,V15D_P0_CORE,7303.675615,7301.38038,10384559,UNPROVISIONED_ORDINARY
2,9405600,0,0,0,0,2,2,443.0315,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7075.805011,2,0,2,2,0,19,2,0,"[443.0315, 719.467757]",V15C-225-MICROSOFT-NESTED_AGENT_AS_TOOL-R19,4,True,True,0,V15D_P0_CORE,1168.291051,1162.499257,10384559,PROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,1,1,474.632536,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7054.776921,3,0,3,3,0,19,3,0,"[474.632536, 810.716695, 1182.529869]",V15C-226-MICROSOFT-REPEATED_AGENT-R19,4,True,True,0,V15D_P0_CORE,1187.946832,2467.8791,10384559,REPEATED_AGENT
0,9405600,0,0,0,0,4,4,,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7063.381257,0,0,0,0,0,19,0,0,[],V15C-228-MICROSOFT-IDLE_PROFILE_ONLY-R19,4,False,,0,V15D_P0_CORE,1169.439674,,10384559,IDLE_PROFILE_ONLY
1,9405600,0,0,0,0,3,3,459.666487,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7062.401354,1,0,1,1,0,20,1,0,[459.666487],V15C-229-OPENAI-PROVISIONED_ORDINARY-R20,4,True,True,0,V15D_P0_CORE,1163.339141,459.666487,10384559,PROVISIONED_ORDINARY
1,9405600,0,0,0,0,4,3,7297.641691,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7297.641691,1,0,0,1,0,20,1,0,[7297.641691],V15C-230-OPENAI-UNPROVISIONED_ORDINARY-R20,4,True,True,0,V15D_P0_CORE,7305.116731,7297.641691,10384559,UNPROVISIONED_ORDINARY
2,9405600,0,0,0,0,2,2,439.662385,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7033.792074,2,0,2,2,0,20,2,0,"[439.662385, 708.069806]",V15C-231-OPENAI-NESTED_AGENT_AS_TOOL-R20,4,True,True,0,V15D_P0_CORE,1154.729543,1147.732191,10384559,PROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,1,1,465.091554,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7069.67907,3,0,3,3,0,20,3,0,"[465.091554, 818.753229, 1162.102564]",V15C-232-OPENAI-REPEATED_AGENT-R20,4,True,True,0,V15D_P0_CORE,1168.209768,2445.9473470000003,10384559,REPEATED_AGENT
0,9405600,0,0,0,0,4,4,,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7142.578488,0,0,0,0,0,20,0,0,[],V15C-234-OPENAI-IDLE_PROFILE_ONLY-R20,4,False,,0,V15D_P0_CORE,1155.58868,,10384559,IDLE_PROFILE_ONLY
1,9405600,0,0,0,0,3,3,453.698828,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7091.005779,1,0,1,1,0,20,1,0,[453.698828],V15C-235-MICROSOFT-PROVISIONED_ORDINARY-R20,4,True,True,0,V15D_P0_CORE,1175.009201,453.698828,10384559,PROVISIONED_ORDINARY
1,9405600,0,0,0,0,4,3,7362.621913,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7362.621913,1,0,0,1,0,20,1,0,[7362.621913],V15C-236-MICROSOFT-UNPROVISIONED_ORDINARY-R20,4,True,True,0,V15D_P0_CORE,7365.400224,7362.621913,10384559,UNPROVISIONED_ORDINARY
2,9405600,0,0,0,0,2,2,465.572131,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7044.158039,2,0,2,2,0,20,2,0,"[465.572131, 702.902762]",V15C-237-MICROSOFT-NESTED_AGENT_AS_TOOL-R20,4,True,True,0,V15D_P0_CORE,1174.467251,1168.474893,10384559,PROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,1,1,458.32484,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7034.650378,3,0,3,3,0,20,3,0,"[458.32484, 817.51017, 1150.569814]",V15C-238-MICROSOFT-REPEATED_AGENT-R20,4,True,True,0,V15D_P0_CORE,1152.627332,2426.404824,10384559,REPEATED_AGENT
0,9405600,0,0,0,0,4,4,,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7101.561706,0,0,0,0,0,20,0,0,[],V15C-240-MICROSOFT-IDLE_PROFILE_ONLY-R20,4,False,,0,V15D_P0_CORE,1169.555633,,10384559,IDLE_PROFILE_ONLY
2,18811200,0,0,0,0,8,6,7320.262689,OpenAI Agents SDK,1,3,1957918,2,1042,0,0,True,2,14620.157268,2,0,0,2,0,1,2,0,"[7320.262689, 7298.559326]",V15D-SUP-001-OPENAI-UNPROVISIONED_NESTED_AGENT_AS_TOOL-R1,8,True,True,0,V15D_P0_SUPPLEMENT,16210.166865,14618.822015,20769118,UNPROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,2,1,460.170182,OpenAI Agents SDK,1,4,978959,1,521,0,0,True,1,7371.780946,3,0,2,3,0,1,3,0,"[460.170182, 704.358919, 7371.779252]",V15D-SUP-002-OPENAI-MIXED_AGENT_LLM_TOOL-R1,4,True,True,0,V15D_P0_SUPPLEMENT,7390.406822,8536.308353,10384559,MIXED_AGENT_LLM_TOOL
2,18811200,0,0,0,0,8,6,7277.738393,Microsoft Agent Framework,1,3,1957918,2,1042,0,0,True,2,14526.638931,2,0,0,2,0,1,2,0,"[7277.738393, 7246.484942]",V15D-SUP-003-MICROSOFT-UNPROVISIONED_NESTED_AGENT_AS_TOOL-R1,8,True,True,0,V15D_P0_SUPPLEMENT,14568.773135,14524.223334999999,20769118,UNPROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,2,1,446.078458,Microsoft Agent Framework,1,4,978959,1,521,0,0,True,1,7210.900165,3,0,2,3,0,1,3,0,"[446.078458, 692.396337, 7210.898711]",V15D-SUP-004-MICROSOFT-MIXED_AGENT_LLM_TOOL-R1,4,True,True,0,V15D_P0_SUPPLEMENT,7214.480918,8349.373506,10384559,MIXED_AGENT_LLM_TOOL
2,18811200,0,0,0,0,8,6,7221.769344,OpenAI Agents SDK,1,3,1957918,2,1042,0,0,True,2,14496.688746,2,0,0,2,0,2,2,0,"[7221.769344, 7272.485341]",V15D-SUP-005-OPENAI-UNPROVISIONED_NESTED_AGENT_AS_TOOL-R2,8,True,True,0,V15D_P0_SUPPLEMENT,14515.258316,14494.254685,20769118,UNPROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,2,1,436.858723,OpenAI Agents SDK,1,4,978959,1,521,0,0,True,1,7223.071405,3,0,2,3,0,2,3,0,"[436.858723, 705.618964, 7223.068081]",V15D-SUP-006-OPENAI-MIXED_AGENT_LLM_TOOL-R2,4,True,True,0,V15D_P0_SUPPLEMENT,7237.843967,8365.545768,10384559,MIXED_AGENT_LLM_TOOL
2,18811200,0,0,0,0,8,6,7282.930759,Microsoft Agent Framework,1,3,1957918,2,1042,0,0,True,2,14578.052906,2,0,0,2,0,2,2,0,"[7282.930759, 7292.944339]",V15D-SUP-007-MICROSOFT-UNPROVISIONED_NESTED_AGENT_AS_TOOL-R2,8,True,True,0,V15D_P0_SUPPLEMENT,14585.07329,14575.875098,20769118,UNPROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,2,1,460.23322,Microsoft Agent Framework,1,4,978959,1,521,0,0,True,1,8318.01816,3,0,2,3,0,2,3,0,"[460.23322, 691.612143, 8318.01509]",V15D-SUP-008-MICROSOFT-MIXED_AGENT_LLM_TOOL-R2,4,True,True,0,V15D_P0_SUPPLEMENT,8325.504026,9469.860453000001,10384559,MIXED_AGENT_LLM_TOOL
2,18811200,0,0,0,0,8,6,7561.874398,OpenAI Agents SDK,1,3,1957918,2,1042,0,0,True,2,14859.716516,2,0,0,2,0,3,2,0,"[7561.874398, 7295.685716]",V15D-SUP-009-OPENAI-UNPROVISIONED_NESTED_AGENT_AS_TOOL-R3,8,True,True,0,V15D_P0_SUPPLEMENT,14877.732719,14857.560114,20769118,UNPROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,2,1,462.047461,OpenAI Agents SDK,1,4,978959,1,521,0,0,True,1,7284.704758,3,0,2,3,0,3,3,0,"[462.047461, 703.163042, 7284.701963]",V15D-SUP-010-OPENAI-MIXED_AGENT_LLM_TOOL-R3,4,True,True,0,V15D_P0_SUPPLEMENT,7306.733752,8449.912466,10384559,MIXED_AGENT_LLM_TOOL
2,18811200,0,0,0,0,8,6,7553.447571,Microsoft Agent Framework,1,3,1957918,2,1042,0,0,True,2,14867.063207,2,0,0,2,0,3,2,0,"[7553.447571, 7311.431009]",V15D-SUP-011-MICROSOFT-UNPROVISIONED_NESTED_AGENT_AS_TOOL-R3,8,True,True,0,V15D_P0_SUPPLEMENT,14874.737426,14864.87858,20769118,UNPROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,2,1,512.910798,Microsoft Agent Framework,1,4,978959,1,521,0,0,True,1,7428.0808,3,0,2,3,0,3,3,0,"[512.910798, 648.994754, 7428.076375]",V15D-SUP-012-MICROSOFT-MIXED_AGENT_LLM_TOOL-R3,4,True,True,0,V15D_P0_SUPPLEMENT,7435.905247,8589.981926999999,10384559,MIXED_AGENT_LLM_TOOL
2,18811200,0,0,0,0,8,6,7277.850628,OpenAI Agents SDK,1,3,1957918,2,1042,0,0,True,2,14710.812488,2,0,0,2,0,4,2,0,"[7277.850628, 7430.918411]",V15D-SUP-013-OPENAI-UNPROVISIONED_NESTED_AGENT_AS_TOOL-R4,8,True,True,0,V15D_P0_SUPPLEMENT,14718.936025,14708.769038999999,20769118,UNPROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,2,1,456.319761,OpenAI Agents SDK,1,4,978959,1,521,0,0,True,1,8336.866279,3,0,2,3,0,4,3,0,"[456.319761, 706.627512, 8336.86459]",V15D-SUP-014-OPENAI-MIXED_AGENT_LLM_TOOL-R4,4,True,True,0,V15D_P0_SUPPLEMENT,8355.091142,9499.811862999999,10384559,MIXED_AGENT_LLM_TOOL
2,18811200,0,0,0,0,8,6,7686.240468,Microsoft Agent Framework,1,3,1957918,2,1042,0,0,True,2,14980.593023,2,0,0,2,0,4,2,0,"[7686.240468, 7292.226529]",V15D-SUP-015-MICROSOFT-UNPROVISIONED_NESTED_AGENT_AS_TOOL-R4,8,True,True,0,V15D_P0_SUPPLEMENT,14988.097819,14978.466997,20769118,UNPROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,2,1,472.359947,Microsoft Agent Framework,1,4,978959,1,521,0,0,True,1,7316.531586,3,0,2,3,0,4,3,0,"[472.359947, 715.21513, 7316.527943]",V15D-SUP-016-MICROSOFT-MIXED_AGENT_LLM_TOOL-R4,4,True,True,0,V15D_P0_SUPPLEMENT,7323.750063,8504.10302,10384559,MIXED_AGENT_LLM_TOOL
2,18811200,0,0,0,0,8,6,7913.183477,OpenAI Agents SDK,1,3,1957918,2,1042,0,0,True,2,15183.708611,2,0,0,2,0,5,2,0,"[7913.183477, 7268.301131]",V15D-SUP-017-OPENAI-UNPROVISIONED_NESTED_AGENT_AS_TOOL-R5,8,True,True,0,V15D_P0_SUPPLEMENT,15201.939022,15181.484607999999,20769118,UNPROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,2,1,484.481704,OpenAI Agents SDK,1,4,978959,1,521,0,0,True,1,7321.806758,3,0,2,3,0,5,3,0,"[484.481704, 716.229317, 7321.803571]",V15D-SUP-018-OPENAI-MIXED_AGENT_LLM_TOOL-R5,4,True,True,0,V15D_P0_SUPPLEMENT,7342.316322,8522.514592,10384559,MIXED_AGENT_LLM_TOOL
2,18811200,0,0,0,0,8,6,7278.916965,Microsoft Agent Framework,1,3,1957918,2,1042,0,0,True,2,16586.036833,2,0,0,2,0,5,2,0,"[7278.916965, 9304.592921]",V15D-SUP-019-MICROSOFT-UNPROVISIONED_NESTED_AGENT_AS_TOOL-R5,8,True,True,0,V15D_P0_SUPPLEMENT,16590.145095,16583.509886,20769118,UNPROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,2,1,476.07709,Microsoft Agent Framework,1,4,978959,1,521,0,0,True,1,7252.303308,3,0,2,3,0,5,3,0,"[476.07709, 694.326161, 7252.301142]",V15D-SUP-020-MICROSOFT-MIXED_AGENT_LLM_TOOL-R5,4,True,True,0,V15D_P0_SUPPLEMENT,7256.32342,8422.704393,10384559,MIXED_AGENT_LLM_TOOL
2,18811200,0,0,0,0,8,6,7624.171492,OpenAI Agents SDK,1,3,1957918,2,1042,0,0,True,2,14918.949499,2,0,0,2,0,6,2,0,"[7624.171492, 7290.211892]",V15D-SUP-021-OPENAI-UNPROVISIONED_NESTED_AGENT_AS_TOOL-R6,8,True,True,0,V15D_P0_SUPPLEMENT,14933.758439,14914.383384,20769118,UNPROVISIONED_NESTED_AGENT_AS_TOOL
