admitted_real_agent_accesses,agent_access_bytes,agent_loader_failures,dummy_heavy_agent_executions,dummy_heavy_llm_executions,dummy_heavy_tool_executions,dummy_pir_queries,dummy_psi_queries,first_agent_retrieval_latency_ms,framework,framework_agent_as_tool_invocations,framework_model_invocations,gateway_bytes,gateway_public_sessions,gateway_relay_cells,overflow_count,profile_capacity_failures,profile_conformance,public_profile_instances,public_session_wall_ms,real_agent_executions,real_external_tool_api_calls,real_pir_queries,real_psi_queries,real_remote_llm_calls,repetition,retrieval_count,retrieval_failures,retrieval_latencies_ms_json,run_id,scheduled_agent_access_slots,semantic_applicable,semantic_success,silent_loss_count,source_campaign,task_latency_ms,total_agent_resolution_latency_ms,total_public_bytes,workload
2,9405600,0,0,0,0,2,2,451.47078,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7068.256541,2,0,2,2,0,7,2,0,"[451.47078, 739.851646]",V15C-075-OPENAI-NESTED_AGENT_AS_TOOL-R7,4,True,True,0,V15D_P0_CORE,1210.709203,1191.322426,10384559,PROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,1,1,493.035562,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7078.369952,3,0,3,3,0,7,3,0,"[493.035562, 804.748362, 1164.078651]",V15C-076-OPENAI-REPEATED_AGENT-R7,4,True,True,0,V15D_P0_CORE,1184.390854,2461.862575,10384559,REPEATED_AGENT
0,9405600,0,0,0,0,4,4,,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7061.584129,0,0,0,0,0,7,0,0,[],V15C-078-OPENAI-IDLE_PROFILE_ONLY-R7,4,False,,0,V15D_P0_CORE,1161.477894,,10384559,IDLE_PROFILE_ONLY
1,9405600,0,0,0,0,3,3,479.967575,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7063.189511,1,0,1,1,0,7,1,0,[479.967575],V15C-079-MICROSOFT-PROVISIONED_ORDINARY-R7,4,True,True,0,V15D_P0_CORE,1165.298641,479.967575,10384559,PROVISIONED_ORDINARY
1,9405600,0,0,0,0,4,3,7305.640134,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7305.640134,1,0,0,1,0,7,1,0,[7305.640134],V15C-080-MICROSOFT-UNPROVISIONED_ORDINARY-R7,4,True,True,0,V15D_P0_CORE,7308.194301,7305.640134,10384559,UNPROVISIONED_ORDINARY
2,9405600,0,0,0,0,2,2,442.389158,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7091.935931,2,0,2,2,0,7,2,0,"[442.389158, 748.028422]",V15C-081-MICROSOFT-NESTED_AGENT_AS_TOOL-R7,4,True,True,0,V15D_P0_CORE,1196.625452,1190.41758,10384559,PROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,1,1,467.43278,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7051.919907,3,0,3,3,0,7,3,0,"[467.43278, 831.842535, 1170.644658]",V15C-082-MICROSOFT-REPEATED_AGENT-R7,4,True,True,0,V15D_P0_CORE,1173.139654,2469.919973,10384559,REPEATED_AGENT
0,9405600,0,0,0,0,4,4,,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7085.168459,0,0,0,0,0,7,0,0,[],V15C-084-MICROSOFT-IDLE_PROFILE_ONLY-R7,4,False,,0,V15D_P0_CORE,1163.528234,,10384559,IDLE_PROFILE_ONLY
1,9405600,0,0,0,0,3,3,470.2568,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7074.865882,1,0,1,1,0,8,1,0,[470.2568],V15C-085-OPENAI-PROVISIONED_ORDINARY-R8,4,True,True,0,V15D_P0_CORE,1168.827029,470.2568,10384559,PROVISIONED_ORDINARY
1,9405600,0,0,0,0,4,3,7286.113224,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7286.113224,1,0,0,1,0,8,1,0,[7286.113224],V15C-086-OPENAI-UNPROVISIONED_ORDINARY-R8,4,True,True,0,V15D_P0_CORE,7291.355198,7286.113224,10384559,UNPROVISIONED_ORDINARY
2,9405600,0,0,0,0,2,2,458.445531,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7035.713331,2,0,2,2,0,8,2,0,"[458.445531, 700.413264]",V15C-087-OPENAI-NESTED_AGENT_AS_TOOL-R8,4,True,True,0,V15D_P0_CORE,1183.177399,1158.858795,10384559,PROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,1,1,446.011286,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7056.89161,3,0,3,3,0,8,3,0,"[446.011286, 825.592017, 1165.690882]",V15C-088-OPENAI-REPEATED_AGENT-R8,4,True,True,0,V15D_P0_CORE,1185.686477,2437.294185,10384559,REPEATED_AGENT
0,9405600,0,0,0,0,4,4,,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7081.816396,0,0,0,0,0,8,0,0,[],V15C-090-OPENAI-IDLE_PROFILE_ONLY-R8,4,False,,0,V15D_P0_CORE,1176.381807,,10384559,IDLE_PROFILE_ONLY
1,9405600,0,0,0,0,3,3,464.354264,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7067.121503,1,0,1,1,0,8,1,0,[464.354264],V15C-091-MICROSOFT-PROVISIONED_ORDINARY-R8,4,True,True,0,V15D_P0_CORE,1160.733803,464.354264,10384559,PROVISIONED_ORDINARY
1,9405600,0,0,0,0,4,3,7287.6119,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7287.6119,1,0,0,1,0,8,1,0,[7287.6119],V15C-092-MICROSOFT-UNPROVISIONED_ORDINARY-R8,4,True,True,0,V15D_P0_CORE,7290.107935,7287.6119,10384559,UNPROVISIONED_ORDINARY
2,9405600,0,0,0,0,2,2,537.053722,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7101.943353,2,0,2,2,0,8,2,0,"[537.053722, 663.143737]",V15C-093-MICROSOFT-NESTED_AGENT_AS_TOOL-R8,4,True,True,0,V15D_P0_CORE,1206.425154,1200.197459,10384559,PROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,1,1,498.303556,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7076.684281,3,0,3,3,0,8,3,0,"[498.303556, 824.350954, 1174.785565]",V15C-094-MICROSOFT-REPEATED_AGENT-R8,4,True,True,0,V15D_P0_CORE,1180.402811,2497.440075,10384559,REPEATED_AGENT
0,9405600,0,0,0,0,4,4,,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7082.571603,0,0,0,0,0,8,0,0,[],V15C-096-MICROSOFT-IDLE_PROFILE_ONLY-R8,4,False,,0,V15D_P0_CORE,1157.014915,,10384559,IDLE_PROFILE_ONLY
1,9405600,0,0,0,0,3,3,467.738187,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7093.367727,1,0,1,1,0,9,1,0,[467.738187],V15C-097-OPENAI-PROVISIONED_ORDINARY-R9,4,True,True,0,V15D_P0_CORE,1189.88205,467.738187,10384559,PROVISIONED_ORDINARY
1,9405600,0,0,0,0,4,3,7315.653817,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7315.653817,1,0,0,1,0,9,1,0,[7315.653817],V15C-098-OPENAI-UNPROVISIONED_ORDINARY-R9,4,True,True,0,V15D_P0_CORE,7322.796173,7315.653817,10384559,UNPROVISIONED_ORDINARY
2,9405600,0,0,0,0,2,2,465.424226,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7109.926065,2,0,2,2,0,9,2,0,"[465.424226, 692.872148]",V15C-099-OPENAI-NESTED_AGENT_AS_TOOL-R9,4,True,True,0,V15D_P0_CORE,1180.698989,1158.296374,10384559,PROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,1,1,506.821818,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7084.361634,3,0,3,3,0,9,3,0,"[506.821818, 824.499866, 1166.167198]",V15C-100-OPENAI-REPEATED_AGENT-R9,4,True,True,0,V15D_P0_CORE,1185.648867,2497.488882,10384559,REPEATED_AGENT
0,9405600,0,0,0,0,4,4,,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7084.607217,0,0,0,0,0,9,0,0,[],V15C-102-OPENAI-IDLE_PROFILE_ONLY-R9,4,False,,0,V15D_P0_CORE,1158.620301,,10384559,IDLE_PROFILE_ONLY
1,9405600,0,0,0,0,3,3,463.247711,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7150.84575,1,0,1,1,0,9,1,0,[463.247711],V15C-103-MICROSOFT-PROVISIONED_ORDINARY-R9,4,True,True,0,V15D_P0_CORE,1197.978729,463.247711,10384559,PROVISIONED_ORDINARY
1,9405600,0,0,0,0,4,3,7311.111076,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7311.111076,1,0,0,1,0,9,1,0,[7311.111076],V15C-104-MICROSOFT-UNPROVISIONED_ORDINARY-R9,4,True,True,0,V15D_P0_CORE,7313.416423,7311.111076,10384559,UNPROVISIONED_ORDINARY
2,9405600,0,0,0,0,2,2,464.428983,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7109.662163,2,0,2,2,0,9,2,0,"[464.428983, 724.078327]",V15C-105-MICROSOFT-NESTED_AGENT_AS_TOOL-R9,4,True,True,0,V15D_P0_CORE,1195.004719,1188.50731,10384559,PROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,1,1,478.913083,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7096.737494,3,0,3,3,0,9,3,0,"[478.913083, 823.228133, 1176.562263]",V15C-106-MICROSOFT-REPEATED_AGENT-R9,4,True,True,0,V15D_P0_CORE,1182.079841,2478.703479,10384559,REPEATED_AGENT
0,9405600,0,0,0,0,4,4,,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7082.316137,0,0,0,0,0,9,0,0,[],V15C-108-MICROSOFT-IDLE_PROFILE_ONLY-R9,4,False,,0,V15D_P0_CORE,1172.6949,,10384559,IDLE_PROFILE_ONLY
1,9405600,0,0,0,0,3,3,479.326377,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7067.756244,1,0,1,1,0,10,1,0,[479.326377],V15C-109-OPENAI-PROVISIONED_ORDINARY-R10,4,True,True,0,V15D_P0_CORE,1168.088908,479.326377,10384559,PROVISIONED_ORDINARY
1,9405600,0,0,0,0,4,3,7280.199316,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7280.199316,1,0,0,1,0,10,1,0,[7280.199316],V15C-110-OPENAI-UNPROVISIONED_ORDINARY-R10,4,True,True,0,V15D_P0_CORE,7286.038947,7280.199316,10384559,UNPROVISIONED_ORDINARY
2,9405600,0,0,0,0,2,2,476.071632,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7113.039181,2,0,2,2,0,10,2,0,"[476.071632, 697.238666]",V15C-111-OPENAI-NESTED_AGENT_AS_TOOL-R10,4,True,True,0,V15D_P0_CORE,1196.479239,1173.3102979999999,10384559,PROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,1,1,448.467218,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7077.250232,3,0,3,3,0,10,3,0,"[448.467218, 807.35487, 1155.640361]",V15C-112-OPENAI-REPEATED_AGENT-R10,4,True,True,0,V15D_P0_CORE,1173.44052,2411.462449,10384559,REPEATED_AGENT
0,9405600,0,0,0,0,4,4,,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7038.680793,0,0,0,0,0,10,0,0,[],V15C-114-OPENAI-IDLE_PROFILE_ONLY-R10,4,False,,0,V15D_P0_CORE,1169.70816,,10384559,IDLE_PROFILE_ONLY
1,9405600,0,0,0,0,3,3,476.372457,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7049.066538,1,0,1,1,0,10,1,0,[476.372457],V15C-115-MICROSOFT-PROVISIONED_ORDINARY-R10,4,True,True,0,V15D_P0_CORE,1166.399659,476.372457,10384559,PROVISIONED_ORDINARY
1,9405600,0,0,0,0,4,3,7264.109803,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7264.109803,1,0,0,1,0,10,1,0,[7264.109803],V15C-116-MICROSOFT-UNPROVISIONED_ORDINARY-R10,4,True,True,0,V15D_P0_CORE,7265.508818,7264.109803,10384559,UNPROVISIONED_ORDINARY
2,9405600,0,0,0,0,2,2,461.315217,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7035.344933,2,0,2,2,0,10,2,0,"[461.315217, 715.86958]",V15C-117-MICROSOFT-NESTED_AGENT_AS_TOOL-R10,4,True,True,0,V15D_P0_CORE,1179.549315,1177.1847970000001,10384559,PROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,1,1,483.803867,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7083.849901,3,0,3,3,0,10,3,0,"[483.803867, 815.294126, 1174.854313]",V15C-118-MICROSOFT-REPEATED_AGENT-R10,4,True,True,0,V15D_P0_CORE,1180.284957,2473.952306,10384559,REPEATED_AGENT
0,9405600,0,0,0,0,4,4,,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7019.853485,0,0,0,0,0,10,0,0,[],V15C-120-MICROSOFT-IDLE_PROFILE_ONLY-R10,4,False,,0,V15D_P0_CORE,1160.152158,,10384559,IDLE_PROFILE_ONLY
1,9405600,0,0,0,0,3,3,484.889381,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7075.496901,1,0,1,1,0,11,1,0,[484.889381],V15C-121-OPENAI-PROVISIONED_ORDINARY-R11,4,True,True,0,V15D_P0_CORE,1176.368554,484.889381,10384559,PROVISIONED_ORDINARY
1,9405600,0,0,0,0,4,3,7277.131609,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7277.131609,1,0,0,1,0,11,1,0,[7277.131609],V15C-122-OPENAI-UNPROVISIONED_ORDINARY-R11,4,True,True,0,V15D_P0_CORE,7284.188891,7277.131609,10384559,UNPROVISIONED_ORDINARY
2,9405600,0,0,0,0,2,2,457.895408,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7082.862784,2,0,2,2,0,11,2,0,"[457.895408, 708.828613]",V15C-123-OPENAI-NESTED_AGENT_AS_TOOL-R11,4,True,True,0,V15D_P0_CORE,1189.397422,1166.724021,10384559,PROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,1,1,468.565825,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7100.045853,3,0,3,3,0,11,3,0,"[468.565825, 810.914956, 1184.20221]",V15C-124-OPENAI-REPEATED_AGENT-R11,4,True,True,0,V15D_P0_CORE,1204.202386,2463.6829909999997,10384559,REPEATED_AGENT
0,9405600,0,0,0,0,4,4,,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7079.653813,0,0,0,0,0,11,0,0,[],V15C-126-OPENAI-IDLE_PROFILE_ONLY-R11,4,False,,0,V15D_P0_CORE,1174.867115,,10384559,IDLE_PROFILE_ONLY
1,9405600,0,0,0,0,3,3,467.718454,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7075.625384,1,0,1,1,0,11,1,0,[467.718454],V15C-127-MICROSOFT-PROVISIONED_ORDINARY-R11,4,True,True,0,V15D_P0_CORE,1181.884718,467.718454,10384559,PROVISIONED_ORDINARY
1,9405600,0,0,0,0,4,3,7307.944098,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7307.944098,1,0,0,1,0,11,1,0,[7307.944098],V15C-128-MICROSOFT-UNPROVISIONED_ORDINARY-R11,4,True,True,0,V15D_P0_CORE,7310.697239,7307.944098,10384559,UNPROVISIONED_ORDINARY
2,9405600,0,0,0,0,2,2,488.720975,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7081.981591,2,0,2,2,0,11,2,0,"[488.720975, 698.912293]",V15C-129-MICROSOFT-NESTED_AGENT_AS_TOOL-R11,4,True,True,0,V15D_P0_CORE,1191.122534,1187.633268,10384559,PROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,1,1,504.132049,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7114.511497,3,0,3,3,0,11,3,0,"[504.132049, 813.222347, 1173.352947]",V15C-130-MICROSOFT-REPEATED_AGENT-R11,4,True,True,0,V15D_P0_CORE,1178.971392,2490.707343,10384559,REPEATED_AGENT
0,9405600,0,0,0,0,4,4,,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7088.972745,0,0,0,0,0,11,0,0,[],V15C-132-MICROSOFT-IDLE_PROFILE_ONLY-R11,4,False,,0,V15D_P0_CORE,1183.078218,,10384559,IDLE_PROFILE_ONLY
1,9405600,0,0,0,0,3,3,493.678558,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7058.970146,1,0,1,1,0,12,1,0,[493.678558],V15C-133-OPENAI-PROVISIONED_ORDINARY-R12,4,True,True,0,V15D_P0_CORE,1172.670791,493.678558,10384559,PROVISIONED_ORDINARY
1,9405600,0,0,0,0,4,3,7302.683853,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7302.683853,1,0,0,1,0,12,1,0,[7302.683853],V15C-134-OPENAI-UNPROVISIONED_ORDINARY-R12,4,True,True,0,V15D_P0_CORE,7309.350436,7302.683853,10384559,UNPROVISIONED_ORDINARY
2,9405600,0,0,0,0,2,2,442.987781,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7108.000589,2,0,2,2,0,12,2,0,"[442.987781, 720.291376]",V15C-135-OPENAI-NESTED_AGENT_AS_TOOL-R12,4,True,True,0,V15D_P0_CORE,1185.393903,1163.279157,10384559,PROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,1,1,456.488436,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7062.405282,3,0,3,3,0,12,3,0,"[456.488436, 792.805567, 1150.009247]",V15C-136-OPENAI-REPEATED_AGENT-R12,4,True,True,0,V15D_P0_CORE,1169.899331,2399.30325,10384559,REPEATED_AGENT
0,9405600,0,0,0,0,4,4,,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7076.790449,0,0,0,0,0,12,0,0,[],V15C-138-OPENAI-IDLE_PROFILE_ONLY-R12,4,False,,0,V15D_P0_CORE,1192.289414,,10384559,IDLE_PROFILE_ONLY
1,9405600,0,0,0,0,3,3,469.095829,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7085.736028,1,0,1,1,0,12,1,0,[469.095829],V15C-139-MICROSOFT-PROVISIONED_ORDINARY-R12,4,True,True,0,V15D_P0_CORE,1177.070907,469.095829,10384559,PROVISIONED_ORDINARY
1,9405600,0,0,0,0,4,3,7281.8566,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7281.8566,1,0,0,1,0,12,1,0,[7281.8566],V15C-140-MICROSOFT-UNPROVISIONED_ORDINARY-R12,4,True,True,0,V15D_P0_CORE,7283.041047,7281.8566,10384559,UNPROVISIONED_ORDINARY
2,9405600,0,0,0,0,2,2,470.594836,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7079.859211,2,0,2,2,0,12,2,0,"[470.594836, 699.791651]",V15C-141-MICROSOFT-NESTED_AGENT_AS_TOOL-R12,4,True,True,0,V15D_P0_CORE,1176.204244,1170.386487,10384559,PROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,1,1,500.61944,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7082.07425,3,0,3,3,0,12,3,0,"[500.61944, 851.394336, 1185.325361]",V15C-142-MICROSOFT-REPEATED_AGENT-R12,4,True,True,0,V15D_P0_CORE,1192.011197,2537.339137,10384559,REPEATED_AGENT
0,9405600,0,0,0,0,4,4,,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7069.973884,0,0,0,0,0,12,0,0,[],V15C-144-MICROSOFT-IDLE_PROFILE_ONLY-R12,4,False,,0,V15D_P0_CORE,1168.104126,,10384559,IDLE_PROFILE_ONLY
1,9405600,0,0,0,0,3,3,461.635579,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7067.046522,1,0,1,1,0,13,1,0,[461.635579],V15C-145-OPENAI-PROVISIONED_ORDINARY-R13,4,True,True,0,V15D_P0_CORE,1157.514339,461.635579,10384559,PROVISIONED_ORDINARY
1,9405600,0,0,0,0,4,3,7245.671594,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7245.671594,1,0,0,1,0,13,1,0,[7245.671594],V15C-146-OPENAI-UNPROVISIONED_ORDINARY-R13,4,True,True,0,V15D_P0_CORE,7252.754556,7245.671594,10384559,UNPROVISIONED_ORDINARY
2,9405600,0,0,0,0,2,2,480.539449,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7061.739448,2,0,2,2,0,13,2,0,"[480.539449, 688.207828]",V15C-147-OPENAI-NESTED_AGENT_AS_TOOL-R13,4,True,True,0,V15D_P0_CORE,1190.454203,1168.747277,10384559,PROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,1,1,475.608157,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7091.547582,3,0,3,3,0,13,3,0,"[475.608157, 816.8216, 1191.769136]",V15C-148-OPENAI-REPEATED_AGENT-R13,4,True,True,0,V15D_P0_CORE,1211.400582,2484.1988929999998,10384559,REPEATED_AGENT
0,9405600,0,0,0,0,4,4,,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7074.360512,0,0,0,0,0,13,0,0,[],V15C-150-OPENAI-IDLE_PROFILE_ONLY-R13,4,False,,0,V15D_P0_CORE,1170.273475,,10384559,IDLE_PROFILE_ONLY
1,9405600,0,0,0,0,3,3,457.354174,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7046.975843,1,0,1,1,0,13,1,0,[457.354174],V15C-151-MICROSOFT-PROVISIONED_ORDINARY-R13,4,True,True,0,V15D_P0_CORE,1168.106767,457.354174,10384559,PROVISIONED_ORDINARY
1,9405600,0,0,0,0,4,3,7267.938008,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7267.938008,1,0,0,1,0,13,1,0,[7267.938008],V15C-152-MICROSOFT-UNPROVISIONED_ORDINARY-R13,4,True,True,0,V15D_P0_CORE,7270.48037,7267.938008,10384559,UNPROVISIONED_ORDINARY
2,9405600,0,0,0,0,2,2,462.759043,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7126.302622,2,0,2,2,0,13,2,0,"[462.759043, 733.69108]",V15C-153-MICROSOFT-NESTED_AGENT_AS_TOOL-R13,4,True,True,0,V15D_P0_CORE,1202.341011,1196.450123,10384559,PROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,1,1,453.598232,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7007.303191,3,0,3,3,0,13,3,0,"[453.598232, 820.974888, 1151.554721]",V15C-154-MICROSOFT-REPEATED_AGENT-R13,4,True,True,0,V15D_P0_CORE,1154.151377,2426.127841,10384559,REPEATED_AGENT
0,9405600,0,0,0,0,4,4,,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7063.149411,0,0,0,0,0,13,0,0,[],V15C-156-MICROSOFT-IDLE_PROFILE_ONLY-R13,4,False,,0,V15D_P0_CORE,1169.818669,,10384559,IDLE_PROFILE_ONLY
1,9405600,0,0,0,0,3,3,477.327114,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7107.40436,1,0,1,1,0,14,1,0,[477.327114],V15C-157-OPENAI-PROVISIONED_ORDINARY-R14,4,True,True,0,V15D_P0_CORE,1189.002797,477.327114,10384559,PROVISIONED_ORDINARY
1,9405600,0,0,0,0,4,3,7280.927359,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7280.927359,1,0,0,1,0,14,1,0,[7280.927359],V15C-158-OPENAI-UNPROVISIONED_ORDINARY-R14,4,True,True,0,V15D_P0_CORE,7287.964264,7280.927359,10384559,UNPROVISIONED_ORDINARY
2,9405600,0,0,0,0,2,2,466.790196,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7037.042473,2,0,2,2,0,14,2,0,"[466.790196, 681.385501]",V15C-159-OPENAI-NESTED_AGENT_AS_TOOL-R14,4,True,True,0,V15D_P0_CORE,1155.631683,1148.175697,10384559,PROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,1,1,474.78155,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7060.583004,3,0,3,3,0,14,3,0,"[474.78155, 817.069955, 1130.74133]",V15C-160-OPENAI-REPEATED_AGENT-R14,4,True,True,0,V15D_P0_CORE,1151.792951,2422.592835,10384559,REPEATED_AGENT
0,9405600,0,0,0,0,4,4,,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7081.005869,0,0,0,0,0,14,0,0,[],V15C-162-OPENAI-IDLE_PROFILE_ONLY-R14,4,False,,0,V15D_P0_CORE,1169.74398,,10384559,IDLE_PROFILE_ONLY
1,9405600,0,0,0,0,3,3,464.244978,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7068.772366,1,0,1,1,0,14,1,0,[464.244978],V15C-163-MICROSOFT-PROVISIONED_ORDINARY-R14,4,True,True,0,V15D_P0_CORE,1162.479357,464.244978,10384559,PROVISIONED_ORDINARY
1,9405600,0,0,0,0,4,3,7282.571633,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7282.571633,1,0,0,1,0,14,1,0,[7282.571633],V15C-164-MICROSOFT-UNPROVISIONED_ORDINARY-R14,4,True,True,0,V15D_P0_CORE,7285.094939,7282.571633,10384559,UNPROVISIONED_ORDINARY
2,9405600,0,0,0,0,2,2,480.394981,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7032.520342,2,0,2,2,0,14,2,0,"[480.394981, 656.419721]",V15C-165-MICROSOFT-NESTED_AGENT_AS_TOOL-R14,4,True,True,0,V15D_P0_CORE,1142.66501,1136.814702,10384559,PROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,1,1,476.024657,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7090.177282,3,0,3,3,0,14,3,0,"[476.024657, 828.49009, 1188.069199]",V15C-166-MICROSOFT-REPEATED_AGENT-R14,4,True,True,0,V15D_P0_CORE,1190.659569,2492.583946,10384559,REPEATED_AGENT
0,9405600,0,0,0,0,4,4,,Microsoft Agent Framework,,,978959,1,521,0,0,True,1,7066.735041,0,0,0,0,0,14,0,0,[],V15C-168-MICROSOFT-IDLE_PROFILE_ONLY-R14,4,False,,0,V15D_P0_CORE,1183.956567,,10384559,IDLE_PROFILE_ONLY
1,9405600,0,0,0,0,3,3,462.544235,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7030.745693,1,0,1,1,0,15,1,0,[462.544235],V15C-169-OPENAI-PROVISIONED_ORDINARY-R15,4,True,True,0,V15D_P0_CORE,1149.935971,462.544235,10384559,PROVISIONED_ORDINARY
1,9405600,0,0,0,0,4,3,7469.200564,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7469.200564,1,0,0,1,0,15,1,0,[7469.200564],V15C-170-OPENAI-UNPROVISIONED_ORDINARY-R15,4,True,True,0,V15D_P0_CORE,7473.638136,7469.200564,10384559,UNPROVISIONED_ORDINARY
2,9405600,0,0,0,0,2,2,467.004444,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7067.418646,2,0,2,2,0,15,2,0,"[467.004444, 692.651117]",V15C-171-OPENAI-NESTED_AGENT_AS_TOOL-R15,4,True,True,0,V15D_P0_CORE,1181.395947,1159.655561,10384559,PROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,1,1,479.519495,OpenAI Agents SDK,,,978959,1,521,0,0,True,1,7076.552126,3,0,3,3,0,15,3,0,"[479.519495, 841.355078, 1173.862723]",V15C-172-OPENAI-REPEATED_AGENT-R15,4,True,True,0,V15D_P0_CORE,1193.902338,2494.7372960000002,10384559,REPEATED_AGENT
