runtime,family,variant,feature_set,model,mean_auc,ci_low,ci_high,permutation_baseline,permutation_p_value,episodes,tasks,split
Microsoft Agent Framework,PROVENANCE_HISTORY,M2,ALL_OBSERVER,RandomForest,0.939453125,0.818359375,1.0,0.5023828125,0.0196078431372549,32,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,READY_TIME,LogisticRegression,1.0,0.9999999999999999,1.0,0.5024913194444445,0.0196078431372549,96,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,READY_TIME,LogisticRegression,1.0,1.0,1.0,0.51328125,0.0196078431372549,32,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,READY_TIME,RandomForest,1.0,0.9999999999999999,1.0,0.49947048611111106,0.0196078431372549,96,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,READY_TIME,RandomForest,1.0,1.0,1.0,0.5075390625,0.0196078431372549,32,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,QUEUE_DELAY,LogisticRegression,1.0,0.9999999999999999,1.0,0.5025607638888888,0.0196078431372549,96,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,QUEUE_DELAY,LogisticRegression,1.0,1.0,1.0,0.503671875,0.0196078431372549,32,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,QUEUE_DELAY,RandomForest,1.0,0.9999999999999999,1.0,0.5083767361111111,0.0196078431372549,96,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,QUEUE_DELAY,RandomForest,1.0,1.0,1.0,0.515859375,0.0196078431372549,32,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,RELEASE_SLIP,LogisticRegression,0.4361979166666667,0.32879774305555554,0.554665798611111,0.5146527777777777,0.8823529411764706,96,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,RELEASE_SLIP,LogisticRegression,0.48828125,0.2939453125,0.6110351562499999,0.5071875,0.5490196078431373,32,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,RELEASE_SLIP,RandomForest,0.6022135416666666,0.5266493055555556,0.7186957465277778,0.48773437499999994,0.0392156862745098,96,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,RELEASE_SLIP,RandomForest,0.484375,0.3109375,0.7017578124999999,0.4803125,0.5098039215686274,32,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,RELEASE_TO_SEND,LogisticRegression,0.5284288194444444,0.41378038194444444,0.6535264756944443,0.4951649305555555,0.27450980392156865,96,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,RELEASE_TO_SEND,LogisticRegression,0.47265625,0.279541015625,0.600244140625,0.524609375,0.6666666666666666,32,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,RELEASE_TO_SEND,RandomForest,0.5065104166666666,0.36764322916666664,0.5988606770833332,0.48618055555555556,0.39215686274509803,96,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,RELEASE_TO_SEND,RandomForest,0.533203125,0.343408203125,0.6813476562499999,0.540625,0.5098039215686274,32,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,SEND_TO_RECEIVE,LogisticRegression,0.5503472222222222,0.4562391493055556,0.6400716145833333,0.510546875,0.23529411764705882,96,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,SEND_TO_RECEIVE,LogisticRegression,0.54296875,0.3,0.72734375,0.521328125,0.45098039215686275,32,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,SEND_TO_RECEIVE,RandomForest,0.4329427083333333,0.3403428819444444,0.5447157118055556,0.5124392361111111,0.9607843137254902,96,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,SEND_TO_RECEIVE,RandomForest,0.4453125,0.21875,0.6171386718749999,0.5225,0.7843137254901961,32,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,RECEIVER_ARRIVAL,LogisticRegression,0.4344618055555555,0.3249457465277778,0.5285698784722223,0.5089236111111111,0.9019607843137255,96,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,RECEIVER_ARRIVAL,LogisticRegression,0.2421875,0.06298828125,0.48496093749999986,0.51890625,1.0,32,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,RECEIVER_ARRIVAL,RandomForest,0.4854600694444444,0.3833062065972222,0.5649956597222222,0.5082118055555556,0.7058823529411765,96,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,RECEIVER_ARRIVAL,RandomForest,0.3828125,0.183203125,0.560107421875,0.5294921875,0.9019607843137255,32,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,RECEIVER_PROCESS,LogisticRegression,0.5282118055555556,0.42021484375,0.6648220486111109,0.49917534722222223,0.3333333333333333,96,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,RECEIVER_PROCESS,LogisticRegression,0.4921875,0.29306640625,0.7086914062499999,0.485078125,0.39215686274509803,32,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,RECEIVER_PROCESS,RandomForest,0.4659288194444444,0.3863009982638889,0.5530327690972222,0.49865885416666667,0.7058823529411765,96,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,RECEIVER_PROCESS,RandomForest,0.62890625,0.36884765625,0.785546875,0.501640625,0.09803921568627451,32,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,COMMIT_TIME,LogisticRegression,0.4973958333333333,0.48392469618055556,0.5044596354166666,0.5046788194444444,0.7254901960784313,96,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,COMMIT_TIME,LogisticRegression,0.5,0.5,0.5,0.5,1.0,32,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,COMMIT_TIME,RandomForest,0.4861111111111111,0.3551378038194445,0.6119466145833332,0.5121614583333334,0.6862745098039216,96,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,COMMIT_TIME,RandomForest,0.490234375,0.231396484375,0.6951171875,0.5476171875,0.6470588235294118,32,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,STRUCTURAL,LogisticRegression,0.564453125,0.5009440104166667,0.6275987413194444,0.5047178819444444,0.17647058823529413,96,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,STRUCTURAL,LogisticRegression,0.419921875,0.203955078125,0.554248046875,0.48,0.7254901960784313,32,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,STRUCTURAL,RandomForest,0.6078559027777779,0.5391438802083333,0.6626736111111111,0.5065668402777778,0.0784313725490196,96,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,STRUCTURAL,RandomForest,0.501953125,0.303662109375,0.6076171875,0.501328125,0.5294117647058824,32,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,SIZE,LogisticRegression,0.5,0.5,0.5,0.5,1.0,96,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,SIZE,LogisticRegression,0.5,0.5,0.5,0.5,1.0,32,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,SIZE,RandomForest,0.5,0.5,0.5,0.5,1.0,96,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,SIZE,RandomForest,0.5,0.5,0.5,0.5,1.0,32,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,ALL_OBSERVER,LogisticRegression,0.4991319444444445,0.4229926215277778,0.5536241319444445,0.5041927083333334,0.5294117647058824,96,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,ALL_OBSERVER,LogisticRegression,0.265625,0.10205078125,0.36630859375,0.495234375,1.0,32,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,ALL_OBSERVER,RandomForest,0.5052083333333334,0.41252170138888894,0.6023817274305556,0.5017621527777777,0.49019607843137253,96,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,PROVENANCE_HISTORY,M3,ALL_OBSERVER,RandomForest,0.484375,0.317529296875,0.68271484375,0.5016796875,0.5882352941176471,32,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M2,READY_TIME,LogisticRegression,1.0,0.9999999999999999,1.0,0.4940842013888889,0.0196078431372549,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M2,READY_TIME,LogisticRegression,1.0,1.0,1.0,0.50591796875,0.0196078431372549,64,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M2,READY_TIME,RandomForest,1.0,0.9999999999999999,1.0,0.4980251736111112,0.0196078431372549,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M2,READY_TIME,RandomForest,1.0,1.0,1.0,0.49685546875,0.0196078431372549,64,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M2,QUEUE_DELAY,LogisticRegression,1.0,0.9999999999999999,1.0,0.5042513020833332,0.0196078431372549,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M2,QUEUE_DELAY,LogisticRegression,1.0,1.0,1.0,0.50810546875,0.0196078431372549,64,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M2,QUEUE_DELAY,RandomForest,1.0,0.9999999999999999,1.0,0.5022623697916667,0.0196078431372549,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M2,QUEUE_DELAY,RandomForest,1.0,1.0,1.0,0.5141796875,0.0196078431372549,64,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M2,RELEASE_SLIP,LogisticRegression,0.5,0.5,0.5,0.5,1.0,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M2,RELEASE_SLIP,LogisticRegression,0.5,0.5,0.5,0.5,1.0,64,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M2,RELEASE_SLIP,RandomForest,0.5,0.5,0.5,0.5,1.0,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M2,RELEASE_SLIP,RandomForest,0.5,0.5,0.5,0.5,1.0,64,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M2,RELEASE_TO_SEND,LogisticRegression,0.566189236111111,0.5043158637152778,0.6654703776041667,0.5017350260416666,0.09803921568627451,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M2,RELEASE_TO_SEND,LogisticRegression,0.716796875,0.5998291015625,0.8587158203125,0.5037890625,0.0196078431372549,64,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M2,RELEASE_TO_SEND,RandomForest,0.6330837673611112,0.5468994140625,0.7178846571180556,0.5071690538194445,0.0392156862745098,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M2,RELEASE_TO_SEND,RandomForest,0.63916015625,0.48223876953125,0.787255859375,0.519814453125,0.0784313725490196,64,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M2,SEND_TO_RECEIVE,LogisticRegression,0.8696831597222222,0.8260335286458332,0.9113688151041667,0.5078906249999999,0.0196078431372549,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M2,SEND_TO_RECEIVE,LogisticRegression,0.8134765625,0.7032470703125,0.93662109375,0.51251953125,0.0196078431372549,64,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M2,SEND_TO_RECEIVE,RandomForest,0.8462456597222222,0.7847235785590279,0.8907877604166667,0.5036447482638889,0.0196078431372549,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M2,SEND_TO_RECEIVE,RandomForest,0.8408203125,0.7061279296875,0.952294921875,0.51765625,0.0196078431372549,64,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M2,RECEIVER_ARRIVAL,LogisticRegression,0.9569227430555556,0.9133951822916666,0.9898600260416667,0.5091384548611111,0.0196078431372549,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M2,RECEIVER_ARRIVAL,LogisticRegression,0.9423828125,0.825537109375,1.0,0.5056640625,0.0196078431372549,64,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M2,RECEIVER_ARRIVAL,RandomForest,0.9808485243055556,0.9582329644097222,0.9987413194444444,0.5043261718750001,0.0196078431372549,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M2,RECEIVER_ARRIVAL,RandomForest,0.96484375,0.9150390625,1.0,0.504462890625,0.0196078431372549,64,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M2,RECEIVER_PROCESS,LogisticRegression,0.902126736111111,0.7958740234375,0.9615098741319446,0.5038237847222223,0.0196078431372549,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M2,RECEIVER_PROCESS,LogisticRegression,0.890625,0.7498291015625,0.9948974609375,0.5004296875,0.0196078431372549,64,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M2,RECEIVER_PROCESS,RandomForest,0.9627821180555557,0.916552734375,0.9881537543402779,0.5016276041666667,0.0196078431372549,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M2,RECEIVER_PROCESS,RandomForest,0.95556640625,0.8655517578125,1.0,0.4996484375,0.0196078431372549,64,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M2,COMMIT_TIME,LogisticRegression,0.45486111111111116,0.4004286024305556,0.5141927083333333,0.505078125,0.8823529411764706,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M2,COMMIT_TIME,LogisticRegression,0.45703125,0.3468017578125,0.592333984375,0.479765625,0.6274509803921569,64,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M2,COMMIT_TIME,RandomForest,0.4714626736111111,0.3981513129340278,0.5420206705729167,0.5066731770833334,0.8235294117647058,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M2,COMMIT_TIME,RandomForest,0.3759765625,0.22568359375,0.50999755859375,0.501337890625,0.8627450980392157,64,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M2,STRUCTURAL,LogisticRegression,0.4836154513888889,0.41673177083333335,0.5837470160590278,0.48879665798611105,0.5490196078431373,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M2,STRUCTURAL,LogisticRegression,0.52685546875,0.41097412109375,0.607470703125,0.4890625,0.3137254901960784,64,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M2,STRUCTURAL,RandomForest,0.45681423611111105,0.33560655381944443,0.6194200303819444,0.489404296875,0.7647058823529411,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M2,STRUCTURAL,RandomForest,0.41259765625,0.28939208984375,0.48179931640625,0.49921875,0.9215686274509803,64,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M2,SIZE,LogisticRegression,0.5,0.5,0.5,0.5,1.0,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M2,SIZE,LogisticRegression,0.5,0.5,0.5,0.5,1.0,64,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M2,SIZE,RandomForest,0.5,0.5,0.5,0.5,1.0,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M2,SIZE,RandomForest,0.5,0.5,0.5,0.5,1.0,64,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M2,ALL_OBSERVER,LogisticRegression,0.964084201388889,0.9325520833333333,0.9918429904513889,0.5071332465277778,0.0196078431372549,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M2,ALL_OBSERVER,LogisticRegression,0.947265625,0.839111328125,0.99609375,0.5039453125,0.0196078431372549,64,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M2,ALL_OBSERVER,RandomForest,0.9781358506944444,0.9567464192708333,0.9991400824652777,0.5059537760416667,0.0196078431372549,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M2,ALL_OBSERVER,RandomForest,0.94921875,0.8873779296875,0.997607421875,0.507939453125,0.0196078431372549,64,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M3,READY_TIME,LogisticRegression,1.0,0.9999999999999999,1.0,0.4891102430555555,0.0196078431372549,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M3,READY_TIME,LogisticRegression,1.0,1.0,1.0,0.49703125,0.0196078431372549,64,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M3,READY_TIME,RandomForest,1.0,0.9999999999999999,1.0,0.4898090277777778,0.0196078431372549,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M3,READY_TIME,RandomForest,1.0,1.0,1.0,0.49802734375,0.0196078431372549,64,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M3,QUEUE_DELAY,LogisticRegression,1.0,0.9999999999999999,1.0,0.4961490885416667,0.0196078431372549,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M3,QUEUE_DELAY,LogisticRegression,1.0,1.0,1.0,0.49396484375,0.0196078431372549,64,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M3,QUEUE_DELAY,RandomForest,1.0,0.9999999999999999,1.0,0.4940755208333333,0.0196078431372549,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M3,QUEUE_DELAY,RandomForest,1.0,1.0,1.0,0.49404296875,0.0196078431372549,64,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M3,RELEASE_SLIP,LogisticRegression,0.4917534722222222,0.4401163736979167,0.5388861762152778,0.5017426215277778,0.7254901960784313,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M3,RELEASE_SLIP,LogisticRegression,0.59423828125,0.47196044921875,0.7099609375,0.51001953125,0.0784313725490196,64,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M3,RELEASE_SLIP,RandomForest,0.4905598958333333,0.4138047960069444,0.5749050564236111,0.5004904513888888,0.5686274509803921,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M3,RELEASE_SLIP,RandomForest,0.50634765625,0.36512451171875,0.625,0.490390625,0.43137254901960786,64,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M3,RELEASE_TO_SEND,LogisticRegression,0.550509982638889,0.4674126519097222,0.6677327473958333,0.4987402343750001,0.09803921568627451,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M3,RELEASE_TO_SEND,LogisticRegression,0.4814453125,0.34595947265625,0.59351806640625,0.5096875,0.6470588235294118,64,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M3,RELEASE_TO_SEND,RandomForest,0.4971788194444445,0.41726888020833336,0.5736735026041666,0.49411566840277776,0.47058823529411764,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M3,RELEASE_TO_SEND,RandomForest,0.53662109375,0.40294189453125,0.6376953125,0.516005859375,0.4117647058823529,64,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M3,SEND_TO_RECEIVE,LogisticRegression,0.43391927083333337,0.3603271484375,0.48962673611111107,0.49557942708333336,0.9411764705882353,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M3,SEND_TO_RECEIVE,LogisticRegression,0.4169921875,0.306396484375,0.5481689453125,0.50673828125,0.9607843137254902,64,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M3,SEND_TO_RECEIVE,RandomForest,0.43120659722222227,0.38225368923611114,0.5289360894097223,0.4918836805555555,0.9411764705882353,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M3,SEND_TO_RECEIVE,RandomForest,0.4462890625,0.311328125,0.5467529296875,0.50310546875,0.803921568627451,64,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M3,RECEIVER_ARRIVAL,LogisticRegression,0.525173611111111,0.4858181423611111,0.608867730034722,0.49923177083333337,0.3137254901960784,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M3,RECEIVER_ARRIVAL,LogisticRegression,0.5263671875,0.394775390625,0.6632568359375,0.494453125,0.37254901960784315,64,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M3,RECEIVER_ARRIVAL,RandomForest,0.4444444444444444,0.3738037109375,0.5220893012152777,0.49883029513888894,0.8627450980392157,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M3,RECEIVER_ARRIVAL,RandomForest,0.44873046875,0.31690673828125,0.55831298828125,0.50076171875,0.7254901960784313,64,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M3,RECEIVER_PROCESS,LogisticRegression,0.5364583333333333,0.4639322916666666,0.6418918185763889,0.4990451388888888,0.19607843137254902,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M3,RECEIVER_PROCESS,LogisticRegression,0.4873046875,0.321630859375,0.6802246093749998,0.5065625,0.6862745098039216,64,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M3,RECEIVER_PROCESS,RandomForest,0.5235460069444444,0.4453369140625,0.6147786458333333,0.49409288194444445,0.3137254901960784,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M3,RECEIVER_PROCESS,RandomForest,0.5458984375,0.41728515625,0.6851806640625,0.50158203125,0.35294117647058826,64,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M3,COMMIT_TIME,LogisticRegression,0.49853515625000006,0.4470065646701389,0.5296685112847223,0.5007009548611111,0.5098039215686274,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M3,COMMIT_TIME,LogisticRegression,0.61962890625,0.51905517578125,0.7314208984374999,0.505498046875,0.0784313725490196,64,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M3,COMMIT_TIME,RandomForest,0.5022786458333334,0.4294718424479167,0.5801106770833333,0.5033940972222222,0.47058823529411764,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M3,COMMIT_TIME,RandomForest,0.4208984375,0.315380859375,0.52027587890625,0.49662109375,0.8823529411764706,64,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M3,STRUCTURAL,LogisticRegression,0.5307074652777778,0.49144015842013894,0.5889567057291666,0.5050054253472223,0.2549019607843137,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M3,STRUCTURAL,LogisticRegression,0.49365234375,0.3901123046875,0.60078125,0.4994921875,0.6274509803921569,64,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M3,STRUCTURAL,RandomForest,0.53125,0.47076958550347225,0.58953857421875,0.5103938802083333,0.27450980392156865,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M3,STRUCTURAL,RandomForest,0.51220703125,0.406591796875,0.59599609375,0.50458984375,0.5294117647058824,64,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M3,SIZE,LogisticRegression,0.5,0.5,0.5,0.5,1.0,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M3,SIZE,LogisticRegression,0.5,0.5,0.5,0.5,1.0,64,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M3,SIZE,RandomForest,0.5,0.5,0.5,0.5,1.0,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M3,SIZE,RandomForest,0.5,0.5,0.5,0.5,1.0,64,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M3,ALL_OBSERVER,LogisticRegression,0.5193142361111112,0.4787272135416666,0.5828070746527777,0.5039279513888889,0.2549019607843137,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M3,ALL_OBSERVER,LogisticRegression,0.4990234375,0.3588623046875,0.6104248046874999,0.5051953125,0.5882352941176471,64,16,WITHIN_TASK_REPETITION_HOLDOUT
Microsoft Agent Framework,POOLED,M3,ALL_OBSERVER,RandomForest,0.4677734375,0.4222439236111111,0.5546359592013889,0.4922634548611111,0.8235294117647058,192,16,GROUPED_TASK_4FOLD
Microsoft Agent Framework,POOLED,M3,ALL_OBSERVER,RandomForest,0.478515625,0.35537109375,0.62734375,0.48255859375,0.5294117647058824,64,16,WITHIN_TASK_REPETITION_HOLDOUT
OpenAI Agents SDK,AUTHORIZATION,M2,READY_TIME,LogisticRegression,1.0,0.9999999999999999,1.0,0.5019097222222222,0.0196078431372549,96,16,GROUPED_TASK_4FOLD
OpenAI Agents SDK,AUTHORIZATION,M2,READY_TIME,LogisticRegression,1.0,1.0,1.0,0.518203125,0.0196078431372549,32,16,WITHIN_TASK_REPETITION_HOLDOUT
OpenAI Agents SDK,AUTHORIZATION,M2,READY_TIME,RandomForest,1.0,1.0,1.0,0.5043793402777778,0.0196078431372549,96,16,GROUPED_TASK_4FOLD
OpenAI Agents SDK,AUTHORIZATION,M2,READY_TIME,RandomForest,1.0,1.0,1.0,0.5269921875,0.0196078431372549,32,16,WITHIN_TASK_REPETITION_HOLDOUT
OpenAI Agents SDK,AUTHORIZATION,M2,QUEUE_DELAY,LogisticRegression,1.0,0.9999999999999999,1.0,0.5051258680555556,0.0196078431372549,96,16,GROUPED_TASK_4FOLD
