framework,pinned_commit,relative_path,bytes,discovered_materialized_python_file,included_ir_v1,inclusion_rule,exclusion_reason
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/extensions/daytona/usaspending_text2sql/agent.py,19164,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/extensions/daytona/usaspending_text2sql/setup_db.py,26411,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/extensions/daytona/usaspending_text2sql/sql_capability.py,6272,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/extensions/e2b_runner.py,9144,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/extensions/modal_runner.py,15077,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/extensions/runloop/__init__.py,0,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/extensions/runloop/capabilities.py,36151,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/extensions/runloop/runner.py,5811,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/extensions/temporal/_worker_setup.py,1230,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/extensions/temporal/local_hello_workflow.py,5593,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/extensions/temporal/temporal_sandbox_agent.py,25999,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/extensions/temporal/temporal_sandbox_tui.py,45011,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/extensions/temporal/temporal_session_manager.py,14990,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/extensions/vercel_runner.py,14093,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/handoffs.py,3947,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/healthcare_support/__init__.py,52,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/healthcare_support/data.py,7003,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/healthcare_support/main.py,4751,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/healthcare_support/models.py,2242,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/healthcare_support/support_agents.py,7045,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/healthcare_support/tools.py,3594,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/healthcare_support/workflow.py,19086,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/memory.py,9647,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/memory_multi_agent_multiturn.py,8675,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/memory_s3.py,12026,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/misc/__init__.py,44,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/misc/example_support.py,914,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/misc/reference_policy_mcp_server.py,883,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/misc/workspace_apply_patch.py,3106,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/misc/workspace_shell.py,2134,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/sandbox_agent_capabilities.py,17317,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/sandbox_agent_with_remote_snapshot.py,6032,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/sandbox_agent_with_tools.py,4678,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/sandbox_agents_as_tools.py,9200,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/shared_session_workdirs.py,10856,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/tax_prep.py,8862,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/tutorials/__init__.py,1,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/tutorials/data/dataroom/setup.py,7828,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/tutorials/dataroom_metric_extract/__init__.py,1,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/tutorials/dataroom_metric_extract/evals.py,10648,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/tutorials/dataroom_metric_extract/main.py,9589,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/tutorials/dataroom_metric_extract/schemas.py,1445,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/tutorials/dataroom_qa/__init__.py,1,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/tutorials/dataroom_qa/main.py,4568,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/tutorials/misc.py,14261,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/tutorials/repo_code_review/__init__.py,1,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/tutorials/repo_code_review/evals.py,2789,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/tutorials/repo_code_review/main.py,6264,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/tutorials/sandbox_resume/__init__.py,1,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/tutorials/sandbox_resume/main.py,4872,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/tutorials/vision_website_clone/__init__.py,1,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/tutorials/vision_website_clone/main.py,8519,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/unix_local_pty.py,5742,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/unix_local_runner.py,9254,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/apply_patch.py,7060,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/code_interpreter.py,2217,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/codex.py,5967,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/codex_same_thread.py,4791,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/computer_use.py,10024,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/container_shell_inline_skill.py,3930,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/container_shell_skill_reference.py,3711,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/file_search.py,3174,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/image_generator.py,2433,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/local_shell_skill.py,2314,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/programmatic_tool_calling.py,3884,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/shell.py,4721,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/shell_human_in_the_loop.py,5096,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/tool_search.py,6317,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/web_search.py,671,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/web_search_filters.py,4649,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/voice/__init__.py,0,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/voice/static/__init__.py,0,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/voice/static/main.py,2766,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/voice/static/util.py,2068,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/voice/streamed/__init__.py,0,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/voice/streamed/main.py,6747,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/voice/streamed/my_workflow.py,2724,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/web_search_utils.py,2275,YES,YES,PINNED_EXAMPLE_ROOT,
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,integration_tests/__init__.py,41,YES,NO,EXCLUDED,OUTSIDE_FROZEN_IR_V1_CORPUS_ROOT
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,integration_tests/_contract_support.py,118336,YES,NO,EXCLUDED,OUTSIDE_FROZEN_IR_V1_CORPUS_ROOT
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,integration_tests/conftest.py,8820,YES,NO,EXCLUDED,OUTSIDE_FROZEN_IR_V1_CORPUS_ROOT
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,integration_tests/containers/test_dapr_redis.py,20393,YES,NO,EXCLUDED,OUTSIDE_FROZEN_IR_V1_CORPUS_ROOT
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,integration_tests/hosted/test_code_interpreter.py,2721,YES,NO,EXCLUDED,OUTSIDE_FROZEN_IR_V1_CORPUS_ROOT
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,integration_tests/hosted/test_local_tool_families.py,7405,YES,NO,EXCLUDED,OUTSIDE_FROZEN_IR_V1_CORPUS_ROOT
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,integration_tests/hosted/test_mcp.py,5312,YES,NO,EXCLUDED,OUTSIDE_FROZEN_IR_V1_CORPUS_ROOT
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,integration_tests/hosted/test_multi_agent.py,2434,YES,NO,EXCLUDED,OUTSIDE_FROZEN_IR_V1_CORPUS_ROOT
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,integration_tests/hosted/test_programmatic_tool_calling.py,10817,YES,NO,EXCLUDED,OUTSIDE_FROZEN_IR_V1_CORPUS_ROOT
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,integration_tests/hosted/test_tool_search.py,4149,YES,NO,EXCLUDED,OUTSIDE_FROZEN_IR_V1_CORPUS_ROOT
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,integration_tests/hosted/test_web_search.py,1034,YES,NO,EXCLUDED,OUTSIDE_FROZEN_IR_V1_CORPUS_ROOT
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,integration_tests/openai/test_approval_resume.py,6466,YES,NO,EXCLUDED,OUTSIDE_FROZEN_IR_V1_CORPUS_ROOT
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,integration_tests/openai/test_chat_completions.py,3445,YES,NO,EXCLUDED,OUTSIDE_FROZEN_IR_V1_CORPUS_ROOT
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,integration_tests/openai/test_execution_controls.py,17361,YES,NO,EXCLUDED,OUTSIDE_FROZEN_IR_V1_CORPUS_ROOT
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,integration_tests/openai/test_guardrails.py,6167,YES,NO,EXCLUDED,OUTSIDE_FROZEN_IR_V1_CORPUS_ROOT
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,integration_tests/openai/test_handoffs.py,3889,YES,NO,EXCLUDED,OUTSIDE_FROZEN_IR_V1_CORPUS_ROOT
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,integration_tests/openai/test_model_settings.py,4301,YES,NO,EXCLUDED,OUTSIDE_FROZEN_IR_V1_CORPUS_ROOT
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,integration_tests/openai/test_responses.py,6397,YES,NO,EXCLUDED,OUTSIDE_FROZEN_IR_V1_CORPUS_ROOT
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,integration_tests/openai/test_retry.py,2531,YES,NO,EXCLUDED,OUTSIDE_FROZEN_IR_V1_CORPUS_ROOT
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,integration_tests/openai/test_sessions.py,9921,YES,NO,EXCLUDED,OUTSIDE_FROZEN_IR_V1_CORPUS_ROOT
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,integration_tests/openai/test_tracing.py,3737,YES,NO,EXCLUDED,OUTSIDE_FROZEN_IR_V1_CORPUS_ROOT
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,integration_tests/openai/test_websocket.py,2486,YES,NO,EXCLUDED,OUTSIDE_FROZEN_IR_V1_CORPUS_ROOT
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,integration_tests/packaging/mcp_legacy_server.py,1967,YES,NO,EXCLUDED,OUTSIDE_FROZEN_IR_V1_CORPUS_ROOT
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,integration_tests/packaging/test_distribution_contents.py,6431,YES,NO,EXCLUDED,OUTSIDE_FROZEN_IR_V1_CORPUS_ROOT
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,integration_tests/packaging/test_mcp_compat.py,2784,YES,NO,EXCLUDED,OUTSIDE_FROZEN_IR_V1_CORPUS_ROOT
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,integration_tests/packaging/test_optional_extras.py,1931,YES,NO,EXCLUDED,OUTSIDE_FROZEN_IR_V1_CORPUS_ROOT
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,integration_tests/packaging/test_provider_selection.py,9603,YES,NO,EXCLUDED,OUTSIDE_FROZEN_IR_V1_CORPUS_ROOT
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,integration_tests/packaging/test_released_api_contract.py,9014,YES,NO,EXCLUDED,OUTSIDE_FROZEN_IR_V1_CORPUS_ROOT
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,integration_tests/packaging/test_run_state_compatibility.py,4886,YES,NO,EXCLUDED,OUTSIDE_FROZEN_IR_V1_CORPUS_ROOT
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,integration_tests/providers/test_any_llm.py,6265,YES,NO,EXCLUDED,OUTSIDE_FROZEN_IR_V1_CORPUS_ROOT
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,integration_tests/providers/test_litellm.py,6757,YES,NO,EXCLUDED,OUTSIDE_FROZEN_IR_V1_CORPUS_ROOT
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,integration_tests/realtime/test_realtime.py,18394,YES,NO,EXCLUDED,OUTSIDE_FROZEN_IR_V1_CORPUS_ROOT
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,integration_tests/security/test_local_sandbox_isolation.py,14102,YES,NO,EXCLUDED,OUTSIDE_FROZEN_IR_V1_CORPUS_ROOT
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,integration_tests/security/test_packaged_mount_redaction.py,5939,YES,NO,EXCLUDED,OUTSIDE_FROZEN_IR_V1_CORPUS_ROOT
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,integration_tests/voice/test_voice_pipeline.py,8706,YES,NO,EXCLUDED,OUTSIDE_FROZEN_IR_V1_CORPUS_ROOT
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/__init__.py,17445,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/_config.py,1726,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/_config_coercion.py,3472,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/_debug.py,987,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/_httpx_compat.py,1210,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/_mcp_tool_metadata.py,2972,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/_public_agent.py,736,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/_tool_identity.py,26665,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/_tool_invocation.py,10610,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/agent.py,48804,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/agent_output.py,7899,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/agent_tool_input.py,8507,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/agent_tool_state.py,10189,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/apply_diff.py,12867,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/computer.py,4356,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/decorators.py,439,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/editor.py,1377,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/exceptions.py,20329,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/__init__.py,84,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/experimental/__init__.py,203,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/experimental/codex/__init__.py,1914,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/experimental/codex/codex.py,3454,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/experimental/codex/codex_options.py,1308,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/experimental/codex/codex_tool.py,49479,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/experimental/codex/events.py,4911,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/experimental/codex/exec.py,11099,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/experimental/codex/items.py,7183,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/experimental/codex/output_schema_file.py,1536,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/experimental/codex/payloads.py,892,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/experimental/codex/thread.py,7166,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/experimental/codex/thread_options.py,2065,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/experimental/codex/turn_options.py,1124,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/experimental/hosted_multi_agent/__init__.py,345,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/experimental/hosted_multi_agent/model.py,39729,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
