framework,pinned_commit,relative_path,bytes,discovered_materialized_python_file,included_ir_v1,inclusion_rule,exclusion_reason
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/run_internal/turn_resolution.py,148886,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/run_state.py,234641,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/__init__.py,1726,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/_mount_security.py,87068,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/apply_patch.py,11038,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/capabilities/__init__.py,808,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/capabilities/capabilities.py,264,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/capabilities/capability.py,3849,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/capabilities/compaction.py,7148,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/capabilities/filesystem.py,1695,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/capabilities/memory.py,3760,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/capabilities/shell.py,2310,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/capabilities/skills.py,34003,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/capabilities/tools/__init__.py,426,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/capabilities/tools/apply_patch_tool.py,15878,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/capabilities/tools/shell_tool.py,12680,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/capabilities/tools/view_image.py,5839,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/config.py,4790,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/entries/__init__.py,1032,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/entries/artifacts.py,32634,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/entries/base.py,6579,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/entries/mounts/__init__.py,821,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/entries/mounts/_redaction.py,2018,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/entries/mounts/base.py,19784,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/entries/mounts/patterns.py,37048,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/entries/mounts/providers/__init__.py,329,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/entries/mounts/providers/azure_blob.py,3719,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/entries/mounts/providers/base.py,4570,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/entries/mounts/providers/box.py,5020,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/entries/mounts/providers/gcs.py,7911,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/entries/mounts/providers/r2.py,3645,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/entries/mounts/providers/s3.py,5210,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/entries/mounts/providers/s3_files.py,2950,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/errors.py,27599,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/files.py,504,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/manifest.py,24150,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/manifest_render.py,8609,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/materialization.py,2214,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/memory/__init__.py,0,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/memory/interface.py,966,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/memory/manager.py,13870,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/memory/phase_one.py,4624,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/memory/phase_two.py,1120,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/memory/prompts.py,6171,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/memory/rollouts.py,8466,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/memory/storage.py,9226,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/remote_mount_policy.py,2628,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/runtime.py,13154,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/runtime_agent_preparation.py,9123,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/runtime_session_manager.py,42065,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/sandbox_agent.py,4939,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/sandboxes/__init__.py,1538,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/sandboxes/docker.py,75312,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/sandboxes/unix_local.py,45594,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/session/__init__.py,3590,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/session/archive_extraction.py,18381,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/session/archive_ops.py,4329,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/session/base_sandbox_session.py,52088,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/session/dependencies.py,9090,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/session/events.py,2921,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/session/manager.py,6800,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/session/manifest_application.py,6825,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/session/manifest_ops.py,2122,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/session/mount_lifecycle.py,8617,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/session/pty_output.py,1467,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/session/pty_types.py,2085,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/session/runtime_helpers.py,8143,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/session/sandbox_client.py,11263,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/session/sandbox_session.py,24010,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/session/sandbox_session_state.py,18272,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/session/sinks.py,12108,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/session/snapshot_lifecycle.py,9037,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/session/tar_workspace.py,592,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/session/utils.py,937,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/session/workspace_payloads.py,2300,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/snapshot.py,9211,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/snapshot_defaults.py,3371,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/types.py,5780,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/util/__init__.py,2101,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/util/checksums.py,1090,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/util/deep_merge.py,753,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/util/github.py,1387,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/util/iterator_io.py,2509,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/util/parse_utils.py,2761,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/util/retry.py,4248,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/util/tar_utils.py,17593,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/util/token_truncation.py,7304,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/sandbox/workspace_paths.py,21888,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/stream_events.py,1759,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/strict_schema.py,19040,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/testing/__init__.py,1027,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/testing/model.py,47414,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/testing/sandbox.py,19565,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/tool.py,107587,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/tool_context.py,11445,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/tool_guardrails.py,8454,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/tracing/__init__.py,3215,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/tracing/config.py,602,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/tracing/context.py,4152,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/tracing/create.py,19086,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/tracing/logger.py,68,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/tracing/model_tracing.py,456,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/tracing/processor_interface.py,4385,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/tracing/processors.py,29926,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/tracing/provider.py,18475,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/tracing/scope.py,1458,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/tracing/setup.py,2083,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/tracing/span_data.py,11024,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/tracing/spans.py,12373,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/tracing/traces.py,19093,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/tracing/util.py,490,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/usage.py,20178,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/util/__init__.py,0,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/util/_approvals.py,1675,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/util/_asyncio_tasks.py,4261,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/util/_coro.py,45,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/util/_custom_data.py,1895,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/util/_error_tracing.py,5203,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/util/_json.py,2611,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/util/_pretty_print.py,3014,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/util/_tool_errors.py,560,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/util/_transforms.py,761,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/util/_types.py,169,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/version.py,230,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/voice/__init__.py,1652,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/voice/events.py,1176,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/voice/exceptions.py,233,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/voice/imports.py,348,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/voice/input.py,4849,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/voice/model.py,6842,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/voice/models/__init__.py,0,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/voice/models/openai_model_provider.py,5038,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
