mix,slot,private_case,scheduled_offset_ms,start_lateness_ms,completion_lateness_ms,pending_queue_depth_including_current,missed_nominal_interval,access_slot_total_ms
RANDOMIZED,69,IDLE,4140.0,4194.231872,4299.429778,31,True,104.283364
RANDOMIZED,70,UNPROVISIONED,4200.0,4239.445749,4344.22875,30,True,103.817849
RANDOMIZED,71,UNPROVISIONED,4260.0,4284.246711,4386.482572,29,True,101.281398
RANDOMIZED,72,IDLE,4320.0,4326.500106,4436.117909,28,True,108.695124
RANDOMIZED,73,IDLE,4380.0,4376.133158,4491.553191,27,True,114.380224
RANDOMIZED,74,DEPLOYED,4440.0,4431.574152,4572.802955,26,True,140.608688
RANDOMIZED,75,DEPLOYED,4500.0,4512.814621,4625.338635,25,True,112.044046
RANDOMIZED,76,IDLE,4560.0,4565.352181,4686.280827,24,True,120.488134
RANDOMIZED,77,IDLE,4620.0,4626.290537,4741.811829,23,True,115.148951
RANDOMIZED,78,DEPLOYED,4680.0,4681.822366,4794.044007,22,True,111.815882
RANDOMIZED,79,IDLE,4740.0,4734.053783,4849.028223,21,True,113.94848
RANDOMIZED,80,UNPROVISIONED,4800.0,4789.05285,4900.676688,20,True,111.086034
RANDOMIZED,81,DEPLOYED,4860.0,4840.687886,4953.092611,19,True,112.003198
RANDOMIZED,82,IDLE,4920.0,4893.103153,5006.303487,18,True,112.144969
RANDOMIZED,83,DEPLOYED,4980.0,4946.330528,5068.40035,17,True,120.81421
RANDOMIZED,84,DEPLOYED,5040.0,5008.428255,5118.340842,16,True,109.333752
RANDOMIZED,85,UNPROVISIONED,5100.0,5058.352542,5172.922408,15,True,114.123876
RANDOMIZED,86,DEPLOYED,5160.0,5112.935341,5230.612723,14,True,117.258791
RANDOMIZED,87,UNPROVISIONED,5220.0,5170.623629,5293.683664,13,True,122.633415
RANDOMIZED,88,UNPROVISIONED,5280.0,5233.695521,5357.260275,12,True,123.137671
RANDOMIZED,89,DEPLOYED,5340.0,5297.27319,5426.452688,11,True,128.774749
RANDOMIZED,90,UNPROVISIONED,5400.0,5366.463413,5490.404461,10,True,123.559361
RANDOMIZED,91,DEPLOYED,5460.0,5430.415835,5554.349106,9,True,123.610439
RANDOMIZED,92,IDLE,5520.0,5494.357201,5622.361312,8,True,127.591004
RANDOMIZED,93,DEPLOYED,5580.0,5562.372305,5692.499876,7,True,129.547486
RANDOMIZED,94,IDLE,5640.0,5632.514525,5757.532985,6,True,124.617198
RANDOMIZED,95,IDLE,5700.0,5697.54161,5848.145822,5,True,150.177983
RANDOMIZED,96,DEPLOYED,5760.0,5788.162623,5911.296222,4,True,122.737782
RANDOMIZED,97,UNPROVISIONED,5820.0,5851.320924,5975.212275,3,True,123.31362
RANDOMIZED,98,UNPROVISIONED,5880.0,5915.223451,6039.544033,2,True,123.208077
RANDOMIZED,99,DEPLOYED,5940.0,5979.572882,6109.033232,1,True,128.826645
