framework,source_path,source_sha,source_line,action_family,adapter_id,native_executor_verified,canonical_executor_verified,external_network_required,prior_exclusion_status,deterministic_selection_score,eligible,detail,argument_name,source_compatibility_result,compatibility_scope
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,796,instructions,NONE,false,false,unknown,EXCLUDED,17abce165031758c80f253a64261f1ac005a83c6b525fb9521324997dcecc7bf,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,798,tool,MICROSOFT_GENERIC_FUNCTION_TOOL_V10_1,false,false,unknown,EXCLUDED,da3340dd591da1e66b4fec62fed610efa6297ba59f9a973693dadbe61338fac8,false,"Name(id='weather_tool', ctx=Load())",,DETAIL_IS_NOT_A_CALLABLE_IDENTIFIER,frozen corpus row resolves to a locally parseable @tool callable with one str argument; generic action name and argument-name adaptation only
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,799,middleware,NONE,false,false,unknown,EXCLUDED,a95aa9f963fb2dcbbdac21d6261b4c7f565df46c7770503770700f59b09ad7a2,false,middleware,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,834,middleware,NONE,false,false,unknown,EXCLUDED,46c5362fce6333145ae390af5eafd32f0ea7fc80f0b46cd4f0702fe1328803a5,false,MiddlewareFailure,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,837,instructions,NONE,false,false,unknown,EXCLUDED,ac90dd6223df2c0ffa616b2dfe95e8825eebe47ed9451c42faf6a6e2151e482e,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,839,tool,MICROSOFT_GENERIC_FUNCTION_TOOL_V10_1,false,false,unknown,EXCLUDED,9142816979c187cd85f73dc34e55599e405137515240c957586b04b58dba03ff,false,"Name(id='weather_tool', ctx=Load())",,DETAIL_IS_NOT_A_CALLABLE_IDENTIFIER,frozen corpus row resolves to a locally parseable @tool callable with one str argument; generic action name and argument-name adaptation only
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,840,middleware,NONE,false,false,unknown,EXCLUDED,26300fc3cb3b7cf1eb87a81573c048a3c6870ed75c51df3443a070090d681da7,false,middleware,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,866,middleware,NONE,false,false,unknown,EXCLUDED,7978b88a7b60e8b9a1d702557e2b302562cefbafb57bba0bd4b0fb04ce3ef091,false,MiddlewareTermination,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,870,instructions,NONE,false,false,unknown,EXCLUDED,c74030bc0cc7eac366c596c200e56f5114aea4da263e1bd493e8f2f71955046f,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,872,tool,MICROSOFT_GENERIC_FUNCTION_TOOL_V10_1,false,false,unknown,EXCLUDED,96e89b3f1815e0652ccc063c23f89330f95e3397342c3e892af6e5b747dd39f4,false,"Name(id='weather_tool', ctx=Load())",,DETAIL_IS_NOT_A_CALLABLE_IDENTIFIER,frozen corpus row resolves to a locally parseable @tool callable with one str argument; generic action name and argument-name adaptation only
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,873,middleware,NONE,false,false,unknown,EXCLUDED,3daac651f3c2e9af0f1b410e6650f9180fbe7b310139e9e0be7e0262785189ce,false,middleware,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,892,instructions,NONE,false,false,unknown,EXCLUDED,ab6aa55e4f285802aecb3d17d7cd10572a1dc91494d3a5947dec172c5da88f52,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,904,instructions,NONE,false,false,unknown,EXCLUDED,5c69b4e1f539458d5d6597d31f5fee298bf220ca21dae4da6d09daaaea36b0d7,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,906,middleware,NONE,false,false,unknown,EXCLUDED,d925ca48d1f957f935fed04be1fcce03c77ea267de9deda8d1bc376480af94fa,false,middleware,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,926,instructions,NONE,false,false,unknown,EXCLUDED,8c319fa3da2f178e4a50b64b8fb4a1293b6c28a041869b4ec3cb709238779b0b,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,927,middleware,NONE,false,false,unknown,EXCLUDED,6747a25d1d47c57480f7ac5dde2b25832d9fb7d04d4ca7e00ec3edd462441fca,false,middleware,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,933,loop,NONE,false,false,unknown,EXCLUDED,172f24506c12e65073c413948a65a1ee9ffb97877543f302511dbbb342854e7b,false,For,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,934,state_memory,NONE,false,false,unknown,EXCLUDED,4d5a62e2dfd6831dcda58cf367d9e769efdc8a3edcd76a5009a00a67e2aad549,false,sessions.setdefault,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,937,loop,NONE,false,false,unknown,EXCLUDED,1543889cd70ec79cdcf7e6e66487d06bfb55a40e9233d212e8d6631db9b74061,false,For,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,961,instructions,NONE,false,false,unknown,EXCLUDED,7e30e534f74929b786175c13e9533c1c50f2deeee176c36e2a4a9a62d8392b10,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1001,instructions,NONE,false,false,unknown,EXCLUDED,2ac0be02445198a9fd19485482e87e04f94a30dca7edf46fc949944a6a3f49e8,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1003,tool,MICROSOFT_GENERIC_FUNCTION_TOOL_V10_1,false,false,unknown,EXCLUDED,36f5c685e0e601792d7f761adc4b85c19a2dc9c02f1e10ca253ebe765f7f1c30,false,"Name(id='weather_tool', ctx=Load())",,DETAIL_IS_NOT_A_CALLABLE_IDENTIFIER,frozen corpus row resolves to a locally parseable @tool callable with one str argument; generic action name and argument-name adaptation only
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1004,middleware,NONE,false,false,unknown,EXCLUDED,6c626722b10b875599cc0ca2e7c0f1343f3037cacbae5838ff079935377097c5,false,middleware,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1021,instructions,NONE,false,false,unknown,EXCLUDED,af9e10989e77352f02396db5051a92d382f53452c685dcb6bb4a9181e29deee1,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1023,tool,MICROSOFT_GENERIC_FUNCTION_TOOL_V10_1,false,false,unknown,EXCLUDED,a1e844460b4b86017d6264cc96c31962983491bd2e28c4c10cb15171ce01bf73,false,"Name(id='weather_tool', ctx=Load())",,DETAIL_IS_NOT_A_CALLABLE_IDENTIFIER,frozen corpus row resolves to a locally parseable @tool callable with one str argument; generic action name and argument-name adaptation only
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1024,middleware,NONE,false,false,unknown,EXCLUDED,3f67adc94a81e4ea473ed1116395470237e9cf1eb1a9e00bf780f3cdd86e92d5,false,middleware,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1051,middleware,NONE,false,false,unknown,EXCLUDED,0d7351af4a63feeeade4a208868f4c43b2d0b3fe3c7df31ffe276f05fc46b778,false,create_agent_hooks_middleware,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1071,middleware,NONE,false,false,unknown,EXCLUDED,1fbdc5bafe6590bfd29baa871060fa7b2b857148ef0881ee1b462017393386a4,false,MiddlewareTermination,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1080,middleware,NONE,false,false,unknown,EXCLUDED,7d0937e78af545833e0900d0d85c1e0a4152f01ab5160d73f2896bea4887db87,false,MiddlewareTermination,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1089,middleware,NONE,false,false,unknown,EXCLUDED,5038b9720ec8460f0f55850fd9ca4d5c35050050d220ae97e37c2d497fc9c170,false,MiddlewareTermination,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1103,instructions,NONE,false,false,unknown,EXCLUDED,66b914e88a85e8269bb747a282731887df33461c9ca18ec43cd02a878dc391c4,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1106,middleware,NONE,false,false,unknown,EXCLUDED,df04774612fd28da4dc05d0195f2bdb085ae1db0bfd2cf584ec964c368fe2456,false,middleware,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1107,middleware,NONE,false,false,unknown,EXCLUDED,ab21416428ac2e9582c2e317af9b3d45bbe0ea20f9b9bdb73ca2e46475a9488c,false,middleware,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1123,instructions,NONE,false,false,unknown,EXCLUDED,8580abe5c0c5d60966bfa6953901c52fb7a62f2525e198dd8b87c17258f52fb4,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1125,middleware,NONE,false,false,unknown,EXCLUDED,020c1a00b9dd1f7880c6ebb69d92e9cff9abb3d82a5af91b7ea1d819c449f356,false,middleware,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1138,instructions,NONE,false,false,unknown,EXCLUDED,453fe04add94addd499cb39256aa0151d9466e9736c0fc2886f968ab6ed01363,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1141,middleware,NONE,false,false,unknown,EXCLUDED,91a89050f4f1949f95bad23ae40721dd6fefccd96152e24433125e6bc51c0242,false,middleware,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1142,middleware,NONE,false,false,unknown,EXCLUDED,860ec3ea0d7913c0384d4153eaaf63769a3d98df817b5c19c00036b642233f67,false,middleware,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1165,instructions,NONE,false,false,unknown,EXCLUDED,865fedd3054ce05d2cf9ab36bb2f608c0b343b3acbd6bb371a08967122b4150e,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1167,middleware,NONE,false,false,unknown,EXCLUDED,20dd103352b7d57195fc4621b6acc37071a7a4b4c64ac1440d88de819479d913,false,middleware,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1180,instructions,NONE,false,false,unknown,EXCLUDED,8ab4a195987f5d281912037c8a04d0df770cb4251a49b3502751802023758a45,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1183,middleware,NONE,false,false,unknown,EXCLUDED,4c38c661444ae81417735e404100b82327369aef7f64b01c104ff72a9931a5da,false,middleware,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1184,middleware,NONE,false,false,unknown,EXCLUDED,f408bdc4e7062030432f231ec074ed103a29e26797cb3e3d8e1aa44688a6d291,false,middleware,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1192,fanout_fanin,NONE,false,false,unknown,EXCLUDED,4dba75ce7db33e155f3c63b21e955803ad8c2e3ce289dbed76080ed73044fbe4,false,join,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1200,instructions,NONE,false,false,unknown,EXCLUDED,9107071ec62fb5dc8c75d291eea91c675c7453a8828e0ab587e478585e5bad12,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1202,middleware,NONE,false,false,unknown,EXCLUDED,b52dee9b809be4f795866bfeb4771306f3f0ffb1e29833fcd2ee27a142ae5b24,false,middleware,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1216,instructions,NONE,false,false,unknown,EXCLUDED,65f9a8249c3f93315860ebaf4a6f93025fe57dc0ed12c86d94fbf632ec04d7b4,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1218,middleware,NONE,false,false,unknown,EXCLUDED,27a6c74a18d9afd1e07b56b5d20ab4811ba20d9f932f2f1edb2c440f17563d26,false,middleware,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1234,instructions,NONE,false,false,unknown,EXCLUDED,515ae2463d6db1479efed9428ec7fb365641a42f9245008023b8ba72baaa2bf4,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1236,tool,MICROSOFT_GENERIC_FUNCTION_TOOL_V10_1,false,false,unknown,EXCLUDED,077db7322db2a66a471f7a787dab9e232fc18c0c59e0ffe3d60323cada1d4c03,false,"Name(id='weather_tool', ctx=Load())",,DETAIL_IS_NOT_A_CALLABLE_IDENTIFIER,frozen corpus row resolves to a locally parseable @tool callable with one str argument; generic action name and argument-name adaptation only
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1238,middleware,NONE,false,false,unknown,EXCLUDED,639e22d9be54827b10e3e7f8a8eeb34a3d12be1f9894e92734f4e96cabbc1d3a,false,middleware,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1239,middleware,NONE,false,false,unknown,EXCLUDED,b3cf97f09d356f914c635468a006f0813c091ddd46776ac82f70e99f91ddbb94,false,middleware,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1258,instructions,NONE,false,false,unknown,EXCLUDED,d235efe1a2565974006b709f56767191515507db12141bf73b6f53e6cbf096bc,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1260,tool,MICROSOFT_GENERIC_FUNCTION_TOOL_V10_1,false,false,unknown,EXCLUDED,378a4f61fbdbc485d48c4f7a836b56b8174fd86de19342dcdc4eb1b240538088,false,"Name(id='weather_tool', ctx=Load())",,DETAIL_IS_NOT_A_CALLABLE_IDENTIFIER,frozen corpus row resolves to a locally parseable @tool callable with one str argument; generic action name and argument-name adaptation only
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1261,middleware,NONE,false,false,unknown,EXCLUDED,52ab7d67afd0fafd7cda3c5f9d4cff3d166cf63a1ae2580b5fb6064d7f9f338f,false,middleware,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1283,instructions,NONE,false,false,unknown,EXCLUDED,bdc63abbe9aeba88efe606455fdcfe7cb4c75ac49e246eea44bb03b1079b7ece,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1297,instructions,NONE,false,false,unknown,EXCLUDED,80f3055d9f21f82368b45f3be0cd1f0587d5ac6781462634fd86c2478c8c2563,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1311,instructions,NONE,false,false,unknown,EXCLUDED,4c38e2a178275cf487c470b3c07d12cdaf41f91ca3521c7606a0b890c9f0c544,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1325,instructions,NONE,false,false,unknown,EXCLUDED,8cdc8bc9a695c52f00f50b180183cc74b415af2baca852552192ac921a75f87b,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1339,instructions,NONE,false,false,unknown,EXCLUDED,2d69c3ca3f6a5942a372a150f57bac1abb6bb0130404178dcd5e966614a4ddd7,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1341,tool,MICROSOFT_GENERIC_FUNCTION_TOOL_V10_1,false,false,unknown,EXCLUDED,1d162af15fba46f775c0afda64dcd186f08d75a38acdd15e9cc9cc5c3ad070b9,false,"Name(id='weather_tool', ctx=Load())",,DETAIL_IS_NOT_A_CALLABLE_IDENTIFIER,frozen corpus row resolves to a locally parseable @tool callable with one str argument; generic action name and argument-name adaptation only
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1342,middleware,NONE,false,false,unknown,EXCLUDED,6c7e5014ec3e76942d98f6cee3c6d23d864618436c4550dd8a35158becbb7732,false,middleware,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1369,middleware,NONE,false,false,unknown,EXCLUDED,dd0de48eda47c60a6d82cdb8a2812607acdc30d997a7618791ec2d54e8e8d263,false,create_agent_hooks_middleware,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1371,instructions,NONE,false,false,unknown,EXCLUDED,dc9a92c17ee3f4c3f30fa158f8cfa1057a5f335743442fc8840e56aa4890b1e1,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1373,tool,MICROSOFT_GENERIC_FUNCTION_TOOL_V10_1,false,false,unknown,EXCLUDED,7fb1c4257591358034b0ab699529ab78d7128ea4217bca30721bbdb42aa7826e,false,"Name(id='weather_tool', ctx=Load())",,DETAIL_IS_NOT_A_CALLABLE_IDENTIFIER,frozen corpus row resolves to a locally parseable @tool callable with one str argument; generic action name and argument-name adaptation only
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1374,middleware,NONE,false,false,unknown,EXCLUDED,c404820f8e3f5970dd6b569d769659effc8ee00f5c76065a0dd22ddc0c61c983,false,middleware,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
Microsoft Agent Framework,python/packages/core/tests/core/test_agent_hooks.py,f5f9738a2f7448229c9ac1beb0763234c1a62bfbaf22b3b7f336b53464ede473,1392,middleware,NONE,false,false,unknown,EXCLUDED,232e2b0f380b9fef3d4d10e207ad5410721166d97d8f14bcd0cd6e4f0de72f10,false,create_agent_hooks_middleware,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
