framework,source_path,source_sha,source_line,action_family,adapter_id,native_executor_verified,canonical_executor_verified,external_network_required,prior_exclusion_status,deterministic_selection_score,eligible,detail,argument_name,source_compatibility_result,compatibility_scope
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools.py,9e86cc3a1570a329ebdf531f13c23748813e834397d5452f6cd2840aea877565,12,instructions,NONE,false,false,unknown,EXCLUDED,03b951c5f615efccca6764d8a72a91c40440a2102107d5960f5da3d1a7a362e0,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools.py,9e86cc3a1570a329ebdf531f13c23748813e834397d5452f6cd2840aea877565,18,instructions,NONE,false,false,unknown,EXCLUDED,815f5334c35375e6f388e8adc168122fc7d336aa994cf3cbc725b9ef8df5622b,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools.py,9e86cc3a1570a329ebdf531f13c23748813e834397d5452f6cd2840aea877565,24,instructions,NONE,false,false,unknown,EXCLUDED,a3e9be5be269fcc604a71fe4d8abe3471fa4763cbaeb41b354e95e1be806b63d,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools.py,9e86cc3a1570a329ebdf531f13c23748813e834397d5452f6cd2840aea877565,30,instructions,NONE,false,false,unknown,EXCLUDED,b36589b6bc0521ddf9e9dc35cc545eb257dc896ec2059b74c90f63fd087331ce,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools.py,9e86cc3a1570a329ebdf531f13c23748813e834397d5452f6cd2840aea877565,38,agents_as_tools,NONE,false,false,unknown,EXCLUDED,b9c1dd04eafe305652411f47b5c33ec1553225b9fb63edfecc3e822872e872a8,false,spanish_agent.as_tool,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools.py,9e86cc3a1570a329ebdf531f13c23748813e834397d5452f6cd2840aea877565,42,agents_as_tools,NONE,false,false,unknown,EXCLUDED,6636775b3f4a59fcde080c1f0a1ae081b456fbea5b883a546820209fc7c6f275,false,french_agent.as_tool,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools.py,9e86cc3a1570a329ebdf531f13c23748813e834397d5452f6cd2840aea877565,46,agents_as_tools,NONE,false,false,unknown,EXCLUDED,b3a87f27dab8733d345819eac2b7c545493ce59ec52a87080a14eddbd5c789c0,false,italian_agent.as_tool,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools.py,9e86cc3a1570a329ebdf531f13c23748813e834397d5452f6cd2840aea877565,53,instructions,NONE,false,false,unknown,EXCLUDED,3901a0cad92a0f1094d63c4ddb4a6cae21eb272aa74aadec23c64384104df5ff,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools.py,9e86cc3a1570a329ebdf531f13c23748813e834397d5452f6cd2840aea877565,82,conditional_edge,NONE,false,false,unknown,EXCLUDED,313d457fec17461c83f679e7ab0ab67673a100ec2d51a00c73fab1f55bd28a86,false,__name__ == '__main__',,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_conditional.py,511e3da26270d1df3a8454e0c8df774d8bc41815db245fa2105ca6a5a137c6a7,31,tool,OPENAI_GENERIC_FUNCTION_TOOL_V10_1,false,false,unknown,CLEAR,5a4b17a9413172494bfef76fa110f42d94d7a2fb2b1e3b6cab37b2241d2c8994,false,get_user_name,,NO_ONE_STRING_ARGUMENT_DECORATED_TOOL_DEFINITION,frozen corpus row resolves to a locally parseable @tool/@function_tool callable with one str argument; generic action name and argument-name adaptation only
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_conditional.py,511e3da26270d1df3a8454e0c8df774d8bc41815db245fa2105ca6a5a137c6a7,30,tool,OPENAI_GENERIC_FUNCTION_TOOL_V10_1,false,false,unknown,CLEAR,71ff50a886a11febfad55a20f12c9868f1b4b8b4b2f71e8ac703cad5fca31910,false,tool,,NO_ONE_STRING_ARGUMENT_DECORATED_TOOL_DEFINITION,frozen corpus row resolves to a locally parseable @tool/@function_tool callable with one str argument; generic action name and argument-name adaptation only
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_conditional.py,511e3da26270d1df3a8454e0c8df774d8bc41815db245fa2105ca6a5a137c6a7,37,instructions,NONE,false,false,unknown,CLEAR,e2ab918f5e77311e2553fb820827a2d54320e9630e88059683c38a6ce7fdd4b8,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_conditional.py,511e3da26270d1df3a8454e0c8df774d8bc41815db245fa2105ca6a5a137c6a7,44,tool,OPENAI_GENERIC_FUNCTION_TOOL_V10_1,false,false,unknown,CLEAR,bdb85c8c43eaf2cdc10f8cebcf181511a3d81052c995dcb14914589348ae23db,false,"Name(id='get_user_name', ctx=Load())",,DETAIL_IS_NOT_A_CALLABLE_IDENTIFIER,frozen corpus row resolves to a locally parseable @tool/@function_tool callable with one str argument; generic action name and argument-name adaptation only
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_conditional.py,511e3da26270d1df3a8454e0c8df774d8bc41815db245fa2105ca6a5a137c6a7,47,instructions,NONE,false,false,unknown,CLEAR,547f4fb8ffd651fc181262bf16fcecb5b9bc2c8fa6906290b50df98a296ce6b2,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_conditional.py,511e3da26270d1df3a8454e0c8df774d8bc41815db245fa2105ca6a5a137c6a7,52,instructions,NONE,false,false,unknown,CLEAR,e948e39239ee633967ee06a5fc6780705af95523cd18add95bb27defc335a28e,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_conditional.py,511e3da26270d1df3a8454e0c8df774d8bc41815db245fa2105ca6a5a137c6a7,58,instructions,NONE,false,false,unknown,CLEAR,88f6bcf1b7db61565f0adc26b5603230529673961a9c5c7fdc016d00072e938b,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_conditional.py,511e3da26270d1df3a8454e0c8df774d8bc41815db245fa2105ca6a5a137c6a7,67,agents_as_tools,NONE,false,false,unknown,CLEAR,38035b6499a98b92ea1ad4ae8aa79693e23c2acf917ab1afdd1c8be02f807ed0,false,spanish_agent.as_tool,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_conditional.py,511e3da26270d1df3a8454e0c8df774d8bc41815db245fa2105ca6a5a137c6a7,73,agents_as_tools,NONE,false,false,unknown,CLEAR,7a100712b976fdf28bc2cde822d17d94f29827c3297aa1d7066cf139cb596041,false,french_agent.as_tool,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_conditional.py,511e3da26270d1df3a8454e0c8df774d8bc41815db245fa2105ca6a5a137c6a7,78,agents_as_tools,NONE,false,false,unknown,EXCLUDED,ffc5a86b175991195e19c371804e5bf612a70b6baa552719aab5ab251d252ee1,false,italian_agent.as_tool,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_conditional.py,511e3da26270d1df3a8454e0c8df774d8bc41815db245fa2105ca6a5a137c6a7,109,fanout_fanin,NONE,false,false,unknown,CLEAR,2f59dc07263bf22331722aeed6a9b361e6a210ae9af9f5f4d04a90236ce33107,false,join,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_conditional.py,511e3da26270d1df3a8454e0c8df774d8bc41815db245fa2105ca6a5a137c6a7,126,loop,NONE,false,false,unknown,CLEAR,05e34a02a7a9dc0e5a3163aebdfa68cb0d9eb48191ce007681d54b6d088554c7,false,While,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_conditional.py,511e3da26270d1df3a8454e0c8df774d8bc41815db245fa2105ca6a5a137c6a7,131,state_memory,NONE,false,false,unknown,CLEAR,5bdd473e2f4aaee8278542dff97b31c0cd22bb7df8370117cc7beb3624878313,false,result.to_state,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_conditional.py,511e3da26270d1df3a8454e0c8df774d8bc41815db245fa2105ca6a5a137c6a7,132,loop,NONE,false,false,unknown,CLEAR,c5fe471f400e6ea16f4cae282fbf306091c6017e06349e7e166181fca5ae5751,false,For,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_conditional.py,511e3da26270d1df3a8454e0c8df774d8bc41815db245fa2105ca6a5a137c6a7,135,conditional_edge,NONE,false,false,unknown,CLEAR,b70eb59e21490461e50fbff1e702177cc52d05c69bee810e51766c8a3c91896a,false,confirmed,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_conditional.py,511e3da26270d1df3a8454e0c8df774d8bc41815db245fa2105ca6a5a137c6a7,136,hitl_resume,NONE,false,false,unknown,CLEAR,bb0cff83a8381b4185221ed6e396b61bbd9abf866c8e2a92a5a6b370f03e3f82,false,state.approve,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_conditional.py,511e3da26270d1df3a8454e0c8df774d8bc41815db245fa2105ca6a5a137c6a7,139,hitl_resume,NONE,false,false,unknown,CLEAR,cca4246d4ff68f2a374d6bb822289c51b7685d1ea90d13797bfc70f359375729,false,state.reject,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_conditional.py,511e3da26270d1df3a8454e0c8df774d8bc41815db245fa2105ca6a5a137c6a7,143,conditional_edge,NONE,false,false,unknown,CLEAR,d67f882b202102703ffe983708ee1a433f3e392bbc85b510939b1b7c6cb4e891,false,is_auto_mode(),,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_conditional.py,511e3da26270d1df3a8454e0c8df774d8bc41815db245fa2105ca6a5a137c6a7,145,loop,NONE,false,false,unknown,CLEAR,3e7ac2f9bfd579fc73bee500992304d964c35151f39dfe7a87c32afeb8e2cc2b,false,For,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_conditional.py,511e3da26270d1df3a8454e0c8df774d8bc41815db245fa2105ca6a5a137c6a7,147,conditional_edge,NONE,false,false,unknown,CLEAR,448722f6edf412e2fb87b668c049561f7e0331105471b9974529d4fc9f38aef7,false,"item.type == 'tool_call_item' and isinstance(tool_name, str)",,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_conditional.py,511e3da26270d1df3a8454e0c8df774d8bc41815db245fa2105ca6a5a137c6a7,148,conditional_edge,NONE,false,false,unknown,CLEAR,5872eccd9b878ede338eb90f0815613d476e854c276f8b8ae584f73d52290322,false,tool_name.startswith('respond_'),,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_conditional.py,511e3da26270d1df3a8454e0c8df774d8bc41815db245fa2105ca6a5a137c6a7,150,conditional_edge,NONE,false,false,unknown,CLEAR,6ecfc194790fe4e41463f687715c0788bc41e8d9d7c0eaa8f06e44ba518aa41f,false,"sorted(called_tools) != ['respond_french', 'respond_spanish']",,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_conditional.py,511e3da26270d1df3a8454e0c8df774d8bc41815db245fa2105ca6a5a137c6a7,152,conditional_edge,NONE,false,false,unknown,CLEAR,d1555a9438014186cb68c00d2b27d03eb7da4038ab7589406f54b0e9b805808d,false,not result.final_output,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_conditional.py,511e3da26270d1df3a8454e0c8df774d8bc41815db245fa2105ca6a5a137c6a7,158,conditional_edge,NONE,false,false,unknown,CLEAR,abf84edcec2bfde439882036e1c6ff8581357cbcd0056fccc2f480adc50c9a37,false,__name__ == '__main__',,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_streaming.py,25f9d5672f55268b3c71651eba8995803435b709371b7e896181d4dab4c74371,17,tool,OPENAI_GENERIC_FUNCTION_TOOL_V10_1,false,false,unknown,CLEAR,70230bb7e8de098996c787404e7dbe3f0a144ddb7428b5dc0a686d8c15673103,false,billing_status_checker,,NO_ONE_STRING_ARGUMENT_DECORATED_TOOL_DEFINITION,frozen corpus row resolves to a locally parseable @tool/@function_tool callable with one str argument; generic action name and argument-name adaptation only
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_streaming.py,25f9d5672f55268b3c71651eba8995803435b709371b7e896181d4dab4c74371,13,tool,OPENAI_GENERIC_FUNCTION_TOOL_V10_1,false,false,unknown,CLEAR,b5a1048b27bf30813dd4d3c0ecddc7ad996c1781394e0e6ca615f2745d9acb3c,false,tool,,NO_ONE_STRING_ARGUMENT_DECORATED_TOOL_DEFINITION,frozen corpus row resolves to a locally parseable @tool/@function_tool callable with one str argument; generic action name and argument-name adaptation only
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_streaming.py,25f9d5672f55268b3c71651eba8995803435b709371b7e896181d4dab4c74371,35,instructions,NONE,false,false,unknown,CLEAR,ef85540892570ee3efdc5b13b8d83969d9fc5f9f573a1da239d621701487c0da,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_streaming.py,25f9d5672f55268b3c71651eba8995803435b709371b7e896181d4dab4c74371,39,tool,OPENAI_GENERIC_FUNCTION_TOOL_V10_1,false,false,unknown,CLEAR,556515490daa3d0b239f34588e081701dbf5479514f61e594f8bc81d72c3153c,false,"Name(id='billing_status_checker', ctx=Load())",,DETAIL_IS_NOT_A_CALLABLE_IDENTIFIER,frozen corpus row resolves to a locally parseable @tool/@function_tool callable with one str argument; generic action name and argument-name adaptation only
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_streaming.py,25f9d5672f55268b3c71651eba8995803435b709371b7e896181d4dab4c74371,42,agents_as_tools,NONE,false,false,unknown,CLEAR,49d1017732e0f22577cc6d56b153cb6ab251481918e41e21b4466311df6112cc,false,billing_agent.as_tool,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_streaming.py,25f9d5672f55268b3c71651eba8995803435b709371b7e896181d4dab4c74371,48,instructions,NONE,false,false,unknown,CLEAR,e918cc939d98b83d6312715e8208172e343bd0138d79283cd92b2021ffdd2ef1,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_streaming.py,25f9d5672f55268b3c71651eba8995803435b709371b7e896181d4dab4c74371,54,tool,OPENAI_GENERIC_FUNCTION_TOOL_V10_1,false,false,unknown,CLEAR,b43fb7609715508402dc6ee8a8b608a307dcb25a90d328bfe201e73a7fb670ff,false,"Name(id='billing_agent_tool', ctx=Load())",,DETAIL_IS_NOT_A_CALLABLE_IDENTIFIER,frozen corpus row resolves to a locally parseable @tool/@function_tool callable with one str argument; generic action name and argument-name adaptation only
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_streaming.py,25f9d5672f55268b3c71651eba8995803435b709371b7e896181d4dab4c74371,65,conditional_edge,NONE,false,false,unknown,CLEAR,b025a5dd90beea281faaf18710f2363072516b27bdd65d0d07374ed67dce8a55,false,__name__ == '__main__',,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_structured.py,85ba8781e3e8f3e598be95652f0d067fb81749a56b31d59190587826fe1cce9d,18,instructions,NONE,false,false,unknown,EXCLUDED,82856c52b4d75380b9fa29aed1f363b4f75b838a30758c87a9e791e3b25d6289,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_structured.py,85ba8781e3e8f3e598be95652f0d067fb81749a56b31d59190587826fe1cce9d,26,instructions,NONE,false,false,unknown,EXCLUDED,05cb77be3d0e97e79027a68d1aa04c5c8edf1333765bb5cabfd91a31efa230d8,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_structured.py,85ba8781e3e8f3e598be95652f0d067fb81749a56b31d59190587826fe1cce9d,33,agents_as_tools,NONE,false,false,unknown,EXCLUDED,e09b2453ef0783d8604a7b67346f8267ac7aa9bd40ec7e0f74edb8c21b9e1b90,false,translator.as_tool,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_structured.py,85ba8781e3e8f3e598be95652f0d067fb81749a56b31d59190587826fe1cce9d,63,conditional_edge,NONE,false,false,unknown,EXCLUDED,3318f1e340d2d23c5ad1f49f3eaac4af9d6f60a554f810c6ba6a89290e8432a0,false,__name__ == '__main__',,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/deterministic.py,184792d552a8049dab1901675e672c40fcc787cda35d2091ebbad465ecbd4db3,18,instructions,NONE,false,false,unknown,CLEAR,f760239eb08ab59d5457c2d4db84ef3e19b9da7a774a0b5805895eec2bf2f3df,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/deterministic.py,184792d552a8049dab1901675e672c40fcc787cda35d2091ebbad465ecbd4db3,29,instructions,NONE,false,false,unknown,CLEAR,023430731fd1c944269a02a512eb378952b2de7105401cd4bec911d1d6ac3509,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/deterministic.py,184792d552a8049dab1901675e672c40fcc787cda35d2091ebbad465ecbd4db3,35,instructions,NONE,false,false,unknown,CLEAR,b8ade0bf1ed534efbe343a35b79fd0d2d2cdc6c4ec5b8c3598f1428d81aad17b,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/deterministic.py,184792d552a8049dab1901675e672c40fcc787cda35d2091ebbad465ecbd4db3,83,conditional_edge,NONE,false,false,unknown,CLEAR,abd479ca1fa08161195056b44cc42935a62af5a1674d5daec74ce3e46dd70f05,false,__name__ == '__main__',,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/forcing_tool_use.py,ae853bd4a1afdeea5bda983424612a7cf9a868ec6175bfbb64f133e7d4f702c4,47,tool,OPENAI_GENERIC_FUNCTION_TOOL_V10_1,true,true,false,EXCLUDED,d6f168ab68f82a52e5262ca796e2b0e1cba03416cddf7c1ccacdce830447ed82,false,get_weather,city,FROZEN_GENERIC_SCALAR_TOOL_ADAPTER,frozen corpus row resolves to a locally parseable @tool/@function_tool callable with one str argument; generic action name and argument-name adaptation only
OpenAI Agents SDK,examples/agent_patterns/forcing_tool_use.py,ae853bd4a1afdeea5bda983424612a7cf9a868ec6175bfbb64f133e7d4f702c4,62,conditional_edge,NONE,false,false,unknown,EXCLUDED,5fe678af8347b65e824954fa9a8cb2e1d8d9b0a9602b7532a6540009b3870281,false,tool_use_behavior == 'default',,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/forcing_tool_use.py,ae853bd4a1afdeea5bda983424612a7cf9a868ec6175bfbb64f133e7d4f702c4,66,conditional_edge,NONE,false,false,unknown,EXCLUDED,b3a470adf845d4115c9ae08b10aa57eefa3893ce5471303ec9701e54b8751727,false,tool_use_behavior == 'first_tool',,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/forcing_tool_use.py,ae853bd4a1afdeea5bda983424612a7cf9a868ec6175bfbb64f133e7d4f702c4,68,conditional_edge,NONE,false,false,unknown,EXCLUDED,9f5cd76781a8cd2ceb577fec6f758e41c47480b7ee58a4c7173b3ec5a6e831d2,false,tool_use_behavior == 'custom',,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/forcing_tool_use.py,ae853bd4a1afdeea5bda983424612a7cf9a868ec6175bfbb64f133e7d4f702c4,71,instructions,NONE,false,false,unknown,EXCLUDED,1cdb2d902578cda050a61b6dbd1e5f7c112f402b7252f8c5038e5851cf72ff74,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/forcing_tool_use.py,ae853bd4a1afdeea5bda983424612a7cf9a868ec6175bfbb64f133e7d4f702c4,74,tool,OPENAI_GENERIC_FUNCTION_TOOL_V10_1,false,false,unknown,EXCLUDED,d1a46b7193aeb32f52893fa717afc8bad6acc4a1449bd48f9d7b9535c546351b,false,"Name(id='get_weather', ctx=Load())",,DETAIL_IS_NOT_A_CALLABLE_IDENTIFIER,frozen corpus row resolves to a locally parseable @tool/@function_tool callable with one str argument; generic action name and argument-name adaptation only
OpenAI Agents SDK,examples/agent_patterns/forcing_tool_use.py,ae853bd4a1afdeea5bda983424612a7cf9a868ec6175bfbb64f133e7d4f702c4,92,conditional_edge,NONE,false,false,unknown,EXCLUDED,26f7602b44d712be0c4bc7caabfe9d1cca93550f092361cd7da67265c18e4c14,false,__name__ == '__main__',,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/forcing_tool_use.py,ae853bd4a1afdeea5bda983424612a7cf9a868ec6175bfbb64f133e7d4f702c4,109,conditional_edge,NONE,false,false,unknown,EXCLUDED,4127b74ca9a043b28a90c1cc8a8d4ded8bf4075e753bf2de2e9cc3bf74c5f200,false,is_auto_mode(),,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/hosted_multi_agent_beta.py,95dbc644fe5ea932b308dfe9712e71f1035dbb9688b21137c20680a2a041fdcb,27,tool,OPENAI_GENERIC_FUNCTION_TOOL_V10_1,false,false,unknown,CLEAR,86be30d4e8d000b412c39401c7412264f89c6f751f038349386b67c0a53e872f,false,get_proposal,,NO_ONE_STRING_ARGUMENT_DECORATED_TOOL_DEFINITION,frozen corpus row resolves to a locally parseable @tool/@function_tool callable with one str argument; generic action name and argument-name adaptation only
OpenAI Agents SDK,examples/agent_patterns/hosted_multi_agent_beta.py,95dbc644fe5ea932b308dfe9712e71f1035dbb9688b21137c20680a2a041fdcb,38,instructions,NONE,false,false,unknown,CLEAR,7d0ccfc4b4688fa4e62402d9051c758f902e27a283eea501117c28741814f289,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/hosted_multi_agent_beta.py,95dbc644fe5ea932b308dfe9712e71f1035dbb9688b21137c20680a2a041fdcb,49,tool,OPENAI_GENERIC_FUNCTION_TOOL_V10_1,false,false,unknown,CLEAR,ada5414a35ddac0996216af7482fff08b43b7f8eb0b9ca87b12ba11a46477ac5,false,"Name(id='get_proposal', ctx=Load())",,DETAIL_IS_NOT_A_CALLABLE_IDENTIFIER,frozen corpus row resolves to a locally parseable @tool/@function_tool callable with one str argument; generic action name and argument-name adaptation only
OpenAI Agents SDK,examples/agent_patterns/hosted_multi_agent_beta.py,95dbc644fe5ea932b308dfe9712e71f1035dbb9688b21137c20680a2a041fdcb,67,conditional_edge,NONE,false,false,unknown,CLEAR,276ed4157872254ed04b18b0252180a19eac523559f57e3571c5e7a3fb689790,false,is_hosted_item or is_subagent_message,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/hosted_multi_agent_beta.py,95dbc644fe5ea932b308dfe9712e71f1035dbb9688b21137c20680a2a041fdcb,89,conditional_edge,NONE,false,false,unknown,CLEAR,72612238d3545b32d06d37d0510f31f557d82edfb3c8bb882bcc68e544cc6d67,false,args.mode == 'stream',,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/hosted_multi_agent_beta.py,95dbc644fe5ea932b308dfe9712e71f1035dbb9688b21137c20680a2a041fdcb,95,conditional_edge,NONE,false,false,unknown,CLEAR,c7caad7a86297e89df684c72af48359d9529c32c6d1f649a635c426c87ba57c5,false,__name__ == '__main__',,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/human_in_the_loop.py,6ac502e8895fd581a529a8a588bbab8bef84cac79477b920968360a817323ae6,24,tool,OPENAI_GENERIC_FUNCTION_TOOL_V10_1,false,false,unknown,CLEAR,92283c18c3521ed78a1aa3487b013c55f9f490369acab441936482e0c2d5fe88,false,get_weather,,APPROVAL_OR_HITL_SEMANTICS_OUTSIDE_GENERIC_ADAPTER,frozen corpus row resolves to a locally parseable @tool/@function_tool callable with one str argument; generic action name and argument-name adaptation only
OpenAI Agents SDK,examples/agent_patterns/human_in_the_loop.py,6ac502e8895fd581a529a8a588bbab8bef84cac79477b920968360a817323ae6,45,tool,OPENAI_GENERIC_FUNCTION_TOOL_V10_1,false,false,unknown,EXCLUDED,ec379fbbc8333a84b7f25fb0eda92d06b591fff059770bd3e5947a03f6228b36,false,get_temperature,,APPROVAL_OR_HITL_SEMANTICS_OUTSIDE_GENERIC_ADAPTER,frozen corpus row resolves to a locally parseable @tool/@function_tool callable with one str argument; generic action name and argument-name adaptation only
