attack,model,metric,score,ci_low,ci_high,permutation_baseline,permutation_p_value,samples,chance,accept,feature_set,split
CROSS_SESSION_TIMING_LINKABILITY,LogisticRegression,AUC,0.4375,0.20443181818181816,0.6822727272727274,0.59115625,0.6467661691542289,28,0.5,True,PIR_SERVER_TIMING,FROZEN_CONFIRMATORY_CV
CROSS_SESSION_TIMING_LINKABILITY,RandomForest,AUC,0.359375,0.11862215909090912,0.6351545400769004,0.604234375,0.29850746268656714,28,0.5,True,PIR_SERVER_TIMING,FROZEN_CONFIRMATORY_CV
