source,case,runner_processes,preconnects,public_sessions,client_relay_connections,relay_gateway_connections,rounds,passed
STRESS,INTERNAL_EXTERNAL_MIX:29,1,1,1,1,1,111,True
CAUSAL,TOOL_TO_TOOL,1,1,1,1,1,111,True
CAUSAL,TOOL_TO_AGENT_AS_TOOL,1,1,1,1,1,111,True
CAUSAL,TOOL_TO_HANDOFF,1,1,1,1,1,111,True
CAUSAL,MICROSOFT_TOOL_TO_AGENT_AS_TOOL,1,1,1,1,1,111,True
CAUSAL,OPENAI_AGENT_AS_TOOL_TO_TOOL,1,1,1,1,1,111,True
CAUSAL,MICROSOFT_AGENT_AS_TOOL_TO_TOOL,1,1,1,1,1,111,True
SEMANTIC,TOOL_TO_TOOL,1,1,1,1,1,111,True
SEMANTIC,TOOL_TO_AGENT_AS_TOOL,1,1,1,1,1,111,True
SEMANTIC,TOOL_TO_HANDOFF,1,1,1,1,1,111,True
SEMANTIC,MICROSOFT_TOOL_TO_AGENT_AS_TOOL,1,1,1,1,1,111,True
SEMANTIC,OPENAI_AGENT_AS_TOOL_TO_TOOL,1,1,1,1,1,111,True
SEMANTIC,MICROSOFT_AGENT_AS_TOOL_TO_TOOL,1,1,1,1,1,111,True
SEMANTIC,OPENAI_TOOL_3,1,1,1,1,1,111,True
SEMANTIC,MICROSOFT_TOOL_3,1,1,1,1,1,111,True
STRUCTURAL_A,ACTION_COUNT_1_VS_5:A,1,1,1,1,1,111,True
STRUCTURAL_B,ACTION_COUNT_1_VS_5:B,1,1,1,1,1,111,True
STRUCTURAL_A,TOOL_VS_AGENT_AS_TOOL:A,1,1,1,1,1,111,True
STRUCTURAL_B,TOOL_VS_AGENT_AS_TOOL:B,1,1,1,1,1,111,True
STRUCTURAL_A,REPEATED_VS_VARIED:A,1,1,1,1,1,111,True
STRUCTURAL_B,REPEATED_VS_VARIED:B,1,1,1,1,1,111,True
STRUCTURAL_A,INTERNAL_EXTERNAL_ORDER:A,1,1,1,1,1,111,True
STRUCTURAL_B,INTERNAL_EXTERNAL_ORDER:B,1,1,1,1,1,111,True
STRUCTURAL_A,EARLY_VS_LATE_READY:A,1,1,1,1,1,111,True
STRUCTURAL_B,EARLY_VS_LATE_READY:B,1,1,1,1,1,111,True
