framework,pinned_commit,relative_path,bytes,parse_error,agent_constructors,workflow_instances,tool_instances,handoff_edges,conditional_edges,loops,fanout_fanin,agents_as_tools,dynamic_instructions,guardrails,state_memory,hitl_resume,middleware,mcp_tool_invocation,nested_subagent_patterns
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_viz.py,15173,,0,17,0,0,0,0,4,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,70257,,0,47,0,0,1,1,9,0,0,0,39,2,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow_agent.py,109992,,16,47,0,0,11,5,7,0,0,0,25,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow_agent_intermediate.py,14694,,12,12,0,0,0,0,9,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow_builder.py,13051,,0,19,0,0,1,0,4,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow_context.py,10878,,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow_event_factories.py,1384,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow_kwargs.py,39282,,4,31,0,0,24,2,1,0,0,0,8,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow_observability.py,21863,,0,4,0,0,0,0,3,0,0,0,4,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow_states.py,9045,,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow_status.py,5063,,0,3,0,0,3,0,0,0,0,0,1,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/tests/samples/end_to_end/test_chatkit_attachment_store.py,2940,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/tests/samples/getting_started/test_agent_samples.py,25645,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/tests/samples/getting_started/test_chat_client_samples.py,4805,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/tests/samples/getting_started/test_threads_samples.py,1831,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/tests/samples/hosting/test_toolbox_endpoint.py,4211,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
