framework,pinned_commit,relative_path,bytes,parse_error,agent_constructors,workflow_instances,tool_instances,handoff_edges,conditional_edges,loops,fanout_fanin,agents_as_tools,dynamic_instructions,guardrails,state_memory,hitl_resume,middleware,mcp_tool_invocation,nested_subagent_patterns
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/extensions/temporal/temporal_sandbox_tui.py,45011,,0,0,0,0,22,8,7,0,0,0,19,1,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/extensions/temporal/temporal_session_manager.py,14990,,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/extensions/vercel_runner.py,14093,,0,0,0,0,6,1,0,0,0,0,3,8,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/handoffs.py,3947,,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/healthcare_support/__init__.py,52,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/healthcare_support/data.py,7003,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/healthcare_support/main.py,4751,,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/healthcare_support/models.py,2242,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/healthcare_support/support_agents.py,7045,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/healthcare_support/tools.py,3594,,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/healthcare_support/workflow.py,19086,,0,0,2,0,17,2,4,1,0,0,7,3,0,0,1
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/memory.py,9647,,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/memory_multi_agent_multiturn.py,8675,,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/memory_s3.py,12026,,0,0,0,0,7,1,0,0,0,0,13,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/misc/__init__.py,44,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/misc/example_support.py,914,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/misc/reference_policy_mcp_server.py,883,,0,0,2,0,1,0,0,0,0,0,0,0,0,3,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/misc/workspace_apply_patch.py,3106,,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/misc/workspace_shell.py,2134,,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/sandbox_agent_capabilities.py,17317,,0,0,0,0,19,1,3,0,0,0,1,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/sandbox_agent_with_remote_snapshot.py,6032,,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/sandbox_agent_with_tools.py,4678,,0,0,1,0,3,1,1,0,0,0,0,0,0,1,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/sandbox_agents_as_tools.py,9200,,1,0,4,0,2,0,1,4,0,0,0,0,0,0,4
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/shared_session_workdirs.py,10856,,0,0,0,0,12,1,2,0,0,0,1,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/tax_prep.py,8862,,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/tutorials/__init__.py,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/tutorials/data/dataroom/setup.py,7828,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/tutorials/dataroom_metric_extract/__init__.py,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/tutorials/dataroom_metric_extract/evals.py,10648,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/tutorials/dataroom_metric_extract/main.py,9589,,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/tutorials/dataroom_metric_extract/schemas.py,1445,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/tutorials/dataroom_qa/__init__.py,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/tutorials/dataroom_qa/main.py,4568,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/tutorials/misc.py,14261,,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/tutorials/repo_code_review/__init__.py,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/tutorials/repo_code_review/evals.py,2789,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/tutorials/repo_code_review/main.py,6264,,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/tutorials/sandbox_resume/__init__.py,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/tutorials/sandbox_resume/main.py,4872,,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/tutorials/vision_website_clone/__init__.py,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/tutorials/vision_website_clone/main.py,8519,,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/unix_local_pty.py,5742,,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/unix_local_runner.py,9254,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/apply_patch.py,7060,,1,0,1,0,5,0,0,0,0,0,0,2,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/code_interpreter.py,2217,,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/codex.py,5967,,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/codex_same_thread.py,4791,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/computer_use.py,10024,,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/container_shell_inline_skill.py,3930,,2,0,2,0,3,2,0,0,0,0,0,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/container_shell_skill_reference.py,3711,,2,0,2,0,3,2,0,0,0,0,0,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/file_search.py,3174,,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/image_generator.py,2433,,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/local_shell_skill.py,2314,,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/programmatic_tool_calling.py,3884,,1,0,10,0,4,1,1,0,1,0,0,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/shell.py,4721,,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/shell_human_in_the_loop.py,5096,,1,0,1,0,2,2,0,0,0,0,3,3,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/tool_search.py,6317,,2,0,16,0,7,2,3,0,0,0,0,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/web_search.py,671,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/web_search_filters.py,4649,,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/voice/__init__.py,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/voice/static/__init__.py,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/voice/static/main.py,2766,,2,0,2,1,1,0,0,0,2,0,0,0,0,0,1
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/voice/static/util.py,2068,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/voice/streamed/__init__.py,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/voice/streamed/main.py,6747,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/voice/streamed/my_workflow.py,2724,,2,0,2,1,0,0,0,0,2,0,0,0,0,0,1
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/web_search_utils.py,2275,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/__init__.py,48,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/conftest.py,4761,,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/__init__.py,48,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/conftest.py,12298,,0,0,3,0,2,0,0,0,0,0,2,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,112078,,81,0,40,0,18,2,9,10,0,0,41,1,216,0,10
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agents.py,138634,,102,0,50,0,7,2,4,16,0,0,83,0,5,8,16
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_as_tool_kwargs_propagation.py,15312,,9,0,1,0,0,0,0,10,0,0,0,0,8,0,10
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_azure_namespace.py,384,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_clients.py,22681,,3,0,6,0,0,1,2,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_compaction.py,75283,,0,0,0,0,0,0,1,0,0,0,14,0,0,5,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_docstrings.py,7363,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_embedding_client.py,3143,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_embedding_types.py,5818,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_exceptions.py,1010,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_feature_stage.py,18594,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_foundry_namespace.py,1839,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_function_invocation_logic.py,267978,,3,0,255,0,12,2,2,0,0,0,12,27,6,3,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_gemini_namespace.py,1439,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_agent.py,61597,,0,0,1,0,3,2,0,0,0,0,16,0,15,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_background_agents.py,26332,,0,0,0,0,2,5,1,0,0,0,50,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_file_access.py,53282,,6,0,0,0,1,11,0,0,0,0,27,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_file_memory.py,21367,,0,0,0,0,1,1,0,0,0,0,42,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_loop.py,60930,,48,0,6,0,6,1,2,0,0,0,23,0,111,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,37766,,9,0,0,0,1,1,0,0,0,0,103,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,13815,,5,0,0,0,1,2,0,0,0,0,21,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,16516,,3,0,0,0,1,2,0,0,0,0,51,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,54286,,25,0,105,0,5,0,0,0,0,0,24,8,24,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_hyperlight_namespace.py,1494,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_local_eval.py,47049,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_mcp.py,317419,,0,0,0,0,19,4,1,0,0,0,33,0,3,253,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_mcp_observability.py,15011,,0,0,0,0,1,0,0,0,0,0,2,0,0,26,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_mcp_skills.py,50388,,0,0,0,0,0,0,0,0,0,0,5,0,0,79,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware.py,81678,,0,0,0,0,0,0,0,0,0,0,4,0,133,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_context_result.py,20568,,2,0,0,0,2,0,0,0,0,0,0,0,22,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,132295,,72,0,31,0,2,0,2,0,0,0,12,0,153,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_chat.py,55265,,4,0,3,0,8,0,0,0,0,0,11,0,30,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_mistral_namespace.py,1523,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_monty_namespace.py,1396,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_observability.py,292892,,6,0,21,0,13,2,0,0,0,0,3,0,0,1,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_optional_dependencies.py,6439,,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_root_exports.py,1624,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_serializable_mixin.py,21412,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_sessions.py,89625,,0,0,0,0,6,1,0,0,0,0,221,0,8,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_settings.py,14093,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_skills.py,297268,,0,0,0,0,3,6,0,0,0,0,37,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_telemetry.py,20963,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_tools.py,59053,,0,0,82,0,0,0,0,0,0,0,1,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_tools_future_annotations.py,4699,,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_tools_namespace.py,1444,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_types.py,177581,,0,0,2,0,0,0,1,0,0,0,0,0,0,4,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/utils.py,298,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/test_security.py,163181,,0,0,0,0,0,0,0,0,0,0,2,2,198,25,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/__init__.py,48,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_agent_executor.py,34719,,0,10,0,0,14,1,0,0,0,0,6,1,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_agent_executor_tool_calls.py,22278,,7,8,9,0,2,2,0,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_agent_run_event_typing.py,1629,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_agent_utils.py,3267,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_checkpoint.py,71707,,0,5,0,0,0,1,0,0,0,0,24,1,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_checkpoint_decode.py,7949,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_checkpoint_encode.py,9953,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_checkpoint_unrestricted_pickle.py,20942,,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_checkpoint_validation.py,5888,,0,3,0,0,0,0,0,0,0,0,4,2,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_edge.py,57077,,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_executor.py,41174,,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_executor_future.py,5112,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_full_conversation.py,22294,,0,7,0,0,5,0,0,0,0,0,2,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_function_executor.py,41224,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_function_executor_future.py,2397,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_functional_workflow.py,65727,,11,0,0,0,3,3,0,0,0,0,47,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_output_designation.py,5295,,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_output_executors_contract.py,10575,,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_request_info_and_response.py,13089,,0,6,0,0,10,0,1,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_request_info_event_rehydrate.py,23359,,0,6,0,0,4,1,0,0,0,0,10,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_request_info_mixin.py,39591,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_runner.py,44746,,0,0,0,0,2,3,0,0,0,0,69,2,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_serialization.py,40288,,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,10471,,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_strict_mode_event_labeling.py,4560,,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_sub_workflow.py,31982,,0,10,0,0,11,0,1,0,0,0,5,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_typevar_validation.py,11199,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_typing_utils.py,27365,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_validation.py,28379,,0,36,0,0,0,0,3,0,0,0,0,0,0,0,0
