episode,round,index,class
S04,0,17,CROSS_SESSION
S04,1,17,CROSS_SESSION
S04,2,17,CROSS_SESSION
S04,3,17,CROSS_SESSION
S04,4,17,CROSS_SESSION
S04,5,17,CROSS_SESSION
S04,6,17,CROSS_SESSION
S04,7,17,CROSS_SESSION
S04,8,17,CROSS_SESSION
S04,9,17,CROSS_SESSION
S04,10,17,CROSS_SESSION
S04,11,17,CROSS_SESSION
S04,12,17,CROSS_SESSION
S04,13,17,CROSS_SESSION
S04,14,17,CROSS_SESSION
S04,15,17,CROSS_SESSION
S04,16,17,CROSS_SESSION
S04,17,17,CROSS_SESSION
S04,18,17,CROSS_SESSION
S04,19,17,CROSS_SESSION
S04,20,17,CROSS_SESSION
S04,21,17,CROSS_SESSION
S04,22,17,CROSS_SESSION
S04,23,17,CROSS_SESSION
S04,24,17,CROSS_SESSION
S04,25,17,CROSS_SESSION
S04,26,17,CROSS_SESSION
S04,27,17,CROSS_SESSION
S04,28,17,CROSS_SESSION
S04,29,17,CROSS_SESSION
S04,30,17,CROSS_SESSION
S04,31,17,CROSS_SESSION
S04,32,17,CROSS_SESSION
S04,33,17,CROSS_SESSION
S04,34,17,CROSS_SESSION
S04,35,17,CROSS_SESSION
S04,36,17,CROSS_SESSION
S04,37,17,CROSS_SESSION
S04,38,17,CROSS_SESSION
S04,39,17,CROSS_SESSION
S04,40,17,CROSS_SESSION
S04,41,17,CROSS_SESSION
S04,42,17,CROSS_SESSION
S04,43,17,CROSS_SESSION
S04,44,17,CROSS_SESSION
S04,45,17,CROSS_SESSION
S04,46,17,CROSS_SESSION
S04,47,17,CROSS_SESSION
S04,48,17,CROSS_SESSION
S04,49,17,CROSS_SESSION
S04,50,17,CROSS_SESSION
S04,51,17,CROSS_SESSION
S04,52,17,CROSS_SESSION
S04,53,17,CROSS_SESSION
S04,54,17,CROSS_SESSION
S04,55,17,CROSS_SESSION
S04,56,17,CROSS_SESSION
S04,57,17,CROSS_SESSION
S04,58,17,CROSS_SESSION
S04,59,17,CROSS_SESSION
S04,60,17,CROSS_SESSION
S04,61,17,CROSS_SESSION
S04,62,17,CROSS_SESSION
S04,63,17,CROSS_SESSION
S04,64,17,CROSS_SESSION
S04,65,17,CROSS_SESSION
S04,66,17,CROSS_SESSION
S04,67,17,CROSS_SESSION
S04,68,17,CROSS_SESSION
S04,69,17,CROSS_SESSION
S04,70,17,CROSS_SESSION
S04,71,17,CROSS_SESSION
S04,72,17,CROSS_SESSION
S04,73,17,CROSS_SESSION
S04,74,17,CROSS_SESSION
S04,75,17,CROSS_SESSION
S04,76,17,CROSS_SESSION
S04,77,17,CROSS_SESSION
S04,78,17,CROSS_SESSION
S04,79,17,CROSS_SESSION
S04,80,17,CROSS_SESSION
S04,81,17,CROSS_SESSION
S04,82,17,CROSS_SESSION
S04,83,17,CROSS_SESSION
S04,84,17,CROSS_SESSION
S04,85,17,CROSS_SESSION
S04,86,17,CROSS_SESSION
S04,87,17,CROSS_SESSION
S04,88,17,CROSS_SESSION
S04,89,17,CROSS_SESSION
S04,90,17,CROSS_SESSION
S04,91,17,CROSS_SESSION
S04,92,17,CROSS_SESSION
S04,93,17,CROSS_SESSION
S04,94,17,CROSS_SESSION
S04,95,17,CROSS_SESSION
S04,96,17,CROSS_SESSION
S04,97,17,CROSS_SESSION
S04,98,17,CROSS_SESSION
S04,99,17,CROSS_SESSION
