episode,round,index,class
SESSION-1,0,17,CROSS_SESSION
SESSION-1,1,17,CROSS_SESSION
SESSION-1,2,17,CROSS_SESSION
SESSION-1,3,17,CROSS_SESSION
SESSION-1,4,17,CROSS_SESSION
SESSION-1,5,17,CROSS_SESSION
SESSION-1,6,17,CROSS_SESSION
SESSION-1,7,17,CROSS_SESSION
SESSION-1,8,17,CROSS_SESSION
SESSION-1,9,17,CROSS_SESSION
SESSION-1,10,17,CROSS_SESSION
SESSION-1,11,17,CROSS_SESSION
SESSION-1,12,17,CROSS_SESSION
SESSION-1,13,17,CROSS_SESSION
SESSION-1,14,17,CROSS_SESSION
SESSION-1,15,17,CROSS_SESSION
SESSION-1,16,17,CROSS_SESSION
SESSION-1,17,17,CROSS_SESSION
SESSION-1,18,17,CROSS_SESSION
SESSION-1,19,17,CROSS_SESSION
SESSION-1,20,17,CROSS_SESSION
SESSION-1,21,17,CROSS_SESSION
SESSION-1,22,17,CROSS_SESSION
SESSION-1,23,17,CROSS_SESSION
SESSION-1,24,17,CROSS_SESSION
SESSION-1,25,17,CROSS_SESSION
SESSION-1,26,17,CROSS_SESSION
SESSION-1,27,17,CROSS_SESSION
SESSION-1,28,17,CROSS_SESSION
SESSION-1,29,17,CROSS_SESSION
SESSION-1,30,17,CROSS_SESSION
SESSION-1,31,17,CROSS_SESSION
SESSION-1,32,17,CROSS_SESSION
SESSION-1,33,17,CROSS_SESSION
SESSION-1,34,17,CROSS_SESSION
SESSION-1,35,17,CROSS_SESSION
SESSION-1,36,17,CROSS_SESSION
SESSION-1,37,17,CROSS_SESSION
SESSION-1,38,17,CROSS_SESSION
SESSION-1,39,17,CROSS_SESSION
