episode,round,index,class
SESSION-3,0,17,CROSS_SESSION
SESSION-3,1,17,CROSS_SESSION
SESSION-3,2,17,CROSS_SESSION
SESSION-3,3,17,CROSS_SESSION
SESSION-3,4,17,CROSS_SESSION
SESSION-3,5,17,CROSS_SESSION
SESSION-3,6,17,CROSS_SESSION
SESSION-3,7,17,CROSS_SESSION
SESSION-3,8,17,CROSS_SESSION
SESSION-3,9,17,CROSS_SESSION
SESSION-3,10,17,CROSS_SESSION
SESSION-3,11,17,CROSS_SESSION
SESSION-3,12,17,CROSS_SESSION
SESSION-3,13,17,CROSS_SESSION
SESSION-3,14,17,CROSS_SESSION
SESSION-3,15,17,CROSS_SESSION
SESSION-3,16,17,CROSS_SESSION
SESSION-3,17,17,CROSS_SESSION
SESSION-3,18,17,CROSS_SESSION
SESSION-3,19,17,CROSS_SESSION
SESSION-3,20,17,CROSS_SESSION
SESSION-3,21,17,CROSS_SESSION
SESSION-3,22,17,CROSS_SESSION
SESSION-3,23,17,CROSS_SESSION
SESSION-3,24,17,CROSS_SESSION
SESSION-3,25,17,CROSS_SESSION
SESSION-3,26,17,CROSS_SESSION
SESSION-3,27,17,CROSS_SESSION
SESSION-3,28,17,CROSS_SESSION
SESSION-3,29,17,CROSS_SESSION
