operation_id,selected_agent_id,descriptor_authenticated_from_real_pir,descriptor_schema,catalog_epoch,action_kind,private_route_handle,effect_semantics,provider_calls,result_round,delivery_ledger_state,lifecycle_stages,all_required_stages,framework_delivered,pass
functional-100-0004,11,True,AgentDescriptorV7/7,20260829,REAL_AGENT_SERVICE,route-agent-11,READ_ONLY,1,2,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0011,11,True,AgentDescriptorV7/7,20260829,REAL_AGENT_SERVICE,route-agent-11,READ_ONLY,1,3,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0018,11,True,AgentDescriptorV7/7,20260829,REAL_AGENT_SERVICE,route-agent-11,READ_ONLY,1,4,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0025,11,True,AgentDescriptorV7/7,20260829,REAL_AGENT_SERVICE,route-agent-11,READ_ONLY,1,5,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0032,11,True,AgentDescriptorV7/7,20260829,REAL_AGENT_SERVICE,route-agent-11,READ_ONLY,1,6,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0039,11,True,AgentDescriptorV7/7,20260829,REAL_AGENT_SERVICE,route-agent-11,READ_ONLY,1,7,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0046,11,True,AgentDescriptorV7/7,20260829,REAL_AGENT_SERVICE,route-agent-11,READ_ONLY,1,8,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0053,11,True,AgentDescriptorV7/7,20260829,REAL_AGENT_SERVICE,route-agent-11,READ_ONLY,1,9,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0060,11,True,AgentDescriptorV7/7,20260829,REAL_AGENT_SERVICE,route-agent-11,READ_ONLY,1,10,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0067,11,True,AgentDescriptorV7/7,20260829,REAL_AGENT_SERVICE,route-agent-11,READ_ONLY,1,11,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0074,11,True,AgentDescriptorV7/7,20260829,REAL_AGENT_SERVICE,route-agent-11,READ_ONLY,1,12,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0081,11,True,AgentDescriptorV7/7,20260829,REAL_AGENT_SERVICE,route-agent-11,READ_ONLY,1,13,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0088,11,True,AgentDescriptorV7/7,20260829,REAL_AGENT_SERVICE,route-agent-11,READ_ONLY,1,14,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0095,11,True,AgentDescriptorV7/7,20260829,REAL_AGENT_SERVICE,route-agent-11,READ_ONLY,1,15,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
