episode,round,index,class
SESSION-7,0,107,CROSS_SESSION
SESSION-7,1,107,CROSS_SESSION
SESSION-7,2,107,CROSS_SESSION
SESSION-7,3,107,CROSS_SESSION
SESSION-7,4,107,CROSS_SESSION
SESSION-7,5,107,CROSS_SESSION
SESSION-7,6,107,CROSS_SESSION
SESSION-7,7,107,CROSS_SESSION
SESSION-7,8,107,CROSS_SESSION
SESSION-7,9,107,CROSS_SESSION
SESSION-7,10,107,CROSS_SESSION
SESSION-7,11,107,CROSS_SESSION
SESSION-7,12,107,CROSS_SESSION
SESSION-7,13,107,CROSS_SESSION
SESSION-7,14,107,CROSS_SESSION
SESSION-7,15,107,CROSS_SESSION
SESSION-7,16,107,CROSS_SESSION
SESSION-7,17,107,CROSS_SESSION
SESSION-7,18,107,CROSS_SESSION
SESSION-7,19,107,CROSS_SESSION
SESSION-7,20,107,CROSS_SESSION
SESSION-7,21,107,CROSS_SESSION
SESSION-7,22,107,CROSS_SESSION
SESSION-7,23,107,CROSS_SESSION
SESSION-7,24,107,CROSS_SESSION
SESSION-7,25,107,CROSS_SESSION
SESSION-7,26,107,CROSS_SESSION
SESSION-7,27,107,CROSS_SESSION
SESSION-7,28,107,CROSS_SESSION
SESSION-7,29,107,CROSS_SESSION
SESSION-7,30,107,CROSS_SESSION
SESSION-7,31,107,CROSS_SESSION
SESSION-7,32,107,CROSS_SESSION
SESSION-7,33,107,CROSS_SESSION
SESSION-7,34,107,CROSS_SESSION
SESSION-7,35,107,CROSS_SESSION
SESSION-7,36,107,CROSS_SESSION
SESSION-7,37,107,CROSS_SESSION
SESSION-7,38,107,CROSS_SESSION
SESSION-7,39,107,CROSS_SESSION
