label,slots,p50_release_slip_ms,p95_release_slip_ms,p99_release_slip_ms,max_release_slip_ms,mean_release_slip_ms
FAST,360,0.52175,0.9827600000000001,1.2274990000000003,1.4272,0.5425516666666667
JITTERED,360,0.5426,0.9829550000000001,1.350297000000001,1.5237,0.5342836111111111
MEDIUM,360,0.5235000000000001,0.9887800000000001,1.2796910000000001,1.4196,0.5357391666666668
SLOW,360,0.51325,0.9792350000000001,1.3746880000000001,1.452,0.5185272222222223
VERY_SLOW,360,0.54545,0.998805,1.4522860000000004,1.4686,0.5454511111111112
