episode,round,index,class
SESSION-6,0,106,CROSS_SESSION
SESSION-6,1,106,CROSS_SESSION
SESSION-6,2,106,CROSS_SESSION
SESSION-6,3,106,CROSS_SESSION
SESSION-6,4,106,CROSS_SESSION
SESSION-6,5,106,CROSS_SESSION
SESSION-6,6,106,CROSS_SESSION
SESSION-6,7,106,CROSS_SESSION
SESSION-6,8,106,CROSS_SESSION
SESSION-6,9,106,CROSS_SESSION
SESSION-6,10,106,CROSS_SESSION
SESSION-6,11,106,CROSS_SESSION
SESSION-6,12,106,CROSS_SESSION
SESSION-6,13,106,CROSS_SESSION
SESSION-6,14,106,CROSS_SESSION
SESSION-6,15,106,CROSS_SESSION
SESSION-6,16,106,CROSS_SESSION
SESSION-6,17,106,CROSS_SESSION
SESSION-6,18,106,CROSS_SESSION
SESSION-6,19,106,CROSS_SESSION
SESSION-6,20,106,CROSS_SESSION
SESSION-6,21,106,CROSS_SESSION
SESSION-6,22,106,CROSS_SESSION
SESSION-6,23,106,CROSS_SESSION
SESSION-6,24,106,CROSS_SESSION
SESSION-6,25,106,CROSS_SESSION
SESSION-6,26,106,CROSS_SESSION
SESSION-6,27,106,CROSS_SESSION
SESSION-6,28,106,CROSS_SESSION
SESSION-6,29,106,CROSS_SESSION
SESSION-6,30,106,CROSS_SESSION
SESSION-6,31,106,CROSS_SESSION
SESSION-6,32,106,CROSS_SESSION
SESSION-6,33,106,CROSS_SESSION
SESSION-6,34,106,CROSS_SESSION
SESSION-6,35,106,CROSS_SESSION
SESSION-6,36,106,CROSS_SESSION
SESSION-6,37,106,CROSS_SESSION
SESSION-6,38,106,CROSS_SESSION
SESSION-6,39,106,CROSS_SESSION
