episode,round,index,class
SESSION-7,0,101,CROSS_SESSION
SESSION-7,1,101,CROSS_SESSION
SESSION-7,2,101,CROSS_SESSION
SESSION-7,3,101,CROSS_SESSION
SESSION-7,4,101,CROSS_SESSION
SESSION-7,5,101,CROSS_SESSION
SESSION-7,6,101,CROSS_SESSION
SESSION-7,7,101,CROSS_SESSION
SESSION-7,8,101,CROSS_SESSION
SESSION-7,9,101,CROSS_SESSION
SESSION-7,10,101,CROSS_SESSION
SESSION-7,11,101,CROSS_SESSION
SESSION-7,12,101,CROSS_SESSION
SESSION-7,13,101,CROSS_SESSION
SESSION-7,14,101,CROSS_SESSION
SESSION-7,15,101,CROSS_SESSION
SESSION-7,16,101,CROSS_SESSION
SESSION-7,17,101,CROSS_SESSION
SESSION-7,18,101,CROSS_SESSION
SESSION-7,19,101,CROSS_SESSION
SESSION-7,20,101,CROSS_SESSION
SESSION-7,21,101,CROSS_SESSION
SESSION-7,22,101,CROSS_SESSION
SESSION-7,23,101,CROSS_SESSION
SESSION-7,24,101,CROSS_SESSION
SESSION-7,25,101,CROSS_SESSION
SESSION-7,26,101,CROSS_SESSION
SESSION-7,27,101,CROSS_SESSION
SESSION-7,28,101,CROSS_SESSION
SESSION-7,29,101,CROSS_SESSION
